dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,       1.995357
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,      13.149503
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,      13.221692
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,      12.992787
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,      13.537240
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,      13.769015
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,      13.339382
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,      13.231320
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,      13.179736
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,      13.405576
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,      13.579151
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,      13.034801
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,      13.574636
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,      13.520694
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,      13.251248
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,      13.599541
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,      13.463013
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,      13.080402
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,      13.304496
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,      13.052809
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,      13.408809
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,      65.413346
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,      65.196794
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,      64.238068
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,      64.375663
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      65.697341
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      65.112733
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      65.260607
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      65.293664
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      65.054602
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      64.636086
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      64.322658
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      63.819647
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      63.847282
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      64.289177
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      64.519418
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      64.951903
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      64.729705
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      64.054397
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      63.901836
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      64.777900
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,     155.239084
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,     157.039087
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,     155.307394
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,     157.258038
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,     155.036696
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,     155.891330
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,     155.777043
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,     155.855751
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,     156.195419
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,     156.212828
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,     154.380512
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,     158.412333
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,     155.142108
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,     154.945935
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,     154.938012
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,     154.901279
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,     155.267109
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,     155.474174
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,     154.246502
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,     154.045292
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,     312.386828
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,     315.068776
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,     316.893242
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,     319.678314
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,     313.568210
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,     313.006073
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,     319.231720
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,     320.744628
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,     315.139965
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,     312.083544
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,     311.068493
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,     317.941024
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,     314.934842
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,     308.778701
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,     316.467933
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,     312.124708
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,     315.218597
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,     311.424889
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,     317.140919
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,     323.849664
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,     594.994249
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,     593.009568
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,     593.170848
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,     593.375509
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,     591.968838
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,     593.010716
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,     594.059166
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,     592.386377
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,     592.606997
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,     596.044415
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,     593.408941
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,     600.944999
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,     591.103729
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,     594.556181
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,     593.697866
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,     595.970450
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,     594.123662
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,     597.732834
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,     592.334002
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,     589.339676
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,     969.583867
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,     970.059253
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,     974.667271
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,     976.639974
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,     971.983492
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,     971.813103
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,     968.727164
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,     978.058049
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,     974.389290
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,     982.293414
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,     972.613123
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,     979.703690
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,     972.752186
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,     976.793971
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,     970.029278
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,     980.093709
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,     967.457463
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,     969.313515
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,     971.969069
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,     977.049308
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,    1478.723790
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,    1480.264432
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,    1463.442539
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,    1470.359389
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,    1471.734188
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,    1479.855511
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,    1495.056855
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,    1463.037236
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,    1478.900517
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,    1472.728044
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,    1469.606249
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,    1461.879772
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,    1487.562438
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,    1482.628021
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,    1455.580520
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,    1469.034150
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,    1479.615117
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,    1474.172151
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,    1473.671344
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,    1463.905080
