dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       1.720396
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,     204.752246
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,     204.924183
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,     204.717569
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,     204.031108
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,     204.587767
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,     206.307964
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,     204.912489
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,     204.988857
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,     204.653315
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,     203.476645
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,     204.105582
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,     204.535984
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,     204.736232
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,     206.866138
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,     204.404099
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,     204.619116
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     354.304207
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     356.566880
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     354.499667
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     355.678954
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     355.190924
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     354.401481
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     354.563739
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     352.963869
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     353.901610
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     355.208045
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     353.051453
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     352.889343
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     355.378221
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     352.728555
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     353.877974
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     358.854678
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     355.576480
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     353.398700
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     352.377168
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     354.164711
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     618.163076
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     614.280442
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     617.401655
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     625.724558
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     628.055493
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     617.828912
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     627.837622
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     625.356915
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     617.369451
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     620.676945
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     620.295096
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     626.232122
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     628.522207
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     627.735450
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     618.504921
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     619.562810
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     622.877691
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     634.382416
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     619.061697
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     618.249350
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,     973.665312
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,     979.442247
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,    1000.992222
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,     991.738550
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,     980.184434
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,     964.757255
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,     986.242778
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,     980.119136
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,     972.731712
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,     973.719592
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,     982.379469
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,     979.911419
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,     970.708974
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,     982.995171
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,     979.902164
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,     969.178247
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,     979.609886
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,     976.506460
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,     963.677746
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,     958.459733
