dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       1.430945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,     105.671851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,     106.067349
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,     105.928363
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,     105.440569
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,     101.506316
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,     154.743143
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,1,     153.095421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,2,     153.444811
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,3,     153.197304
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,4,     156.586037
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,5,     153.666199
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,6,     155.373873
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,7,     154.032122
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,8,     152.726478
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,9,     152.787264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,10,     153.665312
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,11,     153.303933
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,12,     153.563231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,13,     152.698007
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,14,     152.765103
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,15,     153.694259
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,16,     152.687818
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,17,     154.387760
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,18,     152.504035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,19,     156.145738
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,0,     321.220215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,1,     322.674316
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,2,     325.847730
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,3,     320.873192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,4,     323.292611
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,5,     319.551150
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,6,     315.855858
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,7,     322.955734
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,8,     326.138079
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,9,     327.543825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,10,     318.426619
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,11,     323.637192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,12,     320.139256
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,13,     328.970970
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,14,     317.583424
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,15,     321.001850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,16,     320.980945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,17,     324.580889
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,18,     324.851974
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,19,     323.849568
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,0,     495.595631
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,1,     492.749146
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,2,     496.537648
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,3,     493.006486
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,4,     490.515375
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,5,     494.145284
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,6,     494.522540
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,7,     496.987797
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,8,     494.286585
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,9,     504.529621
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,10,     492.204926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,11,     492.640195
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,12,     493.438865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,13,     496.251339
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,14,     495.409778
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,15,     494.596506
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,16,     495.086148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,17,     499.597455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,18,     495.589869
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,19,     492.207570
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,0,    1005.534677
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,1,     966.584117
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,2,     977.532418
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,3,    1004.506828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,4,     988.028718
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,5,     979.446936
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,6,     991.288165
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,7,     981.475248
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,8,     970.542267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,9,     948.972918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,10,    1021.199495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,11,     998.675192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,12,     956.400745
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,13,    1001.206159
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,14,    1003.688526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,15,     964.785955
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,16,     999.111013
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,17,     972.528364
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,18,     977.865514
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,19,     977.173471
