dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"D | D",64,0,       0.005728
1,float,uniform,PoisFFT,"D | D",384,10,       0.014069
1,float,uniform,PoisFFT,"D | D",384,11,       0.030665
1,float,uniform,PoisFFT,"D | D",384,12,       0.014710
1,float,uniform,PoisFFT,"D | D",384,13,       0.014655
1,float,uniform,PoisFFT,"D | D",384,14,       0.014621
1,float,uniform,PoisFFT,"D | D",384,15,       0.014640
1,float,uniform,PoisFFT,"D | D",384,16,       0.014608
1,float,uniform,PoisFFT,"D | D",384,17,       0.014653
1,float,uniform,PoisFFT,"D | D",384,18,       0.014627
1,float,uniform,PoisFFT,"D | D",384,19,       0.014626
1,float,uniform,PoisFFT,"D | D",448,0,       0.066594
1,float,uniform,PoisFFT,"D | D",448,1,       0.082266
1,float,uniform,PoisFFT,"D | D",448,2,       0.066256
1,float,uniform,PoisFFT,"D | D",448,3,       0.088218
1,float,uniform,PoisFFT,"D | D",448,4,       0.076933
1,float,uniform,PoisFFT,"D | D",448,5,       0.076950
1,float,uniform,PoisFFT,"D | D",448,6,       0.076893
1,float,uniform,PoisFFT,"D | D",448,7,       0.076895
1,float,uniform,PoisFFT,"D | D",448,8,       0.076831
1,float,uniform,PoisFFT,"D | D",448,9,       0.076835
1,float,uniform,PoisFFT,"D | D",448,10,       0.076872
1,float,uniform,PoisFFT,"D | D",448,11,       0.076864
1,float,uniform,PoisFFT,"D | D",448,12,       0.081205
1,float,uniform,PoisFFT,"D | D",448,13,       0.076932
1,float,uniform,PoisFFT,"D | D",448,14,       0.076814
1,float,uniform,PoisFFT,"D | D",448,15,       0.086829
1,float,uniform,PoisFFT,"D | D",448,16,       0.066127
1,float,uniform,PoisFFT,"D | D",448,17,       0.066232
1,float,uniform,PoisFFT,"D | D",448,18,       0.066136
1,float,uniform,PoisFFT,"D | D",448,19,       0.066228
1,float,uniform,PoisFFT,"D | D",512,0,       0.023176
1,float,uniform,PoisFFT,"D | D",512,1,       0.022627
1,float,uniform,PoisFFT,"D | D",512,2,       0.022593
1,float,uniform,PoisFFT,"D | D",512,3,       0.042474
1,float,uniform,PoisFFT,"D | D",512,4,       0.024313
1,float,uniform,PoisFFT,"D | D",512,5,       0.024270
1,float,uniform,PoisFFT,"D | D",512,6,       0.041580
1,float,uniform,PoisFFT,"D | D",512,7,       0.025242
1,float,uniform,PoisFFT,"D | D",512,8,       0.025162
1,float,uniform,PoisFFT,"D | D",512,9,       0.025176
1,float,uniform,PoisFFT,"D | D",512,10,       0.025177
1,float,uniform,PoisFFT,"D | D",512,11,       0.025130
1,float,uniform,PoisFFT,"D | D",512,12,       0.025136
1,float,uniform,PoisFFT,"D | D",512,13,       0.025875
1,float,uniform,PoisFFT,"D | D",512,14,       0.025181
1,float,uniform,PoisFFT,"D | D",512,15,       0.025258
1,float,uniform,PoisFFT,"D | D",512,16,       0.025214
1,float,uniform,PoisFFT,"D | D",512,17,       0.025208
1,float,uniform,PoisFFT,"D | D",512,18,       0.025257
1,float,uniform,PoisFFT,"D | D",512,19,       0.025229
