dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       3.320387
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    3968.936433
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    3954.004412
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    3959.887820
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    3927.704341
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    3982.492983
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,11,    4021.499340
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,12,    4005.123781
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,13,    3998.037391
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,14,    3931.811235
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,15,    3980.968566
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,16,    3967.125708
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,17,    4004.757826
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,18,    3964.478661
3,float,uniform,PoisFFT,"N | D | N | N | N | N",512,19,    3989.850857
