dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,       2.296953
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,12,      11.448519
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,13,      11.143235
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,14,      11.129892
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,15,      11.663445
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,16,      11.579578
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,17,      11.493077
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,18,      11.525388
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,19,      11.429481
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,0,      60.229614
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,1,      59.946214
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,2,      59.324202
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,3,      59.585813
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,4,      59.811736
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,5,      60.682799
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,6,      59.822896
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,7,      59.533147
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,8,      60.285073
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,9,      59.200219
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,10,      59.366044
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,11,      58.919713
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,12,      59.525382
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,13,      59.823997
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,14,      60.122611
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      59.766132
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      59.985458
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      59.361708
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      58.979467
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      59.878793
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,     147.728846
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,     150.423779
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,     150.551830
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,     150.161181
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,     149.901892
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,     150.966807
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,     149.691139
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,     149.679911
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,     150.543113
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,     149.662434
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,     150.150930
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,     150.224968
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,     150.253896
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,     150.566658
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,     149.880331
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,     150.670163
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,     150.317185
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,     150.007459
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,     149.850931
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,     151.110617
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     290.087814
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,1,     283.598644
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,2,     289.122148
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,3,     287.402852
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,4,     286.871138
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,5,     284.967620
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,6,     284.253000
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,7,     284.201958
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,8,     282.514308
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,9,     279.386335
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,10,     294.826526
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,11,     285.704428
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,12,     282.582361
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,13,     286.228902
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,14,     283.353578
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,15,     287.000387
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,16,     285.800068
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,17,     283.085388
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,18,     281.296635
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,19,     286.917941
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,0,     522.915316
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,1,     522.541390
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,2,     524.281711
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,3,     523.143085
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,4,     520.884974
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,5,     523.851370
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,6,     519.832968
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,7,     526.971283
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,8,     522.740476
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,9,     522.826055
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,10,     524.548836
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,11,     520.984027
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,12,     521.039910
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,13,     524.241188
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,14,     521.295521
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,15,     524.623752
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,16,     525.091849
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,17,     520.866035
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,18,     523.368070
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,19,     522.604858
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,0,     922.900489
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,1,     921.393029
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,2,     927.061603
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,3,     917.583696
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,4,     927.723084
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,5,     920.747355
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,6,     919.806253
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,7,     917.411780
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,8,     921.323771
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,9,     921.537893
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,10,     921.235751
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,11,     920.548032
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,12,     922.885400
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,13,     922.288275
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,14,     919.849612
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,15,     936.235871
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,16,     918.182420
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,17,     923.171221
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,18,     917.910283
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,19,     920.538631
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,0,    1307.201541
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,1,    1324.255343
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,2,    1313.241486
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,3,    1314.418706
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,4,    1322.736025
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,5,    1329.070683
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,6,    1329.487397
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,7,    1327.240379
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,8,    1317.102720
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,9,    1330.098930
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,10,    1326.341485
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,11,    1299.280725
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,12,    1329.345234
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,13,    1319.117640
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,14,    1321.839489
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,15,    1322.956050
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,16,    1317.212657
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,17,    1323.572242
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,18,    1328.832835
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,19,    1318.575364
