dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,0,       2.668791
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,1,     257.906016
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,2,     257.154517
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,3,     257.991651
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,4,     258.771107
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,5,     257.050218
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,6,     256.699891
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,7,     257.789362
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,8,     257.134979
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,9,     257.446672
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,10,     255.963608
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,11,     258.814099
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,12,     257.480055
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,13,     257.677935
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,14,     257.499429
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,15,     257.995752
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,16,     257.908704
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,17,     258.367129
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,18,     257.525924
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,19,     257.598236
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,0,     619.314619
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,1,     612.445370
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,2,     611.729854
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,3,     617.706925
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,4,     613.863751
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,5,     614.066101
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,6,     613.262047
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,7,     614.801684
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,8,     621.675458
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,9,     613.506564
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     618.210224
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     618.297547
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     617.312345
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     616.744621
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     617.709567
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     613.967371
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     614.261369
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     613.660765
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     615.754801
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     612.966629
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     932.328263
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     940.893443
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     937.877183
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     931.996863
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     934.165980
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     933.282306
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     935.858932
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     937.533028
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     935.005669
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     934.532233
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     934.471535
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     934.406631
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     936.392874
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     936.413446
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     940.450902
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     937.603845
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     940.607767
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     950.607049
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     934.769195
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     935.872042
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,0,     776.464153
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,1,     787.555380
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,2,     785.034670
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,3,     782.228023
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,4,     782.514838
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,5,     775.918383
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,6,     781.967894
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,7,     784.346366
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,8,     784.421869
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,9,     784.088593
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,10,     783.951535
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,11,     794.650001
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,12,     780.962723
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,13,     791.872391
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,14,     779.779990
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,15,     784.027870
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,16,     781.132751
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,17,     779.524662
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,18,     779.626722
3,double,uniform,PoisFFT,"D | D | D | D | N | D",384,19,     775.704634
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,0,    3452.069350
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,1,    3431.401413
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,2,    3439.171526
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,3,    3451.240688
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,4,    3456.490443
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,5,    3440.370227
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,6,    3436.079294
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,7,    3440.975599
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,8,    3437.724272
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,9,    3448.520694
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,10,    3440.871286
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,11,    3436.784137
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,12,    3436.950486
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,13,    3458.692055
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,14,    3428.214759
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,15,    3443.358791
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,16,    3427.433051
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,17,    3435.068021
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,18,    3461.847222
3,double,uniform,PoisFFT,"D | D | D | D | N | D",448,19,    3433.941126
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,0,    2303.792035
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,1,    2303.084761
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,2,    2310.926922
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,3,    2299.449399
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,4,    2304.616822
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,5,    2301.494908
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,6,    2300.735540
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,7,    2310.871958
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,8,    2280.680796
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,9,    2302.271158
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,10,    2301.860733
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,11,    2309.057823
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,12,    2313.219579
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,13,    2310.020457
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,14,    2319.657308
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,15,    2329.901713
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,16,    2322.252514
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,17,    2309.378268
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,18,    2303.882457
3,double,uniform,PoisFFT,"D | D | D | D | N | D",512,19,    2323.959183
