dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.702635
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,      13.156191
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,      13.002971
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,      12.843915
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,      13.215112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,      13.207948
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,      13.214782
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,      13.015714
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,      12.700025
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,      13.347124
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,      13.093346
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,      13.228640
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,      13.037335
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,      12.911513
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,      13.148702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,      13.224456
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,      13.100641
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,      13.252350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,      80.745275
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,      80.838769
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,      79.830940
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,      80.257220
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,      79.794771
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,      78.602782
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,      79.998739
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,      79.508076
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,      80.245348
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,      81.534559
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,      85.000722
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,      79.281742
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,      83.367488
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,      80.225140
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,      82.407395
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,      81.790385
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,      91.720140
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,      93.303528
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,      93.163041
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,      94.061573
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,      64.258366
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,      65.119808
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,      64.745425
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,      75.579871
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,      78.113108
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,      81.971622
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,      81.284746
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,      77.476396
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,      83.781347
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,      78.218747
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,      83.366202
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,      79.728513
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,      84.862201
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,      81.529026
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,      82.488439
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,      80.026986
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,      81.258601
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,      80.663236
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,      79.160083
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,      83.654998
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,0,     264.360373
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,1,     298.281689
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,2,     254.094715
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,3,     233.091092
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,4,     238.606269
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,5,     231.725505
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,6,     237.646397
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,7,     246.637235
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,8,     234.443855
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,9,     221.053534
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,10,     228.097758
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,11,     233.741193
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,12,     232.856144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,13,     222.632753
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,14,     226.065651
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,15,     237.338429
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,16,     230.489398
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,17,     234.886583
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,18,     236.248089
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,19,     232.444065
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,0,     216.237499
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,1,     223.371605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,2,     220.390351
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,3,     213.813362
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,4,     210.179476
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,5,     212.837168
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,6,     216.341830
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,7,     210.832689
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,8,     211.849945
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,9,     211.504302
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,10,     202.806858
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,11,     205.796551
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,12,     204.429498
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,13,     206.690653
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,14,     211.461610
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,15,     201.885412
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,16,     207.536363
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,17,     206.676808
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,18,     218.085098
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,19,     209.370913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,0,     917.740269
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,1,     892.404035
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,2,     900.500912
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,3,     922.149293
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,4,     913.997072
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,5,     901.589034
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,6,     908.159562
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,7,     907.286001
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,8,     919.283788
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,9,     907.869533
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,10,     919.429781
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,11,     917.234442
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,12,     909.731939
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,13,     920.304088
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,14,     911.031251
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,15,     923.716118
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,16,     929.317492
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,17,     934.648594
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,18,     926.986030
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,19,     916.373845
