dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"P | P | P | P",64,0,       0.035691
2,float,uniform,PoisFFT,"P | P | P | P",320,8,       1.102022
2,float,uniform,PoisFFT,"P | P | P | P",320,9,       1.105855
2,float,uniform,PoisFFT,"P | P | P | P",320,10,       1.106173
2,float,uniform,PoisFFT,"P | P | P | P",320,11,       1.092252
2,float,uniform,PoisFFT,"P | P | P | P",320,12,       1.105458
2,float,uniform,PoisFFT,"P | P | P | P",320,13,       1.110616
2,float,uniform,PoisFFT,"P | P | P | P",320,14,       1.106041
2,float,uniform,PoisFFT,"P | P | P | P",320,15,       1.092085
2,float,uniform,PoisFFT,"P | P | P | P",320,16,       1.091861
2,float,uniform,PoisFFT,"P | P | P | P",320,17,       1.091740
2,float,uniform,PoisFFT,"P | P | P | P",320,18,       1.105064
2,float,uniform,PoisFFT,"P | P | P | P",320,19,       1.175335
2,float,uniform,PoisFFT,"P | P | P | P",384,0,       1.787602
2,float,uniform,PoisFFT,"P | P | P | P",384,1,       1.750206
2,float,uniform,PoisFFT,"P | P | P | P",384,2,       1.772034
2,float,uniform,PoisFFT,"P | P | P | P",384,3,       1.759646
2,float,uniform,PoisFFT,"P | P | P | P",384,4,       1.729204
2,float,uniform,PoisFFT,"P | P | P | P",384,5,       1.754093
2,float,uniform,PoisFFT,"P | P | P | P",384,6,       1.729159
2,float,uniform,PoisFFT,"P | P | P | P",384,7,       1.781998
2,float,uniform,PoisFFT,"P | P | P | P",384,8,       1.773078
2,float,uniform,PoisFFT,"P | P | P | P",384,9,       1.758941
2,float,uniform,PoisFFT,"P | P | P | P",384,10,       1.741787
2,float,uniform,PoisFFT,"P | P | P | P",384,11,       1.742930
2,float,uniform,PoisFFT,"P | P | P | P",384,12,       1.744267
2,float,uniform,PoisFFT,"P | P | P | P",384,13,       1.750591
2,float,uniform,PoisFFT,"P | P | P | P",384,14,       1.730730
2,float,uniform,PoisFFT,"P | P | P | P",384,15,       1.744773
2,float,uniform,PoisFFT,"P | P | P | P",384,16,       1.774642
2,float,uniform,PoisFFT,"P | P | P | P",384,17,       1.773009
2,float,uniform,PoisFFT,"P | P | P | P",384,18,       1.752732
2,float,uniform,PoisFFT,"P | P | P | P",384,19,       1.728037
2,float,uniform,PoisFFT,"P | P | P | P",448,0,       2.836679
2,float,uniform,PoisFFT,"P | P | P | P",448,1,       2.839145
2,float,uniform,PoisFFT,"P | P | P | P",448,2,       2.829198
2,float,uniform,PoisFFT,"P | P | P | P",448,3,       2.807470
2,float,uniform,PoisFFT,"P | P | P | P",448,4,       2.792771
2,float,uniform,PoisFFT,"P | P | P | P",448,5,       2.867688
2,float,uniform,PoisFFT,"P | P | P | P",448,6,       2.814250
2,float,uniform,PoisFFT,"P | P | P | P",448,7,       2.767346
2,float,uniform,PoisFFT,"P | P | P | P",448,8,       2.821158
2,float,uniform,PoisFFT,"P | P | P | P",448,9,       2.814208
2,float,uniform,PoisFFT,"P | P | P | P",448,10,       2.802362
2,float,uniform,PoisFFT,"P | P | P | P",448,11,       2.821665
2,float,uniform,PoisFFT,"P | P | P | P",448,12,       2.820579
2,float,uniform,PoisFFT,"P | P | P | P",448,13,       2.821958
2,float,uniform,PoisFFT,"P | P | P | P",448,14,       2.847366
2,float,uniform,PoisFFT,"P | P | P | P",448,15,       2.807115
2,float,uniform,PoisFFT,"P | P | P | P",448,16,       2.817999
2,float,uniform,PoisFFT,"P | P | P | P",448,17,       2.819075
2,float,uniform,PoisFFT,"P | P | P | P",448,18,       2.844703
2,float,uniform,PoisFFT,"P | P | P | P",448,19,       2.844922
2,float,uniform,PoisFFT,"P | P | P | P",512,0,       3.721728
2,float,uniform,PoisFFT,"P | P | P | P",512,1,       3.722163
2,float,uniform,PoisFFT,"P | P | P | P",512,2,       3.713254
2,float,uniform,PoisFFT,"P | P | P | P",512,3,       3.714729
2,float,uniform,PoisFFT,"P | P | P | P",512,4,       3.711710
2,float,uniform,PoisFFT,"P | P | P | P",512,5,       3.709272
2,float,uniform,PoisFFT,"P | P | P | P",512,6,       3.769858
2,float,uniform,PoisFFT,"P | P | P | P",512,7,       3.718903
2,float,uniform,PoisFFT,"P | P | P | P",512,8,       3.695624
2,float,uniform,PoisFFT,"P | P | P | P",512,9,       3.705002
2,float,uniform,PoisFFT,"P | P | P | P",512,10,       3.699419
2,float,uniform,PoisFFT,"P | P | P | P",512,11,       3.699479
2,float,uniform,PoisFFT,"P | P | P | P",512,12,       3.717339
2,float,uniform,PoisFFT,"P | P | P | P",512,13,       3.696027
2,float,uniform,PoisFFT,"P | P | P | P",512,14,       3.703964
2,float,uniform,PoisFFT,"P | P | P | P",512,15,       3.704679
2,float,uniform,PoisFFT,"P | P | P | P",512,16,       3.703624
2,float,uniform,PoisFFT,"P | P | P | P",512,17,       3.719317
2,float,uniform,PoisFFT,"P | P | P | P",512,18,       3.697669
2,float,uniform,PoisFFT,"P | P | P | P",512,19,       3.688741
