dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,      16.300993
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,6,       5.977411
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,7,       6.161909
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,8,       6.122199
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,9,       6.082196
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,10,       6.711771
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,11,       6.082204
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,12,       6.210651
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,13,       6.430469
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,14,       6.141301
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,15,       6.052255
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,16,       6.015614
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,17,       6.130429
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,18,       6.223373
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,19,       6.259075
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      20.862000
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      20.121314
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      20.185625
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      20.110197
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      20.510851
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      20.326342
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      20.176144
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      20.369492
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      20.274497
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      20.077265
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      20.110928
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      20.227918
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,      20.223806
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,      20.283338
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,      20.149113
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,      20.131022
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      19.948723
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      20.382127
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,      20.515351
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,      20.441340
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,      54.314116
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,      52.587550
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,      52.186417
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,      52.151610
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,      58.597255
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,      72.534827
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,      71.957396
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,      71.694891
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,      74.725180
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,      71.410542
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,      72.563248
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,      70.949390
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,      70.035835
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,      72.284147
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,      75.356838
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,      75.729141
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,      76.682142
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,      74.589128
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,      70.321775
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,      70.515377
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,     128.869490
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,     133.221756
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,     131.464564
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,     130.816905
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,     132.480334
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,     127.951925
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,     132.059573
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,     124.393233
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,     118.478256
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,     118.815112
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,     120.091067
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,     131.120168
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,     134.330582
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,     133.745048
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,     131.613601
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,     120.383781
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,     115.945108
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,     115.430849
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,     116.166285
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,     118.688452
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     232.575641
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     225.150455
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     225.649706
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     224.901155
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     224.037683
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     223.906441
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     224.498964
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     221.629142
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     224.983443
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     222.720654
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     221.959247
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     222.641904
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     224.653496
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     222.171328
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     223.211838
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     217.435022
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     221.034229
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     219.962016
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     222.829822
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     223.696304
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     357.369997
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     355.374212
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     354.009467
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     354.791947
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     359.476927
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     358.414162
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     355.443470
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     356.699397
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     356.855888
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     355.154884
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     357.152285
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     356.668998
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     356.375677
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     353.869681
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     356.668371
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     354.928207
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     354.370885
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     356.111716
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     396.984944
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     387.203297
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,     584.129291
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,     560.252627
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,     540.554397
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,     546.647309
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,     556.990268
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,     559.187389
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,     591.422088
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,     572.720853
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,     519.595646
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,     512.525474
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,     518.608266
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,     520.573541
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,     520.248027
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,     521.498273
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,     528.077986
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,     542.604120
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,     557.054182
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,     549.613591
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,     561.466496
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,     562.472184
