dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.057891
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,16,       2.148932
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,17,       2.150670
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,18,       2.148241
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,19,       2.154440
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,0,       3.963590
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,1,       3.955309
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,2,       3.956081
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,3,       3.953450
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,4,       3.951021
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,5,       3.956033
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,6,       3.953704
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,7,       3.952028
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,8,       3.959289
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,9,       3.965535
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,10,       4.004588
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,11,       4.048832
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,12,       4.007551
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,13,       3.960940
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,14,       3.961819
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,15,       3.961469
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,16,       4.009178
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,17,       3.961126
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,18,       3.961176
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,19,       4.004368
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,0,       5.922013
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,1,       5.863008
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,2,       5.908124
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,3,       5.987614
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,4,       5.909668
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,5,       5.878665
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,6,       5.867317
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,7,       5.929917
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,8,       6.278247
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,9,       5.881688
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,10,       5.822806
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,11,       5.948222
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,12,       5.948346
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,13,       5.908805
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,14,       5.838353
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,15,       5.954275
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,16,       5.951563
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,17,       5.928114
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,18,       5.872698
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,19,       5.966728
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,0,       7.029234
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,1,       7.003829
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,2,       6.993774
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,3,       7.001786
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,4,       6.992564
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,5,       7.000763
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,6,       7.001838
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,7,       7.229722
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,8,       6.994674
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,9,       6.998968
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,10,       6.996095
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,11,       7.002363
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,12,       6.996520
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,13,       6.994325
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,14,       6.999466
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,15,       7.000380
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,16,       6.993604
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,17,       6.984033
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,18,       7.014339
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,19,       6.989094
