dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.586926
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,9,     185.077102
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,10,     175.260566
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,11,     175.110361
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,12,     174.766196
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,13,     180.352515
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,14,     180.573835
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,15,     182.596087
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,16,     180.563094
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,17,     176.641368
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,18,     173.476420
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,19,     144.919131
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,0,     357.594301
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,1,     355.019621
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,2,     353.297723
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,3,     349.373969
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,4,     352.426171
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,5,     348.840826
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,6,     350.626187
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,7,     362.141166
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,8,     362.073400
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,9,     353.205970
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,10,     348.928505
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,11,     340.808167
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,12,     338.231201
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,13,     341.140636
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,14,     342.062592
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,15,     332.964996
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,16,     334.823618
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,17,     332.087528
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,18,     367.020149
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,19,     356.156488
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,0,     556.117201
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,1,     557.248528
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,2,     555.874394
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,3,     557.092184
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,4,     547.036595
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,5,     543.743842
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,6,     544.452953
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,7,     548.709873
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,8,     544.760749
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,9,     554.005117
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,10,     533.612766
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,11,     534.239753
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,12,     534.942631
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,13,     532.435217
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,14,     534.822478
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,15,     533.378656
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,16,     535.329304
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,17,     530.705709
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,18,     532.691749
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,19,     535.337181
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,0,     790.722100
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,1,     787.949250
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,2,     791.682572
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,3,     792.748259
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,4,     792.009130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,5,     795.141722
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,6,     793.699453
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,7,     794.193815
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,8,     791.526616
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,9,     799.173694
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,10,     811.338399
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,11,     816.818925
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,12,     812.330210
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,13,     812.540377
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,14,     821.120774
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,15,     815.024252
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,16,     816.287039
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,17,     811.524938
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,18,     815.104729
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,19,     810.255953
