dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,      15.435507
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      64.127839
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      62.717007
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      62.689313
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      62.410444
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      64.230943
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      62.177394
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      62.250261
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      62.194321
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      63.107661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      64.816589
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      64.720703
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      62.511740
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,      89.400692
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,      91.205116
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,      91.186618
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,      90.923719
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,      91.766098
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,      90.594787
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,      92.494525
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,      91.453149
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,      91.376293
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,      91.841157
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,      92.428595
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,      90.413716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,      90.912282
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,      91.662097
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,      90.419938
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,      90.323894
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,      90.994489
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,      89.707674
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,      90.279615
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,      89.504502
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,     244.517985
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,     238.856305
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,     244.996563
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,     267.140230
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,     264.971661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,     276.352779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,     259.967227
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,     262.913348
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,     262.804536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,     273.985409
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,     258.388975
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,     236.498303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,     236.518841
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,     238.014190
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,     239.609465
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,     259.767777
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,     262.008716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,     240.375970
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,     235.676017
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,     235.389376
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,     364.252518
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,     362.186523
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,     368.860897
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,     364.576028
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,     361.685763
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,     361.130521
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,     369.145167
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,     364.397884
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,     361.080212
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,     390.367623
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,     379.456594
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,     367.665148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,     390.787168
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,     350.385763
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,     350.836819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,     355.250635
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,     349.607841
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,     351.931781
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,     358.477456
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,     354.401723
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,     758.561074
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,     754.548781
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,     763.638631
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,     756.026255
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,     739.653552
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,     722.769006
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,     742.341010
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,     726.567354
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,     730.082040
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,     744.277047
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,     736.081440
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,     728.310614
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,     732.616980
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,     732.194191
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,     733.531205
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,     737.712337
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,     734.739910
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,     737.775017
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,     690.111983
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,     713.131646
