dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,       2.659010
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,      12.177781
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,      20.920051
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,      10.287078
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,      48.964299
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,      47.440436
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,      48.248486
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,      48.174521
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      48.080222
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      47.880741
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      49.165664
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      50.036504
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      49.635539
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      48.960105
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      50.281057
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      49.891774
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      50.527154
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      50.008301
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      49.454201
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      49.995120
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      49.636892
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      48.550411
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      48.777498
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      47.424399
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,     115.808413
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,     107.730597
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,     111.568801
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,     104.556968
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,     106.403411
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,     118.169224
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,     119.750537
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,     120.773989
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,     120.747556
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,     121.363547
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,     123.240623
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,     120.579300
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,     125.051510
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,     121.350512
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,     120.671022
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,     119.880480
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,     122.039138
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,     116.346426
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,     119.716790
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,     123.323118
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,     236.570152
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,     219.804726
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,     220.734982
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,     244.198332
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,     248.358422
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,     242.347170
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,     220.286370
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,     219.838815
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,     218.572603
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,     216.974060
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,     217.713834
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,     217.495403
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,     216.597131
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,     217.711571
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,     215.415634
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,     212.047853
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,     211.268010
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,     209.816986
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,     210.263679
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,     208.390216
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,     405.923992
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,     409.318829
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,     407.619084
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,     408.458869
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,     408.153684
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,     409.118442
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,     408.446317
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,     407.591818
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,     460.989162
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,     439.663705
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,     445.267066
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,     402.360995
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,     399.171027
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,     402.173605
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,     399.276891
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,     398.433299
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,     399.118620
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,     399.270850
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,     398.920917
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,     399.348731
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,     640.141610
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,     641.114865
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,     631.353603
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,     630.487108
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,     630.524377
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,     630.622632
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,     630.460108
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,     632.281946
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,     630.115813
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,     629.690902
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,     630.500668
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,     629.089904
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,     624.534609
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,     621.761483
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,     621.094074
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,     612.062649
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,     591.488434
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,     612.440571
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,     613.431182
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,     635.228867
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,    1078.382000
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,    1082.158401
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,    1084.854713
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,    1082.712630
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,    1083.639960
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,    1087.154456
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,    1083.047921
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,    1083.623556
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,    1089.659299
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,    1088.090895
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,    1098.051388
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,    1093.970902
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,    1087.876234
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,    1084.948177
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,    1083.046932
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,    1090.443043
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,    1084.684629
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,    1096.529112
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,    1110.124635
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,    1114.480062
