dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"Ns | Ds",64,0,       0.005360
1,float,uniform,PoisFFT,"Ns | Ds",64,38,       0.000440
1,float,uniform,PoisFFT,"Ns | Ds",64,39,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,40,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,41,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,42,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,43,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,44,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,45,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,46,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,47,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,48,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,49,       0.000410
1,float,uniform,PoisFFT,"Ns | Ds",64,50,       0.000429
1,float,uniform,PoisFFT,"Ns | Ds",64,51,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,52,       0.000411
1,float,uniform,PoisFFT,"Ns | Ds",64,53,       0.000440
1,float,uniform,PoisFFT,"Ns | Ds",64,54,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,55,       0.000429
1,float,uniform,PoisFFT,"Ns | Ds",64,56,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,57,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,58,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,59,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,60,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,61,       0.000410
1,float,uniform,PoisFFT,"Ns | Ds",64,62,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,63,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,64,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,65,       0.000410
1,float,uniform,PoisFFT,"Ns | Ds",64,66,       0.000410
1,float,uniform,PoisFFT,"Ns | Ds",64,67,       0.000410
1,float,uniform,PoisFFT,"Ns | Ds",64,68,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,69,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",64,70,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,71,       0.000420
1,float,uniform,PoisFFT,"Ns | Ds",64,72,       0.001530
1,float,uniform,PoisFFT,"Ns | Ds",64,73,       0.000450
1,float,uniform,PoisFFT,"Ns | Ds",64,74,       0.000430
1,float,uniform,PoisFFT,"Ns | Ds",128,0,       0.000940
1,float,uniform,PoisFFT,"Ns | Ds",128,1,       0.000869
1,float,uniform,PoisFFT,"Ns | Ds",128,2,       0.000840
1,float,uniform,PoisFFT,"Ns | Ds",128,3,       0.000829
1,float,uniform,PoisFFT,"Ns | Ds",128,4,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,5,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,6,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,7,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,8,       0.000860
1,float,uniform,PoisFFT,"Ns | Ds",128,9,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,10,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,11,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,12,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,13,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,14,       0.000860
1,float,uniform,PoisFFT,"Ns | Ds",128,15,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,16,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,17,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,18,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,19,       0.000850
1,float,uniform,PoisFFT,"Ns | Ds",128,20,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,21,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,22,       0.000810
1,float,uniform,PoisFFT,"Ns | Ds",128,23,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,24,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,25,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,26,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,27,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,28,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,29,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,30,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,31,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,32,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,33,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,34,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,35,       0.000810
1,float,uniform,PoisFFT,"Ns | Ds",128,36,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,37,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,38,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,39,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,40,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,41,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,42,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,43,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,44,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,45,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,46,       0.000810
1,float,uniform,PoisFFT,"Ns | Ds",128,47,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,48,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,49,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,50,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,51,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,52,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,53,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,54,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,55,       0.000810
1,float,uniform,PoisFFT,"Ns | Ds",128,56,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,57,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,58,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,59,       0.000810
1,float,uniform,PoisFFT,"Ns | Ds",128,60,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,61,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,62,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,63,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,64,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,65,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,66,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,67,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,68,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,69,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,70,       0.000850
1,float,uniform,PoisFFT,"Ns | Ds",128,71,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,72,       0.000820
1,float,uniform,PoisFFT,"Ns | Ds",128,73,       0.000830
1,float,uniform,PoisFFT,"Ns | Ds",128,74,       0.000870
1,float,uniform,PoisFFT,"Ns | Ds",192,0,       0.001670
1,float,uniform,PoisFFT,"Ns | Ds",192,1,       0.001320
1,float,uniform,PoisFFT,"Ns | Ds",192,2,       0.001251
1,float,uniform,PoisFFT,"Ns | Ds",192,3,       0.001231
1,float,uniform,PoisFFT,"Ns | Ds",192,4,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,5,       0.001220
1,float,uniform,PoisFFT,"Ns | Ds",192,6,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,7,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,8,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,9,       0.001260
1,float,uniform,PoisFFT,"Ns | Ds",192,10,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,11,       0.001270
1,float,uniform,PoisFFT,"Ns | Ds",192,12,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,13,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,14,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,15,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,16,       0.001260
1,float,uniform,PoisFFT,"Ns | Ds",192,17,       0.001220
1,float,uniform,PoisFFT,"Ns | Ds",192,18,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,19,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,20,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,21,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,22,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,23,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,24,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,25,       0.001251
1,float,uniform,PoisFFT,"Ns | Ds",192,26,       0.001249
1,float,uniform,PoisFFT,"Ns | Ds",192,27,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,28,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,29,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,30,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,31,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,32,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,33,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,34,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,35,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,36,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,37,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,38,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,39,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,40,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,41,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,42,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,43,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,44,       0.001251
1,float,uniform,PoisFFT,"Ns | Ds",192,45,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,46,       0.001249
1,float,uniform,PoisFFT,"Ns | Ds",192,47,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,48,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,49,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,50,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,51,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,52,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,53,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,54,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,55,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,56,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,57,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,58,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,59,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",192,60,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,61,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,62,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,63,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,64,       0.001260
1,float,uniform,PoisFFT,"Ns | Ds",192,65,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,66,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,67,       0.001250
1,float,uniform,PoisFFT,"Ns | Ds",192,68,       0.001320
1,float,uniform,PoisFFT,"Ns | Ds",192,69,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,70,       0.001240
1,float,uniform,PoisFFT,"Ns | Ds",192,71,       0.001229
1,float,uniform,PoisFFT,"Ns | Ds",192,72,       0.001249
1,float,uniform,PoisFFT,"Ns | Ds",192,73,       0.001260
1,float,uniform,PoisFFT,"Ns | Ds",192,74,       0.001230
1,float,uniform,PoisFFT,"Ns | Ds",256,0,       0.002289
1,float,uniform,PoisFFT,"Ns | Ds",256,1,       0.001800
1,float,uniform,PoisFFT,"Ns | Ds",256,2,       0.001729
1,float,uniform,PoisFFT,"Ns | Ds",256,3,       0.001740
1,float,uniform,PoisFFT,"Ns | Ds",256,4,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,5,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,6,       0.001730
1,float,uniform,PoisFFT,"Ns | Ds",256,7,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,8,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,9,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,10,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,11,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,12,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,13,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,14,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,15,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,16,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,17,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,18,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,19,       0.001709
1,float,uniform,PoisFFT,"Ns | Ds",256,20,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,21,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,22,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,23,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,24,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,25,       0.001730
1,float,uniform,PoisFFT,"Ns | Ds",256,26,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,27,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,28,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,29,       0.001700
1,float,uniform,PoisFFT,"Ns | Ds",256,30,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,31,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,32,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,33,       0.002019
1,float,uniform,PoisFFT,"Ns | Ds",256,34,       0.001840
1,float,uniform,PoisFFT,"Ns | Ds",256,35,       0.001729
1,float,uniform,PoisFFT,"Ns | Ds",256,36,       0.001750
1,float,uniform,PoisFFT,"Ns | Ds",256,37,       0.001730
1,float,uniform,PoisFFT,"Ns | Ds",256,38,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,39,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,40,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,41,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,42,       0.001730
1,float,uniform,PoisFFT,"Ns | Ds",256,43,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,44,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,45,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,46,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,47,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,48,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,49,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,50,       0.001709
1,float,uniform,PoisFFT,"Ns | Ds",256,51,       0.001711
1,float,uniform,PoisFFT,"Ns | Ds",256,52,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,53,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,54,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,55,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,56,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,57,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,58,       0.001700
1,float,uniform,PoisFFT,"Ns | Ds",256,59,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,60,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,61,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,62,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,63,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,64,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,65,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,66,       0.002090
1,float,uniform,PoisFFT,"Ns | Ds",256,67,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,68,       0.001730
1,float,uniform,PoisFFT,"Ns | Ds",256,69,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,70,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,71,       0.001710
1,float,uniform,PoisFFT,"Ns | Ds",256,72,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,73,       0.001720
1,float,uniform,PoisFFT,"Ns | Ds",256,74,       0.001709
1,float,uniform,PoisFFT,"Ns | Ds",320,0,       0.003090
1,float,uniform,PoisFFT,"Ns | Ds",320,1,       0.002290
1,float,uniform,PoisFFT,"Ns | Ds",320,2,       0.002210
1,float,uniform,PoisFFT,"Ns | Ds",320,3,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,4,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,5,       0.002210
1,float,uniform,PoisFFT,"Ns | Ds",320,6,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,7,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,8,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,9,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,10,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,11,       0.002151
1,float,uniform,PoisFFT,"Ns | Ds",320,12,       0.002149
1,float,uniform,PoisFFT,"Ns | Ds",320,13,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,14,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,15,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,16,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,17,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,18,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,19,       0.002190
1,float,uniform,PoisFFT,"Ns | Ds",320,20,       0.002200
1,float,uniform,PoisFFT,"Ns | Ds",320,21,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,22,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,23,       0.002190
1,float,uniform,PoisFFT,"Ns | Ds",320,24,       0.002190
1,float,uniform,PoisFFT,"Ns | Ds",320,25,       0.002170
1,float,uniform,PoisFFT,"Ns | Ds",320,26,       0.002151
1,float,uniform,PoisFFT,"Ns | Ds",320,27,       0.002171
1,float,uniform,PoisFFT,"Ns | Ds",320,28,       0.002170
1,float,uniform,PoisFFT,"Ns | Ds",320,29,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,30,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,31,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,32,       0.002210
1,float,uniform,PoisFFT,"Ns | Ds",320,33,       0.002220
1,float,uniform,PoisFFT,"Ns | Ds",320,34,       0.002210
1,float,uniform,PoisFFT,"Ns | Ds",320,35,       0.002170
1,float,uniform,PoisFFT,"Ns | Ds",320,36,       0.002110
1,float,uniform,PoisFFT,"Ns | Ds",320,37,       0.002190
1,float,uniform,PoisFFT,"Ns | Ds",320,38,       0.002130
1,float,uniform,PoisFFT,"Ns | Ds",320,39,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,40,       0.002120
1,float,uniform,PoisFFT,"Ns | Ds",320,41,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,42,       0.002171
1,float,uniform,PoisFFT,"Ns | Ds",320,43,       0.002119
1,float,uniform,PoisFFT,"Ns | Ds",320,44,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,45,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,46,       0.002130
1,float,uniform,PoisFFT,"Ns | Ds",320,47,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,48,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,49,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,50,       0.002130
1,float,uniform,PoisFFT,"Ns | Ds",320,51,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,52,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,53,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,54,       0.002180
1,float,uniform,PoisFFT,"Ns | Ds",320,55,       0.002139
1,float,uniform,PoisFFT,"Ns | Ds",320,56,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,57,       0.002171
1,float,uniform,PoisFFT,"Ns | Ds",320,58,       0.002130
1,float,uniform,PoisFFT,"Ns | Ds",320,59,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,60,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,61,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,62,       0.002130
1,float,uniform,PoisFFT,"Ns | Ds",320,63,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,64,       0.002430
1,float,uniform,PoisFFT,"Ns | Ds",320,65,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,66,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,67,       0.002190
1,float,uniform,PoisFFT,"Ns | Ds",320,68,       0.002140
1,float,uniform,PoisFFT,"Ns | Ds",320,69,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,70,       0.002170
1,float,uniform,PoisFFT,"Ns | Ds",320,71,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,72,       0.002150
1,float,uniform,PoisFFT,"Ns | Ds",320,73,       0.002160
1,float,uniform,PoisFFT,"Ns | Ds",320,74,       0.002120
1,float,uniform,PoisFFT,"Ns | Ds",384,0,       0.003350
1,float,uniform,PoisFFT,"Ns | Ds",384,1,       0.002670
1,float,uniform,PoisFFT,"Ns | Ds",384,2,       0.002600
1,float,uniform,PoisFFT,"Ns | Ds",384,3,       0.002569
1,float,uniform,PoisFFT,"Ns | Ds",384,4,       0.002569
1,float,uniform,PoisFFT,"Ns | Ds",384,5,       0.002560
1,float,uniform,PoisFFT,"Ns | Ds",384,6,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,7,       0.002560
1,float,uniform,PoisFFT,"Ns | Ds",384,8,       0.002560
1,float,uniform,PoisFFT,"Ns | Ds",384,9,       0.002550
1,float,uniform,PoisFFT,"Ns | Ds",384,10,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,11,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,12,       0.002580
1,float,uniform,PoisFFT,"Ns | Ds",384,13,       0.002580
1,float,uniform,PoisFFT,"Ns | Ds",384,14,       0.002560
1,float,uniform,PoisFFT,"Ns | Ds",384,15,       0.002529
1,float,uniform,PoisFFT,"Ns | Ds",384,16,       0.002560
1,float,uniform,PoisFFT,"Ns | Ds",384,17,       0.002569
1,float,uniform,PoisFFT,"Ns | Ds",384,18,       0.002590
1,float,uniform,PoisFFT,"Ns | Ds",384,19,       0.002580
1,float,uniform,PoisFFT,"Ns | Ds",384,20,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,21,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,22,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,23,       0.002590
1,float,uniform,PoisFFT,"Ns | Ds",384,24,       0.002570
1,float,uniform,PoisFFT,"Ns | Ds",384,25,       0.002590
1,float,uniform,PoisFFT,"Ns | Ds",384,26,       0.002580
1,float,uniform,PoisFFT,"Ns | Ds",384,27,       0.002550
1,float,uniform,PoisFFT,"Ns | Ds",384,28,       0.002639
1,float,uniform,PoisFFT,"Ns | Ds",384,29,       0.002551
1,float,uniform,PoisFFT,"Ns | Ds",384,30,       0.002540
1,float,uniform,PoisFFT,"Ns | Ds",384,31,       0.002550
1,float,uniform,PoisFFT,"Ns | Ds",384,32,       0.002560
