dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,       1.865609
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,67,       1.690011
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,68,       1.595743
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,69,       1.598262
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,70,       1.680261
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,71,       1.674802
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,72,       1.548383
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,73,       1.491723
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,74,       1.423194
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,0,       4.303562
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,1,       4.310992
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,2,       4.277223
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,3,       4.259782
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,4,       4.519020
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,5,       4.224183
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,6,       4.255503
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,7,       4.243263
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,8,       4.126934
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,9,       4.320542
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,10,       4.169734
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,11,       4.606589
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,12,       4.659348
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,13,       4.321202
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,14,       4.328962
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,15,       4.174643
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,16,       4.233493
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,17,       4.296642
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,18,       4.252883
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,19,       4.185794
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,20,       4.416770
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,21,       4.388482
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,22,       4.290422
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,23,       4.113694
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,24,       4.312912
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,25,       4.201183
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,26,       4.402041
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,27,       4.261703
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,28,       4.153434
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,29,       4.406231
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,30,       4.201923
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,31,       4.280743
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,32,       4.348831
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,33,       4.202324
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,34,       4.234093
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,35,       4.209443
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,36,       4.330742
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,37,       4.229053
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,38,       4.040935
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,39,       4.348482
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,40,       4.146154
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,41,       4.198123
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,42,       4.240253
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,43,       4.157194
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,44,       4.450271
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,45,       4.189123
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,46,       4.206863
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,47,       4.288512
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,48,       4.399301
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,49,       4.184753
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,50,       4.123094
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,51,       4.215953
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,52,       4.264163
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,53,       4.147724
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,54,       4.654078
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,55,       4.347872
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,56,       4.104875
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,57,       4.207703
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,58,       4.338342
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,59,       4.144213
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,60,       4.366951
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,61,       4.529510
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,62,       4.325042
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,63,       4.260232
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,64,       4.109215
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,65,       4.212683
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,66,       4.090954
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,67,       4.271403
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,68,       4.063415
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,69,       4.565619
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,70,       4.176943
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,71,       4.334932
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,72,       4.303182
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,73,       4.233933
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,74,       4.129204
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,0,      16.780143
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,1,      16.992031
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,2,      17.103860
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,3,      16.731104
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,4,      17.166839
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,5,      16.593005
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,6,      17.123869
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,7,      16.370258
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,8,      16.773814
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,9,      16.245200
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,10,      16.367348
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,11,      17.132450
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,12,      16.462177
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,13,      16.265569
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,14,      17.195839
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      16.552716
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      16.493997
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      16.400798
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      16.653065
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      16.015212
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,20,      16.136941
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,21,      16.892832
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,22,      16.396207
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,23,      16.861573
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,24,      16.276819
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,25,      16.487027
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,26,      17.161079
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,27,      15.569726
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,28,      17.260278
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,29,      16.451147
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,30,      16.364938
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,31,      16.922462
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,32,      16.288089
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,33,      16.356818
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,34,      16.205990
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,35,      16.877333
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,36,      17.025231
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,37,      17.162669
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,38,      16.047421
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,39,      16.671755
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,40,      16.533396
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,41,      16.418188
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,42,      16.938442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,43,      16.348698
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,44,      17.348757
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,45,      16.132791
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,46,      15.794484
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,47,      15.988253
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,48,      16.897972
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,49,      16.263199
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,50,      16.507746
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,51,      16.744724
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,52,      16.256549
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,53,      16.314209
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,54,      16.441188
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,55,      16.367498
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,56,      17.148799
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,57,      16.753014
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,58,      16.227859
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,59,      16.606215
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,60,      17.451456
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,61,      16.176581
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,62,      16.555486
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,63,      15.461158
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,64,      16.053371
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,65,      16.724724
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,66,      16.375167
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,67,      16.564895
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,68,      16.836403
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,69,      16.518396
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,70,      16.108720
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,71,      16.892922
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,72,      16.551316
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,73,      16.201150
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,74,      16.672815
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,      53.521305
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,      53.187878
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,      52.482467
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,      52.817992
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,      52.144890
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,      51.842254
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,      52.899082
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,      52.108131
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,      53.058850
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,      52.217429
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,      52.835843
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,      51.690745
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,      53.440906
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,      52.107800
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,      53.399066
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,      53.061080
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,      52.630744
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,      53.167238
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,      52.445367
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,      52.533725
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,20,      52.269149
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,21,      52.303159
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,22,      52.454607
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,23,      51.387428
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,24,      52.202079
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,25,      52.460557
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,26,      51.999152
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,27,      51.351109
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,28,      51.709675
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,29,      52.240798
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,30,      51.649976
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,31,      52.255148
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,32,      52.501756
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,33,      52.443307
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,34,      52.200999
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,35,      52.929651
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,36,      52.252989
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,37,      51.349089
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,38,      51.833123
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,39,      52.162420
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,40,      52.233399
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,41,      52.622555
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,42,      51.688245
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,43,      51.827154
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,44,      52.503327
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,45,      52.536705
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,46,      51.837854
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,47,      53.382526
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,48,      51.454897
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,49,      51.267710
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,50,      52.650984
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,51,      52.230509
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,52,      52.196390
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,53,      52.195809
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,54,      51.945162
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,55,      53.251018
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,56,      51.146081
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,57,      51.414458
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,58,      51.506747
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,59,      51.161631
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,60,      52.990651
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,61,      50.628937
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,62,      52.543955
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,63,      51.705455
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,64,      51.627466
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,65,      52.324029
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,66,      52.158090
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,67,      51.619845
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,68,      52.004372
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,69,      52.213979
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,70,      52.067240
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,71,      52.473446
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,72,      50.995973
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,73,      51.660666
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,74,      52.127580
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     111.995404
