dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.512934
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,48,       0.274267
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,49,       0.273638
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,50,       0.276357
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,51,       0.275487
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,52,       0.273697
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,53,       0.276048
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,54,       0.275147
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,55,       0.279557
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,56,       0.283287
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,57,       0.281947
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,58,       0.281177
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,59,       0.280747
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,60,       0.278897
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,61,       0.284317
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,62,       0.284247
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,63,       0.281857
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,64,       0.276567
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,65,       0.278897
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,66,       0.282817
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,67,       0.276997
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,68,       0.303957
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,69,       0.279007
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,70,       0.278178
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,71,       0.280137
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,72,       0.280557
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,73,       0.276208
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,74,       0.276867
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,       4.141007
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,1,       3.440574
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,2,       3.443524
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,3,       3.442204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,4,       3.393864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,5,       3.497184
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,6,       3.534203
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,7,       3.509763
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,8,       3.534293
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       3.503423
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       3.547653
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       3.559112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,       3.546483
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       3.541863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       3.518483
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       3.534403
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       3.528153
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       3.563683
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       3.563542
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       3.516913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,20,       3.533633
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,21,       3.523913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,22,       3.552173
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,23,       3.529963
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,24,       3.559102
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,25,       3.512763
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,26,       3.571122
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,27,       3.544923
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,28,       3.508703
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,29,       3.498114
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,30,       3.536093
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,31,       3.505834
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,32,       3.540703
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,33,       3.542423
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,34,       3.546423
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,35,       3.530064
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,36,       3.490003
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,37,       3.533853
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,38,       3.532803
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,39,       3.534353
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,40,       3.535913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,41,       3.546962
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,42,       3.536394
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,43,       3.538592
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,44,       3.553383
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,45,       3.488224
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,46,       3.481374
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,47,       3.544532
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,48,       3.505723
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,49,       3.510453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,50,       3.523043
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,51,       3.529583
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,52,       3.519933
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,53,       3.522823
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,54,       3.507143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,55,       3.504164
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,56,       3.698301
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,57,       3.516303
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,58,       3.548943
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,59,       3.509334
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,60,       3.535463
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,61,       3.543243
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,62,       3.558172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,63,       3.515823
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,64,       3.548603
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,65,       3.508413
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,66,       3.721241
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,67,       3.683351
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,68,       3.696401
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,69,       3.700282
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,70,       3.684751
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,71,       3.745221
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,72,       3.689632
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,73,       3.680851
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,74,       3.642232
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,       5.588522
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,       5.109127
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,       5.143876
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,       5.086727
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,       5.143246
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,       5.133216
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,       5.163566
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,       5.143597
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,       5.122406
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,       5.093166
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,       5.083466
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,       5.187465
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,       5.046317
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,       5.315664
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,       5.049067
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,       5.212345
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,       5.213815
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,       5.040147
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,       5.036817
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,       5.138816
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,20,       5.277085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,21,       5.202406
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,22,       5.222745
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,23,       5.126847
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,24,       5.104316
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,25,       5.093727
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,26,       5.212786
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,27,       5.167175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,28,       5.168205
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,29,       5.110536
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,30,       5.150477
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,31,       5.156386
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,32,       5.199875
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,33,       5.135717
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,34,       5.124726
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,35,       5.176025
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,36,       5.180966
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,37,       5.140697
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,38,       5.179336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,39,       5.238485
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,40,       5.073637
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,41,       5.033437
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,42,       5.167766
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,43,       5.163266
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,44,       5.148806
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,45,       5.176156
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,46,       5.109497
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,47,       5.142856
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,48,       5.107406
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,49,       5.030088
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,50,       5.087177
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,51,       5.137286
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,52,       5.235826
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,53,       5.195226
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,54,       5.150026
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,55,       5.166866
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,56,       5.122407
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,57,       5.136606
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,58,       5.187055
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,59,       5.118346
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,60,       5.093496
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,61,       5.193525
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,62,       5.150426
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,63,       5.193216
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,64,       5.118956
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,65,       5.064547
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,66,       5.108627
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,67,       5.073497
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,68,       5.072738
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,69,       5.030517
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,70,       5.159426
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,71,       5.269545
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,72,       5.157286
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,73,       5.090937
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,74,       5.019998
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,      15.520018
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,      15.102062
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,      15.303700
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,      15.149482
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,      15.305150
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,      15.064172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,      15.157501
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,      15.162712
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,      15.198961
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,      15.153321
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,      15.146111
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,      15.009723
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,      15.158591
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,      15.160801
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,      15.248690
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,      15.026552
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,      15.138731
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,      15.033523
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,      15.176451
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,      15.289790
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,20,      15.040053
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,21,      15.173331
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,22,      15.226621
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,23,      15.134071
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,24,      15.174672
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,25,      15.217401
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,26,      15.234280
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,27,      15.064712
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,28,      15.164661
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,29,      14.970523
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,30,      15.270240
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,31,      15.153361
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,32,      15.238461
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,33,      15.045182
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,34,      15.043013
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,35,      15.078702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,36,      15.087792
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,37,      15.192861
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,38,      14.987612
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,39,      15.045033
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,40,      15.080112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,41,      15.131761
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,42,      15.113782
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,43,      15.065862
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,44,      15.120742
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,45,      15.082962
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,46,      15.010713
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,47,      15.157911
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,48,      15.161082
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,49,      15.145382
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,50,      15.059172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,51,      14.942003
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,52,      15.043092
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,53,      15.046422
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,54,      15.110091
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,55,      15.146451
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,56,      15.258780
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,57,      15.220560
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,58,      15.068322
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,59,      15.155842
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,60,      15.028923
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,61,      15.096032
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,62,      15.302269
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,63,      15.126862
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,64,      15.027883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,65,      15.131631
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,66,      15.274800
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,67,      15.218330
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,68,      15.099242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,69,      15.215931
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,70,      15.039142
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,71,      15.048783
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,72,      15.245180
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,73,      15.104812
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,74,      15.020662
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,      26.348654
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,      26.184256
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,      26.118777
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,      26.222216
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,      26.194976
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,      26.431433
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,      26.205915
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,      26.427623
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,      26.347104
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,      26.173126
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,      26.182765
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,      26.453423
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,      26.220155
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,      26.234255
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,      26.447643
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,      26.088956
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,      26.323674
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,      26.152816
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,      26.391713
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,      26.496402
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,20,      26.245905
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,21,      26.240325
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,22,      26.190306
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,23,      26.190086
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,24,      28.881318
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,25,      26.256195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,26,      26.245245
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,27,      26.436914
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,28,      26.288865
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,29,      26.213756
