dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       2.524085
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,44,      23.703996
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,45,      23.466459
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,46,      23.547958
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,47,      23.911414
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,48,      23.472619
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,49,      23.233891
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,50,      24.476239
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,51,      23.709586
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,52,      24.451068
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,53,      23.955473
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,54,      24.180001
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,55,      23.798705
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,56,      23.025433
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,57,      23.694116
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,58,      23.117942
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,59,      23.866345
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,60,      23.949853
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,61,      23.544718
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,62,      23.969563
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,63,      22.779595
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,64,      23.502948
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,65,      24.047703
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,66,      23.662916
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,67,      23.610207
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,68,      23.171141
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,69,      23.620697
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,70,      23.650046
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,71,      23.646087
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,72,      23.694017
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,73,      24.244511
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,74,      23.795585
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,      52.961917
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,      50.525951
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,      51.165195
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,      51.689830
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,      52.327684
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,      51.371183
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,      51.147875
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,      50.764119
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,      52.158666
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,      52.406413
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,      51.770699
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,      49.841838
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,      49.456272
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,      51.961617
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,      50.517921
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,      50.860728
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,      51.639660
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,      50.675919
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,      52.775019
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,      51.990807
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,20,      50.368773
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,21,      51.908447
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,22,      50.678180
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,23,      51.577480
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,24,      51.705110
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,25,      52.684210
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,26,      50.276274
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,27,      52.423843
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,28,      50.942768
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,29,      50.765109
