dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       2.274945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,23,       0.209108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,24,       0.216278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,25,       0.214198
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,26,       0.216237
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,27,       0.218118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,28,       0.221918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,29,       0.220027
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,30,       0.220918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,31,       0.219298
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,32,       0.215388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,33,       0.217578
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,34,       0.210917
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,35,       0.210798
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,36,       0.212758
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,37,       0.210467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,38,       0.209267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,39,       0.210148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,40,       0.211458
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,41,       0.215428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,42,       0.205628
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,43,       0.206467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,44,       0.207458
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,45,       0.217457
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,46,       0.210158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,47,       0.211428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,48,       0.219578
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,49,       0.208388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,50,       0.212017
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,51,       0.211238
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,52,       0.210108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,53,       0.208608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,54,       0.208298
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,55,       0.210968
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,56,       0.211958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,57,       0.208197
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,58,       0.210237
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,59,       0.212568
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,60,       0.207278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,61,       0.207828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,62,       0.213508
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,63,       0.211077
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,64,       0.207667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,65,       0.206638
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,66,       0.208468
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,67,       0.210847
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,68,       0.203438
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,69,       0.205588
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,70,       0.205527
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,71,       0.210948
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,72,       0.212148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,73,       0.205688
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,74,       0.203097
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,0,       2.695072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,1,       2.103157
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,2,       2.058968
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,3,       2.061218
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,4,       2.009708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,5,       2.038268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,6,       2.006278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,7,       2.005939
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,8,       2.067108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,9,       2.019049
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,10,       2.001718
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,11,       2.017439
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,12,       2.019509
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,13,       2.021378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,14,       2.075317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,15,       2.005029
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,16,       2.069177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,17,       1.981439
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,18,       2.010038
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,19,       2.028929
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,20,       2.068268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,21,       2.058938
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,22,       2.054168
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,23,       2.062118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,24,       2.059607
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,25,       2.102168
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,26,       2.069078
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,27,       2.062378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,28,       2.089357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,29,       2.241006
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,30,       2.035558
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,31,       2.034569
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,32,       2.034938
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,33,       2.028568
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,34,       2.043089
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,35,       2.050308
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,36,       2.009409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,37,       2.043488
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,38,       2.020648
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,39,       2.026628
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,40,       2.029418
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,41,       2.017069
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,42,       2.040768
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,43,       2.055138
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,44,       2.049368
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,45,       2.006158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,46,       2.048008
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,47,       2.079208
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,48,       2.034549
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,49,       2.018048
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,50,       2.050998
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,51,       2.120667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,52,       2.035928
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,53,       2.007729
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,54,       2.022608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,55,       2.020859
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,56,       2.089228
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,57,       2.009708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,58,       2.014059
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,59,       2.101257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,60,       2.120598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,61,       2.071358
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,62,       2.109667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,63,       2.079228
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,64,       2.048628
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,65,       2.068878
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,66,       2.034198
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,67,       2.038108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,68,       2.053158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,69,       2.050678
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,70,       2.036128
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,71,       2.060408
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,72,       2.040498
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,73,       2.020838
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,74,       2.071467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,0,       5.281304
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,1,       4.778239
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,2,       4.888268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,3,       5.204664
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,4,       4.998367
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,5,       4.780280
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,6,       4.996926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,7,       5.031546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,8,       5.217865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,9,       5.047496
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,10,       4.976846
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,11,       5.230644
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,12,       4.915538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,13,       5.122475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,14,       4.764960
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,15,       4.823238
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,16,       4.940868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,17,       5.016167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,18,       5.139385
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,19,       4.705070
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,20,       4.803789
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,21,       5.061416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,22,       5.047876
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,23,       5.060986
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,24,       5.158425
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,25,       5.164475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,26,       5.250145
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,27,       5.061936
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,28,       4.771489
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,29,       4.761169
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,30,       4.936338
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,31,       5.187014
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,32,       5.195465
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,33,       5.211444
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,34,       4.963988
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,35,       5.190114
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,36,       5.095976
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,37,       5.103406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,38,       5.236134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,39,       5.139075
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,40,       5.243594
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,41,       5.087686
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,42,       4.788358
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,43,       4.892758
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,44,       4.929698
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,45,       4.916827
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,46,       5.265824
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,47,       5.218374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,48,       5.014506
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,49,       5.264174
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,50,       5.101925
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,51,       5.126095
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,52,       5.225505
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,53,       5.194765
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,54,       5.281044
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,55,       5.142245
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,56,       4.746650
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,57,       4.831079
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,58,       4.944917
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,59,       5.124575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,60,       5.157345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,61,       5.146385
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,62,       4.975167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,63,       5.193495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,64,       5.060886
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,65,       5.172395
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,66,       4.736409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,67,       4.895697
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,68,       5.084436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,69,       4.889058
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,70,       5.081526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,71,       5.016067
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,72,       5.068276
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,73,       5.179435
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,74,       5.164075
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,0,      14.841142
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,1,      14.538885
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,2,      14.646144
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,3,      14.873472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,4,      14.674534
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,5,      14.626874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,6,      14.854062
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,7,      14.475216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,8,      14.979731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,9,      14.914472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,10,      14.595414
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,11,      14.980721
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,12,      14.567535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,13,      14.719233
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,14,      14.595454
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,      14.439996
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,      14.753143
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,      14.843842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,      14.961310
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,      14.794152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,20,      14.992660
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,21,      14.782113
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,22,      14.852162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,23,      14.688643
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,24,      14.736073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,25,      14.736343
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,26,      14.798872
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,27,      14.630924
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,28,      14.708563
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,29,      14.652584
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,30,      14.709533
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,31,      14.597734
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,32,      14.838712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,33,      14.754502
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,34,      14.676373
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,35,      14.699283
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,36,      14.702653
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,37,      14.678723
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,38,      14.577594
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,39,      14.826102
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,40,      14.903751
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,41,      14.829311
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,42,      14.691763
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,43,      14.701523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,44,      14.814222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,45,      14.737313
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,46,      14.545635
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,47,      14.727993
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,48,      14.504785
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,49,      14.748273
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,50,      14.854221
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,51,      14.523275
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,52,      14.871722
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,53,      14.720773
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,54,      14.697083
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,55,      14.677513
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,56,      14.595824
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,57,      14.821972
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,58,      14.952860
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,59,      14.433576
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,60,      14.707183
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,61,      14.951801
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,62,      14.909092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,63,      14.637174
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,64,      14.707884
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,65,      14.508205
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,66,      14.740332
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,67,      14.710203
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,68,      14.748233
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,69,      14.718173
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,70,      14.637304
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,71,      14.529715
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,72,      14.623004
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,73,      14.702523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,74,      14.715023
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,      21.296333
