dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,       3.037437
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,46,       2.810629
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,47,       2.910969
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,48,       2.299926
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,49,       2.747761
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,50,       2.367315
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,51,       2.689331
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,52,       2.385784
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,53,       2.686381
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,54,       2.732901
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,55,       2.676911
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,56,       1.959109
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,57,       2.541233
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,58,       2.637161
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,59,       2.948068
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,60,       2.593162
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,61,       2.668101
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,62,       2.494983
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,63,       2.636711
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,64,       3.201826
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,65,       3.000258
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,66,       3.114467
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,67,       2.074738
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,68,       2.861529
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,69,       2.526493
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,70,       3.008198
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,71,       2.334715
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,72,       2.467113
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,73,       2.710021
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,74,       2.521873
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,       5.840567
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,       5.614290
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,       4.794468
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,       5.381673
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,       7.369481
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,       7.474900
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,       8.409150
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,       6.934755
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,       5.203134
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,       7.297402
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,       6.008785
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,       5.279044
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,       6.426901
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,       6.593730
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,       6.501520
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,       5.400782
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,       8.057963
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,       5.770878
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,       4.815809
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,       7.002065
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,20,       8.191203
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,21,       5.722269
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,22,       6.167874
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,23,       5.558761
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,24,       6.354102
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,25,       5.933767
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,26,       5.936686
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,27,       4.766199
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,28,       6.526030
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,29,       6.725368
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,30,       4.750799
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,31,       5.352183
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,32,       6.129644
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,33,       6.641339
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,34,       6.883656
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,35,       4.013677
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,36,       7.673328
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,37,       4.885248
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,38,       4.385633
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,39,       5.615969
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,40,       6.198024
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,41,       5.426132
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,42,       5.313893
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,43,       5.382372
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,44,       6.099364
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,45,       6.227373
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,46,       5.641610
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,47,       8.457680
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,48,       6.414742
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,49,       6.403962
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,50,       6.028005
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,51,       7.677448
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,52,       6.747998
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,53,       5.018046
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,54,       7.591939
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,55,       7.370110
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,56,       6.091744
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,57,       5.168284
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,58,       7.300792
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,59,       6.120955
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,60,       5.891317
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,61,       6.725628
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,62,       4.276114
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,63,       6.485740
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,64,       5.748058
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,65,       5.180264
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,66,       6.079805
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,67,       6.136134
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,68,       5.033556
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,69,       6.281903
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,70,       7.206493
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,71,       6.941966
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,72,       6.032136
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,73,       5.935186
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,74,       8.166653
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,      12.453036
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,      14.004260
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,      13.215658
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,      13.949421
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      13.766092
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      13.227607
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      13.874701
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      13.159198
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      13.112169
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      13.107289
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      12.587245
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      13.965610
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      13.616353
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      12.816363
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      13.423256
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      13.095160
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      13.115899
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      14.029720
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      13.199278
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      14.265297
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,20,      13.271727
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,21,      13.601394
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,22,      13.339616
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,23,      13.578504
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,24,      14.194328
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,25,      14.524294
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,26,      12.876232
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,27,      14.646313
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,28,      15.197077
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,29,      12.331157
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,30,      12.934971
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,31,      13.788472
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,32,      12.983560
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,33,      13.307997
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,34,      13.385276
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,35,      13.145439
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,36,      13.899731
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,37,      13.074330
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,      14.103978
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,      15.638452
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,      13.001631
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,      14.189688
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,      13.730172
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,      12.369358
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,44,      13.643934
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,45,      12.963931
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,46,      14.551294
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,47,      13.592243
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,48,      13.616373
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,49,      12.991350
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,50,      14.360426
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,51,      13.432486
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,52,      14.050880
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,53,      13.884551
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,54,      13.534665
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,55,      13.845112
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,56,      12.851752
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,57,      13.227388
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,58,      13.495275
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,59,      12.698094
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,60,      13.408356
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,61,      13.256728
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,62,      13.261927
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,63,      13.860231
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,64,      13.799942
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,65,      14.013059
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,66,      14.008420
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,67,      13.768201
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,68,      13.508635
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,69,      15.123547
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,70,      14.371285
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,71,      14.065219
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,72,      13.554345
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,73,      13.838691
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,74,      12.783982
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,      37.523166
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,      37.283840
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,      36.389519
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,      36.909274
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,      37.055112
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,      37.016923
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,      36.041623
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,      36.545037
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,      35.874115
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,      36.563617
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,      35.866945
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,      35.755686
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,      36.392199
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,      37.165531
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,      35.069763
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,      36.960133
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,      37.009463
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,      35.530098
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,      36.379659
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,      35.887165
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,20,      35.815885
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,21,      35.863814
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,22,      37.284840
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,23,      36.833684
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,24,      36.682176
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,25,      36.171372
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,26,      36.283370
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,27,      35.754566
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,28,      37.144341
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,29,      37.225300
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,30,      36.771785
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,31,      36.603457
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,32,      36.802535
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,33,      36.055173
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,34,      36.763466
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,35,      36.792795
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,36,      36.608897
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,37,      36.686236
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,38,      36.890554
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,39,      38.184060
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,40,      37.201711
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,41,      36.470718
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,42,      37.515757
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,43,      36.523388
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,44,      36.450278
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,45,      36.917713
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,46,      36.652437
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,47,      37.059442
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,48,      37.309769
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,49,      36.582838
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,50,      36.118612
3,float,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,51,      37.971632
