dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",64,0,1.07696,0.004566,0.128483,0.466944,1.79585,1.67695
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",128,16,6.91827,0.004143,0.522679,0.242688,7.7719,7.68778
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",128,17,7.04362,0.0041,0.523371,0.242688,7.89081,7.81378
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",128,18,7.02346,0.00383,0.523905,0.24064,7.87095,7.79183
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",128,19,7.05184,0.004022,0.519855,0.239616,7.89602,7.81533
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,0,24.1523,0.00435,1.64286,0.755712,26.6588,26.5552
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,1,23.4637,0.003574,1.60724,0.751616,25.9202,25.8261
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,2,23.9175,0.004271,1.61055,0.751616,26.381,26.284
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,3,23.5647,0.004153,1.62571,0.754688,26.0514,25.9493
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,4,23.9393,0.004286,1.74072,0.75264,26.5418,26.437
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,5,23.8357,0.004343,1.61032,0.753664,26.3033,26.204
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,6,23.5711,0.003651,1.60877,0.75776,26.0308,25.9413
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,7,23.8018,0.004246,1.61654,0.75264,26.2766,26.1752
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,8,23.9118,0.004434,1.61352,0.756736,26.3899,26.2865
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,9,24.1447,0.004281,1.60586,0.753664,26.6095,26.5085
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,10,23.6849,0.004298,1.62189,0.751616,26.1626,26.0627
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,11,23.9268,0.00433,1.60889,0.749568,26.3896,26.2895
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,12,23.8026,0.00427,1.6103,0.750592,26.2703,26.1677
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,13,24.0614,0.004154,1.61475,0.754688,26.5321,26.435
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,14,23.9231,0.004236,1.60864,0.753664,26.3896,26.2896
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,15,23.8837,0.004314,1.60804,0.755712,26.3518,26.2518
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,16,23.7853,0.004294,1.60875,0.75264,26.2503,26.151
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,17,23.4161,0.004128,1.60528,0.753664,25.878,25.7791
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,18,23.8107,0.004387,1.61451,0.749568,26.2769,26.1791
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",192,19,23.7476,0.004049,1.68302,0.75264,26.2844,26.1873
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,0,55.5639,0.003195,3.8733,1.76538,61.2981,61.2058
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,1,55.3828,0.003202,3.82856,1.75616,61.0568,60.9707
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,2,55.4986,0.003195,3.82974,1.76026,61.1815,61.0918
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,3,55.7465,0.003069,3.82338,1.75821,61.4198,61.3312
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,4,56.1644,0.003439,3.81049,1.75821,61.8296,61.7366
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,5,55.7692,0.003122,3.82579,1.75923,61.4433,61.3574
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,6,55.5503,0.003139,3.84148,1.75718,61.2426,61.1521
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,7,55.5649,0.003062,3.82278,1.75514,61.2313,61.1458
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,8,55.7355,0.003173,3.83775,1.75718,61.4355,61.3336
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,9,56.0996,0.003413,3.81597,1.76026,61.7674,61.6792
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,10,55.9337,0.003185,3.82988,1.75821,61.616,61.525
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,11,55.5135,0.003246,3.83865,1.75718,61.2044,61.1126
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,12,55.2719,0.003143,3.83727,1.76026,60.9578,60.8725
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,13,55.3016,0.003183,3.83344,1.75821,60.988,60.8964
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,14,55.806,0.003235,3.82044,1.75718,61.4769,61.3868
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,15,55.7978,0.00824,3.82296,1.76026,61.4932,61.3893
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,16,55.8376,0.003188,3.82138,1.75514,61.508,61.4173
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,17,55.6607,0.003308,3.82511,1.75821,61.3348,61.2474
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,18,55.5804,0.003704,3.82236,1.76026,61.2595,61.1667
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",256,19,56.1525,0.003564,3.8206,1.75821,61.8257,61.7349
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,0,107.452,0.002964,8.8813,3.4345,119.869,119.771
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,1,106.102,0.002923,8.86981,3.43859,118.501,118.413
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,2,106.981,0.002922,8.87224,3.43245,119.38,119.289
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,3,107.914,0.002996,8.86815,3.43654,120.315,120.222
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,4,107.161,0.002966,8.88175,3.42938,119.567,119.475
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,5,107.069,0.002931,8.85464,3.43654,119.456,119.363
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,6,108.442,0.002933,8.88105,3.43962,120.858,120.766
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,7,107.043,0.003012,8.86483,3.4345,119.435,119.345
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,8,107.235,0.003099,8.87012,3.4304,119.631,119.539
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,9,106.632,0.002911,8.86484,3.44371,119.035,118.944
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,10,107.434,0.003144,8.87256,3.44371,119.853,119.753
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,11,106,0.002958,8.8784,3.4304,118.403,118.311
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,12,107.401,0.002949,8.87073,3.43552,119.802,119.711
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,13,109.182,0.003006,8.86929,3.44678,121.594,121.502
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,14,107.992,0.002916,8.87326,3.43142,120.393,120.299
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,15,107.665,0.002985,8.86579,3.43347,120.059,119.967
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,16,107.05,0.00289,8.86949,3.4304,119.443,119.353
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,17,108.317,0.002912,8.88123,3.43654,120.73,120.638
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,18,108.752,0.003012,8.88145,3.43962,121.169,121.076
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",320,19,108.161,0.003134,8.88277,3.43757,120.573,120.484
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,0,229.627,0.002961,15.4594,5.98016,251.168,251.07
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,1,230.652,0.003074,15.1753,5.98426,251.908,251.815
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,2,229.064,0.002949,15.0203,5.9945,250.17,250.082
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,3,230.352,0.003042,15.0229,6.01088,251.483,251.389
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,4,229.117,0.002986,15.0103,5.98835,250.21,250.118
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,5,230.781,0.002971,14.9829,5.97811,251.837,251.745
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,6,228.268,0.002991,15.0913,5.97914,249.431,249.342
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,7,231.011,0.002987,15.0927,5.98938,252.188,252.096
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,8,229.13,0.003045,14.972,5.98016,250.18,250.085
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,9,227.636,0.002985,15.0398,5.98733,248.755,248.666
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,10,230.497,0.002939,15.0466,5.98426,251.622,251.531
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,11,226.828,0.002981,14.9867,5.98118,247.892,247.799
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,12,227.586,0.003121,15.0292,5.97709,248.685,248.595
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,13,230.533,0.002846,14.9897,5.98118,251.6,251.506
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,14,229.068,0.002871,14.9747,5.97811,250.112,250.023
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,15,229.105,0.002908,14.9717,5.99962,250.166,250.079
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,16,229.231,0.002879,15.0226,5.97914,250.327,250.235
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,17,228.787,0.002881,15.0737,5.97094,249.921,249.834
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,18,230.244,0.002936,15.0149,5.98016,251.332,251.242
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",384,19,228.707,0.002876,15.0849,5.99962,249.883,249.794
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,0,297.382,0.003057,33.7869,9.52218,340.783,340.694
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,1,292.323,0.002897,33.7723,9.51808,335.705,335.616
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,2,293.878,0.002869,33.7816,9.54778,337.301,337.21
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,3,293.792,0.003036,33.7818,9.54266,337.209,337.12
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,4,296.944,0.002865,33.7901,9.53651,340.365,340.273
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,5,292.404,0.003087,33.7771,9.52218,335.794,335.706
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,6,295.522,0.002864,33.7863,9.54163,338.942,338.852
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,7,293.995,0.002849,33.7847,9.53139,337.408,337.313
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,8,295.074,0.003089,33.7843,9.52218,338.48,338.384
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,9,292.237,0.002915,33.7829,9.52013,335.632,335.543
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,10,293.482,0.00321,33.7718,9.53856,336.885,336.796
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,11,294.514,0.003079,33.7751,9.53446,337.916,337.826
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,12,297.259,0.00284,33.7801,9.53139,340.666,340.574
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,13,294.049,0.00287,33.7694,9.55494,337.465,337.376
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,14,295.468,0.004713,33.8006,9.53958,339.525,338.813
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,15,293.567,0.002847,33.7867,9.53037,336.977,336.887
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,16,293.733,0.003203,33.7867,9.54778,337.164,337.071
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,17,293.767,0.00289,33.7869,9.53754,337.184,337.094
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,18,291.163,0.002859,33.7783,9.53242,334.567,334.476
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",448,19,294.483,0.002906,33.7879,9.53651,337.902,337.811
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,0,440.767,0.002862,63.8736,14.3012,519.03,518.945
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,1,436.808,0.002853,65.2087,14.2807,516.396,516.301
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,2,439.431,0.002864,64.5584,14.2694,518.349,518.262
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,3,437.215,0.003004,64.6552,14.2582,516.219,516.132
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,4,439.14,0.003049,64.6401,14.2295,518.099,518.013
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,5,440.762,0.002859,64.3667,14.2797,519.514,519.411
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,6,434.221,0.002861,64.0934,14.293,512.696,512.61
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,7,442.56,0.003057,64.0982,14.2735,521.022,520.935
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,8,439.422,0.002881,64.6019,14.251,518.362,518.277
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,9,439.413,0.00291,65.0184,14.2377,518.76,518.672
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,10,443.812,0.003345,63.8937,14.2653,522.065,521.975
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,11,439.42,0.00311,63.9566,14.2776,517.744,517.657
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,12,441.042,0.002829,63.865,14.2602,519.258,519.17
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,13,437.677,0.002904,63.7898,14.2766,515.832,515.746
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,14,440.385,0.002887,64.935,14.2664,519.675,519.589
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,15,437.308,0.002972,63.3051,14.2766,514.982,514.892
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,16,439.361,0.002887,64.7276,14.2807,518.461,518.372
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,17,437.678,0.002928,64.2754,14.2766,516.321,516.233
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,18,442.916,0.00295,64.2822,14.3012,521.589,521.502
3,double,uniform,CPU,"P | P | Ns | Ns | P | P",512,19,439.744,0.002873,63.7777,14.2725,517.882,517.797
