dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ds | Ds",64,0,0.073728,0,0.049092,0.36352,0.574721,0.48634
1,double,uniform,GPU,"Ds | Ds",192,5,0.018432,0,0.02464,0.011264,0.101949,0.054336
1,double,uniform,GPU,"Ds | Ds",192,6,0.018432,0,0.024287,0.011264,0.105411,0.053983
1,double,uniform,GPU,"Ds | Ds",192,7,0.017408,0,0.024754,0.011264,0.101994,0.053426
1,double,uniform,GPU,"Ds | Ds",192,8,0.021504,0,0.024167,0.013312,0.104561,0.058983
1,double,uniform,GPU,"Ds | Ds",192,9,0.019456,0,0.024132,0.011264,0.100385,0.054852
1,double,uniform,GPU,"Ds | Ds",192,10,0.019456,0,0.023761,0.011264,0.100611,0.054481
1,double,uniform,GPU,"Ds | Ds",192,11,0.019456,0,0.024403,0.011264,0.10003,0.055123
1,double,uniform,GPU,"Ds | Ds",192,12,0.018432,0,0.024593,0.011264,0.101614,0.054289
1,double,uniform,GPU,"Ds | Ds",192,13,0.018432,0,0.030698,0.012288,0.109713,0.061418
1,double,uniform,GPU,"Ds | Ds",192,14,0.019456,0,0.024692,0.011264,0.102587,0.055412
1,double,uniform,GPU,"Ds | Ds",192,15,0.018432,0,0.024323,0.012288,0.101989,0.055043
1,double,uniform,GPU,"Ds | Ds",192,16,0.019456,0,0.025761,0.012288,0.2006,0.057505
1,double,uniform,GPU,"Ds | Ds",192,17,0.021504,0,0.024278,0.011264,0.105999,0.057046
1,double,uniform,GPU,"Ds | Ds",192,18,0.019456,0,0.024767,0.012288,0.101871,0.056511
1,double,uniform,GPU,"Ds | Ds",192,19,0.017408,0,0.023985,0.012288,0.102198,0.053681
1,double,uniform,GPU,"Ds | Ds",256,0,0.032768,0,0.031036,0.016384,0.134381,0.080188
1,double,uniform,GPU,"Ds | Ds",256,1,0.02048,0,0.024845,0.013312,0.108085,0.058637
1,double,uniform,GPU,"Ds | Ds",256,2,0.019456,0,0.023071,0.013312,0.103466,0.055839
1,double,uniform,GPU,"Ds | Ds",256,3,0.018432,0,0.022779,0.012288,0.102378,0.053499
1,double,uniform,GPU,"Ds | Ds",256,4,0.019456,0,0.023012,0.012288,0.101061,0.054756
1,double,uniform,GPU,"Ds | Ds",256,5,0.018432,0,0.022861,0.013312,0.10134,0.054605
1,double,uniform,GPU,"Ds | Ds",256,6,0.019456,0,0.022773,0.013312,0.101107,0.055541
1,double,uniform,GPU,"Ds | Ds",256,7,0.021504,0,0.022995,0.011264,0.102022,0.055763
1,double,uniform,GPU,"Ds | Ds",256,8,0.019456,0,0.023529,0.012288,0.100931,0.055273
1,double,uniform,GPU,"Ds | Ds",256,9,0.017408,0,0.022756,0.012288,0.100862,0.052452
1,double,uniform,GPU,"Ds | Ds",256,10,0.024576,0,0.023006,0.012288,0.106709,0.05987
1,double,uniform,GPU,"Ds | Ds",256,11,0.018432,0,0.023459,0.012288,0.100267,0.054179
1,double,uniform,GPU,"Ds | Ds",256,12,0.018432,0,0.022538,0.013312,0.1005,0.054282
1,double,uniform,GPU,"Ds | Ds",256,13,0.019456,0,0.022688,0.013312,0.101166,0.055456
1,double,uniform,GPU,"Ds | Ds",256,14,0.019456,0,0.02348,0.011264,0.101536,0.0542
1,double,uniform,GPU,"Ds | Ds",256,15,0.017408,0,0.023643,0.01024,0.100583,0.051291
1,double,uniform,GPU,"Ds | Ds",256,16,0.017408,0,0.022735,0.012288,0.099984,0.052431
1,double,uniform,GPU,"Ds | Ds",256,17,0.019456,0,0.023391,0.011264,0.101251,0.054111
1,double,uniform,GPU,"Ds | Ds",256,18,0.018432,0,0.023402,0.011264,0.100702,0.053098
1,double,uniform,GPU,"Ds | Ds",256,19,0.018432,0,0.02289,0.012288,0.099724,0.05361
1,double,uniform,GPU,"Ds | Ds",320,0,0.032768,0,0.030766,0.017408,0.133736,0.080942
1,double,uniform,GPU,"Ds | Ds",320,1,0.022528,0,0.025239,0.013312,0.10898,0.061079
1,double,uniform,GPU,"Ds | Ds",320,2,0.02048,0,0.023743,0.011264,0.10329,0.055487
1,double,uniform,GPU,"Ds | Ds",320,3,0.019456,0,0.023862,0.011264,0.101122,0.054582
1,double,uniform,GPU,"Ds | Ds",320,4,0.018432,0,0.02366,0.011264,0.100574,0.053356
1,double,uniform,GPU,"Ds | Ds",320,5,0.019456,0,0.023839,0.011264,0.10223,0.054559
1,double,uniform,GPU,"Ds | Ds",320,6,0.019456,0,0.023861,0.012288,0.101998,0.055605
1,double,uniform,GPU,"Ds | Ds",320,7,0.019456,0,0.023784,0.013312,0.100344,0.056552
1,double,uniform,GPU,"Ds | Ds",320,8,0.017408,0,0.023886,0.013312,0.100605,0.054606
1,double,uniform,GPU,"Ds | Ds",320,9,0.019456,0,0.023925,0.012288,0.100679,0.055669
1,double,uniform,GPU,"Ds | Ds",320,10,0.017408,0,0.023614,0.012288,0.101595,0.05331
1,double,uniform,GPU,"Ds | Ds",320,11,0.019456,0,0.023592,0.011264,0.100307,0.054312
1,double,uniform,GPU,"Ds | Ds",320,12,0.018432,0,0.023678,0.011264,0.100778,0.053374
1,double,uniform,GPU,"Ds | Ds",320,13,0.019456,0,0.023464,0.011264,0.101099,0.054184
1,double,uniform,GPU,"Ds | Ds",320,14,0.017408,0,0.023176,0.011264,0.100858,0.051848
1,double,uniform,GPU,"Ds | Ds",320,15,0.019456,0,0.023366,0.012288,0.100718,0.05511
1,double,uniform,GPU,"Ds | Ds",320,16,0.018432,0,0.023058,0.012288,0.100501,0.053778
1,double,uniform,GPU,"Ds | Ds",320,17,0.018432,0,0.023178,0.012288,0.100436,0.053898
1,double,uniform,GPU,"Ds | Ds",320,18,0.018432,0,0.02296,0.012288,0.099382,0.05368
1,double,uniform,GPU,"Ds | Ds",320,19,0.017408,0,0.023192,0.012288,0.099544,0.052888
1,double,uniform,GPU,"Ds | Ds",384,0,0.04096,0,0.035942,0.022528,0.162881,0.09943
1,double,uniform,GPU,"Ds | Ds",384,1,0.022528,0,0.027557,0.013312,0.111539,0.063397
1,double,uniform,GPU,"Ds | Ds",384,2,0.019456,0,0.025354,0.013312,0.105279,0.058122
1,double,uniform,GPU,"Ds | Ds",384,3,0.018432,0,0.025845,0.011264,0.10381,0.055541
1,double,uniform,GPU,"Ds | Ds",384,4,0.018432,0,0.025468,0.016384,0.106615,0.060284
1,double,uniform,GPU,"Ds | Ds",384,5,0.018432,0,0.024984,0.012288,0.102981,0.055704
1,double,uniform,GPU,"Ds | Ds",384,6,0.019456,0,0.025163,0.012288,0.103726,0.056907
1,double,uniform,GPU,"Ds | Ds",384,7,0.0256,0,0.026631,0.012288,0.113904,0.064519
1,double,uniform,GPU,"Ds | Ds",384,8,0.019456,0,0.025499,0.012288,0.103452,0.057243
1,double,uniform,GPU,"Ds | Ds",384,9,0.019456,0,0.024944,0.013312,0.106447,0.057712
1,double,uniform,GPU,"Ds | Ds",384,10,0.018432,0,0.025482,0.012288,0.103257,0.056202
1,double,uniform,GPU,"Ds | Ds",384,11,0.018432,0,0.02494,0.013312,0.102687,0.056684
1,double,uniform,GPU,"Ds | Ds",384,12,0.018432,0,0.025562,0.011264,0.102924,0.055258
1,double,uniform,GPU,"Ds | Ds",384,13,0.019456,0,0.025436,0.011264,0.102049,0.056156
1,double,uniform,GPU,"Ds | Ds",384,14,0.018432,0,0.028755,0.012288,0.106736,0.059475
1,double,uniform,GPU,"Ds | Ds",384,15,0.018432,0,0.025205,0.012288,0.103415,0.055925
1,double,uniform,GPU,"Ds | Ds",384,16,0.018432,0,0.024883,0.013312,0.102616,0.056627
1,double,uniform,GPU,"Ds | Ds",384,17,0.018432,0,0.025735,0.011264,0.103047,0.055431
1,double,uniform,GPU,"Ds | Ds",384,18,0.02048,0,0.025787,0.012288,0.104059,0.058555
1,double,uniform,GPU,"Ds | Ds",384,19,0.019456,0,0.024949,0.012288,0.102432,0.056693
1,double,uniform,GPU,"Ds | Ds",448,0,0.03072,0,0.031728,0.017408,0.132064,0.079856
1,double,uniform,GPU,"Ds | Ds",448,1,0.024576,0,0.02661,0.012288,0.113301,0.063474
1,double,uniform,GPU,"Ds | Ds",448,2,0.018432,0,0.023668,0.026624,0.117151,0.068724
1,double,uniform,GPU,"Ds | Ds",448,3,0.019456,0,0.023884,0.013312,0.101955,0.056652
1,double,uniform,GPU,"Ds | Ds",448,4,0.018432,0,0.023598,0.01024,0.100548,0.05227
1,double,uniform,GPU,"Ds | Ds",448,5,0.019456,0,0.023796,0.012288,0.100779,0.05554
1,double,uniform,GPU,"Ds | Ds",448,6,0.019456,0,0.023373,0.011264,0.100935,0.054093
1,double,uniform,GPU,"Ds | Ds",448,7,0.018432,0,0.023473,0.012288,0.101118,0.054193
1,double,uniform,GPU,"Ds | Ds",448,8,0.018432,0,0.023957,0.012288,0.101952,0.054677
1,double,uniform,GPU,"Ds | Ds",448,9,0.029696,0,0.02678,0.016384,0.129352,0.07286
1,double,uniform,GPU,"Ds | Ds",448,10,0.02048,0,0.023467,0.012288,0.101459,0.056235
1,double,uniform,GPU,"Ds | Ds",448,11,0.018432,0,0.023721,0.011264,0.100479,0.053417
1,double,uniform,GPU,"Ds | Ds",448,12,0.018432,0,0.023329,0.012288,0.100063,0.054049
1,double,uniform,GPU,"Ds | Ds",448,13,0.018432,0,0.023595,0.011264,0.100702,0.053291
1,double,uniform,GPU,"Ds | Ds",448,14,0.02048,0,0.023505,0.011264,0.102692,0.055249
1,double,uniform,GPU,"Ds | Ds",448,15,0.018432,0,0.023255,0.012288,0.100026,0.053975
1,double,uniform,GPU,"Ds | Ds",448,16,0.017408,0,0.023866,0.012288,0.100604,0.053562
1,double,uniform,GPU,"Ds | Ds",448,17,0.018432,0,0.023665,0.012288,0.101032,0.054385
1,double,uniform,GPU,"Ds | Ds",448,18,0.018432,0,0.023789,0.011264,0.101218,0.053485
1,double,uniform,GPU,"Ds | Ds",448,19,0.017408,0,0.023539,0.012288,0.101025,0.053235
1,double,uniform,GPU,"Ds | Ds",512,0,0.03072,0,0.031841,0.017408,0.13369,0.079969
1,double,uniform,GPU,"Ds | Ds",512,1,0.019456,0,0.024281,0.014336,0.107782,0.058073
1,double,uniform,GPU,"Ds | Ds",512,2,0.02048,0,0.023793,0.014336,0.105792,0.058609
1,double,uniform,GPU,"Ds | Ds",512,3,0.019456,0,0.023648,0.012288,0.10296,0.055392
1,double,uniform,GPU,"Ds | Ds",512,4,0.019456,0,0.023652,0.011264,0.100941,0.054372
1,double,uniform,GPU,"Ds | Ds",512,5,0.018432,0,0.023351,0.012288,0.101802,0.054071
1,double,uniform,GPU,"Ds | Ds",512,6,0.018432,0,0.023542,0.011264,0.10137,0.053238
1,double,uniform,GPU,"Ds | Ds",512,7,0.018432,0,0.023607,0.011264,0.101164,0.053303
1,double,uniform,GPU,"Ds | Ds",512,8,0.018432,0,0.022725,0.012288,0.189869,0.053445
1,double,uniform,GPU,"Ds | Ds",512,9,0.017408,0,0.023079,0.012288,0.100506,0.052775
1,double,uniform,GPU,"Ds | Ds",512,10,0.019456,0,0.023622,0.012288,0.100222,0.055366
1,double,uniform,GPU,"Ds | Ds",512,11,0.018432,0,0.023105,0.012288,0.101062,0.053825
1,double,uniform,GPU,"Ds | Ds",512,12,0.018432,0,0.023064,0.012288,0.100326,0.053784
1,double,uniform,GPU,"Ds | Ds",512,13,0.019456,0,0.023039,0.012288,0.100474,0.054783
1,double,uniform,GPU,"Ds | Ds",512,14,0.018432,0,0.023769,0.011264,0.100708,0.053465
1,double,uniform,GPU,"Ds | Ds",512,15,0.018432,0,0.023348,0.011264,0.100773,0.053044
1,double,uniform,GPU,"Ds | Ds",512,16,0.019456,0,0.022896,0.012288,0.101208,0.05464
1,double,uniform,GPU,"Ds | Ds",512,17,0.018432,0,0.023539,0.012288,0.100863,0.054259
1,double,uniform,GPU,"Ds | Ds",512,18,0.019456,0,0.023502,0.011264,0.100511,0.054222
1,double,uniform,GPU,"Ds | Ds",512,19,0.019456,0,0.022803,0.011264,0.100524,0.053523
