dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",64,0,0.036576,0.004112,0.105605,0.462848,0.757369,0.609141
3,double,uniform,GPU,"P | P | P | P | N | D",64,16,0.02608,0.003586,0.072506,0.028672,0.278655,0.130844
3,double,uniform,GPU,"P | P | P | P | N | D",64,17,0.026208,0.003528,0.072083,0.027648,0.272893,0.129467
3,double,uniform,GPU,"P | P | P | P | N | D",64,18,0.025664,0.003581,0.159676,0.029696,0.361047,0.218617
3,double,uniform,GPU,"P | P | P | P | N | D",64,19,0.027648,0.003569,0.071473,0.029696,0.273563,0.132386
3,double,uniform,GPU,"P | P | P | P | N | D",128,0,0.105184,0.004153,0.549693,0.24576,1.05764,0.90479
3,double,uniform,GPU,"P | P | P | P | N | D",128,1,0.10608,0.004247,0.516425,0.238592,1.01219,0.865344
3,double,uniform,GPU,"P | P | P | P | N | D",128,2,0.103808,0.004037,0.520581,0.239616,1.01451,0.868042
3,double,uniform,GPU,"P | P | P | P | N | D",128,3,0.101856,0.003932,0.525265,0.238592,1.0187,0.869645
3,double,uniform,GPU,"P | P | P | P | N | D",128,4,0.1032,0.003979,0.520088,0.242688,1.02109,0.869955
3,double,uniform,GPU,"P | P | P | P | N | D",128,5,0.107552,0.003974,0.517169,0.24064,1.02246,0.869335
3,double,uniform,GPU,"P | P | P | P | N | D",128,6,0.106048,0.003939,0.514979,0.244736,1.01581,0.869702
3,double,uniform,GPU,"P | P | P | P | N | D",128,7,0.104096,0.003999,0.533323,0.242688,1.02868,0.884106
3,double,uniform,GPU,"P | P | P | P | N | D",128,8,0.103104,0.003934,0.521186,0.241664,1.01598,0.869888
3,double,uniform,GPU,"P | P | P | P | N | D",128,9,0.103168,0.003804,0.518938,0.238592,1.01343,0.864502
3,double,uniform,GPU,"P | P | P | P | N | D",128,10,0.103584,0.003931,0.629453,0.241664,1.12502,0.978632
3,double,uniform,GPU,"P | P | P | P | N | D",128,11,0.106784,0.004102,0.525571,0.248832,1.03148,0.885289
3,double,uniform,GPU,"P | P | P | P | N | D",128,12,0.105248,0.004158,0.516866,0.241664,1.01336,0.867936
3,double,uniform,GPU,"P | P | P | P | N | D",128,13,0.105632,0.003953,0.512333,0.242688,1.0088,0.864606
3,double,uniform,GPU,"P | P | P | P | N | D",128,14,0.100896,0.003889,0.519848,0.239616,1.01026,0.864249
3,double,uniform,GPU,"P | P | P | P | N | D",128,15,0.104896,0.003961,0.52846,0.243712,1.03567,0.881029
3,double,uniform,GPU,"P | P | P | P | N | D",128,16,0.104192,0.003948,0.526345,0.239616,1.01857,0.874101
3,double,uniform,GPU,"P | P | P | P | N | D",128,17,0.10336,0.003975,0.527824,0.242688,1.02309,0.877847
3,double,uniform,GPU,"P | P | P | P | N | D",128,18,0.103232,0.00391,0.529162,0.238592,1.01927,0.874896
3,double,uniform,GPU,"P | P | P | P | N | D",128,19,0.102048,0.003717,0.524447,0.243712,1.01924,0.873924
3,double,uniform,GPU,"P | P | P | P | N | D",192,0,0.315264,0.004028,1.63573,0.754688,2.86531,2.70971
3,double,uniform,GPU,"P | P | P | P | N | D",192,1,0.308896,0.003916,1.60889,0.751616,2.82099,2.67332
3,double,uniform,GPU,"P | P | P | P | N | D",192,2,0.312064,0.003896,1.60045,0.748544,2.81819,2.66495
3,double,uniform,GPU,"P | P | P | P | N | D",192,3,0.310848,0.004009,1.59378,0.750592,2.80794,2.65922
3,double,uniform,GPU,"P | P | P | P | N | D",192,4,0.312864,0.003744,1.60454,0.748544,2.81674,2.66969
3,double,uniform,GPU,"P | P | P | P | N | D",192,5,0.311488,0.003906,1.59819,0.74752,2.80776,2.6611
3,double,uniform,GPU,"P | P | P | P | N | D",192,6,0.310752,0.004128,1.60734,0.750592,2.822,2.67281
3,double,uniform,GPU,"P | P | P | P | N | D",192,7,0.31456,0.004019,1.59923,0.756736,2.82199,2.67455
3,double,uniform,GPU,"P | P | P | P | N | D",192,8,0.313664,0.003936,1.60362,0.746496,2.81475,2.66771
3,double,uniform,GPU,"P | P | P | P | N | D",192,9,0.31296,0.004067,1.60011,0.75264,2.81851,2.66978
3,double,uniform,GPU,"P | P | P | P | N | D",192,10,0.313792,0.004004,1.60494,0.748544,2.9125,2.67128
3,double,uniform,GPU,"P | P | P | P | N | D",192,11,0.313536,0.003912,1.59885,0.753664,2.81784,2.66997
3,double,uniform,GPU,"P | P | P | P | N | D",192,12,0.311136,0.003915,1.59402,0.753664,2.80954,2.66273
3,double,uniform,GPU,"P | P | P | P | N | D",192,13,0.307488,0.003815,1.60525,0.753664,2.8149,2.67022
3,double,uniform,GPU,"P | P | P | P | N | D",192,14,0.312288,0.003919,1.6027,0.74752,2.81319,2.66643
3,double,uniform,GPU,"P | P | P | P | N | D",192,15,0.312672,0.003948,1.60111,0.748544,2.815,2.66627
3,double,uniform,GPU,"P | P | P | P | N | D",192,16,0.313664,0.003979,1.6023,0.75264,2.87521,2.67258
3,double,uniform,GPU,"P | P | P | P | N | D",192,17,0.311552,0.003657,1.61069,0.749568,2.81989,2.67546
3,double,uniform,GPU,"P | P | P | P | N | D",192,18,0.311264,0.003772,1.60216,0.750592,2.81337,2.66779
3,double,uniform,GPU,"P | P | P | P | N | D",192,19,0.31136,0.003885,1.59782,0.74752,2.80688,2.66058
3,double,uniform,GPU,"P | P | P | P | N | D",256,0,0.705472,0.002745,3.82729,1.72749,6.40147,6.26299
3,double,uniform,GPU,"P | P | P | P | N | D",256,1,0.708384,0.002968,3.79273,1.72032,6.36197,6.2244
3,double,uniform,GPU,"P | P | P | P | N | D",256,2,0.709152,0.002799,3.79504,1.71418,6.36181,6.22117
3,double,uniform,GPU,"P | P | P | P | N | D",256,3,0.702176,0.002716,3.78771,1.72032,6.35198,6.21292
3,double,uniform,GPU,"P | P | P | P | N | D",256,4,0.705536,0.002734,3.78269,1.72032,6.34759,6.21128
3,double,uniform,GPU,"P | P | P | P | N | D",256,5,0.7096,0.002785,3.79365,1.71725,6.36243,6.22328
3,double,uniform,GPU,"P | P | P | P | N | D",256,6,0.708256,0.002822,3.78474,1.71622,6.35264,6.21204
3,double,uniform,GPU,"P | P | P | P | N | D",256,7,0.706112,0.002742,3.79294,1.71827,6.35794,6.22007
3,double,uniform,GPU,"P | P | P | P | N | D",256,8,0.70512,0.002756,3.78618,1.7193,6.35183,6.21335
3,double,uniform,GPU,"P | P | P | P | N | D",256,9,0.704128,0.002773,3.78526,1.71827,6.3517,6.21043
3,double,uniform,GPU,"P | P | P | P | N | D",256,10,0.706624,0.002983,3.78961,1.72032,6.35971,6.21954
3,double,uniform,GPU,"P | P | P | P | N | D",256,11,0.706048,0.002772,3.78087,1.7193,6.34549,6.20899
3,double,uniform,GPU,"P | P | P | P | N | D",256,12,0.706368,0.002767,3.78692,1.71725,6.35008,6.2133
3,double,uniform,GPU,"P | P | P | P | N | D",256,13,0.707552,0.002917,3.78989,1.71827,6.35796,6.21863
3,double,uniform,GPU,"P | P | P | P | N | D",256,14,0.707552,0.002845,3.79651,1.72134,6.36564,6.22825
3,double,uniform,GPU,"P | P | P | P | N | D",256,15,0.710272,0.002821,3.79253,1.7193,6.36244,6.22492
3,double,uniform,GPU,"P | P | P | P | N | D",256,16,0.706368,0.002805,3.78531,1.72032,6.35207,6.2148
3,double,uniform,GPU,"P | P | P | P | N | D",256,17,0.707136,0.002774,3.7941,1.71827,6.36034,6.22228
3,double,uniform,GPU,"P | P | P | P | N | D",256,18,0.70208,0.002766,3.78347,1.7193,6.34679,6.20761
3,double,uniform,GPU,"P | P | P | P | N | D",256,19,0.708896,0.002778,3.78949,1.71827,6.35738,6.21944
3,double,uniform,GPU,"P | P | P | P | N | D",320,0,1.37994,0.002938,8.97128,3.44269,13.9428,13.7968
3,double,uniform,GPU,"P | P | P | P | N | D",320,1,1.36774,0.002904,8.94245,3.42016,13.8797,13.7333
3,double,uniform,GPU,"P | P | P | P | N | D",320,2,1.37139,0.002957,8.92993,3.44166,13.8893,13.7459
3,double,uniform,GPU,"P | P | P | P | N | D",320,3,1.37267,0.003068,8.94156,3.4304,13.8951,13.7477
3,double,uniform,GPU,"P | P | P | P | N | D",320,4,1.36826,0.002834,8.94293,3.42323,13.8798,13.7373
3,double,uniform,GPU,"P | P | P | P | N | D",320,5,1.36931,0.002835,8.93244,3.43757,13.8859,13.7422
3,double,uniform,GPU,"P | P | P | P | N | D",320,6,1.37488,0.002878,8.94195,3.42528,13.8874,13.745
3,double,uniform,GPU,"P | P | P | P | N | D",320,7,1.3673,0.002899,8.93051,3.41914,13.8631,13.7198
3,double,uniform,GPU,"P | P | P | P | N | D",320,8,1.36963,0.002909,8.93128,3.43757,13.8847,13.7414
3,double,uniform,GPU,"P | P | P | P | N | D",320,9,1.37514,0.002882,8.93178,3.42528,13.8797,13.7351
3,double,uniform,GPU,"P | P | P | P | N | D",320,10,1.37558,0.002847,8.93628,3.43654,13.8941,13.7513
3,double,uniform,GPU,"P | P | P | P | N | D",320,11,1.37357,0.002858,8.93759,3.42426,13.8821,13.7383
3,double,uniform,GPU,"P | P | P | P | N | D",320,12,1.37165,0.002834,8.9309,3.41709,13.8666,13.7225
3,double,uniform,GPU,"P | P | P | P | N | D",320,13,1.36874,0.002876,8.93758,3.42733,13.8802,13.7365
3,double,uniform,GPU,"P | P | P | P | N | D",320,14,1.37606,0.002866,8.93051,3.42426,13.8761,13.7337
3,double,uniform,GPU,"P | P | P | P | N | D",320,15,1.36893,0.003121,8.9364,3.42323,13.8746,13.7317
3,double,uniform,GPU,"P | P | P | P | N | D",320,16,1.37181,0.002864,8.92836,3.44064,13.8872,13.7437
3,double,uniform,GPU,"P | P | P | P | N | D",320,17,1.37315,0.002908,8.93455,3.42938,13.8845,13.74
3,double,uniform,GPU,"P | P | P | P | N | D",320,18,1.37014,0.002834,8.93708,3.43142,13.883,13.7415
3,double,uniform,GPU,"P | P | P | P | N | D",320,19,1.372,0.002883,8.93014,3.43142,13.8777,13.7364
3,double,uniform,GPU,"P | P | P | P | N | D",384,0,2.46922,0.002905,15.8596,5.90643,24.3788,24.2381
3,double,uniform,GPU,"P | P | P | P | N | D",384,1,2.45811,0.003511,15.8431,5.9136,24.362,24.2183
3,double,uniform,GPU,"P | P | P | P | N | D",384,2,2.45594,0.002933,15.8389,5.92589,24.3693,24.2237
3,double,uniform,GPU,"P | P | P | P | N | D",384,3,2.45523,0.002964,15.8417,5.91565,24.3585,24.2155
3,double,uniform,GPU,"P | P | P | P | N | D",384,4,2.45805,0.003238,15.8351,5.91667,24.3558,24.2131
3,double,uniform,GPU,"P | P | P | P | N | D",384,5,2.45734,0.002957,15.845,5.89926,24.35,24.2046
3,double,uniform,GPU,"P | P | P | P | N | D",384,6,2.45853,0.002905,15.8428,5.9136,24.3617,24.2178
3,double,uniform,GPU,"P | P | P | P | N | D",384,7,2.46118,0.002918,15.8424,5.91872,24.3677,24.2252
3,double,uniform,GPU,"P | P | P | P | N | D",384,8,2.4704,0.002912,15.8369,5.91462,24.3901,24.2249
3,double,uniform,GPU,"P | P | P | P | N | D",384,9,2.45712,0.002821,15.8461,5.90234,24.3527,24.2084
3,double,uniform,GPU,"P | P | P | P | N | D",384,10,2.45427,0.002841,15.8387,5.92077,24.3609,24.2165
3,double,uniform,GPU,"P | P | P | P | N | D",384,11,2.46678,0.00299,15.8396,5.90848,24.3638,24.2179
3,double,uniform,GPU,"P | P | P | P | N | D",384,12,2.46394,0.002794,15.8472,5.89926,24.3571,24.2132
3,double,uniform,GPU,"P | P | P | P | N | D",384,13,2.45702,0.003082,15.8393,5.90746,24.3521,24.2068
3,double,uniform,GPU,"P | P | P | P | N | D",384,14,2.45578,0.003076,15.8404,5.90234,24.3452,24.2016
3,double,uniform,GPU,"P | P | P | P | N | D",384,15,2.45597,0.00277,15.8347,5.91974,24.356,24.2132
3,double,uniform,GPU,"P | P | P | P | N | D",384,16,2.46054,0.002795,15.8416,5.92896,24.3782,24.2339
3,double,uniform,GPU,"P | P | P | P | N | D",384,17,2.45568,0.002834,15.837,5.91872,24.359,24.2142
3,double,uniform,GPU,"P | P | P | P | N | D",384,18,2.45677,0.002788,15.8382,5.92486,24.3645,24.2226
3,double,uniform,GPU,"P | P | P | P | N | D",384,19,2.45683,0.002798,15.8403,5.91053,24.3561,24.2104
3,double,uniform,GPU,"P | P | P | P | N | D",448,0,3.77392,0.002787,34.6709,9.46995,48.06,47.9176
3,double,uniform,GPU,"P | P | P | P | N | D",448,1,3.76928,0.002865,34.4044,9.48634,47.8071,47.6629
3,double,uniform,GPU,"P | P | P | P | N | D",448,2,3.75923,0.002809,33.8176,9.53446,47.2559,47.1141
3,double,uniform,GPU,"P | P | P | P | N | D",448,3,3.75878,0.002768,33.4013,9.53242,46.8372,46.6952
3,double,uniform,GPU,"P | P | P | P | N | D",448,4,3.75875,0.002759,33.3885,9.52832,46.8213,46.6783
3,double,uniform,GPU,"P | P | P | P | N | D",448,5,3.76147,0.003033,33.3796,9.53139,46.8186,46.6755
3,double,uniform,GPU,"P | P | P | P | N | D",448,6,3.7575,0.002809,33.386,9.52422,46.8126,46.6706
3,double,uniform,GPU,"P | P | P | P | N | D",448,7,3.75837,0.002829,33.3793,9.54368,46.8284,46.6842
3,double,uniform,GPU,"P | P | P | P | N | D",448,8,3.75494,0.002804,33.389,9.53856,46.8276,46.6853
3,double,uniform,GPU,"P | P | P | P | N | D",448,9,3.7592,0.003357,33.3963,9.53139,46.8317,46.6903
3,double,uniform,GPU,"P | P | P | P | N | D",448,10,3.76278,0.002756,33.3961,9.52013,46.825,46.6818
3,double,uniform,GPU,"P | P | P | P | N | D",448,11,3.7583,0.002818,33.3761,9.53856,46.8221,46.6758
3,double,uniform,GPU,"P | P | P | P | N | D",448,12,3.76134,0.003038,33.396,9.52013,46.8219,46.6806
3,double,uniform,GPU,"P | P | P | P | N | D",448,13,3.76106,0.002798,33.3876,9.5447,46.8357,46.6962
3,double,uniform,GPU,"P | P | P | P | N | D",448,14,3.76166,0.002752,33.3824,9.50374,46.7938,46.6506
3,double,uniform,GPU,"P | P | P | P | N | D",448,15,3.75667,0.002809,33.3938,9.5273,46.8235,46.6806
3,double,uniform,GPU,"P | P | P | P | N | D",448,16,3.75536,0.002901,33.3918,9.52218,46.8146,46.6722
3,double,uniform,GPU,"P | P | P | P | N | D",448,17,3.75603,0.002811,33.3911,9.52627,46.8199,46.6762
3,double,uniform,GPU,"P | P | P | P | N | D",448,18,3.75997,0.002808,33.3804,9.52525,46.8115,46.6684
3,double,uniform,GPU,"P | P | P | P | N | D",448,19,3.75686,0.00276,33.4138,9.51091,46.8268,46.6844
3,double,uniform,GPU,"P | P | P | P | N | D",512,0,5.5528,0.00273,55.6166,14.2787,75.591,75.4508
3,double,uniform,GPU,"P | P | P | P | N | D",512,1,5.53978,0.002775,55.641,14.2756,75.5991,75.4592
3,double,uniform,GPU,"P | P | P | P | N | D",512,2,5.54166,0.002747,55.7325,14.2735,75.6911,75.5505
3,double,uniform,GPU,"P | P | P | P | N | D",512,3,5.54086,0.002758,55.5326,14.2909,75.5076,75.3672
3,double,uniform,GPU,"P | P | P | P | N | D",512,4,5.53814,0.002657,55.1842,14.2879,75.1559,75.0128
3,double,uniform,GPU,"P | P | P | P | N | D",512,5,5.54275,0.002705,55.983,14.3063,75.9777,75.8348
3,double,uniform,GPU,"P | P | P | P | N | D",512,6,5.53766,0.002718,56.0569,14.2848,76.0212,75.8821
3,double,uniform,GPU,"P | P | P | P | N | D",512,7,5.53792,0.002776,55.7965,14.2817,75.7613,75.6189
3,double,uniform,GPU,"P | P | P | P | N | D",512,8,5.54035,0.00273,55.6985,14.2438,75.6267,75.4854
3,double,uniform,GPU,"P | P | P | P | N | D",512,9,5.53926,0.002753,55.8068,14.2428,75.732,75.5916
3,double,uniform,GPU,"P | P | P | P | N | D",512,10,5.53734,0.002715,55.5971,14.294,75.5726,75.4312
3,double,uniform,GPU,"P | P | P | P | N | D",512,11,5.54285,0.002715,55.9233,14.2479,75.8584,75.7168
3,double,uniform,GPU,"P | P | P | P | N | D",512,12,5.5417,0.00275,55.4746,14.2602,75.4211,75.2792
3,double,uniform,GPU,"P | P | P | P | N | D",512,13,5.53971,0.002714,55.9698,14.2674,75.9224,75.7796
3,double,uniform,GPU,"P | P | P | P | N | D",512,14,5.54336,0.002707,55.153,14.2541,75.0948,74.9532
3,double,uniform,GPU,"P | P | P | P | N | D",512,15,5.54112,0.002721,55.8336,14.252,75.7713,75.6295
3,double,uniform,GPU,"P | P | P | P | N | D",512,16,5.54054,0.002759,55.3479,14.2551,75.2883,75.1463
3,double,uniform,GPU,"P | P | P | P | N | D",512,17,5.53917,0.002719,55.5367,14.2469,75.4667,75.3255
3,double,uniform,GPU,"P | P | P | P | N | D",512,18,5.53805,0.00272,55.3201,14.2438,75.2466,75.1047
3,double,uniform,GPU,"P | P | P | P | N | D",512,19,5.54029,0.002797,55.805,14.2694,75.7589,75.6175
