dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,1.0823,0.005945,0.093014,0.136192,1.65682,1.31745
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,1.07494,0.003728,0.043977,0.026624,1.23937,1.14927
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,1.04627,0.003891,0.044819,0.026624,1.21118,1.12161
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,6.88189,0.004381,0.25662,0.11264,7.56546,7.25553
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,7.01011,0.003991,0.229761,0.111616,7.63161,7.35548
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,7.06397,0.00406,0.230607,0.11264,7.68813,7.41127
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,7.06998,0.004231,0.229692,0.110592,7.68897,7.4145
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,7.00874,0.00407,0.229341,0.109568,7.63627,7.35172
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,6.98845,0.003998,0.230814,0.111616,7.61011,7.33488
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,6.94362,0.004086,0.238781,0.110592,7.5827,7.29707
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,6.94346,0.004314,0.230386,0.110592,7.57008,7.28875
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,6.92944,0.003944,0.234813,0.110592,7.55046,7.27879
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,6.98144,0.003856,0.226427,0.110592,7.60335,7.32231
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,7.00934,0.004069,0.230678,0.111616,7.62715,7.35571
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,6.86416,0.00397,0.228564,0.110592,7.50023,7.20729
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,7.0135,0.003927,0.229126,0.110592,7.6316,7.35715
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,6.92781,0.004254,0.228992,0.110592,7.55389,7.27165
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,6.95645,0.004054,0.232942,0.11264,7.58889,7.30608
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,7.07162,0.003961,0.232357,0.110592,7.69659,7.41853
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,6.98378,0.003982,0.226417,0.110592,7.60049,7.32477
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,6.93706,0.004176,0.23096,0.111616,7.57426,7.28381
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,6.99699,0.003865,0.230458,0.11264,7.61963,7.34395
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,6.9065,0.004043,0.23065,0.110592,7.60512,7.25178
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,24.2866,0.004191,0.759183,0.216064,25.8459,25.266
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,24.2784,0.004095,0.721606,0.20992,25.7908,25.2141
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,24.2508,0.004098,0.723434,0.210944,25.7732,25.1893
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,24.0258,0.004196,0.722549,0.20992,25.5378,24.9625
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,24.0101,0.004395,0.719454,0.20992,25.5303,24.9438
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,23.8712,0.004367,0.723636,0.211968,25.3921,24.8112
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,23.8399,0.003987,0.720613,0.211968,25.3449,24.7765
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,24.1604,0.004788,0.723901,0.211968,25.6842,25.1011
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,23.7211,0.00426,0.721301,0.208896,25.2334,24.6555
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,24.0136,0.004292,0.721174,0.210944,25.5262,24.95
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,24.0375,0.004334,0.72588,0.212992,25.5593,24.9807
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,24.2247,0.004134,0.725206,0.21504,25.7482,25.1691
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,24.149,0.004704,0.721641,0.219136,25.6803,25.0945
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,23.8876,0.004228,0.720055,0.214016,25.4074,24.8259
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,23.7901,0.003975,0.724485,0.210944,25.3074,24.7295
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,24.0633,0.004483,0.726921,0.212992,25.5865,25.0077
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,24.1594,0.004277,0.720593,0.20992,25.6728,25.0942
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,24.1039,0.004126,0.720224,0.210944,25.6138,25.0392
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,23.9679,0.004148,0.719969,0.211968,25.4851,24.904
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,23.7255,0.004276,0.722496,0.210944,25.2378,24.6632
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,55.8954,0.002979,1.84469,0.405504,59.4965,58.1486
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,56.281,0.002916,1.807,0.402432,59.8281,58.4933
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,56.3986,0.003218,1.80418,0.406528,59.9351,58.6125
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,56.3627,0.002819,1.80252,0.41472,59.9141,58.5828
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,56.1563,0.002827,1.79977,0.403456,59.6837,58.3624
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,55.9819,0.002877,1.80243,0.407552,59.5189,58.1948
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,55.6189,0.00287,1.80154,0.403456,59.1463,57.8267
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,55.7622,0.002829,1.81413,0.406528,59.3111,57.9857
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,56.2537,0.003085,1.80402,0.40448,59.798,58.4653
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,56.6209,0.002951,1.79631,0.40448,60.1525,58.8247
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,56.5084,0.002847,1.80445,0.40448,60.0235,58.7201
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,56.6945,0.003351,1.80021,0.40448,60.2176,58.9025
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,55.8805,0.002838,1.81189,0.405504,59.4131,58.1007
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,55.8642,0.002904,1.79929,0.412672,59.4003,58.079
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,56.0058,0.002843,1.80143,0.410624,59.5556,58.2207
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,56.1714,0.00299,1.7948,0.406528,59.6895,58.3757
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,55.9871,0.002888,1.80348,0.410624,59.5201,58.2041
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,55.8235,0.002874,1.80017,0.412672,59.3701,58.0392
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,55.4981,0.002846,1.80479,0.40448,59.0285,57.7103
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,55.9343,0.003097,1.80237,0.407552,59.4774,58.1473
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,108.116,0.002949,3.74086,0.7168,115.19,112.576
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,107.54,0.002849,3.7283,0.705536,114.578,111.977
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,108.316,0.002866,3.73141,0.714752,115.374,112.765
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,107.843,0.002906,3.72307,0.708608,114.875,112.278
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,108.571,0.002953,3.7256,0.709632,115.629,113.009
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,107.771,0.002849,3.71305,0.710656,114.829,112.198
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,107.506,0.002883,3.71222,0.70656,114.528,111.927
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,107.609,0.002861,3.72314,0.714752,114.659,112.05
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,107.894,0.002967,3.72378,0.71168,114.936,112.332
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,106.695,0.002861,3.73631,0.713728,113.737,111.148
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,106.826,0.002845,3.72376,0.709632,113.867,111.263
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,106.63,0.003055,3.73036,0.709632,113.661,111.073
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,107.671,0.002898,3.7289,0.710656,114.725,112.113
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,107.476,0.002874,3.73556,0.70656,114.531,111.921
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,108.071,0.003084,3.72695,0.71168,115.158,112.513
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,108.129,0.003134,3.73419,0.71168,115.177,112.578
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,107.214,0.003117,3.73092,0.709632,114.27,111.657
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,115.167,0.002835,3.725,0.709632,122.215,119.604
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,108.156,0.00294,3.71751,0.710656,115.183,112.587
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,108.38,0.00294,3.72507,0.709632,115.415,112.818
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,228.814,0.002767,6.44539,1.42848,240.955,236.691
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,228.711,0.002852,6.40115,1.4551,240.832,236.57
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,230.023,0.002789,6.39161,1.44794,242.106,237.866
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,229.033,0.00275,6.40189,1.44077,241.136,236.878
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,229.203,0.0028,6.40339,1.43872,241.303,237.048
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,230.747,0.002771,6.38864,1.43565,242.796,238.574
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,229.396,0.002715,6.41443,1.44179,241.504,237.255
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,228.471,0.00307,6.39851,1.4295,240.526,236.302
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,229.754,0.002841,6.41693,1.43462,241.855,237.609
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,231.386,0.002965,6.39064,1.45408,243.46,239.234
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,228.986,0.002751,6.40159,1.44794,241.07,236.838
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,229.876,0.002791,6.39947,1.45101,241.969,237.729
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,227.694,0.002719,6.40647,1.43565,239.786,235.539
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,230.478,0.002739,6.39615,1.44179,242.551,238.319
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,227.767,0.002811,6.38962,1.44486,239.854,235.605
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,230.341,0.002812,6.4059,1.44896,242.434,238.199
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,229.398,0.002791,6.41009,1.43872,241.48,237.25
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,229.4,0.002756,6.40796,1.42848,241.464,237.239
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,228.961,0.002842,6.40557,1.44384,241.058,236.814
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,229.836,0.003301,6.40728,1.44794,241.961,237.695
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,294.807,0.002759,11.3993,2.09408,315.155,308.303
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,298.805,0.002904,10.8008,2.07565,318.563,311.684
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,298.228,0.002908,10.7863,2.07565,317.937,311.093
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,293.953,0.002788,10.8096,2.06541,313.658,306.83
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,294.122,0.002802,10.7995,2.06541,313.832,306.99
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,293.796,0.002782,10.7939,2.07974,313.556,306.673
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,298.891,0.002753,10.7997,2.07155,318.626,311.765
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,296.465,0.002833,10.7967,2.05926,316.181,309.324
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,296.691,0.002759,10.7956,2.06336,316.406,309.552
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,296.048,0.002787,10.796,2.07053,315.763,308.917
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,294.869,0.00277,10.7954,2.06234,314.591,307.729
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,291.137,0.002728,10.7891,2.08896,310.872,304.018
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,295.788,0.002791,10.7931,2.06336,315.456,308.647
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,298.065,0.002803,10.7936,2.07053,317.747,310.932
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,298.996,0.002702,10.7955,2.06848,318.692,311.863
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,296.107,0.002699,10.7965,2.06643,315.807,308.973
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,295.786,0.002952,10.7875,2.0695,315.491,308.646
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,297.063,0.002792,10.8048,2.06234,316.811,309.933
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,292.047,0.002788,10.8016,2.06438,311.783,304.916
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,291.672,0.002729,10.7995,2.04493,311.339,304.519
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,438.82,0.002727,16.7237,5.25926,477.062,460.806
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,442.309,0.002825,16.9118,5.34016,481.552,464.564
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,442.001,0.002779,16.9118,5.27667,481.226,464.193
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,437.951,0.002814,16.8533,5.02682,476.825,459.834
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,445.956,0.00274,16.8649,5.36269,484.993,468.186
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,438.269,0.00278,16.8594,5.36166,475.868,460.493
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,441.403,0.003071,16.7903,5.26336,479.016,463.46
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,446.743,0.002941,16.6364,5.37498,485.902,468.758
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,445.017,0.002739,16.8885,5.13024,484.168,467.038
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,444.06,0.00269,16.6205,5.2777,482.327,465.961
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,441.078,0.002771,16.8862,5.34118,480.215,463.309
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,440.952,0.002803,16.7083,5.12614,479.63,462.79
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,438.646,0.003023,16.9102,5.3545,477.782,460.913
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,436.776,0.00284,17.0133,5.36678,475.874,459.158
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,441.778,0.002736,16.9092,5.31866,480.878,464.009
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,439.742,0.002784,16.8787,5.3463,479.08,461.97
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,437.867,0.002707,16.6945,5.31558,475.003,459.88
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,442.733,0.00271,17.0076,5.38112,481.381,465.124
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,437.776,0.002714,16.8525,5.47123,477.052,460.102
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,442.22,0.003091,16.8987,5.36166,481.599,464.484
