dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ns | Ns",64,0,0.074752,0,0.047416,0.36352,0.570383,0.485688
1,float,uniform,GPU,"Ns | Ns",192,7,0.019456,0,0.021424,0.012288,0.098915,0.053168
1,float,uniform,GPU,"Ns | Ns",192,8,0.018432,0,0.021226,0.011264,0.097899,0.050922
1,float,uniform,GPU,"Ns | Ns",192,9,0.018432,0,0.021785,0.01536,0.101908,0.055577
1,float,uniform,GPU,"Ns | Ns",192,10,0.017408,0,0.021735,0.011264,0.097872,0.050407
1,float,uniform,GPU,"Ns | Ns",192,11,0.017408,0,0.021604,0.012288,0.097941,0.0513
1,float,uniform,GPU,"Ns | Ns",192,12,0.019456,0,0.02258,0.012288,0.099385,0.054324
1,float,uniform,GPU,"Ns | Ns",192,13,0.017408,0,0.021748,0.012288,0.098037,0.051444
1,float,uniform,GPU,"Ns | Ns",192,14,0.019456,0,0.02187,0.012288,0.098225,0.053614
1,float,uniform,GPU,"Ns | Ns",192,15,0.019456,0,0.021882,0.013312,0.099417,0.05465
1,float,uniform,GPU,"Ns | Ns",192,16,0.019456,0,0.021526,0.011264,0.099004,0.052246
1,float,uniform,GPU,"Ns | Ns",192,17,0.019456,0,0.021388,0.011264,0.098691,0.052108
1,float,uniform,GPU,"Ns | Ns",192,18,0.02048,0,0.02145,0.119808,0.209969,0.161738
1,float,uniform,GPU,"Ns | Ns",192,19,0.019456,0,0.020988,0.012288,0.098043,0.052732
1,float,uniform,GPU,"Ns | Ns",256,0,0.029696,0,0.032148,0.017408,0.13466,0.079252
1,float,uniform,GPU,"Ns | Ns",256,1,0.021504,0,0.023482,0.014336,0.109195,0.059322
1,float,uniform,GPU,"Ns | Ns",256,2,0.019456,0,0.023161,0.013312,0.103324,0.055929
1,float,uniform,GPU,"Ns | Ns",256,3,0.019456,0,0.022661,0.013312,0.101849,0.055429
1,float,uniform,GPU,"Ns | Ns",256,4,0.02048,0,0.022257,0.013312,0.102619,0.056049
1,float,uniform,GPU,"Ns | Ns",256,5,0.018432,0,0.022386,0.012288,0.101418,0.053106
1,float,uniform,GPU,"Ns | Ns",256,6,0.019456,0,0.022231,0.012288,0.101361,0.053975
1,float,uniform,GPU,"Ns | Ns",256,7,0.019456,0,0.022755,0.012288,0.100688,0.054499
1,float,uniform,GPU,"Ns | Ns",256,8,0.018432,0,0.022566,0.011264,0.100721,0.052262
1,float,uniform,GPU,"Ns | Ns",256,9,0.02048,0,0.022033,0.012288,0.100997,0.054801
1,float,uniform,GPU,"Ns | Ns",256,10,0.017408,0,0.021898,0.013312,0.100017,0.052618
1,float,uniform,GPU,"Ns | Ns",256,11,0.017408,0,0.021848,0.012288,0.100489,0.051544
1,float,uniform,GPU,"Ns | Ns",256,12,0.018432,0,0.022356,0.011264,0.1005,0.052052
1,float,uniform,GPU,"Ns | Ns",256,13,0.019456,0,0.022397,0.011264,0.100257,0.053117
1,float,uniform,GPU,"Ns | Ns",256,14,0.018432,0,0.021987,0.011264,0.100281,0.051683
1,float,uniform,GPU,"Ns | Ns",256,15,0.019456,0,0.021881,0.012288,0.09985,0.053625
1,float,uniform,GPU,"Ns | Ns",256,16,0.017408,0,0.022049,0.012288,0.100775,0.051745
1,float,uniform,GPU,"Ns | Ns",256,17,0.018432,0,0.022174,0.012288,0.100396,0.052894
1,float,uniform,GPU,"Ns | Ns",256,18,0.017408,0,0.022136,0.012288,0.099963,0.051832
1,float,uniform,GPU,"Ns | Ns",256,19,0.019456,0,0.021867,0.012288,0.105418,0.053611
1,float,uniform,GPU,"Ns | Ns",320,0,0.03072,0,0.032422,0.017408,0.135591,0.08055
1,float,uniform,GPU,"Ns | Ns",320,1,0.021504,0,0.025741,0.012288,0.111308,0.059533
1,float,uniform,GPU,"Ns | Ns",320,2,0.018432,0,0.022776,0.012288,0.102737,0.053496
1,float,uniform,GPU,"Ns | Ns",320,3,0.019456,0,0.022188,0.011264,0.101637,0.052908
1,float,uniform,GPU,"Ns | Ns",320,4,0.019456,0,0.022464,0.012288,0.100828,0.054208
1,float,uniform,GPU,"Ns | Ns",320,5,0.019456,0,0.022406,0.012288,0.10042,0.05415
1,float,uniform,GPU,"Ns | Ns",320,6,0.019456,0,0.021932,0.012288,0.101233,0.053676
1,float,uniform,GPU,"Ns | Ns",320,7,0.018432,0,0.021976,0.013312,0.100536,0.05372
1,float,uniform,GPU,"Ns | Ns",320,8,0.017408,0,0.022312,0.012288,0.09946,0.052008
1,float,uniform,GPU,"Ns | Ns",320,9,0.019456,0,0.021835,0.011264,0.105533,0.052555
1,float,uniform,GPU,"Ns | Ns",320,10,0.017408,0,0.021921,0.012288,0.099392,0.051617
1,float,uniform,GPU,"Ns | Ns",320,11,0.017408,0,0.022269,0.012288,0.100179,0.051965
1,float,uniform,GPU,"Ns | Ns",320,12,0.019456,0,0.022159,0.012288,0.10076,0.053903
1,float,uniform,GPU,"Ns | Ns",320,13,0.019456,0,0.021956,0.012288,0.100172,0.0537
1,float,uniform,GPU,"Ns | Ns",320,14,0.018432,0,0.022358,0.012288,0.10022,0.053078
1,float,uniform,GPU,"Ns | Ns",320,15,0.019456,0,0.021882,0.011264,0.099831,0.052602
1,float,uniform,GPU,"Ns | Ns",320,16,0.019456,0,0.021888,0.019456,0.108477,0.0608
1,float,uniform,GPU,"Ns | Ns",320,17,0.019456,0,0.022825,0.012288,0.100851,0.054569
1,float,uniform,GPU,"Ns | Ns",320,18,0.019456,0,0.022007,0.011264,0.100366,0.052727
1,float,uniform,GPU,"Ns | Ns",320,19,0.019456,0,0.02205,0.012288,0.100376,0.053794
1,float,uniform,GPU,"Ns | Ns",384,0,0.049152,0,0.052088,0.03072,0.204922,0.13196
1,float,uniform,GPU,"Ns | Ns",384,1,0.023552,0,0.025919,0.016384,0.117766,0.065855
1,float,uniform,GPU,"Ns | Ns",384,2,0.02048,0,0.025865,0.013312,0.108276,0.059657
1,float,uniform,GPU,"Ns | Ns",384,3,0.019456,0,0.024282,0.013312,0.103236,0.05705
1,float,uniform,GPU,"Ns | Ns",384,4,0.017408,0,0.024129,0.012288,0.1027,0.053825
1,float,uniform,GPU,"Ns | Ns",384,5,0.019456,0,0.023894,0.012288,0.103044,0.055638
1,float,uniform,GPU,"Ns | Ns",384,6,0.018432,0,0.023766,0.013312,0.104998,0.05551
1,float,uniform,GPU,"Ns | Ns",384,7,0.018432,0,0.024644,0.011264,0.102344,0.05434
1,float,uniform,GPU,"Ns | Ns",384,8,0.019456,0,0.023561,0.012288,0.101534,0.055305
1,float,uniform,GPU,"Ns | Ns",384,9,0.019456,0,0.02426,0.012288,0.102402,0.056004
1,float,uniform,GPU,"Ns | Ns",384,10,0.018432,0,0.02396,0.011264,0.102174,0.053656
1,float,uniform,GPU,"Ns | Ns",384,11,0.022528,0,0.024331,0.012288,0.105854,0.059147
1,float,uniform,GPU,"Ns | Ns",384,12,0.019456,0,0.023737,0.012288,0.101998,0.055481
1,float,uniform,GPU,"Ns | Ns",384,13,0.018432,0,0.024339,0.011264,0.101948,0.054035
1,float,uniform,GPU,"Ns | Ns",384,14,0.018432,0,0.024332,0.011264,0.102209,0.054028
1,float,uniform,GPU,"Ns | Ns",384,15,0.018432,0,0.023762,0.012288,0.101805,0.054482
1,float,uniform,GPU,"Ns | Ns",384,16,0.023552,0,0.02449,0.011264,0.10575,0.059306
1,float,uniform,GPU,"Ns | Ns",384,17,0.019456,0,0.023818,0.012288,0.103055,0.055562
1,float,uniform,GPU,"Ns | Ns",384,18,0.018432,0,0.024165,0.011264,0.101676,0.053861
1,float,uniform,GPU,"Ns | Ns",384,19,0.024576,0,0.023415,0.013312,0.108512,0.061303
1,float,uniform,GPU,"Ns | Ns",448,0,0.027648,0,0.030017,0.018432,0.133068,0.076097
1,float,uniform,GPU,"Ns | Ns",448,1,0.021504,0,0.024002,0.013312,0.107948,0.058818
1,float,uniform,GPU,"Ns | Ns",448,2,0.019456,0,0.023153,0.011264,0.102273,0.053873
1,float,uniform,GPU,"Ns | Ns",448,3,0.018432,0,0.022038,0.012288,0.101949,0.052758
1,float,uniform,GPU,"Ns | Ns",448,4,0.019456,0,0.036981,0.012288,0.114884,0.068725
1,float,uniform,GPU,"Ns | Ns",448,5,0.02048,0,0.023109,0.013312,0.102227,0.056901
1,float,uniform,GPU,"Ns | Ns",448,6,0.018432,0,0.026386,0.011264,0.103846,0.056082
1,float,uniform,GPU,"Ns | Ns",448,7,0.018432,0,0.02185,0.012288,0.09853,0.05257
1,float,uniform,GPU,"Ns | Ns",448,8,0.018432,0,0.02175,0.011264,0.098783,0.051446
1,float,uniform,GPU,"Ns | Ns",448,9,0.018432,0,0.021637,0.011264,0.099488,0.051333
1,float,uniform,GPU,"Ns | Ns",448,10,0.019456,0,0.022065,0.011264,0.099294,0.052785
1,float,uniform,GPU,"Ns | Ns",448,11,0.019456,0,0.021883,0.013312,0.099309,0.054651
1,float,uniform,GPU,"Ns | Ns",448,12,0.028672,0,0.022132,0.012288,0.110939,0.063092
1,float,uniform,GPU,"Ns | Ns",448,13,0.019456,0,0.022201,0.013312,0.100423,0.054969
1,float,uniform,GPU,"Ns | Ns",448,14,0.019456,0,0.021973,0.011264,0.099479,0.052693
1,float,uniform,GPU,"Ns | Ns",448,15,0.018432,0,0.021746,0.011264,0.099677,0.051442
1,float,uniform,GPU,"Ns | Ns",448,16,0.018432,0,0.02172,0.011264,0.098716,0.051416
1,float,uniform,GPU,"Ns | Ns",448,17,0.019456,0,0.021952,0.012288,0.099478,0.053696
1,float,uniform,GPU,"Ns | Ns",448,18,0.017408,0,0.021924,0.012288,0.098908,0.05162
1,float,uniform,GPU,"Ns | Ns",448,19,0.02048,0,0.021753,0.011264,0.100145,0.053497
1,float,uniform,GPU,"Ns | Ns",512,0,0.03072,0,0.033055,0.016384,0.135411,0.080159
1,float,uniform,GPU,"Ns | Ns",512,1,0.021504,0,0.02458,0.013312,0.108499,0.059396
1,float,uniform,GPU,"Ns | Ns",512,2,0.019456,0,0.02277,0.018432,0.10907,0.060658
1,float,uniform,GPU,"Ns | Ns",512,3,0.018432,0,0.022867,0.012288,0.101499,0.053587
1,float,uniform,GPU,"Ns | Ns",512,4,0.018432,0,0.022439,0.011264,0.100426,0.052135
1,float,uniform,GPU,"Ns | Ns",512,5,0.018432,0,0.022097,0.011264,0.099786,0.051793
1,float,uniform,GPU,"Ns | Ns",512,6,0.018432,0,0.022003,0.012288,0.099887,0.052723
1,float,uniform,GPU,"Ns | Ns",512,7,0.019456,0,0.022518,0.012288,0.101067,0.054262
1,float,uniform,GPU,"Ns | Ns",512,8,0.018432,0,0.022034,0.011264,0.099515,0.05173
1,float,uniform,GPU,"Ns | Ns",512,9,0.024576,0,0.022134,0.013312,0.106622,0.060022
1,float,uniform,GPU,"Ns | Ns",512,10,0.019456,0,0.022479,0.013312,0.100585,0.055247
1,float,uniform,GPU,"Ns | Ns",512,11,0.018432,0,0.022191,0.012288,0.099979,0.052911
1,float,uniform,GPU,"Ns | Ns",512,12,0.02048,0,0.022078,0.013312,0.194654,0.05587
1,float,uniform,GPU,"Ns | Ns",512,13,0.018432,0,0.021867,0.011264,0.099325,0.051563
1,float,uniform,GPU,"Ns | Ns",512,14,0.019456,0,0.022187,0.013312,0.099833,0.054955
1,float,uniform,GPU,"Ns | Ns",512,15,0.018432,0,0.022365,0.011264,0.106086,0.052061
1,float,uniform,GPU,"Ns | Ns",512,16,0.017408,0,0.022428,0.011264,0.099421,0.0511
1,float,uniform,GPU,"Ns | Ns",512,17,0.018432,0,0.021934,0.012288,0.099605,0.052654
1,float,uniform,GPU,"Ns | Ns",512,18,0.018432,0,0.022318,0.012288,0.100368,0.053038
1,float,uniform,GPU,"Ns | Ns",512,19,0.019456,0,0.02189,0.011264,0.100114,0.05261
