dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ds | Ds",64,0,0.073792,0,0.080894,0.366592,0.61139,0.521278
1,float,uniform,CPU,"Ds | Ds",192,8,0.025728,0,0.025814,0.013312,0.116798,0.064854
1,float,uniform,CPU,"Ds | Ds",192,9,0.025888,0,0.026095,0.012288,0.12019,0.064271
1,float,uniform,CPU,"Ds | Ds",192,10,0.026144,0,0.026313,0.012288,0.116151,0.064745
1,float,uniform,CPU,"Ds | Ds",192,11,0.025632,0,0.025846,0.012256,0.116597,0.063734
1,float,uniform,CPU,"Ds | Ds",192,12,0.025856,0,0.025507,0.011264,0.115894,0.062627
1,float,uniform,CPU,"Ds | Ds",192,13,0.027072,0,0.025938,0.132096,0.235962,0.185106
1,float,uniform,CPU,"Ds | Ds",192,14,0.025952,0,0.025496,0.012288,0.1159,0.063736
1,float,uniform,CPU,"Ds | Ds",192,15,0.026304,0,0.025908,0.012288,0.116361,0.0645
1,float,uniform,CPU,"Ds | Ds",192,16,0.02688,0,0.026404,0.016384,0.122891,0.069668
1,float,uniform,CPU,"Ds | Ds",192,17,0.025568,0,0.026436,0.012288,0.115633,0.064292
1,float,uniform,CPU,"Ds | Ds",192,18,0.025312,0,0.025777,0.011264,0.115133,0.062353
1,float,uniform,CPU,"Ds | Ds",192,19,0.026656,0,0.025561,0.012288,0.115662,0.064505
1,float,uniform,CPU,"Ds | Ds",256,0,0.035264,0,0.039432,0.018432,0.157978,0.093128
1,float,uniform,CPU,"Ds | Ds",256,1,0.028096,0,0.027251,0.014336,0.124477,0.069683
1,float,uniform,CPU,"Ds | Ds",256,2,0.03088,0,0.02556,0.013312,0.123418,0.069752
1,float,uniform,CPU,"Ds | Ds",256,3,0.027104,0,0.025256,0.013312,0.116988,0.065672
1,float,uniform,CPU,"Ds | Ds",256,4,0.025952,0,0.025291,0.012288,0.116076,0.063531
1,float,uniform,CPU,"Ds | Ds",256,5,0.02656,0,0.024915,0.013312,0.115781,0.064787
1,float,uniform,CPU,"Ds | Ds",256,6,0.028192,0,0.026907,0.013312,0.123381,0.068411
1,float,uniform,CPU,"Ds | Ds",256,7,0.026432,0,0.025602,0.011264,0.122591,0.063298
1,float,uniform,CPU,"Ds | Ds",256,8,0.027104,0,0.025015,0.014336,0.119018,0.066455
1,float,uniform,CPU,"Ds | Ds",256,9,0.026112,0,0.024847,0.012288,0.115275,0.063247
1,float,uniform,CPU,"Ds | Ds",256,10,0.026944,0,0.02476,0.013312,0.116245,0.065016
1,float,uniform,CPU,"Ds | Ds",256,11,0.026624,0,0.02565,0.012288,0.115702,0.064562
1,float,uniform,CPU,"Ds | Ds",256,12,0.025792,0,0.024775,0.012288,0.114528,0.062855
1,float,uniform,CPU,"Ds | Ds",256,13,0.025952,0,0.024973,0.011264,0.11535,0.062189
1,float,uniform,CPU,"Ds | Ds",256,14,0.026848,0,0.025357,0.012288,0.115584,0.064493
1,float,uniform,CPU,"Ds | Ds",256,15,0.025856,0,0.024461,0.013312,0.115998,0.063629
1,float,uniform,CPU,"Ds | Ds",256,16,0.026304,0,0.024606,0.012288,0.115223,0.063198
1,float,uniform,CPU,"Ds | Ds",256,17,0.02704,0,0.028024,0.013312,0.119111,0.068376
1,float,uniform,CPU,"Ds | Ds",256,18,0.026048,0,0.024507,0.012288,0.120153,0.062843
1,float,uniform,CPU,"Ds | Ds",256,19,0.025408,0,0.024617,0.012288,0.114294,0.062313
1,float,uniform,CPU,"Ds | Ds",320,0,0.035328,0,0.037616,0.018432,0.154878,0.091376
1,float,uniform,CPU,"Ds | Ds",320,1,0.02992,0,0.027296,0.01536,0.128903,0.072576
1,float,uniform,CPU,"Ds | Ds",320,2,0.027168,0,0.025069,0.012288,0.119203,0.064525
1,float,uniform,CPU,"Ds | Ds",320,3,0.027552,0,0.024264,0.012288,0.115505,0.064104
1,float,uniform,CPU,"Ds | Ds",320,4,0.027264,0,0.0244,0.013312,0.116608,0.064976
1,float,uniform,CPU,"Ds | Ds",320,5,0.027712,0,0.024911,0.011264,0.116936,0.063887
1,float,uniform,CPU,"Ds | Ds",320,6,0.02656,0,0.024099,0.011264,0.114713,0.061923
1,float,uniform,CPU,"Ds | Ds",320,7,0.02624,0,0.024085,0.013312,0.115284,0.063637
1,float,uniform,CPU,"Ds | Ds",320,8,0.026592,0,0.024147,0.012288,0.114758,0.063027
1,float,uniform,CPU,"Ds | Ds",320,9,0.026816,0,0.023964,0.012288,0.201737,0.063068
1,float,uniform,CPU,"Ds | Ds",320,10,0.026272,0,0.0238,0.013312,0.114164,0.063384
1,float,uniform,CPU,"Ds | Ds",320,11,0.02576,0,0.023815,0.013312,0.113907,0.062887
1,float,uniform,CPU,"Ds | Ds",320,12,0.026464,0,0.024044,0.012288,0.114802,0.062796
1,float,uniform,CPU,"Ds | Ds",320,13,0.027168,0,0.024229,0.011264,0.116336,0.062661
1,float,uniform,CPU,"Ds | Ds",320,14,0.02688,0,0.023992,0.012288,0.11512,0.06316
1,float,uniform,CPU,"Ds | Ds",320,15,0.027136,0,0.024268,0.012288,0.115257,0.063692
1,float,uniform,CPU,"Ds | Ds",320,16,0.02672,0,0.024661,0.012288,0.122267,0.063669
1,float,uniform,CPU,"Ds | Ds",320,17,0.028832,0,0.024623,0.012288,0.118877,0.065743
1,float,uniform,CPU,"Ds | Ds",320,18,0.026784,0,0.02433,0.011264,0.114908,0.062378
1,float,uniform,CPU,"Ds | Ds",320,19,0.02656,0,0.024227,0.012288,0.114712,0.063075
1,float,uniform,CPU,"Ds | Ds",384,0,0.038528,0,0.054677,0.023552,0.187955,0.116757
1,float,uniform,CPU,"Ds | Ds",384,1,0.028416,0,0.029013,0.014336,0.126586,0.071765
1,float,uniform,CPU,"Ds | Ds",384,2,0.028416,0,0.026909,0.013312,0.121119,0.068637
1,float,uniform,CPU,"Ds | Ds",384,3,0.027232,0,0.027326,0.012288,0.126001,0.066846
1,float,uniform,CPU,"Ds | Ds",384,4,0.026912,0,0.026678,0.013312,0.117593,0.066902
1,float,uniform,CPU,"Ds | Ds",384,5,0.026976,0,0.02666,0.013312,0.118161,0.066948
1,float,uniform,CPU,"Ds | Ds",384,6,0.02592,0,0.026854,0.01536,0.120233,0.068134
1,float,uniform,CPU,"Ds | Ds",384,7,0.026048,0,0.026513,0.012288,0.117122,0.064849
1,float,uniform,CPU,"Ds | Ds",384,8,0.027488,0,0.027073,0.012288,0.119072,0.066849
1,float,uniform,CPU,"Ds | Ds",384,9,0.026336,0,0.026757,0.012288,0.117319,0.065381
1,float,uniform,CPU,"Ds | Ds",384,10,0.034624,0,0.026718,0.012288,0.125553,0.07363
1,float,uniform,CPU,"Ds | Ds",384,11,0.02544,0,0.026384,0.011264,0.115893,0.063088
1,float,uniform,CPU,"Ds | Ds",384,12,0.026848,0,0.026541,0.012288,0.116743,0.065677
1,float,uniform,CPU,"Ds | Ds",384,13,0.026368,0,0.026668,0.014336,0.120409,0.067372
1,float,uniform,CPU,"Ds | Ds",384,14,0.026592,0,0.026635,0.013312,0.11663,0.066539
1,float,uniform,CPU,"Ds | Ds",384,15,0.029792,0,0.026601,0.012288,0.119805,0.068681
1,float,uniform,CPU,"Ds | Ds",384,16,0.026752,0,0.026284,0.011264,0.115867,0.0643
1,float,uniform,CPU,"Ds | Ds",384,17,0.027872,0,0.026253,0.012288,0.118632,0.066413
1,float,uniform,CPU,"Ds | Ds",384,18,0.025792,0,0.026177,0.012288,0.116722,0.064257
1,float,uniform,CPU,"Ds | Ds",384,19,0.026592,0,0.026127,0.012288,0.116362,0.065007
1,float,uniform,CPU,"Ds | Ds",448,0,0.03584,0,0.037324,0.018432,0.152754,0.091596
1,float,uniform,CPU,"Ds | Ds",448,1,0.029184,0,0.026366,0.014336,0.124173,0.069886
1,float,uniform,CPU,"Ds | Ds",448,2,0.028416,0,0.025198,0.013312,0.119302,0.066926
1,float,uniform,CPU,"Ds | Ds",448,3,0.028736,0,0.025204,0.012288,0.118007,0.066228
1,float,uniform,CPU,"Ds | Ds",448,4,0.027296,0,0.024629,0.012288,0.116319,0.064213
1,float,uniform,CPU,"Ds | Ds",448,5,0.026912,0,0.024508,0.01536,0.119131,0.06678
1,float,uniform,CPU,"Ds | Ds",448,6,0.026944,0,0.024672,0.012288,0.115763,0.063904
1,float,uniform,CPU,"Ds | Ds",448,7,0.025888,0,0.024555,0.012288,0.115033,0.062731
1,float,uniform,CPU,"Ds | Ds",448,8,0.027424,0,0.02561,0.012288,0.121329,0.065322
1,float,uniform,CPU,"Ds | Ds",448,9,0.03008,0,0.027784,0.016384,0.137227,0.074248
1,float,uniform,CPU,"Ds | Ds",448,10,0.027776,0,0.024664,0.011264,0.116073,0.063704
1,float,uniform,CPU,"Ds | Ds",448,11,0.027008,0,0.024646,0.013312,0.115902,0.064966
1,float,uniform,CPU,"Ds | Ds",448,12,0.027584,0,0.024828,0.01536,0.119955,0.067772
1,float,uniform,CPU,"Ds | Ds",448,13,0.02736,0,0.024744,0.011264,0.115432,0.063368
1,float,uniform,CPU,"Ds | Ds",448,14,0.027392,0,0.02481,0.012288,0.116278,0.06449
1,float,uniform,CPU,"Ds | Ds",448,15,0.026656,0,0.024589,0.012288,0.115996,0.063533
1,float,uniform,CPU,"Ds | Ds",448,16,0.027776,0,0.024175,0.012288,0.122948,0.064239
1,float,uniform,CPU,"Ds | Ds",448,17,0.02624,0,0.024474,0.012288,0.11544,0.063002
1,float,uniform,CPU,"Ds | Ds",448,18,0.026688,0,0.024849,0.011264,0.115761,0.062801
1,float,uniform,CPU,"Ds | Ds",448,19,0.030784,0,0.024542,0.012288,0.118929,0.067614
1,float,uniform,CPU,"Ds | Ds",512,0,0.040608,0,0.040383,0.018432,0.164895,0.099423
1,float,uniform,CPU,"Ds | Ds",512,1,0.028224,0,0.027631,0.014336,0.125985,0.070191
1,float,uniform,CPU,"Ds | Ds",512,2,0.027328,0,0.025424,0.012288,0.118738,0.06504
1,float,uniform,CPU,"Ds | Ds",512,3,0.02752,0,0.025282,0.011264,0.117801,0.064066
1,float,uniform,CPU,"Ds | Ds",512,4,0.0288,0,0.026318,0.013312,0.124369,0.06843
1,float,uniform,CPU,"Ds | Ds",512,5,0.027168,0,0.025167,0.011264,0.116983,0.063599
1,float,uniform,CPU,"Ds | Ds",512,6,0.02784,0,0.024682,0.013312,0.117184,0.065834
1,float,uniform,CPU,"Ds | Ds",512,7,0.029024,0,0.12022,0.013312,0.217666,0.162556
1,float,uniform,CPU,"Ds | Ds",512,8,0.02656,0,0.024775,0.012288,0.115168,0.063623
1,float,uniform,CPU,"Ds | Ds",512,9,0.0272,0,0.024752,0.012288,0.114999,0.06424
1,float,uniform,CPU,"Ds | Ds",512,10,0.026784,0,0.025246,0.012288,0.115373,0.064318
1,float,uniform,CPU,"Ds | Ds",512,11,0.032416,0,0.028511,0.013312,0.125516,0.074239
1,float,uniform,CPU,"Ds | Ds",512,12,0.026016,0,0.025099,0.012288,0.114927,0.063403
1,float,uniform,CPU,"Ds | Ds",512,13,0.025984,0,0.024773,0.012288,0.114758,0.063045
1,float,uniform,CPU,"Ds | Ds",512,14,0.026688,0,0.024689,0.012288,0.115403,0.063665
1,float,uniform,CPU,"Ds | Ds",512,15,0.027136,0,0.025095,0.012288,0.115942,0.064519
1,float,uniform,CPU,"Ds | Ds",512,16,0.026464,0,0.024886,0.012288,0.115299,0.063638
1,float,uniform,CPU,"Ds | Ds",512,17,0.026464,0,0.02479,0.012288,0.114654,0.063542
1,float,uniform,CPU,"Ds | Ds",512,18,0.027776,0,0.029386,0.012288,0.120602,0.06945
1,float,uniform,CPU,"Ds | Ds",512,19,0.027136,0,0.024802,0.012288,0.115706,0.064226
