dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"P | P",64,0,0.057376,0,0.03642,0.473088,0.66927,0.566884
1,double,uniform,CPU,"P | P",128,4,0.0264,0,0.019597,0.019456,0.127474,0.065453
1,double,uniform,CPU,"P | P",128,5,0.027904,0,0.020891,0.021504,0.130636,0.070299
1,double,uniform,CPU,"P | P",128,6,0.025504,0,0.020045,0.018432,0.127121,0.063981
1,double,uniform,CPU,"P | P",128,7,0.027072,0,0.019979,0.021504,0.129845,0.068555
1,double,uniform,CPU,"P | P",128,8,0.02608,0,0.019998,0.022528,0.132368,0.068606
1,double,uniform,CPU,"P | P",128,9,0.02576,0,0.019437,0.022528,0.127037,0.067725
1,double,uniform,CPU,"P | P",128,10,0.027168,0,0.020496,0.021504,0.130185,0.069168
1,double,uniform,CPU,"P | P",128,11,0.026752,0,0.020344,0.021504,0.128288,0.0686
1,double,uniform,CPU,"P | P",128,12,0.026848,0,0.019664,0.02048,0.128331,0.066992
1,double,uniform,CPU,"P | P",128,13,0.027456,0,0.019587,0.022528,0.130527,0.069571
1,double,uniform,CPU,"P | P",128,14,0.025952,0,0.020214,0.023552,0.13515,0.069718
1,double,uniform,CPU,"P | P",128,15,0.026144,0,0.020234,0.021504,0.128536,0.067882
1,double,uniform,CPU,"P | P",128,16,0.026592,0,0.020029,0.018432,0.126847,0.065053
1,double,uniform,CPU,"P | P",128,17,0.026848,0,0.019981,0.022528,0.12799,0.069357
1,double,uniform,CPU,"P | P",128,18,0.026208,0,0.019455,0.021504,0.127486,0.067167
1,double,uniform,CPU,"P | P",128,19,0.02576,0,0.019398,0.022528,0.130243,0.067686
1,double,uniform,CPU,"P | P",192,0,0.036128,0,0.027069,0.033792,0.167827,0.096989
1,double,uniform,CPU,"P | P",192,1,0.029088,0,0.022391,0.023552,0.13935,0.075031
1,double,uniform,CPU,"P | P",192,2,0.028032,0,0.021328,0.022528,0.134628,0.071888
1,double,uniform,CPU,"P | P",192,3,0.032128,0,0.020755,0.022528,0.140011,0.075411
1,double,uniform,CPU,"P | P",192,4,0.026912,0,0.020474,0.023552,0.129853,0.070938
1,double,uniform,CPU,"P | P",192,5,0.026976,0,0.020214,0.021504,0.128981,0.068694
1,double,uniform,CPU,"P | P",192,6,0.026112,0,0.020537,0.022528,0.128265,0.069177
1,double,uniform,CPU,"P | P",192,7,0.02624,0,0.020534,0.022528,0.133482,0.069302
1,double,uniform,CPU,"P | P",192,8,0.026496,0,0.020554,0.021504,0.131734,0.068554
1,double,uniform,CPU,"P | P",192,9,0.025984,0,0.02047,0.021504,0.130192,0.067958
1,double,uniform,CPU,"P | P",192,10,0.02736,0,0.020386,0.022528,0.131648,0.070274
1,double,uniform,CPU,"P | P",192,11,0.026304,0,0.020471,0.022528,0.129912,0.069303
1,double,uniform,CPU,"P | P",192,12,0.025856,0,0.020559,0.021504,0.129045,0.067919
1,double,uniform,CPU,"P | P",192,13,0.027936,0,0.020645,0.022528,0.130113,0.071109
1,double,uniform,CPU,"P | P",192,14,0.02736,0,0.021093,0.021504,0.134548,0.069957
1,double,uniform,CPU,"P | P",192,15,0.029792,0,0.021766,0.023552,0.144761,0.07511
1,double,uniform,CPU,"P | P",192,16,0.026784,0,0.021278,0.021504,0.128648,0.069566
1,double,uniform,CPU,"P | P",192,17,0.02768,0,0.021125,0.021504,0.131268,0.070309
1,double,uniform,CPU,"P | P",192,18,0.02592,0,0.021732,0.021504,0.131811,0.069156
1,double,uniform,CPU,"P | P",192,19,0.026848,0,0.020603,0.021504,0.130062,0.068955
1,double,uniform,CPU,"P | P",256,0,0.037312,0,0.026983,0.033792,0.176523,0.098087
1,double,uniform,CPU,"P | P",256,1,0.029824,0,0.021838,0.0256,0.140478,0.077262
1,double,uniform,CPU,"P | P",256,2,0.0296,0,0.02085,0.023552,0.134365,0.074002
1,double,uniform,CPU,"P | P",256,3,0.028448,0,0.020534,0.021504,0.131271,0.070486
1,double,uniform,CPU,"P | P",256,4,0.027456,0,0.020292,0.022528,0.130418,0.070276
1,double,uniform,CPU,"P | P",256,5,0.027456,0,0.020219,0.022528,0.129048,0.070203
1,double,uniform,CPU,"P | P",256,6,0.026016,0,0.020352,0.022528,0.129548,0.068896
1,double,uniform,CPU,"P | P",256,7,0.027648,0,0.020247,0.021504,0.129016,0.069399
1,double,uniform,CPU,"P | P",256,8,0.026944,0,0.019921,0.021504,0.128551,0.068369
1,double,uniform,CPU,"P | P",256,9,0.096736,0,0.032871,0.047104,0.290761,0.176711
1,double,uniform,CPU,"P | P",256,10,0.03024,0,0.020254,0.021504,0.13084,0.071998
1,double,uniform,CPU,"P | P",256,11,0.027808,0,0.020252,0.019456,0.129164,0.067516
1,double,uniform,CPU,"P | P",256,12,0.027712,0,0.020739,0.021504,0.130484,0.069955
1,double,uniform,CPU,"P | P",256,13,0.02704,0,0.020046,0.02048,0.12839,0.067566
1,double,uniform,CPU,"P | P",256,14,0.0272,0,0.020538,0.022528,0.131686,0.070266
1,double,uniform,CPU,"P | P",256,15,0.027584,0,0.019898,0.02048,0.134525,0.067962
1,double,uniform,CPU,"P | P",256,16,0.026304,0,0.020034,0.02048,0.127588,0.066818
1,double,uniform,CPU,"P | P",256,17,0.027008,0,0.020047,0.022528,0.12844,0.069583
1,double,uniform,CPU,"P | P",256,18,0.02656,0,0.020532,0.023552,0.129804,0.070644
1,double,uniform,CPU,"P | P",256,19,0.027648,0,0.022604,0.022528,0.13189,0.07278
1,double,uniform,CPU,"P | P",320,0,0.034976,0,0.026541,0.03584,0.167766,0.097357
1,double,uniform,CPU,"P | P",320,1,0.027872,0,0.02195,0.0256,0.138426,0.075422
1,double,uniform,CPU,"P | P",320,2,0.02896,0,0.021537,0.023552,0.134147,0.074049
1,double,uniform,CPU,"P | P",320,3,0.026816,0,0.024348,0.021504,0.132588,0.072668
1,double,uniform,CPU,"P | P",320,4,0.028,0,0.021739,0.022528,0.131492,0.072267
1,double,uniform,CPU,"P | P",320,5,0.027488,0,0.021075,0.021504,0.129923,0.070067
1,double,uniform,CPU,"P | P",320,6,0.027072,0,0.021074,0.021504,0.129442,0.06965
1,double,uniform,CPU,"P | P",320,7,0.02752,0,0.021115,0.02048,0.129842,0.069115
1,double,uniform,CPU,"P | P",320,8,0.02704,0,0.021401,0.024576,0.133566,0.073017
1,double,uniform,CPU,"P | P",320,9,0.027264,0,0.020942,0.021504,0.129554,0.06971
1,double,uniform,CPU,"P | P",320,10,0.026784,0,0.021585,0.022528,0.131086,0.070897
1,double,uniform,CPU,"P | P",320,11,0.027296,0,0.026966,0.021504,0.136461,0.075766
1,double,uniform,CPU,"P | P",320,12,0.0296,0,0.021339,0.021504,0.132759,0.072443
1,double,uniform,CPU,"P | P",320,13,0.027712,0,0.021062,0.02048,0.129886,0.069254
1,double,uniform,CPU,"P | P",320,14,0.03056,0,0.021385,0.023552,0.134299,0.075497
1,double,uniform,CPU,"P | P",320,15,0.027552,0,0.021208,0.021504,0.130605,0.070264
1,double,uniform,CPU,"P | P",320,16,0.027136,0,0.020906,0.02048,0.128318,0.068522
1,double,uniform,CPU,"P | P",320,17,0.026816,0,0.020918,0.02048,0.128363,0.068214
1,double,uniform,CPU,"P | P",320,18,0.02672,0,0.020969,0.021504,0.12931,0.069193
1,double,uniform,CPU,"P | P",320,19,0.026336,0,0.020945,0.022528,0.13723,0.069809
1,double,uniform,CPU,"P | P",384,0,0.036832,0,0.026903,0.034816,0.168976,0.098551
1,double,uniform,CPU,"P | P",384,1,0.028224,0,0.02255,0.023552,0.137072,0.074326
1,double,uniform,CPU,"P | P",384,2,0.027392,0,0.027802,0.023552,0.138019,0.078746
1,double,uniform,CPU,"P | P",384,3,0.02768,0,0.025444,0.021504,0.135989,0.074628
1,double,uniform,CPU,"P | P",384,4,0.02688,0,0.021949,0.021504,0.132003,0.070333
1,double,uniform,CPU,"P | P",384,5,0.027296,0,0.021992,0.022528,0.132428,0.071816
1,double,uniform,CPU,"P | P",384,6,0.029824,0,0.021725,0.021504,0.133141,0.073053
1,double,uniform,CPU,"P | P",384,7,0.026976,0,0.021775,0.02048,0.131157,0.069231
1,double,uniform,CPU,"P | P",384,8,0.028512,0,0.02182,0.024576,0.134287,0.074908
1,double,uniform,CPU,"P | P",384,9,0.033344,0,0.021889,0.021504,0.138014,0.076737
1,double,uniform,CPU,"P | P",384,10,0.027232,0,0.021723,0.021504,0.131699,0.070459
1,double,uniform,CPU,"P | P",384,11,0.027744,0,0.0218,0.021504,0.131517,0.071048
1,double,uniform,CPU,"P | P",384,12,0.027584,0,0.022166,0.021504,0.131847,0.071254
1,double,uniform,CPU,"P | P",384,13,0.027712,0,0.022011,0.022528,0.132751,0.072251
1,double,uniform,CPU,"P | P",384,14,0.030656,0,0.021952,0.022528,0.134467,0.075136
1,double,uniform,CPU,"P | P",384,15,0.027008,0,0.021479,0.02048,0.130281,0.068967
1,double,uniform,CPU,"P | P",384,16,0.027488,0,0.021967,0.022528,0.138545,0.071983
1,double,uniform,CPU,"P | P",384,17,0.027232,0,0.022004,0.021504,0.134093,0.07074
1,double,uniform,CPU,"P | P",384,18,0.028256,0,0.021497,0.02048,0.131213,0.070233
1,double,uniform,CPU,"P | P",384,19,0.028896,0,0.021475,0.023552,0.13407,0.073923
1,double,uniform,CPU,"P | P",448,0,0.03904,0,0.026108,0.033792,0.17073,0.09894
1,double,uniform,CPU,"P | P",448,1,0.028992,0,0.022077,0.026624,0.138783,0.077693
1,double,uniform,CPU,"P | P",448,2,0.028288,0,0.021413,0.022528,0.137315,0.072229
1,double,uniform,CPU,"P | P",448,3,0.027552,0,0.021085,0.0256,0.133298,0.074237
1,double,uniform,CPU,"P | P",448,4,0.027456,0,0.021336,0.021504,0.131041,0.070296
1,double,uniform,CPU,"P | P",448,5,0.028192,0,0.021215,0.022528,0.131597,0.071935
1,double,uniform,CPU,"P | P",448,6,0.027488,0,0.021727,0.022528,0.131874,0.071743
1,double,uniform,CPU,"P | P",448,7,0.027936,0,0.021656,0.021504,0.131122,0.071096
1,double,uniform,CPU,"P | P",448,8,0.02736,0,0.021131,0.022528,0.130521,0.071019
1,double,uniform,CPU,"P | P",448,9,0.034144,0,0.021354,0.021504,0.137389,0.077002
1,double,uniform,CPU,"P | P",448,10,0.027104,0,0.020654,0.021504,0.129089,0.069262
1,double,uniform,CPU,"P | P",448,11,0.035904,0,0.020924,0.02048,0.138201,0.077308
1,double,uniform,CPU,"P | P",448,12,0.028992,0,0.021122,0.02048,0.13781,0.070594
1,double,uniform,CPU,"P | P",448,13,0.028448,0,0.021152,0.02048,0.1316,0.07008
1,double,uniform,CPU,"P | P",448,14,0.027328,0,0.020966,0.021504,0.129845,0.069798
1,double,uniform,CPU,"P | P",448,15,0.02656,0,0.021063,0.021504,0.130102,0.069127
1,double,uniform,CPU,"P | P",448,16,0.027264,0,0.020639,0.021504,0.12913,0.069407
1,double,uniform,CPU,"P | P",448,17,0.027136,0,0.020921,0.022528,0.130182,0.070585
1,double,uniform,CPU,"P | P",448,18,0.027648,0,0.021732,0.02048,0.132843,0.06986
1,double,uniform,CPU,"P | P",448,19,0.188128,0,0.021431,0.021504,0.290411,0.231063
1,double,uniform,CPU,"P | P",512,0,0.039456,0,0.026753,0.036864,0.173911,0.103073
1,double,uniform,CPU,"P | P",512,1,0.029216,0,0.022167,0.0256,0.139905,0.076983
1,double,uniform,CPU,"P | P",512,2,0.028928,0,0.021103,0.029696,0.141858,0.079727
1,double,uniform,CPU,"P | P",512,3,0.02976,0,0.021317,0.022528,0.133683,0.073605
1,double,uniform,CPU,"P | P",512,4,0.028672,0,0.020726,0.022528,0.131813,0.071926
1,double,uniform,CPU,"P | P",512,5,0.028576,0,0.020912,0.023552,0.133025,0.07304
1,double,uniform,CPU,"P | P",512,6,0.028544,0,0.021273,0.022528,0.132963,0.072345
1,double,uniform,CPU,"P | P",512,7,0.028096,0,0.020493,0.021504,0.136857,0.070093
1,double,uniform,CPU,"P | P",512,8,0.029088,0,0.020538,0.023552,0.132326,0.073178
1,double,uniform,CPU,"P | P",512,9,0.02928,0,0.020907,0.021504,0.132382,0.071691
1,double,uniform,CPU,"P | P",512,10,0.028832,0,0.021232,0.022528,0.133528,0.072592
1,double,uniform,CPU,"P | P",512,11,0.029696,0,0.02061,0.023552,0.132501,0.073858
1,double,uniform,CPU,"P | P",512,12,0.028192,0,0.020749,0.021504,0.131214,0.070445
1,double,uniform,CPU,"P | P",512,13,0.029632,0,0.020942,0.021504,0.132824,0.072078
1,double,uniform,CPU,"P | P",512,14,0.029216,0,0.020821,0.021504,0.131326,0.071541
1,double,uniform,CPU,"P | P",512,15,0.028352,0,0.020629,0.022528,0.131458,0.071509
1,double,uniform,CPU,"P | P",512,16,0.028768,0,0.020688,0.022528,0.131132,0.071984
1,double,uniform,CPU,"P | P",512,17,0.03296,0,0.021659,0.022528,0.139029,0.077147
1,double,uniform,CPU,"P | P",512,18,0.028768,0,0.021079,0.022528,0.132298,0.072375
1,double,uniform,CPU,"P | P",512,19,0.028,0,0.020654,0.021504,0.131101,0.070158
