dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,0,0.643744,0.004061,0.114679,0.454656,1.33191,1.21714
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,15,0.617024,0.003614,0.067159,0.0256,0.784104,0.713397
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,16,0.621632,0.003601,0.056068,0.024576,0.773854,0.705877
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,17,0.61744,0.003565,0.055649,0.024576,0.769314,0.70123
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,18,0.625216,0.003642,0.05693,0.027648,0.782451,0.713436
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",64,19,0.626432,0.003657,0.05623,0.023552,0.777119,0.709871
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,0,3.37053,0.004293,0.317389,0.144384,3.93334,3.83659
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,1,3.35011,0.004102,0.271373,0.135168,3.83573,3.76076
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,2,3.44221,0.003833,0.273285,0.13312,3.92787,3.85245
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,3,3.36246,0.004018,0.27501,0.134144,3.8539,3.77564
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,4,3.3711,0.003924,0.269069,0.132096,3.85406,3.77619
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,5,3.39059,0.003785,0.270166,0.135168,3.88081,3.79971
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,6,3.46736,0.00394,0.268583,0.134144,3.9469,3.87403
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,7,3.4657,0.003765,0.268216,0.13312,3.9433,3.8708
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,8,3.47878,0.003907,0.27881,0.129024,3.96673,3.89053
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,9,3.37149,0.003757,0.271757,0.132096,3.85309,3.7791
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,10,3.40819,0.003911,0.267881,0.131072,3.88495,3.81106
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,11,3.36931,0.00401,0.267733,0.132096,3.84634,3.77315
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,12,3.38928,0.003878,0.269312,0.131072,3.86839,3.79354
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,13,3.48819,0.003867,0.27109,0.132096,3.96974,3.89525
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,14,3.35494,0.004328,0.267161,0.13312,3.83483,3.75955
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,15,3.38342,0.003903,0.26741,0.131072,3.85903,3.78581
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,16,3.36726,0.003976,0.269131,0.134144,3.84674,3.77452
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,17,3.36266,0.003948,0.267907,0.132096,3.84687,3.76661
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,18,3.35546,0.003847,0.272231,0.130048,3.83469,3.76158
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",128,19,3.43584,0.00371,0.27155,0.132096,3.91624,3.8432
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,0,11.8711,0.004146,0.84752,0.438272,13.2627,13.1611
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,1,11.975,0.004146,0.804028,0.432128,13.3099,13.2153
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,2,12.0464,0.00429,0.803636,0.4352,13.3831,13.2895
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,3,12.0875,0.004162,0.807324,0.436224,13.4284,13.3352
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,4,12.0638,0.004222,0.809428,0.441344,13.4113,13.3188
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,5,12.0442,0.004245,0.807325,0.4352,13.3971,13.2909
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,6,12.1975,0.004317,0.808123,0.437248,13.5369,13.4472
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,7,12.1593,0.004106,0.807396,0.437248,13.4976,13.4081
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,8,11.9042,0.004339,0.809379,0.432128,13.243,13.15
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,9,11.9685,0.004289,0.811569,0.433152,13.3078,13.2175
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,10,11.7507,0.003968,0.804703,0.436224,13.0836,12.9956
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,11,11.9007,0.004184,0.806417,0.431104,13.2333,13.1424
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,12,12.0977,0.004189,0.807693,0.436224,13.4404,13.3458
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,13,12.0098,0.004379,0.805559,0.433152,13.3467,13.2529
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,14,11.9679,0.004446,0.807236,0.433152,13.3052,13.2127
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,15,12.0744,0.004117,0.809352,0.433152,13.41,13.321
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,16,12.033,0.004158,0.812655,0.437248,13.4018,13.2871
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,17,11.9205,0.004214,0.818605,0.437248,13.2734,13.1805
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,18,11.8988,0.004153,0.811303,0.432128,13.2642,13.1464
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,19,11.9605,0.004164,0.808898,0.432128,13.2977,13.2057
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,0,28.3487,0.004892,2.22123,0.971776,31.6509,31.5466
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,1,28.3274,0.00406,2.16622,0.964608,31.5556,31.4622
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,2,28.3487,0.004187,2.1661,0.971776,31.5857,31.4907
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,3,28.3311,0.003612,2.19385,0.9728,31.5919,31.5014
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,4,28.6354,0.004242,2.19918,0.9728,31.9069,31.8116
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,5,28.4975,0.004742,2.19318,0.971776,31.7657,31.6672
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,6,28.6656,0.004184,2.17735,0.969728,31.9225,31.8169
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,7,28.4558,0.003498,2.16685,0.9728,31.6906,31.599
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,8,28.4707,0.004514,2.19013,0.9728,31.7333,31.6382
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,9,27.7698,0.00384,2.17036,0.974848,31.0115,30.9189
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,10,28.1929,0.004129,2.18963,0.971776,31.4539,31.3584
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,11,28.567,0.004229,2.15798,0.966656,31.791,31.6959
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,12,28.2382,0.004303,2.18021,0.974848,31.4943,31.3976
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,13,28.3933,0.004192,2.18693,0.974848,31.6565,31.5593
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,14,28.4135,0.004219,2.19085,0.965632,31.6722,31.5742
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,15,28.2723,0.00427,2.15724,0.963584,31.4931,31.3974
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,16,28.2431,0.004521,2.16411,0.971776,31.4804,31.3835
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,17,29.1966,0.004209,2.15671,0.978944,32.4453,32.3365
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,18,28.1126,0.005667,2.20696,0.98816,31.4198,31.3134
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,19,28.526,0.00451,2.1739,0.975872,31.7776,31.6802
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,0,54.4055,0.003183,4.40755,1.87085,60.7775,60.687
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,1,54.4191,0.003205,4.39368,1.88416,60.7937,60.7001
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,2,54.2399,0.00352,4.38717,1.87699,60.5993,60.5076
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,3,53.9899,0.003135,4.38967,1.87392,60.343,60.2566
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,4,54.1557,0.003365,4.39128,1.88211,60.525,60.4325
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,5,53.8687,0.003262,4.39461,1.88621,60.2472,60.1528
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,6,54.6019,0.003269,4.39421,1.88006,60.9733,60.8794
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,7,54.4327,0.0032,4.39546,1.88006,60.8012,60.7114
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,8,54.2621,0.003735,4.3892,1.88006,60.6249,60.5351
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,9,55.2973,0.00328,4.38947,1.87597,61.6597,61.566
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,10,53.7355,0.003494,4.38729,1.88006,60.1007,60.0064
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,11,54.0009,0.00329,4.38758,1.88621,60.3662,60.2779
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,12,54.1769,0.003232,4.38745,1.87392,60.5347,60.4415
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,13,54.2782,0.003252,4.39323,1.87802,60.6434,60.5527
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,14,54.8909,0.003261,4.38641,1.87802,61.2485,61.1586
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,15,55.3613,0.003247,4.3938,1.87699,61.7339,61.6354
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,16,55.4061,0.003359,4.38742,1.8903,61.7885,61.6872
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,17,54.824,0.003192,4.39145,1.88314,61.1928,61.1018
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,18,55.164,0.003246,4.39374,1.87085,61.517,61.4318
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,19,55.1789,0.003685,4.38888,1.87699,61.536,61.4484
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,0,93.3329,0.003139,7.70392,3.26451,104.411,104.304
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,1,93.3856,0.002981,7.64867,3.2553,104.38,104.293
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,2,93.6632,0.003046,7.64211,3.24813,104.644,104.557
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,3,93.6388,0.003209,7.65013,3.25018,104.628,104.542
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,4,93.683,0.003076,7.63557,3.25325,104.663,104.575
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,5,93.5434,0.003014,7.65272,3.25018,104.536,104.449
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,6,93.2064,0.003046,7.6449,3.25427,104.2,104.109
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,7,93.1775,0.003039,7.62862,3.26144,104.16,104.071
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,8,93.8857,0.003028,7.64213,3.25222,104.872,104.783
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,9,94.0325,0.003224,7.6372,3.2512,105.012,104.924
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,10,94.236,0.002858,7.65206,3.2512,105.23,105.142
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,11,93.1481,0.003003,7.64898,3.25939,104.158,104.059
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,12,93.4942,0.003062,7.64757,3.25325,104.487,104.398
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,13,91.8629,0.003205,7.65148,3.24915,102.856,102.767
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,14,93.8815,0.003137,7.65382,3.26042,104.886,104.799
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,15,93.072,0.003017,7.6402,3.24506,104.048,103.96
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,16,94.7125,0.003035,7.65058,3.24915,105.704,105.615
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,17,93.6214,0.003168,7.6421,3.24813,104.605,104.515
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,18,93.3556,0.003233,7.65261,3.25018,104.352,104.262
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,19,93.0677,0.003009,7.64209,3.25222,104.066,103.965
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,0,147.974,0.003008,15.166,5.32685,168.571,168.47
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,1,147.156,0.003033,15.1778,5.34426,167.772,167.681
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,2,145.279,0.003009,15.2095,5.32582,165.904,165.817
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,3,147.451,0.00314,15.1657,5.34016,168.046,167.96
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,4,148.171,0.003005,15.1596,5.33709,168.767,168.67
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,5,148.353,0.003025,15.1632,5.34426,168.954,168.864
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,6,148.678,0.003,15.174,5.33402,169.277,169.189
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,7,145.755,0.003365,15.1546,5.33299,166.334,166.246
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,8,147.969,0.003076,15.1705,5.32582,168.56,168.468
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,9,147.218,0.003174,15.1591,5.34323,167.815,167.724
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,10,147.932,0.003595,15.1553,5.35347,168.532,168.444
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,11,148.2,0.003026,15.1681,5.32992,168.788,168.701
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,12,146.429,0.004443,15.1941,5.33299,167.068,166.961
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,13,147.038,0.003043,15.1676,5.3463,167.645,167.555
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,14,147.311,0.003158,15.1628,5.33094,167.895,167.808
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,15,147.809,0.003071,15.1512,5.3207,168.376,168.284
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,16,147.953,0.002993,15.1557,5.32992,168.532,168.441
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,17,145.105,0.003048,15.186,5.33197,165.717,165.626
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,18,145.963,0.002989,15.16,5.34426,166.559,166.471
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",448,19,145.18,0.003028,15.1481,5.33299,165.753,165.664
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,0,219.447,0.002856,21.4542,7.55098,248.547,248.455
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,1,221.355,0.002809,21.7203,7.53357,250.706,250.611
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,2,221.248,0.002864,21.6876,7.54893,250.575,250.487
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,3,218.957,0.002831,21.2483,7.52742,247.827,247.736
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,4,222.959,0.002893,20.7715,7.49158,251.317,251.225
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,5,221.024,0.00299,20.6143,7.48032,249.214,249.121
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,6,219.076,0.00305,20.7617,7.48954,247.418,247.33
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,7,222.454,0.003002,20.6753,7.47315,250.695,250.605
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,8,221.584,0.00285,20.8133,7.46701,249.958,249.867
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,9,221.354,0.002806,20.6766,7.4967,249.624,249.531
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,10,220.785,0.003132,20.6613,7.5264,249.068,248.976
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,11,221.027,0.002908,20.761,7.51104,249.395,249.302
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,12,222.34,0.002915,20.5574,7.48442,250.474,250.385
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,13,221.768,0.002858,20.5153,7.47827,249.855,249.765
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,14,218.519,0.003025,20.4581,7.49466,246.567,246.474
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,15,218.385,0.002777,20.4737,7.51309,246.461,246.375
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,16,220.765,0.002861,20.5789,7.51104,248.948,248.857
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,17,220.624,0.002894,20.6421,7.48237,248.842,248.752
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,18,221.72,0.002971,20.4628,7.47418,249.753,249.66
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",512,19,219.516,0.002682,20.643,7.47418,247.726,247.635
