dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",64,0,1.07197,0.00398,0.140628,0.392192,1.71493,1.60877
3,double,uniform,CPU,"D | D | D | D | N | D",128,3,7.03123,0.004129,0.681776,0.10752,7.89736,7.82466
3,double,uniform,CPU,"D | D | D | D | N | D",128,4,6.93907,0.004073,0.67583,0.10752,7.79932,7.72649
3,double,uniform,CPU,"D | D | D | D | N | D",128,5,6.94061,0.004041,0.680953,0.105472,7.80418,7.73107
3,double,uniform,CPU,"D | D | D | D | N | D",128,6,7.03693,0.00406,0.674383,0.103424,7.88998,7.8188
3,double,uniform,CPU,"D | D | D | D | N | D",128,7,6.96525,0.003974,0.674152,0.103424,7.81815,7.7468
3,double,uniform,CPU,"D | D | D | D | N | D",128,8,6.89187,0.004644,0.677431,0.108544,7.75584,7.68249
3,double,uniform,CPU,"D | D | D | D | N | D",128,9,6.8913,0.004081,0.673719,0.105472,7.74383,7.67457
3,double,uniform,CPU,"D | D | D | D | N | D",128,10,6.9055,0.004121,0.678111,0.106496,7.76714,7.69423
3,double,uniform,CPU,"D | D | D | D | N | D",128,11,6.95014,0.004063,0.675009,0.10752,7.81239,7.73674
3,double,uniform,CPU,"D | D | D | D | N | D",128,12,7.07037,0.003956,0.674135,0.10752,7.92749,7.85598
3,double,uniform,CPU,"D | D | D | D | N | D",128,13,6.88243,0.004112,0.676225,0.10752,7.74679,7.67029
3,double,uniform,CPU,"D | D | D | D | N | D",128,14,7.05658,0.00406,0.67379,0.104448,7.90844,7.83887
3,double,uniform,CPU,"D | D | D | D | N | D",128,15,7.05024,0.004036,0.672327,0.106496,7.90188,7.8331
3,double,uniform,CPU,"D | D | D | D | N | D",128,16,6.96752,0.004058,0.672493,0.104448,7.81942,7.74852
3,double,uniform,CPU,"D | D | D | D | N | D",128,17,6.91142,0.004254,0.672744,0.108544,7.76685,7.69697
3,double,uniform,CPU,"D | D | D | D | N | D",128,18,7.0312,0.003996,0.673685,0.103424,7.88244,7.8123
3,double,uniform,CPU,"D | D | D | D | N | D",128,19,6.94365,0.00405,0.671185,0.105472,7.79698,7.72435
3,double,uniform,CPU,"D | D | D | D | N | D",192,0,23.5374,0.004066,2.56949,0.359424,26.5778,26.4704
3,double,uniform,CPU,"D | D | D | D | N | D",192,1,23.5266,0.004345,2.53691,0.3584,26.5186,26.4263
3,double,uniform,CPU,"D | D | D | D | N | D",192,2,23.7189,0.004284,2.55159,0.357376,26.7158,26.6322
3,double,uniform,CPU,"D | D | D | D | N | D",192,3,23.812,0.004113,2.55304,0.362496,26.818,26.7317
3,double,uniform,CPU,"D | D | D | D | N | D",192,4,23.9277,0.004239,2.55222,0.355328,26.9271,26.8395
3,double,uniform,CPU,"D | D | D | D | N | D",192,5,24.1936,0.004174,2.55015,0.356352,27.1906,27.1042
3,double,uniform,CPU,"D | D | D | D | N | D",192,6,24.017,0.003974,2.55499,0.355328,27.0191,26.9313
3,double,uniform,CPU,"D | D | D | D | N | D",192,7,23.9796,0.004093,2.55014,0.3584,26.9748,26.8922
3,double,uniform,CPU,"D | D | D | D | N | D",192,8,23.7712,0.004198,2.55602,0.359424,26.7766,26.6908
3,double,uniform,CPU,"D | D | D | D | N | D",192,9,24.1008,0.004347,2.5535,0.375808,27.1193,27.0344
3,double,uniform,CPU,"D | D | D | D | N | D",192,10,23.6346,0.004211,2.55221,0.356352,26.6308,26.5474
3,double,uniform,CPU,"D | D | D | D | N | D",192,11,24.0324,0.004114,2.55196,0.3584,27.0283,26.9469
3,double,uniform,CPU,"D | D | D | D | N | D",192,12,23.7916,0.004028,2.55458,0.355328,26.7859,26.7056
3,double,uniform,CPU,"D | D | D | D | N | D",192,13,23.5466,0.00413,2.55154,0.357376,26.5429,26.4597
3,double,uniform,CPU,"D | D | D | D | N | D",192,14,23.7374,0.004081,2.5576,0.3584,26.7429,26.6575
3,double,uniform,CPU,"D | D | D | D | N | D",192,15,23.9237,0.004061,2.54883,0.359424,26.9176,26.8361
3,double,uniform,CPU,"D | D | D | D | N | D",192,16,24.1392,0.004291,2.55648,0.354304,27.1398,27.0543
3,double,uniform,CPU,"D | D | D | D | N | D",192,17,24.1655,0.004312,2.552,0.359424,27.1669,27.0812
3,double,uniform,CPU,"D | D | D | D | N | D",192,18,23.9078,0.004052,2.55609,0.357376,26.9108,26.8253
3,double,uniform,CPU,"D | D | D | D | N | D",192,19,23.7979,0.003887,2.55366,0.3584,26.796,26.7138
3,double,uniform,CPU,"D | D | D | D | N | D",256,0,56.1315,0.003161,5.71952,0.804864,62.7532,62.6591
3,double,uniform,CPU,"D | D | D | D | N | D",256,1,56.8607,0.003032,5.70039,0.799744,63.446,63.3639
3,double,uniform,CPU,"D | D | D | D | N | D",256,2,56.4458,0.003123,5.70456,0.800768,63.0315,62.9542
3,double,uniform,CPU,"D | D | D | D | N | D",256,3,55.2797,0.003129,5.71005,0.797696,61.8721,61.7906
3,double,uniform,CPU,"D | D | D | D | N | D",256,4,56.0561,0.003147,5.70782,0.799744,62.6495,62.5668
3,double,uniform,CPU,"D | D | D | D | N | D",256,5,55.7618,0.00305,5.70098,0.795648,62.3405,62.2614
3,double,uniform,CPU,"D | D | D | D | N | D",256,6,55.5352,0.003093,5.70817,0.797696,62.128,62.0442
3,double,uniform,CPU,"D | D | D | D | N | D",256,7,55.844,0.002972,5.71512,0.79872,62.4376,62.3608
3,double,uniform,CPU,"D | D | D | D | N | D",256,8,55.9617,0.00304,5.71323,0.797696,62.5595,62.4756
3,double,uniform,CPU,"D | D | D | D | N | D",256,9,55.8668,0.003024,5.70331,0.79872,62.4482,62.3718
3,double,uniform,CPU,"D | D | D | D | N | D",256,10,55.692,0.003543,5.7101,0.796672,62.2825,62.2023
3,double,uniform,CPU,"D | D | D | D | N | D",256,11,55.6644,0.003279,5.71444,0.799744,62.2618,62.1819
3,double,uniform,CPU,"D | D | D | D | N | D",256,12,55.8418,0.003427,5.70184,0.797696,62.4307,62.3447
3,double,uniform,CPU,"D | D | D | D | N | D",256,13,55.9305,0.003066,5.70902,0.79872,62.526,62.4413
3,double,uniform,CPU,"D | D | D | D | N | D",256,14,56.545,0.003028,5.71242,0.79872,63.1414,63.0592
3,double,uniform,CPU,"D | D | D | D | N | D",256,15,56.9176,0.002996,5.70392,0.797696,63.5015,63.4222
3,double,uniform,CPU,"D | D | D | D | N | D",256,16,56.1963,0.002988,5.7011,0.796672,62.7714,62.6971
3,double,uniform,CPU,"D | D | D | D | N | D",256,17,56.5777,0.003381,5.70628,0.79872,63.1699,63.0861
3,double,uniform,CPU,"D | D | D | D | N | D",256,18,56.7154,0.003133,5.71578,0.79872,63.3134,63.2331
3,double,uniform,CPU,"D | D | D | D | N | D",256,19,55.8381,0.003186,5.69468,0.797696,62.4145,62.3337
3,double,uniform,CPU,"D | D | D | D | N | D",320,0,107.648,0.002993,32.2952,1.55133,141.587,141.498
3,double,uniform,CPU,"D | D | D | D | N | D",320,1,108.173,0.003,32.2937,1.54522,142.098,142.014
3,double,uniform,CPU,"D | D | D | D | N | D",320,2,107.212,0.003291,30.9108,1.53702,139.745,139.663
3,double,uniform,CPU,"D | D | D | D | N | D",320,3,108.072,0.003033,29.4079,1.53088,139.098,139.013
3,double,uniform,CPU,"D | D | D | D | N | D",320,4,109.722,0.003078,29.4525,1.52986,140.79,140.708
3,double,uniform,CPU,"D | D | D | D | N | D",320,5,106.064,0.003147,27.7086,1.52166,135.38,135.298
3,double,uniform,CPU,"D | D | D | D | N | D",320,6,108.27,0.003105,27.6603,1.50938,137.526,137.443
3,double,uniform,CPU,"D | D | D | D | N | D",320,7,107.545,0.003143,27.7324,1.52269,136.889,136.803
3,double,uniform,CPU,"D | D | D | D | N | D",320,8,107.463,0.003014,27.8527,1.51859,136.92,136.837
3,double,uniform,CPU,"D | D | D | D | N | D",320,9,106.823,0.003103,27.688,1.51757,136.119,136.032
3,double,uniform,CPU,"D | D | D | D | N | D",320,10,107.628,0.002949,27.7509,1.51962,136.985,136.901
3,double,uniform,CPU,"D | D | D | D | N | D",320,11,106.307,0.003036,27.8433,1.51962,135.755,135.673
3,double,uniform,CPU,"D | D | D | D | N | D",320,12,106.923,0.002963,27.7827,1.5145,136.311,136.223
3,double,uniform,CPU,"D | D | D | D | N | D",320,13,107.418,0.003272,27.5577,1.52166,136.588,136.501
3,double,uniform,CPU,"D | D | D | D | N | D",320,14,107.603,0.003031,27.7,1.52269,136.91,136.828
3,double,uniform,CPU,"D | D | D | D | N | D",320,15,107.393,0.00297,27.7264,1.51654,136.729,136.639
3,double,uniform,CPU,"D | D | D | D | N | D",320,16,108.151,0.00316,27.6644,1.51757,137.421,137.336
3,double,uniform,CPU,"D | D | D | D | N | D",320,17,106.796,0.002947,27.6379,1.52166,136.043,135.959
3,double,uniform,CPU,"D | D | D | D | N | D",320,18,106.282,0.003177,27.6836,1.52576,135.576,135.494
3,double,uniform,CPU,"D | D | D | D | N | D",320,19,107.279,0.003085,27.8024,1.52269,136.692,136.607
3,double,uniform,CPU,"D | D | D | D | N | D",384,0,230.656,0.003102,15.6113,2.63782,248.99,248.909
3,double,uniform,CPU,"D | D | D | D | N | D",384,1,230.298,0.003076,15.577,2.6368,248.592,248.515
3,double,uniform,CPU,"D | D | D | D | N | D",384,2,229.189,0.002904,15.5981,2.6368,247.507,247.427
3,double,uniform,CPU,"D | D | D | D | N | D",384,3,228.156,0.003019,15.579,2.64397,246.463,246.382
3,double,uniform,CPU,"D | D | D | D | N | D",384,4,228.664,0.003238,15.5776,2.63987,246.965,246.885
3,double,uniform,CPU,"D | D | D | D | N | D",384,5,231.134,0.003766,15.6181,2.64397,249.514,249.4
3,double,uniform,CPU,"D | D | D | D | N | D",384,6,229.824,0.003384,15.5809,2.64704,248.153,248.055
3,double,uniform,CPU,"D | D | D | D | N | D",384,7,228.725,0.003064,15.5878,2.64294,247.041,246.959
3,double,uniform,CPU,"D | D | D | D | N | D",384,8,229.483,0.00302,15.5912,2.64397,247.799,247.721
3,double,uniform,CPU,"D | D | D | D | N | D",384,9,227.92,0.003105,15.6037,2.6409,246.248,246.167
3,double,uniform,CPU,"D | D | D | D | N | D",384,10,229.774,0.003276,15.5791,2.63475,248.07,247.991
3,double,uniform,CPU,"D | D | D | D | N | D",384,11,229.265,0.003135,15.5836,2.6368,247.571,247.488
3,double,uniform,CPU,"D | D | D | D | N | D",384,12,229.102,0.003014,15.5857,2.64294,247.416,247.334
3,double,uniform,CPU,"D | D | D | D | N | D",384,13,231.035,0.003445,15.5817,2.65523,249.358,249.275
3,double,uniform,CPU,"D | D | D | D | N | D",384,14,229.345,0.003343,15.5864,2.63373,247.651,247.569
3,double,uniform,CPU,"D | D | D | D | N | D",384,15,230.193,0.00312,15.5789,2.63373,248.488,248.409
3,double,uniform,CPU,"D | D | D | D | N | D",384,16,228.807,0.003381,15.576,2.64192,247.111,247.029
3,double,uniform,CPU,"D | D | D | D | N | D",384,17,228.664,0.003048,15.5762,2.64397,246.97,246.888
3,double,uniform,CPU,"D | D | D | D | N | D",384,18,229.639,0.002952,15.57,2.63987,247.933,247.852
3,double,uniform,CPU,"D | D | D | D | N | D",384,19,229.361,0.00313,15.5893,2.6368,247.671,247.59
3,double,uniform,CPU,"D | D | D | D | N | D",448,0,294.661,0.00283,45.7932,4.30592,344.847,344.763
3,double,uniform,CPU,"D | D | D | D | N | D",448,1,293.772,0.002817,45.7923,4.29466,343.944,343.862
3,double,uniform,CPU,"D | D | D | D | N | D",448,2,295.11,0.002944,45.8149,4.30285,345.313,345.231
3,double,uniform,CPU,"D | D | D | D | N | D",448,3,296.688,0.00289,45.7963,4.29363,346.866,346.781
3,double,uniform,CPU,"D | D | D | D | N | D",448,4,295.255,0.002843,45.7908,4.29773,345.428,345.346
3,double,uniform,CPU,"D | D | D | D | N | D",448,5,294.313,0.003005,45.7913,4.30387,344.497,344.411
3,double,uniform,CPU,"D | D | D | D | N | D",448,6,295.461,0.002853,45.7979,4.29568,345.639,345.558
3,double,uniform,CPU,"D | D | D | D | N | D",448,7,297.266,0.002812,45.795,4.29773,347.443,347.361
3,double,uniform,CPU,"D | D | D | D | N | D",448,8,292.889,0.002802,45.7902,4.29158,343.055,342.974
3,double,uniform,CPU,"D | D | D | D | N | D",448,9,296.578,0.002827,45.7942,4.31002,346.766,346.685
3,double,uniform,CPU,"D | D | D | D | N | D",448,10,294.139,0.00291,45.7893,4.3008,344.317,344.232
3,double,uniform,CPU,"D | D | D | D | N | D",448,11,295.519,0.003022,45.8121,4.31002,345.725,345.644
3,double,uniform,CPU,"D | D | D | D | N | D",448,12,297.443,0.00288,45.7885,4.30285,347.62,347.538
3,double,uniform,CPU,"D | D | D | D | N | D",448,13,295.795,0.002803,45.7933,4.3049,345.98,345.896
3,double,uniform,CPU,"D | D | D | D | N | D",448,14,295.766,0.002835,45.8011,4.29773,345.951,345.868
3,double,uniform,CPU,"D | D | D | D | N | D",448,15,293.412,0.002858,45.791,4.30694,343.595,343.513
3,double,uniform,CPU,"D | D | D | D | N | D",448,16,295.086,0.002805,45.8038,4.29978,345.276,345.193
3,double,uniform,CPU,"D | D | D | D | N | D",448,17,293.416,0.002865,45.7881,4.30592,343.594,343.513
3,double,uniform,CPU,"D | D | D | D | N | D",448,18,294.959,0.003186,45.7971,4.30387,345.145,345.063
3,double,uniform,CPU,"D | D | D | D | N | D",448,19,296.076,0.002887,45.7902,4.29056,346.245,346.16
3,double,uniform,CPU,"D | D | D | D | N | D",512,0,443.397,0.002819,61.6436,5.9863,511.11,511.03
3,double,uniform,CPU,"D | D | D | D | N | D",512,1,444.756,0.002733,61.8548,5.98118,512.678,512.595
3,double,uniform,CPU,"D | D | D | D | N | D",512,2,438.494,0.003064,61.6228,5.99859,506.198,506.118
3,double,uniform,CPU,"D | D | D | D | N | D",512,3,442.306,0.002736,61.5627,6.00781,509.959,509.879
3,double,uniform,CPU,"D | D | D | D | N | D",512,4,440.783,0.002765,61.7149,5.99347,508.577,508.494
3,double,uniform,CPU,"D | D | D | D | N | D",512,5,442.956,0.002924,61.6901,5.98528,510.714,510.634
3,double,uniform,CPU,"D | D | D | D | N | D",512,6,440.874,0.002969,61.6974,5.98528,508.643,508.56
3,double,uniform,CPU,"D | D | D | D | N | D",512,7,441.557,0.002847,61.6784,5.99245,509.312,509.231
3,double,uniform,CPU,"D | D | D | D | N | D",512,8,443.084,0.002971,61.7179,5.99142,510.877,510.796
3,double,uniform,CPU,"D | D | D | D | N | D",512,9,438.991,0.002929,61.5517,5.98528,506.608,506.53
3,double,uniform,CPU,"D | D | D | D | N | D",512,10,446.543,0.00276,61.7034,6.00166,514.332,514.25
3,double,uniform,CPU,"D | D | D | D | N | D",512,11,437.269,0.002872,61.514,5.99654,504.864,504.783
3,double,uniform,CPU,"D | D | D | D | N | D",512,12,441.143,0.002926,61.6809,6.00474,508.913,508.831
3,double,uniform,CPU,"D | D | D | D | N | D",512,13,446.885,0.002727,61.5132,5.98938,514.468,514.39
3,double,uniform,CPU,"D | D | D | D | N | D",512,14,442.449,0.002725,61.5068,5.99859,510.038,509.957
3,double,uniform,CPU,"D | D | D | D | N | D",512,15,443.289,0.002859,61.688,6.00371,511.063,510.984
3,double,uniform,CPU,"D | D | D | D | N | D",512,16,438.905,0.003009,61.6973,5.98733,506.671,506.592
3,double,uniform,CPU,"D | D | D | D | N | D",512,17,442.221,0.002758,61.6871,6.0119,510.004,509.923
3,double,uniform,CPU,"D | D | D | D | N | D",512,18,441.168,0.002689,61.673,6.00576,508.93,508.85
3,double,uniform,CPU,"D | D | D | D | N | D",512,19,438.466,0.002731,61.6255,5.99757,506.17,506.091
