dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"N | D | N | N | N | N",64,0,0.03744,0.004021,0.11664,0.375808,0.673443,0.533909
3,double,uniform,GPU,"N | D | N | N | N | N",64,18,0.02912,0.005551,0.091413,0.019456,0.289636,0.14554
3,double,uniform,GPU,"N | D | N | N | N | N",64,19,0.026048,0.003631,0.087171,0.017408,0.266931,0.134258
3,double,uniform,GPU,"N | D | N | N | N | N",128,0,0.107328,0.003921,1.09499,0.11776,1.4604,1.324
3,double,uniform,GPU,"N | D | N | N | N | N",128,1,0.108288,0.00415,1.06757,0.109568,1.42653,1.28957
3,double,uniform,GPU,"N | D | N | N | N | N",128,2,0.108832,0.00392,1.07163,0.110592,1.43297,1.29497
3,double,uniform,GPU,"N | D | N | N | N | N",128,3,0.102752,0.003936,1.07698,0.108544,1.43069,1.29221
3,double,uniform,GPU,"N | D | N | N | N | N",128,4,0.106976,0.003886,1.07614,0.111616,1.43475,1.29862
3,double,uniform,GPU,"N | D | N | N | N | N",128,5,0.107936,0.004103,1.08144,0.108544,1.43834,1.30202
3,double,uniform,GPU,"N | D | N | N | N | N",128,6,0.108032,0.004019,1.08375,0.11264,1.44496,1.30844
3,double,uniform,GPU,"N | D | N | N | N | N",128,7,0.108736,0.003878,1.0786,0.109568,1.49147,1.30079
3,double,uniform,GPU,"N | D | N | N | N | N",128,8,0.104864,0.003932,1.06957,0.111616,1.42632,1.28999
3,double,uniform,GPU,"N | D | N | N | N | N",128,9,0.10272,0.003915,1.07752,0.110592,1.43182,1.29475
3,double,uniform,GPU,"N | D | N | N | N | N",128,10,0.106944,0.00379,1.15157,0.109568,1.50913,1.37187
3,double,uniform,GPU,"N | D | N | N | N | N",128,11,0.105664,0.003969,1.07239,0.11264,1.43652,1.29466
3,double,uniform,GPU,"N | D | N | N | N | N",128,12,0.108256,0.004096,1.07699,0.110592,1.4362,1.29993
3,double,uniform,GPU,"N | D | N | N | N | N",128,13,0.104576,0.003781,1.07372,0.109568,1.42817,1.29165
3,double,uniform,GPU,"N | D | N | N | N | N",128,14,0.10896,0.003856,1.07713,0.110592,1.43608,1.30054
3,double,uniform,GPU,"N | D | N | N | N | N",128,15,0.109536,0.004007,1.14087,0.108544,1.50352,1.36295
3,double,uniform,GPU,"N | D | N | N | N | N",128,16,0.107488,0.003938,1.08362,0.110592,1.44225,1.30564
3,double,uniform,GPU,"N | D | N | N | N | N",128,17,0.10704,0.003884,1.07481,0.109568,1.43332,1.2953
3,double,uniform,GPU,"N | D | N | N | N | N",128,18,0.108704,0.003879,1.07394,0.110592,1.43383,1.29712
3,double,uniform,GPU,"N | D | N | N | N | N",128,19,0.107968,0.003929,1.08224,0.110592,1.4404,1.30473
3,double,uniform,GPU,"N | D | N | N | N | N",192,0,0.319296,0.003844,6.06448,0.36864,6.89506,6.75626
3,double,uniform,GPU,"N | D | N | N | N | N",192,1,0.308352,0.003782,6.04823,0.359424,6.8548,6.71979
3,double,uniform,GPU,"N | D | N | N | N | N",192,2,0.316864,0.003815,6.05161,0.361472,6.86987,6.73377
3,double,uniform,GPU,"N | D | N | N | N | N",192,3,0.315712,0.004024,6.05758,0.360448,6.87468,6.73776
3,double,uniform,GPU,"N | D | N | N | N | N",192,4,0.315104,0.003285,6.05463,0.3584,6.86317,6.73142
3,double,uniform,GPU,"N | D | N | N | N | N",192,5,0.314944,0.003918,6.05745,0.359424,6.87383,6.73574
3,double,uniform,GPU,"N | D | N | N | N | N",192,6,0.31504,0.003497,6.06321,0.361472,6.87685,6.74322
3,double,uniform,GPU,"N | D | N | N | N | N",192,7,0.31072,0.003805,6.05709,0.360448,6.92985,6.73206
3,double,uniform,GPU,"N | D | N | N | N | N",192,8,0.317344,0.00353,6.06284,0.361472,6.88366,6.74519
3,double,uniform,GPU,"N | D | N | N | N | N",192,9,0.31408,0.003592,6.05637,0.360448,6.86991,6.73449
3,double,uniform,GPU,"N | D | N | N | N | N",192,10,0.31456,0.003341,6.05552,0.359424,6.86159,6.73284
3,double,uniform,GPU,"N | D | N | N | N | N",192,11,0.30912,0.003301,6.05856,0.359424,6.86204,6.73041
3,double,uniform,GPU,"N | D | N | N | N | N",192,12,0.315328,0.003213,6.05468,0.359424,6.86501,6.73265
3,double,uniform,GPU,"N | D | N | N | N | N",192,13,0.316032,0.003229,6.05756,0.361472,6.86999,6.73829
3,double,uniform,GPU,"N | D | N | N | N | N",192,14,0.315744,0.00343,6.05643,0.361472,6.8688,6.73708
3,double,uniform,GPU,"N | D | N | N | N | N",192,15,0.316768,0.003953,6.05705,0.3584,6.87367,6.73617
3,double,uniform,GPU,"N | D | N | N | N | N",192,16,0.346048,0.004046,6.10806,0.370688,6.95362,6.82885
3,double,uniform,GPU,"N | D | N | N | N | N",192,17,0.309952,0.003885,6.06609,0.359424,6.87645,6.73935
3,double,uniform,GPU,"N | D | N | N | N | N",192,18,0.31824,0.003925,6.0873,0.359424,6.90622,6.76889
3,double,uniform,GPU,"N | D | N | N | N | N",192,19,0.315328,0.003942,6.06254,0.361472,6.88189,6.74329
3,double,uniform,GPU,"N | D | N | N | N | N",256,0,0.709088,0.002871,5.36796,0.797696,7.00838,6.87761
3,double,uniform,GPU,"N | D | N | N | N | N",256,1,0.70832,0.002907,5.35343,0.801792,6.99492,6.86645
3,double,uniform,GPU,"N | D | N | N | N | N",256,2,0.710336,0.002904,5.37667,0.797696,7.01943,6.88761
3,double,uniform,GPU,"N | D | N | N | N | N",256,3,0.707616,0.002882,5.36076,0.800768,7.00253,6.87203
3,double,uniform,GPU,"N | D | N | N | N | N",256,4,0.709216,0.002841,5.35913,0.79872,7.00164,6.86991
3,double,uniform,GPU,"N | D | N | N | N | N",256,5,0.706144,0.002858,5.36062,0.801792,7.00056,6.87141
3,double,uniform,GPU,"N | D | N | N | N | N",256,6,0.708896,0.002948,5.36063,0.799744,7.0076,6.87222
3,double,uniform,GPU,"N | D | N | N | N | N",256,7,0.70992,0.002883,5.36328,0.79872,7.00355,6.87481
3,double,uniform,GPU,"N | D | N | N | N | N",256,8,0.703136,0.002879,5.36668,0.79872,7.00247,6.87141
3,double,uniform,GPU,"N | D | N | N | N | N",256,9,0.707456,0.002932,5.36263,0.800768,7.00305,6.87378
3,double,uniform,GPU,"N | D | N | N | N | N",256,10,0.705056,0.002829,5.35875,0.800768,6.99813,6.8674
3,double,uniform,GPU,"N | D | N | N | N | N",256,11,0.707712,0.003061,5.36859,0.797696,7.00596,6.87706
3,double,uniform,GPU,"N | D | N | N | N | N",256,12,0.708096,0.002938,5.36229,0.801792,7.00415,6.87512
3,double,uniform,GPU,"N | D | N | N | N | N",256,13,0.707968,0.003319,5.3653,0.801792,7.00767,6.87838
3,double,uniform,GPU,"N | D | N | N | N | N",256,14,0.705408,0.002934,5.35919,0.799744,6.99637,6.86728
3,double,uniform,GPU,"N | D | N | N | N | N",256,15,0.704544,0.002911,5.36659,0.799744,7.00448,6.87379
3,double,uniform,GPU,"N | D | N | N | N | N",256,16,0.710848,0.002884,5.37228,0.796672,7.01044,6.88269
3,double,uniform,GPU,"N | D | N | N | N | N",256,17,0.70352,0.002851,5.36202,0.800768,7.00027,6.86916
3,double,uniform,GPU,"N | D | N | N | N | N",256,18,0.702624,0.002838,5.35194,0.800768,6.98253,6.85817
3,double,uniform,GPU,"N | D | N | N | N | N",256,19,0.709088,0.002875,5.35764,0.801792,7.00016,6.8714
3,double,uniform,GPU,"N | D | N | N | N | N",320,0,1.37859,0.002832,16.2331,1.54624,19.2912,19.1607
3,double,uniform,GPU,"N | D | N | N | N | N",320,1,1.36883,0.00285,16.1891,1.54214,19.2339,19.103
3,double,uniform,GPU,"N | D | N | N | N | N",320,2,1.37466,0.003155,16.2091,1.54931,19.2661,19.1362
3,double,uniform,GPU,"N | D | N | N | N | N",320,3,1.37427,0.003195,16.2109,1.54317,19.261,19.1315
3,double,uniform,GPU,"N | D | N | N | N | N",320,4,1.37501,0.002836,16.2142,1.54624,19.2678,19.1383
3,double,uniform,GPU,"N | D | N | N | N | N",320,5,1.36646,0.002857,15.6316,1.54624,18.6769,18.5471
3,double,uniform,GPU,"N | D | N | N | N | N",320,6,1.37379,0.002853,15.6515,1.53805,18.6964,18.5661
3,double,uniform,GPU,"N | D | N | N | N | N",320,7,1.36611,0.003195,15.6219,1.53395,18.6549,18.5251
3,double,uniform,GPU,"N | D | N | N | N | N",320,8,1.36854,0.002831,14.5018,1.52269,17.5236,17.3958
3,double,uniform,GPU,"N | D | N | N | N | N",320,9,1.37091,0.003074,14.4982,1.52474,17.5237,17.3969
3,double,uniform,GPU,"N | D | N | N | N | N",320,10,1.36893,0.002843,14.4866,1.51859,17.507,17.377
3,double,uniform,GPU,"N | D | N | N | N | N",320,11,1.36662,0.003219,14.4841,1.5319,17.5125,17.3859
3,double,uniform,GPU,"N | D | N | N | N | N",320,12,1.37002,0.002778,14.4873,1.51962,17.5064,17.3797
3,double,uniform,GPU,"N | D | N | N | N | N",320,13,1.36893,0.002773,14.4952,1.52371,17.5178,17.3906
3,double,uniform,GPU,"N | D | N | N | N | N",320,14,1.36512,0.002855,14.485,1.52678,17.5096,17.3797
3,double,uniform,GPU,"N | D | N | N | N | N",320,15,1.36637,0.002916,14.4782,1.52269,17.4993,17.3702
3,double,uniform,GPU,"N | D | N | N | N | N",320,16,1.36829,0.002748,14.4817,1.52371,17.5066,17.3765
3,double,uniform,GPU,"N | D | N | N | N | N",320,17,1.36893,0.002766,14.4757,1.52474,17.5,17.3721
3,double,uniform,GPU,"N | D | N | N | N | N",320,18,1.372,0.002797,14.4886,1.52269,17.5153,17.3861
3,double,uniform,GPU,"N | D | N | N | N | N",320,19,1.36765,0.002783,14.4799,1.52576,17.5046,17.3761
3,double,uniform,GPU,"N | D | N | N | N | N",384,0,2.42454,0.002773,68.1294,2.64192,73.3289,73.1987
3,double,uniform,GPU,"N | D | N | N | N | N",384,1,2.42064,0.002841,66.4495,2.63885,71.6415,71.5119
3,double,uniform,GPU,"N | D | N | N | N | N",384,2,2.42083,0.002768,66.4606,2.64499,71.6592,71.5292
3,double,uniform,GPU,"N | D | N | N | N | N",384,3,2.41712,0.002761,66.4515,2.64704,71.649,71.5184
3,double,uniform,GPU,"N | D | N | N | N | N",384,4,2.42179,0.00279,66.4546,2.63885,71.6464,71.518
3,double,uniform,GPU,"N | D | N | N | N | N",384,5,2.41302,0.002783,66.4411,2.64499,71.6326,71.5019
3,double,uniform,GPU,"N | D | N | N | N | N",384,6,2.4143,0.00273,66.4038,2.63987,71.5954,71.4607
3,double,uniform,GPU,"N | D | N | N | N | N",384,7,2.41533,0.002983,66.4587,2.64192,71.6504,71.519
3,double,uniform,GPU,"N | D | N | N | N | N",384,8,2.41539,0.002709,66.5142,2.6327,71.6935,71.565
3,double,uniform,GPU,"N | D | N | N | N | N",384,9,2.41584,0.002782,66.4237,2.6409,71.6146,71.4832
3,double,uniform,GPU,"N | D | N | N | N | N",384,10,2.42336,0.00273,66.426,2.65421,71.6368,71.5062
3,double,uniform,GPU,"N | D | N | N | N | N",384,11,2.4159,0.003087,66.4248,2.64294,71.6159,71.4867
3,double,uniform,GPU,"N | D | N | N | N | N",384,12,2.41955,0.002717,66.4352,2.63885,71.6251,71.4963
3,double,uniform,GPU,"N | D | N | N | N | N",384,13,2.41398,0.002734,66.4451,2.64704,71.6378,71.5089
3,double,uniform,GPU,"N | D | N | N | N | N",384,14,2.41658,0.002774,66.4969,2.63885,71.6848,71.5551
3,double,uniform,GPU,"N | D | N | N | N | N",384,15,2.41398,0.002961,66.4109,2.64499,71.6037,71.4729
3,double,uniform,GPU,"N | D | N | N | N | N",384,16,2.41546,0.00303,66.4626,2.64602,71.6575,71.5271
3,double,uniform,GPU,"N | D | N | N | N | N",384,17,2.42038,0.002756,66.4422,2.63782,71.6322,71.5032
3,double,uniform,GPU,"N | D | N | N | N | N",384,18,2.41702,0.002728,66.4271,2.63885,71.6136,71.4857
3,double,uniform,GPU,"N | D | N | N | N | N",384,19,2.41309,0.002727,66.4604,2.63578,71.6422,71.512
3,double,uniform,GPU,"N | D | N | N | N | N",448,0,3.76262,0.002955,97.7108,4.30797,105.915,105.784
3,double,uniform,GPU,"N | D | N | N | N | N",448,1,3.76048,0.002806,97.628,4.30285,105.827,105.694
3,double,uniform,GPU,"N | D | N | N | N | N",448,2,3.75866,0.002782,97.6573,4.31206,105.864,105.731
3,double,uniform,GPU,"N | D | N | N | N | N",448,3,3.75763,0.002762,97.6606,4.3049,105.858,105.726
3,double,uniform,GPU,"N | D | N | N | N | N",448,4,3.75664,0.002757,97.6791,4.3049,105.877,105.743
3,double,uniform,GPU,"N | D | N | N | N | N",448,5,3.76035,0.003088,97.6521,4.30285,105.85,105.718
3,double,uniform,GPU,"N | D | N | N | N | N",448,6,3.7633,0.002752,97.7163,4.30694,105.922,105.789
3,double,uniform,GPU,"N | D | N | N | N | N",448,7,3.75984,0.002919,97.7124,4.29773,105.907,105.773
3,double,uniform,GPU,"N | D | N | N | N | N",448,8,3.75776,0.002755,97.6663,4.30182,105.863,105.729
3,double,uniform,GPU,"N | D | N | N | N | N",448,9,3.75376,0.003017,97.6573,4.31411,105.862,105.728
3,double,uniform,GPU,"N | D | N | N | N | N",448,10,3.75878,0.002782,97.6736,4.29978,105.867,105.735
3,double,uniform,GPU,"N | D | N | N | N | N",448,11,3.75821,0.002791,97.6811,4.30694,105.883,105.749
3,double,uniform,GPU,"N | D | N | N | N | N",448,12,3.76272,0.003106,97.6659,4.30694,105.873,105.739
3,double,uniform,GPU,"N | D | N | N | N | N",448,13,3.7567,0.002774,97.6596,4.3008,105.854,105.72
3,double,uniform,GPU,"N | D | N | N | N | N",448,14,3.76208,0.002828,97.6155,4.29363,105.806,105.674
3,double,uniform,GPU,"N | D | N | N | N | N",448,15,3.7585,0.003059,97.6316,4.30387,105.831,105.697
3,double,uniform,GPU,"N | D | N | N | N | N",448,16,3.7607,0.002731,97.6728,4.29568,105.866,105.732
3,double,uniform,GPU,"N | D | N | N | N | N",448,17,3.75821,0.002717,97.6873,4.2967,105.879,105.745
3,double,uniform,GPU,"N | D | N | N | N | N",448,18,3.75552,0.002728,97.6473,4.29466,105.833,105.7
3,double,uniform,GPU,"N | D | N | N | N | N",448,19,3.75894,0.002825,97.6785,4.30182,105.875,105.742
3,double,uniform,GPU,"N | D | N | N | N | N",512,0,5.54218,0.002654,64.3382,6.00166,76.0149,75.8847
3,double,uniform,GPU,"N | D | N | N | N | N",512,1,5.53165,0.002941,64.2662,5.99347,75.9236,75.7943
3,double,uniform,GPU,"N | D | N | N | N | N",512,2,5.5327,0.002686,64.5084,5.99142,76.1635,76.0352
3,double,uniform,GPU,"N | D | N | N | N | N",512,3,5.53853,0.002678,64.2154,5.99654,75.8851,75.7532
3,double,uniform,GPU,"N | D | N | N | N | N",512,4,5.53466,0.002708,63.8985,5.99347,75.5586,75.4294
3,double,uniform,GPU,"N | D | N | N | N | N",512,5,5.53344,0.002668,64.3704,6.00166,76.0372,75.9082
3,double,uniform,GPU,"N | D | N | N | N | N",512,6,5.53466,0.002724,64.2442,5.99347,75.9031,75.775
3,double,uniform,GPU,"N | D | N | N | N | N",512,7,5.53302,0.002759,64.2469,5.98323,75.8942,75.7659
3,double,uniform,GPU,"N | D | N | N | N | N",512,8,5.53443,0.002663,64.1973,6.00064,75.8631,75.735
3,double,uniform,GPU,"N | D | N | N | N | N",512,9,5.53306,0.002877,63.8711,5.99245,75.5278,75.3995
3,double,uniform,GPU,"N | D | N | N | N | N",512,10,5.53293,0.002912,64.4757,5.98938,76.1294,76.0009
3,double,uniform,GPU,"N | D | N | N | N | N",512,11,5.53251,0.002785,64.4554,6.00781,76.127,75.9985
3,double,uniform,GPU,"N | D | N | N | N | N",512,12,5.53437,0.002636,64.2355,5.98835,75.8884,75.7608
3,double,uniform,GPU,"N | D | N | N | N | N",512,13,5.53994,0.00284,63.9208,5.99347,75.5883,75.4571
3,double,uniform,GPU,"N | D | N | N | N | N",512,14,5.53517,0.002888,64.3851,5.98323,76.0364,75.9064
3,double,uniform,GPU,"N | D | N | N | N | N",512,15,5.54198,0.002667,64.2043,5.9945,75.8715,75.7434
3,double,uniform,GPU,"N | D | N | N | N | N",512,16,5.53277,0.002677,64.1407,5.98016,75.7851,75.6563
3,double,uniform,GPU,"N | D | N | N | N | N",512,17,5.53107,0.002958,64.2767,5.9863,75.9269,75.7971
3,double,uniform,GPU,"N | D | N | N | N | N",512,18,5.53488,0.002699,64.3337,5.98835,75.9909,75.8597
3,double,uniform,GPU,"N | D | N | N | N | N",512,19,5.5321,0.002791,64.504,5.9945,76.1632,76.0334
