dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",64,0,1.06541,0.004127,0.128751,0.45568,1.77854,1.65397
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,4,6.91763,0.003486,0.520132,0.246784,7.76716,7.68803
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,5,7.02771,0.003781,0.519645,0.241664,7.87686,7.7928
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,6,7.14294,0.003712,0.522136,0.241664,7.9917,7.91046
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,7,6.89984,0.003701,0.511624,0.24576,7.74057,7.66093
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,8,6.96202,0.003712,0.51767,0.24576,7.8096,7.72916
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,9,6.92138,0.00373,0.51471,0.241664,7.76179,7.68148
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,10,6.94832,0.00388,0.524875,0.244736,7.80304,7.72181
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,11,6.94998,0.003937,0.517217,0.244736,7.79603,7.71587
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,12,7.01382,0.003596,0.516298,0.241664,7.85402,7.77538
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,13,6.89101,0.003689,0.515962,0.244736,7.73397,7.6554
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,14,6.8999,0.003773,0.517874,0.243712,7.74759,7.66526
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,15,6.89133,0.003655,0.515733,0.244736,7.73464,7.65545
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,16,6.89328,0.003653,0.52375,0.241664,7.74353,7.66235
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,17,6.85546,0.003722,0.514548,0.24272,7.69847,7.61645
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,18,6.93821,0.003732,0.516945,0.242688,7.78168,7.70157
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",128,19,6.92752,0.003655,0.517251,0.244736,7.7729,7.69316
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,0,23.6133,0.003656,1.56864,0.75776,26.04,25.9434
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,1,23.7266,0.003745,1.53245,0.756736,26.1136,26.0195
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,2,24.0694,0.003822,1.53418,0.75264,26.4542,26.3601
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,3,24.0888,0.003699,1.53533,0.751616,26.474,26.3794
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,4,24.0751,0.003755,1.5341,0.753664,26.468,26.3667
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,5,23.8031,0.003804,1.52992,0.754688,26.1876,26.0915
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,6,24.3074,0.004065,1.53043,0.754688,26.6907,26.5965
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,7,24.0253,0.003718,1.5324,0.75776,26.4154,26.3192
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,8,24.2182,0.003706,1.5344,0.755712,26.6039,26.512
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,9,23.966,0.003782,1.52875,0.753664,26.347,26.2522
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,10,23.5956,0.003451,1.52939,0.754688,25.971,25.8831
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,11,24.099,0.003723,1.52479,0.750592,26.4741,26.3781
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,12,23.6829,0.003665,1.53046,0.750592,26.0616,25.9677
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,13,23.9153,0.003738,1.53228,0.753664,26.2995,26.205
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,14,24.0044,0.003698,1.53444,0.75264,26.3904,26.2952
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,15,23.7585,0.003847,1.52774,0.751616,26.2033,26.0417
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,16,23.7844,0.003737,1.52996,0.75264,26.1651,26.0707
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,17,23.7111,0.003763,1.52701,0.750592,26.0822,25.9925
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,18,24.0607,0.0037,1.52861,0.754688,26.4408,26.3477
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",192,19,23.7707,0.004079,1.53087,0.751616,26.1514,26.0573
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,0,56.1856,0.002781,3.64539,1.72954,61.6541,61.5633
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,1,55.8151,0.002816,3.60882,1.72237,61.2354,61.1491
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,2,55.4853,0.00286,3.60453,1.72134,60.9015,60.8141
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,3,55.5412,0.002761,3.61377,1.7193,60.9606,60.877
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,4,55.8458,0.002841,3.60194,1.72032,61.2565,61.1709
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,5,56.0652,0.002802,3.61449,1.72032,61.4944,61.4028
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,6,55.5208,0.002811,3.59928,1.72237,60.9301,60.8452
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,7,56.1652,0.003488,3.60376,1.72134,61.584,61.4938
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,8,55.8585,0.00277,3.61082,1.72134,61.2801,61.1934
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,9,55.4878,0.00282,3.6007,1.72032,60.8993,60.8116
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,10,55.1634,0.0029,3.61533,1.72032,60.5886,60.5019
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,11,56.151,0.00283,3.60805,1.72032,61.5715,61.4822
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,12,55.9239,0.003078,3.60403,1.72646,61.343,61.2575
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,13,55.8905,0.002813,3.60575,1.72237,61.3117,61.2214
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,14,55.4698,0.002822,3.59934,1.72237,60.8778,60.7943
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,15,55.5469,0.00275,3.61275,1.72237,60.9715,60.8848
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,16,56.1957,0.00312,3.61172,1.72237,61.6209,61.5329
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,17,56.0789,0.002838,3.61198,1.72442,61.5056,61.4182
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,18,55.7016,0.00279,3.61139,1.72134,61.1201,61.0371
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",256,19,56.5391,0.00283,3.61554,1.72339,61.9784,61.8809
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,0,106.891,0.002815,8.20992,3.44781,118.654,118.552
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,1,106.855,0.003053,8.17811,3.44166,118.566,118.478
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,2,106.566,0.003274,8.18507,3.42938,118.269,118.184
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,3,106.866,0.002812,8.19263,3.43757,118.591,118.499
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,4,107.98,0.002882,8.19679,3.44064,119.715,119.62
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,5,106.438,0.003133,8.189,3.456,118.172,118.086
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,6,106.947,0.00327,8.18702,3.43962,118.664,118.577
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,7,106.941,0.002775,8.19724,3.43245,118.658,118.574
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,8,106.55,0.002751,8.18549,3.42426,118.248,118.163
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,9,107.215,0.002825,8.19002,3.43654,118.935,118.845
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,10,107.542,0.002786,8.18463,3.43245,119.25,119.162
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,11,108.401,0.002746,8.18581,3.43245,120.112,120.022
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,12,106.84,0.002808,8.19638,3.43757,118.566,118.477
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,13,107.548,0.002755,8.18683,3.4304,119.267,119.168
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,14,108.338,0.003156,8.18463,3.43859,120.05,119.965
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,15,107.982,0.002999,8.18365,3.43859,119.696,119.607
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,16,106.988,0.002886,8.18547,3.43142,118.696,118.608
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,17,106.3,0.003019,8.18897,3.44166,118.017,117.934
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,18,108.232,0.002838,8.1908,3.43245,119.949,119.858
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",320,19,107.652,0.002828,8.18001,3.44371,119.368,119.279
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,0,228.621,0.002783,14.693,5.92896,249.337,249.246
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,1,230.767,0.002804,14.656,5.93101,251.446,251.357
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,2,228.118,0.002804,14.3627,5.94022,248.513,248.424
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,3,229.114,0.002789,14.256,5.96275,249.426,249.336
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,4,230.891,0.002881,14.0407,5.98118,251.006,250.916
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,5,230.095,0.002776,13.9941,5.99245,250.172,250.085
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,6,229.144,0.00274,14.0186,5.97914,249.23,249.144
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,7,228.073,0.002759,14.0103,5.98118,248.157,248.068
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,8,228.439,0.002848,13.9299,5.97914,248.438,248.35
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,9,229.721,0.002754,14.0033,5.99142,249.805,249.718
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,10,228.197,0.002754,13.9285,5.9863,248.203,248.114
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,11,229.384,0.00276,13.9839,5.98221,249.441,249.353
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,12,230.791,0.003176,14.026,5.96787,250.874,250.788
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,13,230.908,0.002853,14.0356,5.99142,251.026,250.938
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,14,228.651,0.002785,13.9844,5.9863,248.713,248.625
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,15,230.179,0.002757,13.9607,5.99347,250.224,250.136
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,16,229.233,0.003302,14.0127,5.99142,249.329,249.24
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,17,229.154,0.002776,13.966,5.9863,249.197,249.109
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,18,229.771,0.002723,14.0075,5.98426,249.851,249.765
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",384,19,229.756,0.002852,13.9517,5.97709,249.772,249.687
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,0,294.516,0.00281,31.5865,9.5232,335.715,335.629
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,1,291.776,0.002775,31.5949,9.55802,333.02,332.931
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,2,295.562,0.002745,31.5887,9.55494,336.795,336.709
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,3,299.816,0.002848,31.5873,9.56109,341.058,340.967
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,4,293.588,0.002804,31.5825,9.51706,334.78,334.69
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,5,293.674,0.002745,31.5732,9.5529,334.893,334.803
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,6,297.59,0.002943,31.5922,9.55392,338.827,338.739
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,7,293.621,0.002898,31.5836,9.52934,334.826,334.736
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,8,296.944,0.00279,31.5852,9.53139,338.153,338.063
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,9,293.216,0.00277,31.5621,9.56723,334.438,334.348
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,10,297.29,0.002788,31.5725,9.54368,338.498,338.409
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,11,298.196,0.002752,31.5758,9.55699,339.42,339.332
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,12,291.85,0.002787,31.5796,9.5703,333.091,333.003
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,13,295.018,0.002797,31.5759,9.54982,336.238,336.147
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,14,293.857,0.002667,31.5883,9.55904,335.094,335.007
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,15,294.323,0.002762,31.5759,9.53754,335.528,335.44
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,16,297.469,0.003033,31.575,9.56006,338.697,338.607
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,17,294.7,0.002806,31.5678,9.54368,335.905,335.814
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,18,296.083,0.003128,31.5912,9.55904,337.328,337.236
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",448,19,291.852,0.002842,31.5725,9.53344,333.052,332.96
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,0,442.406,0.002852,59.3164,14.1988,516.009,515.924
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,1,437.768,0.002749,58.5226,14.1322,510.516,510.426
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,2,443.015,0.003022,58.3004,14.1394,515.546,515.458
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,3,441.544,0.002748,58.5264,14.1773,514.339,514.251
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,4,443.294,0.002781,59.214,14.1998,516.802,516.711
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,5,442.766,0.002746,60.249,14.209,517.316,517.227
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,6,444.458,0.002775,58.707,14.1978,517.456,517.366
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,7,447.658,0.003145,59.2006,14.1967,521.151,521.059
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,8,439.379,0.002861,59.1667,14.1414,512.776,512.69
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,9,441.29,0.002801,59.0272,14.167,514.576,514.487
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,10,442.834,0.00278,58.4171,14.1701,515.514,515.424
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,11,438.497,0.003231,58.4643,14.166,511.223,511.131
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,12,442.717,0.002794,59.1346,14.1691,516.113,516.023
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,13,436.203,0.003088,58.3336,14.1763,508.807,508.716
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,14,439.247,0.002829,58.5499,14.1814,512.071,511.982
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,15,438.87,0.002814,59.1717,14.2602,512.391,512.305
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,16,442.396,0.002746,58.9415,14.1629,515.593,515.503
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,17,439.188,0.002812,58.173,14.1517,511.602,511.515
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,18,438.451,0.003162,59.2491,14.1793,511.971,511.883
3,double,uniform,CPU,"Ns | Ns | P | P | P | P",512,19,440.54,0.002724,58.6266,14.1937,513.452,513.363
