dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,1.0831,0.004346,0.12531,0.39424,1.71856,1.607
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,13,0.987776,0.003572,0.074264,0.016384,1.14318,1.082
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,14,0.991808,0.003628,0.073036,0.017408,1.14626,1.08588
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,15,0.989088,0.003694,0.074243,0.016384,1.14438,1.08341
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,16,0.991712,0.003658,0.074003,0.017408,1.14802,1.08678
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,17,1.07754,0.003691,0.073527,0.016384,1.23093,1.17114
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,18,0.993472,0.003671,0.07279,0.016384,1.14727,1.08632
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,19,1.00093,0.003652,0.074819,0.016384,1.15638,1.09578
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,6.90461,0.004181,0.429784,0.115712,7.54485,7.45428
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,6.96602,0.003956,0.511597,0.106496,7.66201,7.58806
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,6.94758,0.003914,0.389693,0.10752,7.522,7.44871
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,6.95197,0.004087,0.389277,0.10752,7.52397,7.45285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,6.97245,0.004367,0.386643,0.106496,7.54627,7.46995
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,6.93984,0.004098,0.388082,0.106496,7.51021,7.43852
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,6.9728,0.004435,0.389484,0.108544,7.5539,7.47526
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,7.04781,0.003979,0.383626,0.10752,7.61525,7.54293
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,7.05219,0.004068,0.384883,0.106496,7.62159,7.54764
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,6.92032,0.004006,0.389246,0.10752,7.49576,7.42109
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,6.9639,0.003969,0.388794,0.10752,7.53895,7.46419
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,6.84691,0.004103,0.392209,0.10752,7.44782,7.35074
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,6.91837,0.004071,0.383377,0.105472,7.48462,7.41129
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,6.91395,0.004115,0.387992,0.10752,7.48854,7.41358
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,6.97392,0.004056,0.386535,0.105472,7.54491,7.46998
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,7.0889,0.00412,0.386588,0.104448,7.6562,7.58405
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,7.07981,0.004081,0.387327,0.10752,7.64919,7.57874
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,7.0135,0.004005,0.387131,0.105472,7.58301,7.51011
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,6.97002,0.004059,0.387131,0.110592,7.54701,7.4718
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,7.0063,0.004244,0.388532,0.105472,7.57643,7.50455
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,24.0093,0.004,1.20681,0.3584,25.6657,25.5785
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,23.7764,0.004149,1.15894,0.356352,25.382,25.2959
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,23.9694,0.004029,1.15658,0.3584,25.5739,25.4885
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,23.8254,0.004094,1.15562,0.3584,25.429,25.3435
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,24.0732,0.004183,1.15516,0.3584,25.6779,25.591
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,23.832,0.004031,1.16445,0.357376,25.4446,25.3579
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,23.7044,0.004065,1.15607,0.357376,25.3076,25.222
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,23.9492,0.003981,1.15686,0.355328,25.5512,25.4654
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,24.0344,0.003973,1.15392,0.3584,25.6364,25.5507
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,24.4833,0.003899,1.15384,0.354304,26.0815,25.9953
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,23.9346,0.004071,1.16236,0.357376,25.5428,25.4584
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,24.4562,0.004111,1.1592,0.3584,26.0661,25.9779
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,23.8152,0.004278,1.15531,0.37376,25.4375,25.3485
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,24.2815,0.004028,1.15411,0.356352,25.8842,25.796
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,24.2113,0.00399,1.15557,0.3584,25.8144,25.7292
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,24.494,0.00409,1.15299,0.357376,26.1063,26.0085
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,24.1876,0.004042,1.16644,0.364544,25.81,25.7226
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,23.9933,0.004154,1.17619,0.356352,25.6146,25.53
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,23.9122,0.00418,1.19182,0.357376,25.5494,25.4656
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,23.9866,0.004034,1.15655,0.354304,25.5862,25.5014
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,56.3764,0.003385,2.97979,0.801792,60.2566,60.1614
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,56.6154,0.003001,2.92122,0.795648,60.4131,60.3353
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,56.4764,0.003016,2.92385,0.79872,60.2841,60.202
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,55.505,0.00295,2.94623,0.799744,59.3355,59.2539
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,56.3324,0.003318,2.93828,0.796672,60.1531,60.0706
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,55.773,0.002988,2.93234,0.794624,59.5878,59.5029
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,55.7972,0.003226,2.94792,0.7936,59.6243,59.5419
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,56.6788,0.003146,2.93431,0.800768,60.5007,60.417
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,56.6608,0.003091,2.92127,0.799744,60.4652,60.3849
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,56.9252,0.002963,2.9311,0.79872,60.7361,60.6579
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,56.4736,0.003289,2.93594,0.797696,60.2939,60.2105
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,56.6877,0.00309,2.92446,0.802816,60.5004,60.418
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,55.8629,0.003068,2.94108,0.799744,59.6896,59.6068
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,56.4924,0.002969,2.93534,0.799744,60.312,60.2304
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,55.4312,0.003234,2.94221,0.79872,59.2554,59.1754
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,55.5339,0.002896,2.93492,0.795648,59.3439,59.2673
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,55.9963,0.003286,2.93673,0.796672,59.8159,59.7329
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,55.9301,0.002968,2.94201,0.794624,59.7518,59.6697
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,56.0447,0.003071,2.9267,0.795648,59.855,59.7701
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,56.0734,0.00302,2.93845,0.796672,59.8894,59.8115
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,108.148,0.002903,7.28107,1.54624,117.064,116.978
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,107.854,0.00286,7.27007,1.54419,116.754,116.671
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,107.311,0.002792,7.26823,1.55136,116.214,116.133
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,108.463,0.00314,7.28011,1.53805,117.368,117.285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,108.395,0.003451,7.2767,1.5401,117.297,117.215
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,109.179,0.002886,7.26782,1.5401,118.074,117.99
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,106.839,0.002839,7.26809,1.54214,115.751,115.652
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,108.426,0.002875,7.27487,1.54726,117.336,117.252
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,107.911,0.002862,7.27539,1.54829,116.824,116.738
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,108.864,0.002777,7.27546,1.53805,117.76,117.68
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,107.257,0.002826,7.27634,1.54931,116.167,116.085
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,107.111,0.002776,7.26822,1.53805,116.001,115.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,107.766,0.002749,7.27625,1.54214,116.667,116.587
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,108.788,0.002872,7.26343,1.53907,117.681,117.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,107.742,0.002799,7.27319,1.54419,116.646,116.562
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,107.386,0.002825,7.27261,1.54522,116.292,116.206
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,109.463,0.003743,7.2938,1.55136,118.407,118.312
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,106.872,0.002999,7.28182,1.536,115.775,115.693
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,106.636,0.002817,7.26667,1.54624,115.537,115.452
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,108.67,0.00282,7.27143,1.55034,117.583,117.494
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,230.166,0.002806,13.1553,2.67878,246.087,246.003
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,229.789,0.002784,13.1243,2.67674,245.674,245.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,229.001,0.002838,13.109,2.68288,244.878,244.796
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,229.274,0.002802,13.1235,2.67878,245.163,245.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,227.94,0.002798,13.1148,2.68595,243.832,243.744
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,229.488,0.003004,13.1221,2.6839,245.38,245.297
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,229.591,0.002814,13.1263,2.68288,245.485,245.403
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,229.754,0.002795,13.1143,2.67469,245.63,245.546
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,231.331,0.002813,13.1184,2.67366,247.206,247.126
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,9,230.231,0.002792,13.1077,2.67059,246.094,246.012
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,10,228.446,0.002787,13.1204,2.66854,244.317,244.238
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,11,229.384,0.002843,13.1209,2.68698,245.277,245.194
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,12,230.323,0.002887,13.1186,2.67674,246.203,246.121
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,13,227.752,0.002782,13.1144,2.70131,243.653,243.571
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,14,230.637,0.003679,13.1155,2.67366,246.517,246.43
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,15,229.43,0.003091,13.1086,2.68083,245.304,245.223
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,16,229.976,0.002785,13.1193,2.67776,245.862,245.776
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,17,229.883,0.002851,13.1069,2.67366,245.752,245.667
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,18,229.944,0.002913,13.119,2.67366,245.821,245.739
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,19,228.418,0.003214,13.1351,2.67878,244.317,244.235
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,0,292.611,0.002777,32.0562,4.36838,329.123,329.039
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,1,295.115,0.002802,29.7725,4.33562,329.314,329.226
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,2,296.071,0.002785,28.2812,4.3049,328.743,328.66
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,3,297.082,0.002794,28.2729,4.29158,329.735,329.649
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,4,293.645,0.003311,28.2814,4.29978,326.31,326.23
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,5,297.699,0.002794,28.2865,4.29978,330.369,330.288
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,6,293.306,0.0028,28.2774,4.29978,325.97,325.886
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,7,296.048,0.002818,28.2779,4.29875,328.714,328.627
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,8,298.774,0.002784,28.2677,4.29978,331.429,331.344
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,9,297.285,0.002726,28.2779,4.30592,329.953,329.871
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,10,297.205,0.002831,28.274,4.29363,329.858,329.775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,11,293.27,0.002763,28.2804,4.29875,325.934,325.852
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,12,293.075,0.002786,28.2774,4.29466,325.732,325.65
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,13,298.346,0.002877,28.2728,4.29875,331.005,330.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,14,298.036,0.003069,28.2754,4.30182,330.704,330.617
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,15,292.158,0.002839,28.2732,4.3008,324.816,324.734
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,16,295.854,0.002805,28.279,4.30285,328.52,328.439
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,17,293.079,0.002808,28.2717,4.31411,325.749,325.668
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,18,294.986,0.002833,28.2778,4.30387,327.651,327.571
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,19,298.456,0.002816,28.2825,4.29261,331.116,331.034
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,0,439.091,0.002833,45.9465,5.93408,491.056,490.975
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,1,439.844,0.003447,46.0507,5.9392,491.919,491.838
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,2,439.238,0.003622,45.818,5.9351,491.09,490.994
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,3,441.157,0.003109,45.8023,5.93306,492.976,492.896
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,4,445.624,0.002877,46.0046,5.92794,497.644,497.559
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,5,434.875,0.002823,46.0057,5.92794,486.894,486.811
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,6,441.205,0.002839,45.9568,5.9351,493.182,493.099
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,7,443.958,0.003117,45.8754,5.9351,495.852,495.772
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,8,440.598,0.003008,46.0238,5.94432,492.651,492.569
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,9,440.205,0.00277,45.8729,5.92998,492.098,492.011
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,10,437.025,0.003028,45.8879,5.93408,488.934,488.85
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,11,441.051,0.0028,45.9464,5.92691,493.01,492.927
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,12,442.312,0.002785,45.926,5.92384,494.246,494.165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,13,441.519,0.002788,45.8411,5.92282,493.366,493.285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,14,435.654,0.002785,45.8507,5.92691,487.516,487.435
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,15,443.652,0.003091,45.9508,5.91258,495.601,495.518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,16,439.721,0.002989,46.0132,5.91974,491.741,491.657
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,17,441.451,0.002783,45.9675,5.91462,493.419,493.336
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,18,440.826,0.002763,45.9383,5.93101,492.781,492.698
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,19,443.022,0.002756,45.9102,5.94534,494.965,494.88
