dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,0,0.035072,0.003869,0.090742,0.456704,0.736618,0.586387
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,4,0.16752,0.004256,0.797158,0.432128,1.54655,1.40106
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,5,0.161696,0.004056,0.796659,0.433152,1.54176,1.39556
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,6,0.161312,0.003928,0.794354,0.434176,1.54144,1.39377
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,7,0.161664,0.003836,0.795453,0.4352,1.55846,1.39615
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,8,0.1672,0.003896,0.794855,0.436224,1.54728,1.40218
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,9,0.159776,0.003855,0.793648,0.436224,1.53887,1.3935
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,10,0.165344,0.003949,0.799613,0.4352,1.54816,1.40411
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,11,0.161152,0.004059,0.795655,0.44032,1.54639,1.40119
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,12,0.162048,0.003894,0.79935,0.434176,1.54344,1.39947
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,13,0.166016,0.004229,0.797663,0.434176,1.54474,1.40208
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,14,0.16144,0.003894,0.797707,0.434176,1.54374,1.39722
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,15,0.161952,0.003967,0.79766,0.434176,1.54114,1.39776
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,16,0.166688,0.00427,0.803647,0.436224,1.55648,1.41083
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,17,0.163072,0.004025,0.797846,0.436224,1.54492,1.40117
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,18,0.168672,0.003915,0.797095,0.439296,1.55325,1.40898
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,19,0.166464,0.003952,0.794492,0.436224,1.54659,1.40113
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,0,0.363424,0.003996,2.24997,0.985088,3.74671,3.60247
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,1,0.36272,0.003882,2.17269,0.973824,3.65459,3.51311
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,2,0.363808,0.003953,2.15883,0.976896,3.64885,3.50349
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,3,0.361408,0.00346,2.14448,0.971776,3.61942,3.48113
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,4,0.362464,0.004098,2.14808,0.969728,3.63164,3.48437
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,5,0.36208,0.004075,2.14445,0.974848,3.63037,3.48546
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,6,0.360928,0.003345,2.15205,0.973824,3.63001,3.49015
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,7,0.362272,0.004096,2.11768,0.968704,3.59896,3.45275
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,8,0.364896,0.004119,2.16593,0.973824,3.65251,3.50877
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,9,0.364768,0.004037,2.166,0.9728,3.65434,3.50761
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,10,0.361088,0.003485,2.18159,0.975872,3.66344,3.52203
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,11,0.363104,0.003987,2.14221,0.9728,3.62534,3.4821
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,12,0.364256,0.004278,2.16834,0.971776,3.65123,3.50865
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,13,0.362464,0.004155,2.17048,0.969728,3.65531,3.50683
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,14,0.363168,0.004014,2.18606,0.980992,3.68108,3.53424
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,15,0.363424,0.004,2.15718,0.96768,3.63538,3.49228
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,16,0.36448,0.004023,2.1699,0.9728,3.65654,3.5112
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,17,0.363072,0.004367,2.16076,0.970752,3.6433,3.49896
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,18,0.363168,0.004006,2.16451,0.971776,3.64775,3.50346
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,19,0.364608,0.004131,2.1545,0.9728,3.63926,3.49603
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,0,0.689632,0.002985,4.39613,1.88826,7.11941,6.977
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,1,0.689856,0.002943,4.38319,1.88416,7.10149,6.96015
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,2,0.68592,0.003026,4.37926,1.87494,7.08556,6.94315
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,3,0.6928,0.003181,4.38389,1.87392,7.09609,6.95379
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,4,0.689184,0.003299,4.37712,1.88621,7.09695,6.95581
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,5,0.691488,0.003,4.37752,1.8729,7.08531,6.94491
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,6,0.68752,0.003099,4.39033,1.87597,7.09891,6.95691
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,7,0.687424,0.002993,4.38252,1.87187,7.08711,6.9448
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,8,0.691712,0.002956,4.37506,1.88109,7.09293,6.95081
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,9,0.689856,0.002997,4.38586,1.8729,7.09098,6.95161
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,10,0.687008,0.002916,4.38224,1.87597,7.08892,6.94813
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,11,0.6872,0.002973,4.38414,1.8903,7.10336,6.96461
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,12,0.69168,0.002997,4.37244,1.8729,7.08172,6.94002
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,13,0.688896,0.002947,4.37967,1.87597,7.08839,6.94748
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,14,0.691712,0.003004,4.37503,1.88006,7.09113,6.94981
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,15,0.69232,0.003273,4.37624,1.87597,7.08642,6.9478
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,16,0.687456,0.002997,4.37577,1.87802,7.08418,6.94424
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,17,0.69152,0.002949,4.37259,1.88314,7.09141,6.9502
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,18,0.69392,0.002896,4.37891,1.88518,7.09866,6.96091
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,19,0.692832,0.002883,4.38493,1.88211,7.10253,6.96275
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,0,1.18106,0.003104,7.66223,3.25325,12.2417,12.0996
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,1,1.17936,0.002959,7.6475,3.25427,12.2202,12.0841
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,2,1.17859,0.002953,7.63237,3.24301,12.1957,12.0569
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,3,1.17888,0.002933,7.64972,3.2512,12.2207,12.0827
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,4,1.17651,0.002938,7.63715,3.24198,12.1985,12.0586
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,5,1.17728,0.002941,7.63119,3.25427,12.2027,12.0657
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,6,1.18109,0.002946,7.64589,3.24915,12.2155,12.0791
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,7,1.17869,0.002912,7.65765,3.26042,12.2314,12.0997
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,8,1.17859,0.002929,7.63142,3.24506,12.1948,12.058
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,9,1.17958,0.002986,7.63244,3.25018,12.2017,12.0652
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,10,1.17907,0.002905,7.648,3.24506,12.2141,12.075
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,11,1.17814,0.002969,7.61097,3.25018,12.1801,12.0423
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,12,1.18614,0.003055,7.6332,3.24813,12.2109,12.0705
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,13,1.17808,0.003042,7.63122,3.2553,12.2041,12.0676
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,14,1.1785,0.002974,7.63128,3.2512,12.1996,12.0639
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,15,1.17923,0.003467,7.63551,3.24813,12.2051,12.0663
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,16,1.17712,0.002944,7.64233,3.24608,12.2079,12.0685
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,17,1.1801,0.00298,7.63571,3.24506,12.2006,12.0638
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,18,1.17808,0.002959,7.63611,3.2471,12.2054,12.0643
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,19,1.17888,0.002966,7.63819,3.25632,12.2141,12.0764
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,0,1.88208,0.002962,15.1365,5.33094,22.4918,22.3525
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,1,1.87402,0.002962,15.1498,5.34323,22.508,22.37
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,2,1.86941,0.002935,15.124,5.34528,22.4837,22.3416
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,3,1.87398,0.003005,15.1022,5.32582,22.4466,22.305
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,4,1.87162,0.002948,15.1404,5.35142,22.508,22.3664
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,5,1.8753,0.003073,15.1341,5.3248,22.4808,22.3372
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,6,1.87062,0.002931,15.1188,5.32685,22.4623,22.3192
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,7,1.87549,0.003013,15.1309,5.33299,22.4827,22.3424
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,8,1.8729,0.003471,15.1289,5.34835,22.4948,22.3536
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,9,1.8736,0.00298,15.1321,5.33504,22.4852,22.3437
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,10,1.87203,0.002944,15.1326,5.33504,22.4823,22.3426
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,11,1.87293,0.002921,15.131,5.33914,22.4856,22.346
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,12,1.87651,0.003545,15.1248,5.33402,22.48,22.3388
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,13,1.87382,0.003028,15.1457,5.33299,22.4957,22.3555
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,14,1.8729,0.002915,15.1325,5.34221,22.4911,22.3506
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,15,1.87501,0.003228,15.1477,5.35245,22.5189,22.3784
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,16,1.87418,0.002982,15.1333,5.33606,22.4887,22.3466
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,17,1.87702,0.002952,15.1652,5.33402,22.5199,22.3792
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,18,1.87501,0.002959,15.118,5.34118,22.4793,22.3372
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",448,19,1.87043,0.003114,15.1375,5.34118,22.494,22.3522
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,0,2.76621,0.003302,21.834,7.5561,32.3001,32.1596
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,1,2.76259,0.002947,21.2001,7.51411,31.6214,31.4798
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,2,2.75587,0.00297,20.856,7.50797,31.2644,31.1229
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,3,2.7584,0.002964,21.03,7.5049,31.4389,31.2963
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,4,2.75888,0.002925,21.0507,7.51309,31.4684,31.3256
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,5,2.75834,0.0032,21.1202,7.49363,31.5141,31.3754
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,6,2.76058,0.003028,20.2781,7.47622,30.6589,30.518
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,7,2.75546,0.002902,20.5152,7.4967,30.9103,30.7703
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,8,2.75475,0.002927,20.5788,7.49773,30.9769,30.8342
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,9,2.76077,0.002937,20.6333,7.48237,31.0221,30.8793
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,10,2.76035,0.00297,20.4186,7.49261,30.8168,30.6745
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,11,2.75958,0.002918,20.7302,7.48544,31.1205,30.9782
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,12,2.75632,0.002971,20.7394,7.48032,31.1191,30.979
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,13,2.75907,0.002968,20.5778,7.48646,30.9674,30.8263
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,14,2.75955,0.00297,20.7079,7.48032,31.0945,30.9507
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,15,2.7592,0.002955,20.6171,7.46598,30.9877,30.8453
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,16,2.75878,0.002957,20.2757,7.47315,30.6526,30.5106
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,17,2.75507,0.002929,20.5677,7.48544,30.9548,30.8111
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,18,2.75331,0.002958,20.6137,7.47622,30.9912,30.8462
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",512,19,2.75962,0.00298,20.498,7.48544,30.8893,30.7461
