dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"D | N",64,0,0.078848,0,0.048757,0.356352,0.56895,0.483957
1,double,uniform,GPU,"D | N",320,11,0.018432,0,0.023371,0.011264,0.099141,0.053067
1,double,uniform,GPU,"D | N",320,12,0.018432,0,0.023467,0.013312,0.099568,0.055211
1,double,uniform,GPU,"D | N",320,13,0.018432,0,0.023159,0.013312,0.100515,0.054903
1,double,uniform,GPU,"D | N",320,14,0.018432,0,0.023128,0.012288,0.099528,0.053848
1,double,uniform,GPU,"D | N",320,15,0.019456,0,0.023161,0.011264,0.098696,0.053881
1,double,uniform,GPU,"D | N",320,16,0.017408,0,0.023133,0.012288,0.099723,0.052829
1,double,uniform,GPU,"D | N",320,17,0.019456,0,0.023348,0.012288,0.100524,0.055092
1,double,uniform,GPU,"D | N",320,18,0.018432,0,0.023085,0.011264,0.099313,0.052781
1,double,uniform,GPU,"D | N",320,19,0.017408,0,0.02301,0.012288,0.099298,0.052706
1,double,uniform,GPU,"D | N",384,0,0.03584,0,0.034471,0.024576,0.15383,0.094887
1,double,uniform,GPU,"D | N",384,1,0.021504,0,0.026219,0.014336,0.10948,0.062059
1,double,uniform,GPU,"D | N",384,2,0.018432,0,0.025499,0.013312,0.104704,0.057243
1,double,uniform,GPU,"D | N",384,3,0.018432,0,0.02569,0.012288,0.104929,0.05641
1,double,uniform,GPU,"D | N",384,4,0.019456,0,0.029713,0.013312,0.1072,0.062481
1,double,uniform,GPU,"D | N",384,5,0.018432,0,0.025024,0.012288,0.104315,0.055744
1,double,uniform,GPU,"D | N",384,6,0.018432,0,0.024911,0.012288,0.101878,0.055631
1,double,uniform,GPU,"D | N",384,7,0.018432,0,0.025564,0.011264,0.101892,0.05526
1,double,uniform,GPU,"D | N",384,8,0.019456,0,0.025344,0.011264,0.101868,0.056064
1,double,uniform,GPU,"D | N",384,9,0.023552,0,0.025031,0.012288,0.105217,0.060871
1,double,uniform,GPU,"D | N",384,10,0.02048,0,0.02512,0.011264,0.102132,0.056864
1,double,uniform,GPU,"D | N",384,11,0.019456,0,0.025081,0.011264,0.101588,0.055801
1,double,uniform,GPU,"D | N",384,12,0.018432,0,0.024814,0.013312,0.101723,0.056558
1,double,uniform,GPU,"D | N",384,13,0.018432,0,0.025119,0.011264,0.101857,0.054815
1,double,uniform,GPU,"D | N",384,14,0.019456,0,0.025428,0.011264,0.111501,0.056148
1,double,uniform,GPU,"D | N",384,15,0.019456,0,0.025147,0.012288,0.102444,0.056891
1,double,uniform,GPU,"D | N",384,16,0.018432,0,0.025023,0.012288,0.102079,0.055743
1,double,uniform,GPU,"D | N",384,17,0.017408,0,0.025894,0.011264,0.273454,0.054566
1,double,uniform,GPU,"D | N",384,18,0.019456,0,0.025474,0.012288,0.101893,0.057218
1,double,uniform,GPU,"D | N",384,19,0.019456,0,0.025223,0.012288,0.102191,0.056967
1,double,uniform,GPU,"D | N",448,0,0.029696,0,0.031336,0.017408,0.130603,0.07844
1,double,uniform,GPU,"D | N",448,1,0.022528,0,0.024364,0.013312,0.10858,0.060204
1,double,uniform,GPU,"D | N",448,2,0.019456,0,0.023473,0.026624,0.116369,0.069553
1,double,uniform,GPU,"D | N",448,3,0.018432,0,0.023367,0.012288,0.101002,0.054087
1,double,uniform,GPU,"D | N",448,4,0.018432,0,0.023174,0.012288,0.101238,0.053894
1,double,uniform,GPU,"D | N",448,5,0.019456,0,0.023192,0.012288,0.100873,0.054936
1,double,uniform,GPU,"D | N",448,6,0.019456,0,0.025584,0.012288,0.106579,0.057328
1,double,uniform,GPU,"D | N",448,7,0.017408,0,0.023357,0.011264,0.098862,0.052029
1,double,uniform,GPU,"D | N",448,8,0.018432,0,0.023564,0.012288,0.100001,0.054284
1,double,uniform,GPU,"D | N",448,9,0.019456,0,0.023643,0.012288,0.100418,0.055387
1,double,uniform,GPU,"D | N",448,10,0.018432,0,0.023094,0.012288,0.100205,0.053814
1,double,uniform,GPU,"D | N",448,11,0.018432,0,0.023627,0.011264,0.099537,0.053323
1,double,uniform,GPU,"D | N",448,12,0.018432,0,0.023588,0.012288,0.100198,0.054308
1,double,uniform,GPU,"D | N",448,13,0.019456,0,0.023645,0.012288,0.100334,0.055389
1,double,uniform,GPU,"D | N",448,14,0.019456,0,0.023173,0.012288,0.100343,0.054917
1,double,uniform,GPU,"D | N",448,15,0.019456,0,0.023305,0.012288,0.099366,0.055049
1,double,uniform,GPU,"D | N",448,16,0.018432,0,0.023689,0.011264,0.099612,0.053385
1,double,uniform,GPU,"D | N",448,17,0.018432,0,0.024654,0.012288,0.103488,0.055374
1,double,uniform,GPU,"D | N",448,18,0.018432,0,0.023734,0.011264,0.101345,0.05343
1,double,uniform,GPU,"D | N",448,19,0.017408,0,0.023418,0.012288,0.100716,0.053114
1,double,uniform,GPU,"D | N",512,0,0.028672,0,0.031541,0.016384,0.131044,0.076597
1,double,uniform,GPU,"D | N",512,1,0.021504,0,0.024878,0.014336,0.10758,0.060718
1,double,uniform,GPU,"D | N",512,2,0.018432,0,0.023422,0.013312,0.103031,0.055166
1,double,uniform,GPU,"D | N",512,3,0.018432,0,0.023674,0.012288,0.105188,0.054394
1,double,uniform,GPU,"D | N",512,4,0.017408,0,0.023947,0.012288,0.10024,0.053643
1,double,uniform,GPU,"D | N",512,5,0.02048,0,0.022815,0.012288,0.101375,0.055583
1,double,uniform,GPU,"D | N",512,6,0.018432,0,0.023435,0.011264,0.105396,0.053131
1,double,uniform,GPU,"D | N",512,7,0.019456,0,0.023063,0.012288,0.10091,0.054807
1,double,uniform,GPU,"D | N",512,8,0.018432,0,0.02291,0.012288,0.099661,0.05363
1,double,uniform,GPU,"D | N",512,9,0.019456,0,0.022936,0.012288,0.100752,0.05468
1,double,uniform,GPU,"D | N",512,10,0.018432,0,0.023684,0.012288,0.10089,0.054404
1,double,uniform,GPU,"D | N",512,11,0.018432,0,0.022851,0.012288,0.099932,0.053571
1,double,uniform,GPU,"D | N",512,12,0.019456,0,0.023321,0.012288,0.100957,0.055065
1,double,uniform,GPU,"D | N",512,13,0.019456,0,0.023053,0.013312,0.100818,0.055821
1,double,uniform,GPU,"D | N",512,14,0.017408,0,0.023102,0.013312,0.099989,0.053822
1,double,uniform,GPU,"D | N",512,15,0.018432,0,0.022798,0.012288,0.099898,0.053518
1,double,uniform,GPU,"D | N",512,16,0.02048,0,0.02282,0.011264,0.100041,0.054564
1,double,uniform,GPU,"D | N",512,17,0.017408,0,0.023164,0.011264,0.099346,0.051836
1,double,uniform,GPU,"D | N",512,18,0.018432,0,0.023434,0.012288,0.107045,0.054154
1,double,uniform,GPU,"D | N",512,19,0.018432,0,0.022645,0.012288,0.100059,0.053365
