dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",64,0,0.643744,0.004159,0.107728,0.439296,1.30931,1.19493
3,float,uniform,CPU,"P | P | P | P | N | D",256,6,28.1705,0.003481,1.97649,0.971776,31.2098,31.1223
3,float,uniform,CPU,"P | P | P | P | N | D",256,7,27.8566,0.003321,1.97112,0.964608,30.8844,30.7957
3,float,uniform,CPU,"P | P | P | P | N | D",256,8,28.4563,0.003915,1.97571,0.976896,31.5057,31.4128
3,float,uniform,CPU,"P | P | P | P | N | D",256,9,28.4226,0.003839,1.97624,0.973824,31.4687,31.3765
3,float,uniform,CPU,"P | P | P | P | N | D",256,10,28.0759,0.003909,1.97715,0.9728,31.1223,31.0298
3,float,uniform,CPU,"P | P | P | P | N | D",256,11,28.2677,0.003851,1.97705,0.976896,31.3173,31.2255
3,float,uniform,CPU,"P | P | P | P | N | D",256,12,28.6382,0.004165,1.97159,0.968704,31.6741,31.5827
3,float,uniform,CPU,"P | P | P | P | N | D",256,13,28.592,0.003844,1.97741,0.969728,31.6366,31.543
3,float,uniform,CPU,"P | P | P | P | N | D",256,14,27.945,0.004009,1.9763,0.974848,30.9897,30.9002
3,float,uniform,CPU,"P | P | P | P | N | D",256,15,28.2895,0.004097,1.9715,0.96768,31.3223,31.2328
3,float,uniform,CPU,"P | P | P | P | N | D",256,16,28.5598,0.003812,1.97255,0.971776,31.6005,31.5079
3,float,uniform,CPU,"P | P | P | P | N | D",256,17,28.6383,0.003952,1.9722,0.973824,31.6809,31.5883
3,float,uniform,CPU,"P | P | P | P | N | D",256,18,28.7666,0.004025,1.97346,0.973824,31.8121,31.7179
3,float,uniform,CPU,"P | P | P | P | N | D",256,19,28.5204,0.004226,1.97362,0.978944,31.5695,31.4771
3,float,uniform,CPU,"P | P | P | P | N | D",320,0,54.1874,0.002874,5.12596,1.87699,61.2824,61.1932
3,float,uniform,CPU,"P | P | P | P | N | D",320,1,54.5376,0.002923,5.11953,1.87494,61.623,61.535
3,float,uniform,CPU,"P | P | P | P | N | D",320,2,54.8083,0.002974,5.10377,1.88109,61.8962,61.7961
3,float,uniform,CPU,"P | P | P | P | N | D",320,3,53.5776,0.00378,5.14122,1.8903,60.7034,60.6129
3,float,uniform,CPU,"P | P | P | P | N | D",320,4,54.2486,0.002999,5.11207,1.88723,61.3567,61.2509
3,float,uniform,CPU,"P | P | P | P | N | D",320,5,54.4659,0.003155,5.11609,1.88211,61.5602,61.4672
3,float,uniform,CPU,"P | P | P | P | N | D",320,6,54.1577,0.003021,5.10964,1.88621,61.2511,61.1566
3,float,uniform,CPU,"P | P | P | P | N | D",320,7,53.5426,0.003407,5.10463,1.87597,60.6161,60.5266
3,float,uniform,CPU,"P | P | P | P | N | D",320,8,54.4595,0.003051,5.10641,1.88518,61.5457,61.4541
3,float,uniform,CPU,"P | P | P | P | N | D",320,9,54.6883,0.00299,5.10373,1.88416,61.7675,61.6791
3,float,uniform,CPU,"P | P | P | P | N | D",320,10,54.0131,0.002971,5.10311,1.87802,61.0855,60.9972
3,float,uniform,CPU,"P | P | P | P | N | D",320,11,54.8435,0.002909,5.11026,1.88211,61.9293,61.8387
3,float,uniform,CPU,"P | P | P | P | N | D",320,12,54.4586,0.002867,5.10727,1.88109,61.5319,61.4498
3,float,uniform,CPU,"P | P | P | P | N | D",320,13,54.39,0.002887,5.11721,1.87904,61.4772,61.3892
3,float,uniform,CPU,"P | P | P | P | N | D",320,14,53.9603,0.003318,5.11328,1.87802,61.0473,60.9549
3,float,uniform,CPU,"P | P | P | P | N | D",320,15,53.8749,0.003295,5.10611,1.87802,60.9507,60.8623
3,float,uniform,CPU,"P | P | P | P | N | D",320,16,53.8345,0.003217,5.11557,1.87494,60.9125,60.8282
3,float,uniform,CPU,"P | P | P | P | N | D",320,17,54.7582,0.003012,5.11322,1.88416,61.8486,61.7586
3,float,uniform,CPU,"P | P | P | P | N | D",320,18,53.9461,0.002957,5.11407,1.88006,61.0318,60.9432
3,float,uniform,CPU,"P | P | P | P | N | D",320,19,53.344,0.002968,5.10449,1.88416,60.4249,60.3356
3,float,uniform,CPU,"P | P | P | P | N | D",384,0,92.0044,0.002923,9.25358,3.25325,104.603,104.514
3,float,uniform,CPU,"P | P | P | P | N | D",384,1,93.4029,0.002712,9.2189,3.2553,105.962,105.88
3,float,uniform,CPU,"P | P | P | P | N | D",384,2,94.3415,0.002885,9.2352,3.25222,106.92,106.832
3,float,uniform,CPU,"P | P | P | P | N | D",384,3,92.558,0.002985,9.24656,3.24403,105.139,105.052
3,float,uniform,CPU,"P | P | P | P | N | D",384,4,93.0781,0.003115,9.23763,3.25734,105.665,105.576
3,float,uniform,CPU,"P | P | P | P | N | D",384,5,92.7261,0.007795,9.23026,3.26144,105.316,105.226
3,float,uniform,CPU,"P | P | P | P | N | D",384,6,92.3071,0.003184,9.23466,3.25018,104.883,104.795
3,float,uniform,CPU,"P | P | P | P | N | D",384,7,94.3698,0.00289,9.23594,3.24608,106.945,106.855
3,float,uniform,CPU,"P | P | P | P | N | D",384,8,93.0133,0.003134,9.21167,3.24608,105.57,105.474
3,float,uniform,CPU,"P | P | P | P | N | D",384,9,93.0546,0.002783,9.21993,3.25325,105.615,105.531
3,float,uniform,CPU,"P | P | P | P | N | D",384,10,92.8259,0.002708,9.20207,3.25427,105.378,105.285
3,float,uniform,CPU,"P | P | P | P | N | D",384,11,93.0742,0.003072,9.19322,3.25734,105.623,105.528
3,float,uniform,CPU,"P | P | P | P | N | D",384,12,92.9053,0.00287,9.20584,3.25018,105.452,105.364
3,float,uniform,CPU,"P | P | P | P | N | D",384,13,94.1577,0.002951,9.20683,3.25734,106.712,106.625
3,float,uniform,CPU,"P | P | P | P | N | D",384,14,92.6712,0.00289,9.2031,3.24608,105.214,105.123
3,float,uniform,CPU,"P | P | P | P | N | D",384,15,93.7832,0.003223,9.23908,3.25222,106.366,106.278
3,float,uniform,CPU,"P | P | P | P | N | D",384,16,93.8514,0.002874,9.23674,3.25325,106.433,106.344
3,float,uniform,CPU,"P | P | P | P | N | D",384,17,93.3692,0.002794,9.22029,3.24608,105.925,105.838
3,float,uniform,CPU,"P | P | P | P | N | D",384,18,93.6045,0.002878,9.21322,3.24096,106.15,106.062
3,float,uniform,CPU,"P | P | P | P | N | D",384,19,92.902,0.003233,9.25275,3.25325,105.503,105.411
3,float,uniform,CPU,"P | P | P | P | N | D",448,0,146.475,0.003096,15.2083,5.33606,167.112,167.023
3,float,uniform,CPU,"P | P | P | P | N | D",448,1,146.711,0.002802,15.2187,5.33811,167.356,167.271
3,float,uniform,CPU,"P | P | P | P | N | D",448,2,147.448,0.002888,15.2154,5.33504,168.094,168.001
3,float,uniform,CPU,"P | P | P | P | N | D",448,3,145.362,0.003007,15.2122,5.32992,165.998,165.907
3,float,uniform,CPU,"P | P | P | P | N | D",448,4,145.976,0.002853,15.2113,5.33606,166.612,166.526
3,float,uniform,CPU,"P | P | P | P | N | D",448,5,146.461,0.002823,15.2126,5.34118,167.106,167.017
3,float,uniform,CPU,"P | P | P | P | N | D",448,6,147.03,0.002931,15.2236,5.33197,167.677,167.588
3,float,uniform,CPU,"P | P | P | P | N | D",448,7,146.945,0.002986,15.2136,5.3248,167.574,167.487
3,float,uniform,CPU,"P | P | P | P | N | D",448,8,145.667,0.002817,15.1913,5.3289,166.278,166.19
3,float,uniform,CPU,"P | P | P | P | N | D",448,9,146.988,0.002869,15.2192,5.33197,167.63,167.542
3,float,uniform,CPU,"P | P | P | P | N | D",448,10,145.94,0.002864,15.2101,5.3463,166.586,166.5
3,float,uniform,CPU,"P | P | P | P | N | D",448,11,145.796,0.002837,15.1886,5.34426,166.42,166.332
3,float,uniform,CPU,"P | P | P | P | N | D",448,12,147.579,0.003166,15.1987,5.33504,168.206,168.116
3,float,uniform,CPU,"P | P | P | P | N | D",448,13,147.358,0.003317,15.2058,5.32173,167.979,167.888
3,float,uniform,CPU,"P | P | P | P | N | D",448,14,147.364,0.002784,15.2195,5.3207,167.995,167.907
3,float,uniform,CPU,"P | P | P | P | N | D",448,15,145.606,0.002972,15.217,5.33811,166.252,166.164
3,float,uniform,CPU,"P | P | P | P | N | D",448,16,147.633,0.002888,15.2108,5.33914,168.275,168.186
3,float,uniform,CPU,"P | P | P | P | N | D",448,17,146.537,0.002753,15.21,5.34221,167.181,167.092
3,float,uniform,CPU,"P | P | P | P | N | D",448,18,147.925,0.002831,15.2036,5.34016,168.559,168.471
3,float,uniform,CPU,"P | P | P | P | N | D",448,19,147.026,0.003154,15.237,5.31456,167.674,167.58
3,float,uniform,CPU,"P | P | P | P | N | D",512,0,221.209,0.002816,26.9865,7.49056,255.779,255.689
3,float,uniform,CPU,"P | P | P | P | N | D",512,1,222.51,0.002907,27.1152,7.51002,257.226,257.138
3,float,uniform,CPU,"P | P | P | P | N | D",512,2,222.477,0.002888,27.0345,7.48032,257.082,256.995
3,float,uniform,CPU,"P | P | P | P | N | D",512,3,220.666,0.002906,27.3385,7.48237,255.578,255.49
3,float,uniform,CPU,"P | P | P | P | N | D",512,4,222.675,0.002844,27.4394,7.48954,257.695,257.606
3,float,uniform,CPU,"P | P | P | P | N | D",512,5,219.432,0.002812,27.3406,7.49466,254.357,254.27
3,float,uniform,CPU,"P | P | P | P | N | D",512,6,222.372,0.002827,27.3865,7.4967,257.346,257.258
3,float,uniform,CPU,"P | P | P | P | N | D",512,7,221.369,0.002818,27.3324,7.48851,256.28,256.193
3,float,uniform,CPU,"P | P | P | P | N | D",512,8,220.878,0.002815,26.9829,7.50182,255.455,255.365
3,float,uniform,CPU,"P | P | P | P | N | D",512,9,220.518,0.002841,27.297,7.48442,255.391,255.302
3,float,uniform,CPU,"P | P | P | P | N | D",512,10,220.244,0.00289,27.3406,7.48544,255.161,255.073
3,float,uniform,CPU,"P | P | P | P | N | D",512,11,220.576,0.003094,27.3444,7.48954,255.501,255.413
3,float,uniform,CPU,"P | P | P | P | N | D",512,12,222.084,0.002897,27.4476,7.48749,257.11,257.022
3,float,uniform,CPU,"P | P | P | P | N | D",512,13,220.41,0.002869,27.0702,7.47725,255.054,254.961
3,float,uniform,CPU,"P | P | P | P | N | D",512,14,220.066,0.002843,27.1776,7.49875,254.833,254.746
3,float,uniform,CPU,"P | P | P | P | N | D",512,15,222.315,0.003061,27.2212,7.48646,257.116,257.026
3,float,uniform,CPU,"P | P | P | P | N | D",512,16,222.259,0.003219,27.1152,7.49261,256.958,256.87
3,float,uniform,CPU,"P | P | P | P | N | D",512,17,221.137,0.002887,27.3082,7.50797,256.043,255.956
3,float,uniform,CPU,"P | P | P | P | N | D",512,18,219.246,0.002902,27.2945,7.48954,254.147,254.033
3,float,uniform,CPU,"P | P | P | P | N | D",512,19,217.876,0.003057,27.2727,7.48646,252.727,252.638
