dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,0.037408,0.004194,0.091669,0.381952,0.655344,0.515223
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,0.699264,0.002699,4.61057,0.937984,6.38063,6.25052
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,1.18771,0.002683,8.51103,1.62714,11.4576,11.3286
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,1.18378,0.002718,8.46515,1.62611,11.4092,11.2778
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,1.18586,0.002939,8.4798,1.6169,11.4141,11.2855
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,1.18403,0.002612,8.47279,1.62099,11.4091,11.2804
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,1.18749,0.002661,8.48006,1.62611,11.4255,11.2963
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,1.18557,0.002715,8.48273,1.61792,11.4181,11.2889
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,1.18474,0.0027,8.47808,1.63328,11.4285,11.2988
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,1.18694,0.002637,8.48504,1.62611,11.4347,11.3007
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,1.18355,0.002708,8.49183,1.62099,11.4281,11.2991
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,1.18557,0.002786,8.47696,1.62509,11.4198,11.2904
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,1.1815,0.002687,8.48451,1.62202,11.4214,11.2907
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,1.18643,0.002741,8.48242,1.62611,11.4266,11.2977
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,1.18474,0.002743,8.47708,1.62202,11.4159,11.2866
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,1.18544,0.002755,8.48393,1.62714,11.4351,11.2993
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,1.18682,0.00286,8.48227,1.62202,11.4238,11.294
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,1.18518,0.0027,8.48087,1.62202,11.4201,11.2908
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,1.18608,0.003067,8.47139,1.62714,11.416,11.2877
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,1.18605,0.002697,8.48203,1.62611,11.4261,11.2969
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,1.18701,0.002723,8.47727,1.62406,11.4211,11.2911
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,1.18534,0.002681,8.48203,1.62202,11.4213,11.2921
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,1.88502,0.002621,13.9903,2.67366,18.684,18.5516
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,1.88173,0.002837,13.9631,2.67981,18.6555,18.5275
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,1.88198,0.002648,13.9782,2.67674,18.6675,18.5395
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,1.88163,0.002672,13.9607,2.66854,18.6425,18.5136
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,1.88054,0.002589,13.9698,2.67366,18.6557,18.5266
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,1.88045,0.002748,13.9643,2.67059,18.6488,18.5181
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,1.88096,0.00267,13.9658,2.67878,18.6581,18.5282
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,1.88182,0.002762,13.9715,2.66342,18.6498,18.5195
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,1.88102,0.002689,13.9601,2.66752,18.6411,18.5113
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,1.88118,0.002667,13.9649,2.67162,18.6505,18.5204
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,1.88016,0.002683,13.9524,2.67878,18.644,18.514
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,1.88093,0.002709,13.9703,2.67366,18.6577,18.5276
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,1.88154,0.002645,13.9675,2.67162,18.6521,18.5233
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,1.8775,0.002756,13.9621,2.68493,18.656,18.5273
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,1.88298,0.002684,13.953,2.67878,18.6458,18.5175
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,1.88342,0.002707,13.9552,2.67162,18.6438,18.5129
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,1.88317,0.002635,13.9806,2.67571,18.6696,18.5421
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,1.88214,0.002734,13.9691,2.68083,18.6636,18.5348
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,1.88195,0.002677,13.9389,2.67162,18.6235,18.4951
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,1.88099,0.002724,13.9597,2.67059,18.6429,18.514
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,2.77261,0.002782,24.6847,3.68128,31.2724,31.1414
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,2.7641,0.002655,24.6734,3.67616,31.2455,31.1163
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,2.76605,0.002675,24.6795,3.66285,31.2432,31.1111
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,2.75933,0.002752,22.0437,3.52973,28.4643,28.3355
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,2.75936,0.002977,22.0552,3.54714,28.4931,28.3647
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,2.75683,0.00276,21.6597,3.51949,28.0661,27.9387
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,2.75792,0.002655,21.6708,3.51949,28.0789,27.9508
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,2.75514,0.002725,21.6719,3.51334,28.0684,27.9431
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,2.75731,0.002696,21.5823,3.5072,27.9772,27.8495
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,2.75734,0.002646,21.5586,3.51539,27.9617,27.834
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,2.75565,0.00268,21.5714,3.51334,27.9725,27.8431
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,2.75619,0.002738,21.5599,3.50208,27.9499,27.8209
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,2.75446,0.00262,21.5555,3.50822,27.948,27.8208
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,2.75859,0.00272,21.5715,3.51334,27.9749,27.8462
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,2.7591,0.002882,21.5481,3.52051,27.9578,27.8306
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,2.75533,0.002836,21.5675,3.51437,27.9676,27.8401
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,2.75882,0.002679,21.5633,3.5113,27.9638,27.8361
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,2.7567,0.002823,21.5603,3.51027,27.9609,27.8301
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,2.75565,0.002977,21.578,3.51334,27.9807,27.85
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,2.76003,0.002958,21.5589,3.51539,27.9653,27.8373
