dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,1.06224,0,0.113529,0.381952,1.65576,1.55772
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,6.88288,0,0.378446,0.10752,7.44231,7.36885
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,6.9671,0,0.359827,0.104448,7.54499,7.43138
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,6.99376,0,0.348668,0.106496,7.51133,7.44892
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,6.99616,0,0.349572,0.10752,7.51595,7.45325
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,7.08,0,0.35012,0.106496,7.59861,7.53662
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,7.03888,0,0.352598,0.104448,7.55948,7.49593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,6.95821,0,0.350029,0.105472,7.48043,7.41371
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,7.00528,0,0.348314,0.10752,7.52291,7.46111
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,7.10845,0,0.350737,0.10752,7.63124,7.56671
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,6.92422,0,0.350996,0.108544,7.44998,7.38376
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,7.04077,0,0.346944,0.104448,7.55541,7.49216
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,6.98013,0,0.349221,0.105472,7.49788,7.43482
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,6.95027,0,0.359293,0.10752,7.4829,7.41709
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,7.0119,0,0.35317,0.106496,7.53348,7.47157
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,14,7.07171,0,0.346287,0.105472,7.58642,7.52347
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,15,7.05952,0,0.346849,0.106496,7.5754,7.51286
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,16,6.94144,0,0.352793,0.105472,7.466,7.3997
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,17,6.96621,0,0.350522,0.105472,7.48419,7.4222
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,18,6.93741,0,0.348543,0.104448,7.45279,7.3904
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,19,6.99613,0,0.349014,0.105472,7.51326,7.45061
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,0,24.2471,0,1.22248,0.367616,25.961,25.8372
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,1,24.2093,0,1.16852,0.3584,25.8129,25.7363
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,2,23.8949,0,1.16927,0.355328,25.4998,25.4195
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,3,24.0583,0,1.17411,0.359424,25.672,25.5918
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,4,24.1598,0,1.17067,0.3584,25.767,25.6889
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,5,24.0505,0,1.1731,0.3584,25.6618,25.582
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,6,24.2738,0,1.16946,0.365568,25.8896,25.8088
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,7,24.5016,0,1.16797,0.362496,26.1113,26.032
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,8,24.356,0,1.17735,0.3584,25.9685,25.8917
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,9,24.1585,0,1.1735,0.362496,25.7753,25.6945
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,10,24.076,0,1.17171,0.357376,25.6862,25.6051
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,11,24.6133,0,1.16835,0.361472,26.2278,26.1431
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,12,24.2457,0,1.17667,0.3584,25.8598,25.7808
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,13,24.2028,0,1.17096,0.359424,25.8111,25.7332
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,14,24.2108,0,1.17687,0.355328,25.8368,25.743
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,15,23.7166,0,1.17363,0.360448,25.3263,25.2507
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,16,24.0039,0,1.16447,0.359424,25.6049,25.5278
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,17,23.8901,0,1.17306,0.3584,25.5006,25.4216
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,18,23.993,0,1.17201,0.357376,25.6004,25.5223
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,19,24.0023,0,1.18388,0.359424,25.625,25.5456
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,0,56.607,0,3.02438,0.800768,60.5234,60.4322
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,1,56.5522,0,2.98747,0.801792,60.4201,60.3415
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,2,55.3523,0,3.00111,0.801792,59.232,59.1552
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,3,55.5916,0,3.00735,0.79872,59.4724,59.3977
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,4,56.1492,0,2.99887,0.79872,60.0263,59.9467
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,5,56.459,0,2.99784,0.79872,60.3293,60.2555
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,6,55.4649,0,2.99393,0.79872,59.3379,59.2576
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,7,56.0645,0,2.99387,0.79872,59.931,59.8571
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,8,56.0132,0,3.01245,0.797696,59.9144,59.8233
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,9,56.2681,0,2.98733,0.79872,60.1304,60.0542
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,10,56.0363,0,3.00593,0.799744,59.9191,59.8419
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,11,55.0733,0,3.01624,0.799744,58.9675,58.8893
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,12,55.5553,0,3.0097,0.797696,59.4412,59.3627
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,13,55.556,0,3.00109,0.797696,59.4322,59.3548
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,14,56.9007,0,3.00958,0.800768,60.7901,60.7111
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,15,56.1092,0,3.01887,0.800768,60.0044,59.9288
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,16,56.1339,0,3.0041,0.794624,60.007,59.9327
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,17,55.8461,0,3.00817,0.797696,59.7295,59.652
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,18,55.917,0,3.01135,0.796672,59.802,59.725
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",256,19,55.3962,0,2.9965,0.797696,59.268,59.1904
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,0,106.813,0,7.32429,1.54829,115.786,115.686
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,1,107.574,0,7.30105,1.54214,116.496,116.417
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,2,108.119,0,7.29928,1.54214,117.038,116.96
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,3,108.357,0,7.28478,1.53805,117.259,117.18
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,4,108.275,0,7.30549,1.54522,117.203,117.126
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,5,107.788,0,7.29377,1.54112,116.699,116.623
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,6,107.358,0,7.29306,1.53498,116.269,116.186
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,7,107.561,0,7.29551,1.54829,116.479,116.405
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,8,107.762,0,7.30337,1.54522,116.687,116.611
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,9,107.949,0,7.30536,1.5401,116.887,116.795
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,10,109.207,0,7.30116,1.54522,118.135,118.053
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,11,108.074,0,7.29698,1.536,116.989,116.907
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,12,107.931,0,7.28798,1.54112,116.837,116.76
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,13,107.464,0,7.29457,1.54214,116.381,116.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,14,108.944,0,7.29605,1.5401,117.856,117.78
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,15,108.614,0,7.29559,1.54522,117.536,117.455
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,16,108.065,0,7.28934,1.54419,116.974,116.899
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,17,107.212,0,7.2917,1.5401,116.123,116.044
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,18,107.493,0,7.29018,1.54214,116.403,116.325
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,19,107.076,0,7.29386,1.54419,115.991,115.914
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,0,229.448,0,13.1892,2.68083,245.396,245.318
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,1,230.439,0,13.1517,2.68698,246.37,246.277
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,2,228.643,0,13.1794,2.688,244.6,244.51
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,3,228.351,0,13.15,2.68186,244.262,244.183
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,4,228.209,0,13.1705,2.67878,244.138,244.058
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,5,229.949,0,13.1745,2.67981,245.884,245.803
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,6,229.393,0,13.1767,2.68186,245.332,245.252
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,7,229.803,0,13.1697,2.68288,245.736,245.656
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,8,229.679,0,13.1592,2.67878,245.598,245.517
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,9,229.36,0,13.1608,2.67878,245.28,245.2
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,10,228.158,0,13.1812,2.6839,244.107,244.023
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,11,229.178,0,13.1583,2.688,245.108,245.024
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,12,228.718,0,13.1731,2.67059,244.642,244.561
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,13,229.614,0,13.1538,2.69005,245.539,245.458
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,14,231.054,0,13.1572,2.67571,246.967,246.887
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,15,229.279,0,13.1706,2.67981,245.208,245.129
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,16,230.311,0,13.1574,2.68595,246.234,246.154
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,17,231.376,0,13.1636,2.67366,247.296,247.213
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,18,231.043,0,13.1702,2.68288,246.978,246.896
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,19,230.042,0,13.1545,2.68698,245.966,245.884
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,0,291.612,0,32.0755,4.36224,328.125,328.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,1,295.093,0,29.7986,4.31718,329.285,329.209
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,2,296.53,0,28.285,4.28954,329.177,329.104
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,3,297.106,0,28.3055,4.30694,329.8,329.718
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,4,295.615,0,28.2889,4.30182,328.281,328.206
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,5,293.515,0,28.2927,4.28851,326.172,326.096
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,6,293.878,0,28.3019,4.29466,326.543,326.475
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,7,296.904,0,28.2804,4.29773,329.559,329.482
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,8,295.752,0,28.294,4.2967,328.419,328.343
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,9,298.522,0,28.2795,4.29773,331.175,331.099
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,10,295.932,0,28.2913,4.30182,328.599,328.525
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,11,300.649,0,28.2929,4.28749,333.305,333.229
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,12,292.949,0,28.2922,4.2967,325.612,325.538
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,13,295.999,0,28.2964,4.29466,328.663,328.59
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,14,296.842,0,28.2869,4.29875,329.503,329.428
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,15,296.227,0,28.2847,4.29466,328.881,328.807
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,16,295.447,0,28.2921,4.30592,328.12,328.045
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,17,292.363,0,28.2908,4.29978,325.027,324.954
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,18,295.215,0,28.2963,4.30285,327.89,327.814
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,19,297.225,0,28.2971,4.29261,329.888,329.815
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,0,441.832,0,46.2485,5.93408,494.088,494.014
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,1,442.968,0,46.2439,5.9177,495.202,495.13
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,2,440.338,0,46.2813,5.92282,492.616,492.542
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,3,449.328,0,46.1139,5.93613,501.454,501.378
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,4,436.153,0,46.0331,5.91667,488.175,488.102
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,5,444.992,0,46.1623,5.92179,497.151,497.077
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,6,437.082,0,46.2287,5.93101,489.315,489.242
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,7,441.668,0,46.1338,5.93613,493.811,493.738
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,8,441.939,0,46.0173,5.93715,493.966,493.893
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,9,444.801,0,45.8859,5.93613,496.695,496.623
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,10,448.176,0,46.3965,5.92384,500.57,500.496
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,11,442.214,0,45.9128,5.91872,494.12,494.046
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,12,438.042,0,46.3576,5.9177,490.391,490.317
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,13,440.11,0,46.5846,5.92794,492.696,492.623
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,14,437.929,0,45.9959,5.92794,489.927,489.852
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,15,439.802,0,46.0935,5.92589,491.892,491.821
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,16,446.129,0,46.1922,5.92077,498.316,498.242
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,17,442.773,0,46.4838,5.91667,495.248,495.173
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,18,440.225,0,46.2868,5.9392,492.522,492.451
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,19,441.71,0,46.6082,5.93101,494.324,494.25
