dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"N | D | N | N | N | N",64,0,1.06925,0.004256,0.143289,0.37888,1.70123,1.59567
3,double,uniform,CPU,"N | D | N | N | N | N",128,9,6.92304,0.003917,1.23336,0.113664,8.34455,8.27398
3,double,uniform,CPU,"N | D | N | N | N | N",128,10,7.0233,0.003855,1.23566,0.111616,8.44483,8.37443
3,double,uniform,CPU,"N | D | N | N | N | N",128,11,6.94218,0.00385,1.2372,0.110592,8.36671,8.29382
3,double,uniform,CPU,"N | D | N | N | N | N",128,12,7.04355,0.00408,1.22802,0.113664,8.46041,8.38931
3,double,uniform,CPU,"N | D | N | N | N | N",128,13,6.94192,0.00392,1.23163,0.110592,8.35951,8.28806
3,double,uniform,CPU,"N | D | N | N | N | N",128,14,6.93811,0.003752,1.23179,0.110592,8.3544,8.28424
3,double,uniform,CPU,"N | D | N | N | N | N",128,15,6.93594,0.00389,1.23744,0.113664,8.36206,8.29093
3,double,uniform,CPU,"N | D | N | N | N | N",128,16,7.08544,0.00398,1.22633,0.11264,8.4991,8.42839
3,double,uniform,CPU,"N | D | N | N | N | N",128,17,7.0224,0.003981,1.24011,0.111616,8.44928,8.3781
3,double,uniform,CPU,"N | D | N | N | N | N",128,18,7.07504,0.003759,1.22898,0.11264,8.491,8.42042
3,double,uniform,CPU,"N | D | N | N | N | N",128,19,7.00083,0.003814,1.23826,0.111616,8.42755,8.35453
3,double,uniform,CPU,"N | D | N | N | N | N",192,0,23.6737,0.011586,6.08931,0.367616,30.2311,30.1422
3,double,uniform,CPU,"N | D | N | N | N | N",192,1,23.7231,0.004104,6.07993,0.362496,30.2521,30.1696
3,double,uniform,CPU,"N | D | N | N | N | N",192,2,23.614,0.00396,6.07477,0.362496,30.1388,30.0553
3,double,uniform,CPU,"N | D | N | N | N | N",192,3,23.4374,0.003774,6.07605,0.355328,29.9528,29.8726
3,double,uniform,CPU,"N | D | N | N | N | N",192,4,23.745,0.00388,6.18233,0.362496,30.3766,30.2937
3,double,uniform,CPU,"N | D | N | N | N | N",192,5,23.97,0.003875,6.07781,0.361472,30.5084,30.4132
3,double,uniform,CPU,"N | D | N | N | N | N",192,6,23.8527,0.003692,6.08212,0.361472,30.3854,30.3
3,double,uniform,CPU,"N | D | N | N | N | N",192,7,24.026,0.00581,7.25206,0.359424,31.768,31.6433
3,double,uniform,CPU,"N | D | N | N | N | N",192,8,24.0697,0.003982,6.13063,0.39936,30.6817,30.6037
3,double,uniform,CPU,"N | D | N | N | N | N",192,9,24.1017,0.003903,6.08334,0.3584,30.6305,30.5474
3,double,uniform,CPU,"N | D | N | N | N | N",192,10,23.6284,0.003734,6.08292,0.359424,30.1555,30.0745
3,double,uniform,CPU,"N | D | N | N | N | N",192,11,23.6399,0.003945,6.08589,0.36352,30.182,30.0932
3,double,uniform,CPU,"N | D | N | N | N | N",192,12,23.7239,0.003959,6.08347,0.362496,30.2564,30.1738
3,double,uniform,CPU,"N | D | N | N | N | N",192,13,23.8024,0.003826,6.07748,0.360448,30.3411,30.2441
3,double,uniform,CPU,"N | D | N | N | N | N",192,14,23.7678,0.003578,6.07611,0.362496,30.2926,30.21
3,double,uniform,CPU,"N | D | N | N | N | N",192,15,23.9181,0.00391,6.15235,0.3584,30.5151,30.4328
3,double,uniform,CPU,"N | D | N | N | N | N",192,16,23.6164,0.003901,6.08251,0.359424,30.1469,30.0623
3,double,uniform,CPU,"N | D | N | N | N | N",192,17,23.7278,0.00404,6.08232,0.361472,30.26,30.1757
3,double,uniform,CPU,"N | D | N | N | N | N",192,18,23.6815,0.003819,6.0831,0.356352,30.2098,30.1248
3,double,uniform,CPU,"N | D | N | N | N | N",192,19,23.6215,0.003857,6.08846,0.361472,30.1608,30.0753
3,double,uniform,CPU,"N | D | N | N | N | N",256,0,55.8818,0.00289,5.37604,0.800768,62.147,62.0615
3,double,uniform,CPU,"N | D | N | N | N | N",256,1,55.6718,0.002856,5.36147,0.801792,61.9155,61.838
3,double,uniform,CPU,"N | D | N | N | N | N",256,2,55.2545,0.003094,5.36249,0.800768,61.5008,61.4209
3,double,uniform,CPU,"N | D | N | N | N | N",256,3,55.7853,0.00292,5.35583,0.799744,62.0267,61.9438
3,double,uniform,CPU,"N | D | N | N | N | N",256,4,55.7689,0.002933,5.36633,0.802816,62.0195,61.941
3,double,uniform,CPU,"N | D | N | N | N | N",256,5,56.1527,0.00293,5.36537,0.800768,62.4052,62.3218
3,double,uniform,CPU,"N | D | N | N | N | N",256,6,56.2382,0.002919,5.35509,0.79872,62.4719,62.395
3,double,uniform,CPU,"N | D | N | N | N | N",256,7,55.9735,0.002857,5.35897,0.79872,62.2172,62.134
3,double,uniform,CPU,"N | D | N | N | N | N",256,8,56.3914,0.002998,5.36418,0.800768,62.6371,62.5594
3,double,uniform,CPU,"N | D | N | N | N | N",256,9,56.6008,0.002858,5.35427,0.800768,62.8425,62.7587
3,double,uniform,CPU,"N | D | N | N | N | N",256,10,56.3157,0.002903,5.35541,0.802816,62.5586,62.4768
3,double,uniform,CPU,"N | D | N | N | N | N",256,11,56.4863,0.002889,5.36295,0.800768,62.7356,62.6529
3,double,uniform,CPU,"N | D | N | N | N | N",256,12,56.4853,0.00317,5.36117,0.797696,62.7258,62.6473
3,double,uniform,CPU,"N | D | N | N | N | N",256,13,56.3235,0.002869,5.35526,0.801792,62.5653,62.4834
3,double,uniform,CPU,"N | D | N | N | N | N",256,14,56.2821,0.002879,5.36017,0.800768,62.5256,62.446
3,double,uniform,CPU,"N | D | N | N | N | N",256,15,56.2909,0.003326,5.36152,0.799744,62.5378,62.4555
3,double,uniform,CPU,"N | D | N | N | N | N",256,16,55.7263,0.0029,5.35794,0.802816,61.9711,61.89
3,double,uniform,CPU,"N | D | N | N | N | N",256,17,55.5697,0.002928,5.35523,0.79872,61.8041,61.7266
3,double,uniform,CPU,"N | D | N | N | N | N",256,18,55.9781,0.003313,5.35896,0.799744,62.2181,62.1402
3,double,uniform,CPU,"N | D | N | N | N | N",256,19,55.624,0.003483,5.36601,0.802816,61.8803,61.7963
3,double,uniform,CPU,"N | D | N | N | N | N",320,0,107.455,0.003089,16.2367,1.55443,125.333,125.25
3,double,uniform,CPU,"N | D | N | N | N | N",320,1,108.157,0.002769,16.2125,1.55034,126.003,125.922
3,double,uniform,CPU,"N | D | N | N | N | N",320,2,106.844,0.00279,16.2192,1.54726,124.692,124.613
3,double,uniform,CPU,"N | D | N | N | N | N",320,3,108.081,0.002758,16.2288,1.54726,125.941,125.86
3,double,uniform,CPU,"N | D | N | N | N | N",320,4,108.212,0.002862,16.222,1.55443,126.077,125.991
3,double,uniform,CPU,"N | D | N | N | N | N",320,5,106.042,0.002786,16.2198,1.54726,123.894,123.811
3,double,uniform,CPU,"N | D | N | N | N | N",320,6,106.508,0.003096,16.2172,1.54522,124.357,124.273
3,double,uniform,CPU,"N | D | N | N | N | N",320,7,108.691,0.002807,16.2177,1.54624,126.541,126.458
3,double,uniform,CPU,"N | D | N | N | N | N",320,8,107.567,0.002739,16.2166,1.54829,125.415,125.334
3,double,uniform,CPU,"N | D | N | N | N | N",320,9,106.635,0.00286,16.2279,1.55034,124.5,124.416
3,double,uniform,CPU,"N | D | N | N | N | N",320,10,106.971,0.002834,16.2243,1.54931,124.827,124.747
3,double,uniform,CPU,"N | D | N | N | N | N",320,11,106.968,0.003192,16.2315,1.54112,124.825,124.744
3,double,uniform,CPU,"N | D | N | N | N | N",320,12,109.422,0.002763,16.2209,1.55034,127.278,127.196
3,double,uniform,CPU,"N | D | N | N | N | N",320,13,109.558,0.002904,16.2238,1.55034,127.412,127.335
3,double,uniform,CPU,"N | D | N | N | N | N",320,14,107.501,0.002754,16.2307,1.53805,125.357,125.272
3,double,uniform,CPU,"N | D | N | N | N | N",320,15,107.283,0.00277,16.2206,1.55136,125.161,125.057
3,double,uniform,CPU,"N | D | N | N | N | N",320,16,106.401,0.002803,16.2223,1.54522,124.254,124.171
3,double,uniform,CPU,"N | D | N | N | N | N",320,17,107.691,0.003136,16.224,1.54317,125.543,125.461
3,double,uniform,CPU,"N | D | N | N | N | N",320,18,107.633,0.002861,16.222,1.54726,125.487,125.406
3,double,uniform,CPU,"N | D | N | N | N | N",320,19,107.053,0.00318,16.2167,1.54726,124.903,124.82
3,double,uniform,CPU,"N | D | N | N | N | N",384,0,230.14,0.00273,73.6735,2.66035,306.56,306.477
3,double,uniform,CPU,"N | D | N | N | N | N",384,1,227.943,0.002785,66.4668,2.64192,297.134,297.054
3,double,uniform,CPU,"N | D | N | N | N | N",384,2,229.566,0.002786,66.4502,2.64806,298.75,298.667
3,double,uniform,CPU,"N | D | N | N | N | N",384,3,228.143,0.003037,66.4651,2.63987,297.348,297.251
3,double,uniform,CPU,"N | D | N | N | N | N",384,4,230.32,0.002725,66.4655,2.63987,299.508,299.428
3,double,uniform,CPU,"N | D | N | N | N | N",384,5,230.3,0.003082,66.4633,2.64909,299.493,299.415
3,double,uniform,CPU,"N | D | N | N | N | N",384,6,229.261,0.002967,66.4402,2.64192,298.425,298.346
3,double,uniform,CPU,"N | D | N | N | N | N",384,7,229.243,0.002761,66.4669,2.63475,298.428,298.348
3,double,uniform,CPU,"N | D | N | N | N | N",384,8,227.497,0.002734,66.4446,2.63987,296.662,296.585
3,double,uniform,CPU,"N | D | N | N | N | N",384,9,229.68,0.002852,66.4501,2.63373,298.849,298.767
3,double,uniform,CPU,"N | D | N | N | N | N",384,10,232.676,0.00286,66.4734,2.63987,301.873,301.792
3,double,uniform,CPU,"N | D | N | N | N | N",384,11,228.918,0.003112,66.4941,2.64294,298.138,298.058
3,double,uniform,CPU,"N | D | N | N | N | N",384,12,230.526,0.002684,66.5583,2.6368,299.805,299.724
3,double,uniform,CPU,"N | D | N | N | N | N",384,13,228.611,0.00278,66.457,2.63782,297.787,297.709
3,double,uniform,CPU,"N | D | N | N | N | N",384,14,230.532,0.00275,66.4401,2.6409,299.697,299.616
3,double,uniform,CPU,"N | D | N | N | N | N",384,15,229.609,0.002966,66.4829,2.6327,298.809,298.727
3,double,uniform,CPU,"N | D | N | N | N | N",384,16,229.29,0.002813,66.5205,2.63475,298.526,298.448
3,double,uniform,CPU,"N | D | N | N | N | N",384,17,228.742,0.002825,66.4409,2.6368,297.902,297.822
3,double,uniform,CPU,"N | D | N | N | N | N",384,18,229.684,0.002762,66.4897,2.6327,298.891,298.809
3,double,uniform,CPU,"N | D | N | N | N | N",384,19,228.024,0.002807,66.4498,2.63578,297.19,297.112
3,double,uniform,CPU,"N | D | N | N | N | N",448,0,293.398,0.002905,98.1563,4.28851,395.954,395.846
3,double,uniform,CPU,"N | D | N | N | N | N",448,1,292.859,0.003159,98.1183,4.29773,395.36,395.278
3,double,uniform,CPU,"N | D | N | N | N | N",448,2,294.142,0.002946,98.1293,4.29773,396.653,396.572
3,double,uniform,CPU,"N | D | N | N | N | N",448,3,294.598,0.002859,98.1293,4.30285,397.118,397.033
3,double,uniform,CPU,"N | D | N | N | N | N",448,4,291.195,0.003026,98.1747,4.29875,393.751,393.672
3,double,uniform,CPU,"N | D | N | N | N | N",448,5,295.897,0.002766,98.1484,4.2967,398.425,398.345
3,double,uniform,CPU,"N | D | N | N | N | N",448,6,291.194,0.002794,98.1705,4.30387,393.748,393.671
3,double,uniform,CPU,"N | D | N | N | N | N",448,7,297.444,0.002729,98.1552,4.30285,399.983,399.904
3,double,uniform,CPU,"N | D | N | N | N | N",448,8,295.315,0.003081,98.165,4.29875,397.861,397.782
3,double,uniform,CPU,"N | D | N | N | N | N",448,9,294.958,0.002717,98.1562,4.3008,397.497,397.418
3,double,uniform,CPU,"N | D | N | N | N | N",448,10,296.234,0.002796,98.1642,4.31104,398.795,398.712
3,double,uniform,CPU,"N | D | N | N | N | N",448,11,295.987,0.00271,98.1634,4.30592,398.54,398.459
3,double,uniform,CPU,"N | D | N | N | N | N",448,12,293.667,0.00272,98.1335,4.30285,396.182,396.106
3,double,uniform,CPU,"N | D | N | N | N | N",448,13,297.415,0.002755,98.1588,4.30797,399.966,399.885
3,double,uniform,CPU,"N | D | N | N | N | N",448,14,294.392,0.002809,98.1564,4.30592,396.937,396.857
3,double,uniform,CPU,"N | D | N | N | N | N",448,15,292.261,0.003156,98.1264,4.2967,394.768,394.687
3,double,uniform,CPU,"N | D | N | N | N | N",448,16,294.122,0.002949,98.107,4.30285,396.612,396.534
3,double,uniform,CPU,"N | D | N | N | N | N",448,17,293.841,0.002738,98.143,4.28646,396.352,396.273
3,double,uniform,CPU,"N | D | N | N | N | N",448,18,298.057,0.002722,98.1435,4.29568,400.578,400.498
3,double,uniform,CPU,"N | D | N | N | N | N",448,19,295.697,0.003071,98.1515,4.29158,398.222,398.143
3,double,uniform,CPU,"N | D | N | N | N | N",512,0,437.415,0.003102,71.1145,6.00781,514.655,514.541
3,double,uniform,CPU,"N | D | N | N | N | N",512,1,441.847,0.002838,64.6217,5.92486,512.475,512.396
3,double,uniform,CPU,"N | D | N | N | N | N",512,2,439.124,0.002875,64.5247,5.92896,509.663,509.581
3,double,uniform,CPU,"N | D | N | N | N | N",512,3,442.546,0.003103,64.2641,5.93818,512.833,512.751
3,double,uniform,CPU,"N | D | N | N | N | N",512,4,437.467,0.002882,64.6488,5.92998,508.13,508.048
3,double,uniform,CPU,"N | D | N | N | N | N",512,5,445.332,0.002763,64.4756,5.92998,515.83,515.74
3,double,uniform,CPU,"N | D | N | N | N | N",512,6,437.261,0.002773,64.63,5.93101,507.906,507.825
3,double,uniform,CPU,"N | D | N | N | N | N",512,7,440.59,0.003049,64.9137,5.9351,511.525,511.442
3,double,uniform,CPU,"N | D | N | N | N | N",512,8,439.117,0.002833,64.6188,5.92998,509.75,509.669
3,double,uniform,CPU,"N | D | N | N | N | N",512,9,444.724,0.002704,64.282,5.92794,515.015,514.937
3,double,uniform,CPU,"N | D | N | N | N | N",512,10,442.7,0.002766,64.5751,5.93613,513.294,513.214
3,double,uniform,CPU,"N | D | N | N | N | N",512,11,442.405,0.003098,64.9808,5.93408,513.403,513.323
3,double,uniform,CPU,"N | D | N | N | N | N",512,12,443.162,0.002832,64.9085,5.92486,514.08,513.998
3,double,uniform,CPU,"N | D | N | N | N | N",512,13,440.694,0.002773,64.7939,5.91974,511.492,511.41
3,double,uniform,CPU,"N | D | N | N | N | N",512,14,445.691,0.002754,64.7519,5.94227,516.469,516.388
3,double,uniform,CPU,"N | D | N | N | N | N",512,15,441.278,0.003107,64.9019,5.94432,512.208,512.128
3,double,uniform,CPU,"N | D | N | N | N | N",512,16,441.057,0.002953,64.7233,5.92896,511.789,511.712
3,double,uniform,CPU,"N | D | N | N | N | N",512,17,443.863,0.002879,64.7249,5.94125,514.615,514.532
3,double,uniform,CPU,"N | D | N | N | N | N",512,18,438.743,0.002877,64.7741,5.92691,509.526,509.447
3,double,uniform,CPU,"N | D | N | N | N | N",512,19,444.998,0.002819,64.5806,5.92179,515.584,515.503
