dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",64,0,0.03712,0.004313,0.109012,0.461824,0.758709,0.612269
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,0,0.103872,0.004091,0.468823,0.246784,0.982071,0.82357
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,1,0.108576,0.003973,0.43131,0.243712,0.932201,0.787571
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,2,0.108928,0.003761,0.429184,0.239616,0.927184,0.781489
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,3,0.10512,0.00413,0.429304,0.241664,0.926108,0.780218
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,4,0.104832,0.004052,0.430363,0.246784,0.931597,0.786031
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,5,0.10144,0.003859,0.425597,0.244736,0.922893,0.775632
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,6,0.108576,0.004069,0.581812,0.242688,1.08458,0.937145
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,7,0.112928,0.004294,0.42928,0.241664,0.933554,0.788166
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,8,0.107296,0.003839,0.42628,0.239616,0.922571,0.777031
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,9,0.106784,0.004086,0.431354,0.24064,0.929334,0.782864
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,10,0.10864,0.004119,0.431252,0.242688,0.932899,0.786699
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,11,0.105472,0.004091,0.433688,0.239616,0.937694,0.782867
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,12,0.10688,0.00398,0.427726,0.24064,0.929511,0.779226
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,13,0.113664,0.004177,0.428895,0.242688,0.933706,0.789424
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,14,0.108576,0.004071,0.440105,0.248832,0.951158,0.801584
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,15,0.107392,0.004051,0.425544,0.243712,0.925361,0.780699
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,16,0.106432,0.004061,0.429138,0.242688,0.9266,0.782319
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,17,0.106176,0.004081,0.430731,0.242688,0.932034,0.783676
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,18,0.105088,0.004047,0.427228,0.256,0.939844,0.792363
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",128,19,0.109536,0.003909,0.507907,0.243712,1.01073,0.865064
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,0,0.3168,0.004014,1.44574,0.754688,2.66981,2.52124
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,1,0.316992,0.004007,1.4015,0.751616,2.62125,2.47412
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,2,0.306752,0.004514,1.40613,0.753664,2.6183,2.47106
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,3,0.310016,0.004312,1.40167,0.751616,2.61386,2.46762
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,4,0.312032,0.004538,1.41177,0.753664,2.626,2.48201
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,5,0.30832,0.0043,1.409,0.754688,2.62492,2.47631
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,6,0.314624,0.004165,1.408,0.754688,2.62904,2.48148
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,7,0.308896,0.004149,1.40357,0.749568,2.61596,2.46618
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,8,0.306752,0.004231,1.40689,0.753664,2.61904,2.47154
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,9,0.3112,0.004569,1.4111,0.753664,2.6286,2.48053
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,10,0.308864,0.00446,1.4075,0.749568,2.61531,2.47039
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,11,0.316864,0.004226,1.40503,0.756736,2.62931,2.48286
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,12,0.3096,0.004228,1.41237,0.75264,2.62604,2.47883
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,13,0.315808,0.004553,1.40937,0.751616,2.62937,2.48135
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,14,0.310656,0.004137,1.40576,0.75264,2.62173,2.47319
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,15,0.310496,0.004235,1.40354,0.751616,2.61994,2.46988
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,16,0.312672,0.004212,1.40487,0.749568,2.61937,2.47132
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,17,0.312096,0.004194,1.41155,0.754688,2.64557,2.48253
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,18,0.31648,0.004306,1.40952,0.753664,2.6311,2.48397
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,19,0.309632,0.004277,1.40568,0.75264,2.61869,2.47222
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,0,0.708576,0.003169,3.45867,1.76538,6.07967,5.93579
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,1,0.71072,0.003214,3.41986,1.76333,6.04259,5.89712
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,2,0.710304,0.003137,3.41744,1.76026,6.03256,5.89113
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,3,0.702336,0.003144,3.40895,1.75821,6.01446,5.87264
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,4,0.707584,0.003198,3.40261,1.75821,6.01652,5.8716
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,5,0.702912,0.003225,3.40146,1.75821,6.00766,5.8658
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,6,0.702592,0.003098,3.40528,1.75821,6.01269,5.86918
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,7,0.705376,0.003165,3.4124,1.76128,6.02528,5.88222
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,8,0.703232,0.003196,3.41412,1.76128,6.02363,5.88182
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,9,0.709312,0.003219,3.40305,1.76128,6.016,5.87686
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,10,0.70688,0.003345,3.41611,1.75923,6.02966,5.88557
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,11,0.708256,0.003171,3.41268,1.76333,6.02897,5.88744
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,12,0.707232,0.003191,3.40292,1.75821,6.01563,5.87155
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,13,0.704256,0.003185,3.39633,1.75718,6.00431,5.86095
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,14,0.70288,0.003208,3.4156,1.76128,6.02753,5.88297
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,15,0.709088,0.003136,3.40234,1.7623,6.02178,5.87686
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,16,0.709408,0.003409,3.41319,1.7623,6.03194,5.88831
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,17,0.708288,0.00345,3.40768,1.7623,6.02345,5.88173
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,18,0.708192,0.003193,3.40385,1.76128,6.01842,5.87652
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,19,0.7024,0.003144,3.41532,1.75821,6.0229,5.87908
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,0,1.37472,0.003023,8.44512,3.4519,13.4206,13.2748
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,1,1.37558,0.003096,8.40289,3.44269,13.3657,13.2243
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,2,1.37178,0.003138,8.41287,3.43859,13.3659,13.2264
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,3,1.37296,0.003177,8.4045,3.43859,13.365,13.2192
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,4,1.37126,0.003108,8.40665,3.44064,13.3613,13.2217
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,5,1.37203,0.003157,8.41617,3.43859,13.3692,13.23
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,6,1.37875,0.003119,8.40346,3.43654,13.3615,13.2219
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,7,1.37251,0.003246,8.41075,3.44986,13.3771,13.2364
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,8,1.36918,0.003159,8.40834,3.43962,13.359,13.2203
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,9,1.37382,0.003137,8.40441,3.44371,13.365,13.2251
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,10,1.37184,0.00328,8.42003,3.43245,13.3688,13.2276
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,11,1.37309,0.003091,8.39279,3.43654,13.3465,13.2055
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,12,1.37133,0.003314,8.40883,3.4304,13.3551,13.2139
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,13,1.37053,0.00331,8.4064,3.44986,13.3677,13.2301
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,14,1.37366,0.003414,8.40755,3.44474,13.3758,13.2294
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,15,1.36838,0.003115,8.41557,3.44474,13.3715,13.2318
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,16,1.36979,0.003176,8.40797,3.44474,13.365,13.2257
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,17,1.37155,0.003088,8.41751,3.43142,13.3693,13.2236
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,18,1.36918,0.003306,8.40298,3.43654,13.3541,13.212
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,19,1.37091,0.003103,8.40152,3.43757,13.3529,13.2131
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,0,2.43917,0.002989,14.4061,5.96378,22.9537,22.812
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,1,2.43846,0.002987,14.3927,5.96275,22.9357,22.7969
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,2,2.43629,0.003029,14.3714,5.95456,22.9092,22.7652
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,3,2.43478,0.003316,14.3737,5.98016,22.9332,22.7919
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,4,2.43523,0.003048,14.3797,5.96992,22.9303,22.7879
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,5,2.43514,0.003051,14.3867,5.98835,22.9527,22.8133
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,6,2.42963,0.00323,14.3819,5.95661,22.9019,22.7714
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,7,2.43568,0.00306,14.3766,5.97299,22.9274,22.7883
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,8,2.43376,0.003051,14.3814,5.9607,22.9181,22.7789
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,9,2.44643,0.003064,14.4119,5.98426,22.9879,22.8456
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,10,2.43536,0.00321,14.3672,5.95456,22.9012,22.7603
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,11,2.436,0.002986,14.386,5.95251,22.9192,22.7775
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,12,2.43558,0.002994,14.3721,5.95968,22.9118,22.7703
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,13,2.43696,0.003085,14.3783,5.9607,22.921,22.7791
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,14,2.43322,0.003168,14.3787,5.98016,22.9359,22.7953
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,15,2.4353,0.003036,14.3701,5.97402,22.9223,22.7824
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,16,2.43219,0.003065,14.3619,5.94432,22.8816,22.7415
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,17,2.43475,0.003039,14.3819,5.96992,22.9281,22.7896
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,18,2.43459,0.003196,14.3687,5.98118,22.9287,22.7877
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,19,2.43581,0.003232,14.373,5.96173,22.9185,22.7737
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,0,3.78013,0.003065,33.8724,9.52525,47.3213,47.1808
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,1,3.75888,0.003167,31.7108,9.55494,45.167,45.0278
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,2,3.75315,0.003051,31.6805,9.5447,45.1223,44.9814
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,3,3.76032,0.003127,31.6726,9.56518,45.1408,45.0012
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,4,3.76669,0.003098,31.6765,9.54266,45.1279,44.989
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,5,3.75754,0.003157,31.6766,9.56109,45.1408,44.9984
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,6,3.75971,0.003042,31.6776,9.53754,45.1162,44.9779
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,7,3.76115,0.003112,31.6814,9.5447,45.1298,44.9904
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,8,3.75683,0.003069,31.6782,9.55597,45.1335,44.994
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,9,3.76038,0.003153,31.6755,9.56518,45.1438,45.0042
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,10,3.75843,0.00311,31.6632,9.54266,45.107,44.9674
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,11,3.76125,0.003079,31.6608,9.56006,45.1244,44.9852
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,12,3.75802,0.003164,31.6734,9.56109,45.1355,44.9956
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,13,3.756,0.002871,31.6798,9.56723,45.1451,45.0059
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,14,3.7616,0.003121,31.6634,9.54778,45.1182,44.9759
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,15,3.75878,0.003064,31.686,9.58054,45.1678,45.0284
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,16,3.75962,0.003114,31.6658,9.56928,45.1377,44.9978
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,17,3.75501,0.003359,31.6693,9.56416,45.1311,44.9918
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,18,3.75677,0.00308,31.6747,9.56621,45.1403,45.0008
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,19,3.75146,0.003161,31.6837,9.56518,45.1434,45.0035
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,0,5.54912,0.003253,53.2907,14.3831,73.3665,73.2262
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,1,5.53542,0.003076,53.9145,14.38,73.9784,73.833
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,2,5.53718,0.003068,53.7598,14.4036,73.8492,73.7036
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,3,5.5753,0.54671,53.782,14.3995,74.3977,74.3035
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,4,5.53974,0.002902,53.3359,14.3462,73.3694,73.2248
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,5,5.53622,0.003233,53.8808,14.3647,73.9462,73.7849
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,6,5.53926,0.002886,54.2106,14.3729,74.2679,74.1256
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,7,5.53664,0.002899,53.8774,14.378,73.9384,73.7949
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,8,5.53402,0.002942,54.0577,14.4118,74.1627,74.0064
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,9,5.53786,0.003258,53.2836,14.3974,73.3724,73.2222
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,10,5.53622,0.002917,53.1664,14.3432,73.1938,73.0487
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,11,5.53424,0.00284,53.8019,14.336,73.8215,73.675
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,12,5.53715,0.00293,53.6978,14.3421,73.7252,73.5801
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,13,5.53539,0.002905,53.7778,14.3288,73.7943,73.6449
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,14,5.53296,0.002894,53.644,14.3452,73.6696,73.5251
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,15,5.53712,0.002892,53.7983,14.3503,73.8329,73.6886
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,16,5.53837,0.00291,53.9179,14.377,73.9845,73.8361
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,17,5.5377,0.002908,54.4485,14.377,74.5106,74.3661
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,18,5.53747,0.002958,53.542,14.3892,73.6161,73.4717
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,19,5.53834,0.002878,53.3632,14.3647,73.4155,73.2691
