dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",64,0,1.05779,0,0.147768,0.37888,1.68421,1.58444
3,double,uniform,CPU,"D | D | D | D | D | D",128,12,7.04739,0,0.766886,0.106496,7.98425,7.92077
3,double,uniform,CPU,"D | D | D | D | D | D",128,13,7.08627,0,0.767481,0.105472,8.02157,7.95923
3,double,uniform,CPU,"D | D | D | D | D | D",128,14,6.98058,0,0.76568,0.106496,7.91723,7.85275
3,double,uniform,CPU,"D | D | D | D | D | D",128,15,6.97674,0,0.765762,0.10752,7.91438,7.85002
3,double,uniform,CPU,"D | D | D | D | D | D",128,16,6.97219,0,0.767546,0.105472,7.90688,7.84521
3,double,uniform,CPU,"D | D | D | D | D | D",128,17,7.00822,0,0.767943,0.105472,7.94471,7.88164
3,double,uniform,CPU,"D | D | D | D | D | D",128,18,6.96749,0,0.76865,0.106496,7.90672,7.84263
3,double,uniform,CPU,"D | D | D | D | D | D",128,19,7.00957,0,0.769589,0.106496,7.95031,7.88565
3,double,uniform,CPU,"D | D | D | D | D | D",192,0,23.9271,0,3.54213,0.37376,28.0441,27.843
3,double,uniform,CPU,"D | D | D | D | D | D",192,1,23.5923,0,3.51203,0.3584,27.5425,27.4627
3,double,uniform,CPU,"D | D | D | D | D | D",192,2,23.7732,0,3.508,0.355328,27.7149,27.6365
3,double,uniform,CPU,"D | D | D | D | D | D",192,3,23.7442,0,3.51178,0.36864,27.7043,27.6246
3,double,uniform,CPU,"D | D | D | D | D | D",192,4,23.8405,0,3.51265,0.359424,27.794,27.7126
3,double,uniform,CPU,"D | D | D | D | D | D",192,5,24.1266,0,3.51858,0.3584,28.0841,28.0035
3,double,uniform,CPU,"D | D | D | D | D | D",192,6,23.5786,0,3.51539,0.3584,27.5269,27.4524
3,double,uniform,CPU,"D | D | D | D | D | D",192,7,23.7207,0,3.50967,0.360448,27.669,27.5908
3,double,uniform,CPU,"D | D | D | D | D | D",192,8,23.6465,0,3.51373,0.359424,27.6149,27.5197
3,double,uniform,CPU,"D | D | D | D | D | D",192,9,23.8431,0,3.51256,0.3584,27.7897,27.7141
3,double,uniform,CPU,"D | D | D | D | D | D",192,10,24.1832,0,3.51731,0.3584,28.1379,28.0589
3,double,uniform,CPU,"D | D | D | D | D | D",192,11,24.1247,0,3.51097,0.3584,28.0732,27.9941
3,double,uniform,CPU,"D | D | D | D | D | D",192,12,23.8031,0,3.51028,0.360448,27.7497,27.6739
3,double,uniform,CPU,"D | D | D | D | D | D",192,13,23.8557,0,3.51151,0.361472,27.8078,27.7287
3,double,uniform,CPU,"D | D | D | D | D | D",192,14,23.8924,0,3.50596,0.357376,27.832,27.7558
3,double,uniform,CPU,"D | D | D | D | D | D",192,15,24.1273,0,3.50978,0.357376,28.0738,27.9944
3,double,uniform,CPU,"D | D | D | D | D | D",192,16,23.9967,0,3.51261,0.362496,27.9528,27.8718
3,double,uniform,CPU,"D | D | D | D | D | D",192,17,23.54,0,3.5147,0.361472,27.5147,27.4161
3,double,uniform,CPU,"D | D | D | D | D | D",192,18,24.043,0,3.51033,0.356352,27.9916,27.9097
3,double,uniform,CPU,"D | D | D | D | D | D",192,19,23.8155,0,3.51357,0.360448,27.7682,27.6895
3,double,uniform,CPU,"D | D | D | D | D | D",256,0,56.1609,0,7.87745,0.801792,64.931,64.8401
3,double,uniform,CPU,"D | D | D | D | D | D",256,1,55.9252,0,7.84369,0.79872,64.6429,64.5677
3,double,uniform,CPU,"D | D | D | D | D | D",256,2,55.8506,0,7.85397,0.797696,64.5752,64.5022
3,double,uniform,CPU,"D | D | D | D | D | D",256,3,55.2068,0,7.85749,0.797696,63.9383,63.8619
3,double,uniform,CPU,"D | D | D | D | D | D",256,4,56.1149,0,7.851,0.797696,64.8395,64.7636
3,double,uniform,CPU,"D | D | D | D | D | D",256,5,56.2834,0,7.84497,0.79872,65.001,64.9271
3,double,uniform,CPU,"D | D | D | D | D | D",256,6,55.3393,0,7.85978,0.805888,64.0745,64.005
3,double,uniform,CPU,"D | D | D | D | D | D",256,7,55.3679,0,7.84732,0.796672,64.0841,64.0119
3,double,uniform,CPU,"D | D | D | D | D | D",256,8,56.0714,0,7.84506,0.79872,64.7925,64.7151
3,double,uniform,CPU,"D | D | D | D | D | D",256,9,55.9282,0,7.8435,0.799744,64.6443,64.5714
3,double,uniform,CPU,"D | D | D | D | D | D",256,10,55.7658,0,7.86263,0.796672,64.5016,64.4251
3,double,uniform,CPU,"D | D | D | D | D | D",256,11,55.5629,0,7.83466,0.796672,64.2667,64.1942
3,double,uniform,CPU,"D | D | D | D | D | D",256,12,56.3019,0,7.85269,0.79872,65.0302,64.9533
3,double,uniform,CPU,"D | D | D | D | D | D",256,13,56.3744,0,7.85697,0.800768,65.1046,65.0321
3,double,uniform,CPU,"D | D | D | D | D | D",256,14,55.2812,0,7.85506,0.797696,64.0095,63.934
3,double,uniform,CPU,"D | D | D | D | D | D",256,15,55.2368,0,7.85252,0.797696,63.9598,63.8871
3,double,uniform,CPU,"D | D | D | D | D | D",256,16,56.0648,0,7.84767,0.79872,64.7838,64.7112
3,double,uniform,CPU,"D | D | D | D | D | D",256,17,56.0694,0,7.85127,0.796672,64.7979,64.7174
3,double,uniform,CPU,"D | D | D | D | D | D",256,18,55.4416,0,7.85619,0.795648,64.1653,64.0935
3,double,uniform,CPU,"D | D | D | D | D | D",256,19,55.2655,0,7.86522,0.797696,64.0155,63.9284
3,double,uniform,CPU,"D | D | D | D | D | D",320,0,106.518,0,50.602,1.54112,158.741,158.661
3,double,uniform,CPU,"D | D | D | D | D | D",320,1,108.237,0,43.505,1.52064,153.341,153.262
3,double,uniform,CPU,"D | D | D | D | D | D",320,2,107.368,0,43.4953,1.51859,152.461,152.382
3,double,uniform,CPU,"D | D | D | D | D | D",320,3,107.309,0,43.1579,1.51347,152.055,151.98
3,double,uniform,CPU,"D | D | D | D | D | D",320,4,107.353,0,43.1384,1.51552,152.086,152.007
3,double,uniform,CPU,"D | D | D | D | D | D",320,5,108.463,0,43.2471,1.51552,153.306,153.226
3,double,uniform,CPU,"D | D | D | D | D | D",320,6,106.165,0,43.2336,1.51654,150.994,150.915
3,double,uniform,CPU,"D | D | D | D | D | D",320,7,106.462,0,43.1226,1.5145,151.176,151.099
3,double,uniform,CPU,"D | D | D | D | D | D",320,8,107.526,0,43.1566,1.5145,152.276,152.197
3,double,uniform,CPU,"D | D | D | D | D | D",320,9,108.362,0,43.219,1.51654,153.178,153.098
3,double,uniform,CPU,"D | D | D | D | D | D",320,10,108.113,0,43.1782,1.51245,152.88,152.804
3,double,uniform,CPU,"D | D | D | D | D | D",320,11,107.137,0,43.1943,1.5145,151.925,151.845
3,double,uniform,CPU,"D | D | D | D | D | D",320,12,107.679,0,43.1861,1.52166,152.487,152.387
3,double,uniform,CPU,"D | D | D | D | D | D",320,13,107.822,0,43.1698,1.52269,152.601,152.515
3,double,uniform,CPU,"D | D | D | D | D | D",320,14,108.232,0,43.1696,1.5145,152.993,152.916
3,double,uniform,CPU,"D | D | D | D | D | D",320,15,107.296,0,43.212,1.5104,152.103,152.018
3,double,uniform,CPU,"D | D | D | D | D | D",320,16,107.539,0,43.1239,1.51245,152.249,152.176
3,double,uniform,CPU,"D | D | D | D | D | D",320,17,107.454,0,43.211,1.52064,152.26,152.185
3,double,uniform,CPU,"D | D | D | D | D | D",320,18,108.011,0,43.1738,1.51347,152.777,152.698
3,double,uniform,CPU,"D | D | D | D | D | D",320,19,107.202,0,43.1865,1.51757,151.988,151.906
3,double,uniform,CPU,"D | D | D | D | D | D",384,0,229.121,0,20.4753,2.63885,252.315,252.235
3,double,uniform,CPU,"D | D | D | D | D | D",384,1,230.674,0,20.4606,2.63782,253.849,253.773
3,double,uniform,CPU,"D | D | D | D | D | D",384,2,229.208,0,20.4439,2.63373,252.364,252.286
3,double,uniform,CPU,"D | D | D | D | D | D",384,3,229.702,0,20.4486,2.65216,252.883,252.803
3,double,uniform,CPU,"D | D | D | D | D | D",384,4,229.913,0,20.4629,2.63782,253.091,253.014
3,double,uniform,CPU,"D | D | D | D | D | D",384,5,230.449,0,20.4444,2.64397,253.616,253.537
3,double,uniform,CPU,"D | D | D | D | D | D",384,6,228.092,0,20.4667,2.64499,251.277,251.204
3,double,uniform,CPU,"D | D | D | D | D | D",384,7,230.583,0,20.4587,2.64192,253.772,253.683
3,double,uniform,CPU,"D | D | D | D | D | D",384,8,230.172,0,20.4503,2.64294,253.342,253.265
3,double,uniform,CPU,"D | D | D | D | D | D",384,9,229,0,20.4487,2.64602,252.17,252.094
3,double,uniform,CPU,"D | D | D | D | D | D",384,10,227.964,0,20.4474,2.64499,251.134,251.056
3,double,uniform,CPU,"D | D | D | D | D | D",384,11,230.631,0,20.4602,2.6409,253.809,253.732
3,double,uniform,CPU,"D | D | D | D | D | D",384,12,229.988,0,20.4555,2.64909,253.167,253.093
3,double,uniform,CPU,"D | D | D | D | D | D",384,13,227.138,0,20.458,2.6327,250.305,250.229
3,double,uniform,CPU,"D | D | D | D | D | D",384,14,227.505,0,20.4593,2.63987,250.681,250.604
3,double,uniform,CPU,"D | D | D | D | D | D",384,15,228.871,0,20.4562,2.63782,252.04,251.965
3,double,uniform,CPU,"D | D | D | D | D | D",384,16,229.278,0,20.4563,2.64806,252.458,252.382
3,double,uniform,CPU,"D | D | D | D | D | D",384,17,229.65,0,20.4931,2.65421,252.881,252.797
3,double,uniform,CPU,"D | D | D | D | D | D",384,18,229.234,0,20.4605,2.63885,252.415,252.333
3,double,uniform,CPU,"D | D | D | D | D | D",384,19,229.254,0,20.4485,2.64192,252.419,252.345
3,double,uniform,CPU,"D | D | D | D | D | D",448,0,292.625,0,51.6744,4.31514,348.693,348.615
3,double,uniform,CPU,"D | D | D | D | D | D",448,1,296.194,0,51.6244,4.30182,352.196,352.12
3,double,uniform,CPU,"D | D | D | D | D | D",448,2,290.975,0,51.6383,4.3008,346.989,346.914
3,double,uniform,CPU,"D | D | D | D | D | D",448,3,297.037,0,51.6667,4.3008,353.081,353.005
3,double,uniform,CPU,"D | D | D | D | D | D",448,4,292.538,0,51.6391,4.30285,348.556,348.48
3,double,uniform,CPU,"D | D | D | D | D | D",448,5,291.303,0,51.6622,4.30285,347.342,347.268
3,double,uniform,CPU,"D | D | D | D | D | D",448,6,292.833,0,51.6227,4.30592,348.838,348.761
3,double,uniform,CPU,"D | D | D | D | D | D",448,7,293.07,0,51.5673,4.30387,349.017,348.941
3,double,uniform,CPU,"D | D | D | D | D | D",448,8,295.36,0,51.5145,4.30182,351.252,351.176
3,double,uniform,CPU,"D | D | D | D | D | D",448,9,294.693,0,51.4903,4.29978,350.559,350.483
3,double,uniform,CPU,"D | D | D | D | D | D",448,10,294.047,0,51.5413,4.29773,349.961,349.886
3,double,uniform,CPU,"D | D | D | D | D | D",448,11,294.754,0,51.5281,4.30899,350.666,350.591
3,double,uniform,CPU,"D | D | D | D | D | D",448,12,293.253,0,51.5835,4.30387,349.216,349.14
3,double,uniform,CPU,"D | D | D | D | D | D",448,13,294.893,0,51.5523,4.3049,350.827,350.751
3,double,uniform,CPU,"D | D | D | D | D | D",448,14,296.669,0,51.5796,4.29875,352.625,352.548
3,double,uniform,CPU,"D | D | D | D | D | D",448,15,294.518,0,51.5418,4.3008,350.434,350.361
3,double,uniform,CPU,"D | D | D | D | D | D",448,16,293.689,0,51.5088,4.29773,349.577,349.495
3,double,uniform,CPU,"D | D | D | D | D | D",448,17,294.04,0,51.5741,4.29875,349.984,349.913
3,double,uniform,CPU,"D | D | D | D | D | D",448,18,298.619,0,51.5291,4.30387,354.532,354.452
3,double,uniform,CPU,"D | D | D | D | D | D",448,19,295.561,0,51.5106,4.29261,351.441,351.364
3,double,uniform,CPU,"D | D | D | D | D | D",512,0,442.693,0,64.8489,5.9904,513.608,513.533
3,double,uniform,CPU,"D | D | D | D | D | D",512,1,439.491,0,64.5631,5.99142,510.124,510.046
3,double,uniform,CPU,"D | D | D | D | D | D",512,2,437.787,0,64.6808,5.99859,508.54,508.466
3,double,uniform,CPU,"D | D | D | D | D | D",512,3,442.649,0,64.9662,6.016,513.711,513.631
3,double,uniform,CPU,"D | D | D | D | D | D",512,4,439.414,0,64.7024,6.02214,510.215,510.138
3,double,uniform,CPU,"D | D | D | D | D | D",512,5,436.789,0,64.8208,6.00166,507.691,507.611
3,double,uniform,CPU,"D | D | D | D | D | D",512,6,439.793,0,64.8083,5.99757,510.681,510.599
3,double,uniform,CPU,"D | D | D | D | D | D",512,7,441.977,0,64.8,6.00576,512.865,512.783
3,double,uniform,CPU,"D | D | D | D | D | D",512,8,444.265,0,64.6151,6.0201,514.975,514.9
3,double,uniform,CPU,"D | D | D | D | D | D",512,9,438.561,0,64.9387,6.00678,509.582,509.506
3,double,uniform,CPU,"D | D | D | D | D | D",512,10,442.853,0,64.6133,6.00474,513.551,513.471
3,double,uniform,CPU,"D | D | D | D | D | D",512,11,443.644,0,64.6242,6.01395,514.357,514.282
3,double,uniform,CPU,"D | D | D | D | D | D",512,12,446.473,0,64.6779,6.02214,517.249,517.173
3,double,uniform,CPU,"D | D | D | D | D | D",512,13,442.234,0,64.7199,6.00576,513.035,512.959
3,double,uniform,CPU,"D | D | D | D | D | D",512,14,437.33,0,64.8819,6.016,508.305,508.227
3,double,uniform,CPU,"D | D | D | D | D | D",512,15,446.404,0,64.6986,6.00474,517.185,517.108
3,double,uniform,CPU,"D | D | D | D | D | D",512,16,436.851,0,64.5946,6.00986,507.53,507.456
3,double,uniform,CPU,"D | D | D | D | D | D",512,17,444.075,0,64.7069,5.99859,514.871,514.78
3,double,uniform,CPU,"D | D | D | D | D | D",512,18,439.035,0,64.686,6.01805,509.819,509.739
3,double,uniform,CPU,"D | D | D | D | D | D",512,19,438.423,0,64.9985,5.99347,509.49,509.415
