dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,0,0.623968,0.004172,0.110515,0.438272,1.29068,1.17693
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,4,3.43101,0.003954,0.280418,0.140288,3.92777,3.85567
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,5,3.59965,0.004152,0.282963,0.135168,4.10065,4.02193
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,6,3.52717,0.003921,0.280925,0.134144,4.02107,3.94616
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,7,3.54477,0.003858,0.277661,0.134144,4.03427,3.96043
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,8,3.48166,0.003811,0.282991,0.135168,3.97603,3.90363
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,9,3.34749,0.003814,0.283224,0.13824,3.84314,3.77277
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,10,3.40691,0.004168,0.279727,0.132096,3.89621,3.8229
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,11,3.29011,0.003902,0.354116,0.13312,3.85388,3.78125
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,12,3.28819,0.004005,0.287613,0.134144,3.78638,3.71395
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,13,3.4159,0.003915,0.285825,0.134144,3.91263,3.83979
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,14,3.40765,0.003838,0.279856,0.134144,3.89876,3.82549
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,15,3.41136,0.003843,0.281492,0.135168,3.90166,3.83186
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,16,3.34845,0.004085,0.276207,0.134144,3.83449,3.76288
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,17,3.28726,0.003901,0.281656,0.134144,3.78042,3.70696
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,18,3.32733,0.003768,0.280447,0.13824,3.82252,3.74978
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,19,3.30896,0.004025,0.282003,0.137216,3.80238,3.7322
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,0,12.0079,0.00434,0.859416,0.446464,13.4194,13.3181
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,1,12.0985,0.004473,0.828881,0.437248,13.4588,13.3691
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,2,11.9814,0.004473,0.830217,0.44032,13.3476,13.2564
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,3,11.9302,0.004308,0.828701,0.437248,13.2902,13.2005
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,4,11.8973,0.004473,0.832474,0.437248,13.2639,13.1715
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,5,12.0106,0.004362,0.827158,0.44032,13.3736,13.2824
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,6,12.0859,0.004382,0.829256,0.44032,13.4544,13.3598
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,7,11.985,0.004288,0.831592,0.438272,13.3524,13.2592
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,8,12.0053,0.004343,0.829456,0.439296,13.3695,13.2784
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,9,11.8136,0.004416,0.832744,0.436224,13.1784,13.087
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,10,11.6898,0.004259,0.830705,0.439296,13.0537,12.9641
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,11,11.7837,0.00421,0.82909,0.434176,13.1379,13.0512
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,12,11.9232,0.004363,0.832929,0.438272,13.286,13.1988
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,13,11.8734,0.004244,0.830365,0.437248,13.2358,13.1452
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,14,11.8871,0.004243,0.830915,0.44032,13.2519,13.1625
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,15,11.9421,0.004393,0.833794,0.442368,13.3127,13.2227
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,16,12.0197,0.004253,0.836792,0.441344,13.3933,13.3021
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,17,11.7747,0.004316,0.830147,0.442368,13.1421,13.0515
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,18,11.8739,0.004271,0.836161,0.44032,13.2456,13.1546
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,19,12.0048,0.004583,0.831313,0.438272,13.3692,13.279
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,0,28.3094,0.004514,2.01427,0.980992,31.4083,31.3092
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,1,28.4209,0.004257,1.97315,0.97792,31.4739,31.3763
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,2,28.1713,0.004319,1.97558,0.976896,31.224,31.1281
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,3,28.2247,0.004493,1.97637,0.980992,31.2822,31.1866
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,4,28.4162,0.004565,1.99253,0.97792,31.4883,31.3912
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,5,27.995,0.004009,1.97683,0.98304,31.0529,30.9589
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,6,28.5512,0.00438,1.97682,0.980992,31.6094,31.5134
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,7,28.3432,0.005342,2.02679,0.995328,31.5308,31.3706
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,8,28.0497,0.00375,1.9756,0.97792,31.098,31.007
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,9,28.2776,0.004537,1.97404,0.973824,31.3284,31.23
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,10,27.8788,0.004027,1.97298,0.978944,30.9287,30.8348
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,11,28.1438,0.00425,1.97386,0.976896,31.193,31.0988
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,12,28.3117,0.004328,1.97325,0.991232,31.3769,31.2805
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,13,28.3413,0.004308,1.97205,0.976896,31.39,31.2946
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,14,28.6953,0.004341,1.97319,0.979968,31.7498,31.6528
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,15,28.2563,0.004673,1.97231,0.975872,31.3051,31.2091
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,16,28.3813,0.004453,1.96961,0.979968,31.4313,31.3354
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,17,28.1209,0.004151,1.97531,0.975872,31.1708,31.0763
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,18,28.5338,0.004336,1.97488,0.976896,31.5875,31.4899
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",256,19,28.3907,0.004626,1.97447,0.978944,31.4442,31.3488
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,0,53.7146,0.003318,5.1306,1.89338,60.8328,60.7419
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,1,53.8353,0.003386,5.111,1.89747,60.9359,60.8472
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,2,53.6849,0.003325,5.10811,1.8944,60.7797,60.6908
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,3,53.6968,0.003461,5.12455,1.89133,60.8081,60.7161
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,4,53.6767,0.003263,5.11299,1.89542,60.7754,60.6883
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,5,54.3844,0.003583,5.11523,1.89747,61.492,61.4007
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,6,54.1147,0.003376,5.1127,1.89542,61.2133,61.1262
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,7,54.7336,0.003409,5.11378,1.89235,61.8354,61.7431
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,8,53.7532,0.00359,5.11079,1.90054,60.8621,60.7681
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,9,54.4304,0.003675,5.11863,1.88928,61.5313,61.442
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,10,53.8519,0.003363,5.11635,1.89747,60.9625,60.8691
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,11,54.0395,0.003943,5.11661,1.89645,61.1462,61.0565
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,12,54.9071,0.003465,5.10719,1.89747,62.012,61.9153
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,13,54.8467,0.003109,5.10555,1.88826,61.9342,61.8436
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,14,54.966,0.003373,5.1064,1.89338,62.0622,61.9692
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,15,54.5391,0.00338,5.1106,1.90362,61.6443,61.5567
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,16,54.698,0.003378,5.11742,1.90157,61.8171,61.7203
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,17,54.3582,0.003577,5.12104,1.8944,61.4645,61.3773
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,18,54.5589,0.00335,5.10725,1.89645,61.6571,61.566
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",320,19,53.8766,0.003428,5.10676,1.88928,60.9654,60.8761
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,0,94.3652,0.003365,9.24786,3.29626,107.004,106.913
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,1,95.1495,0.00336,9.2236,3.27168,107.745,107.648
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,2,93.3641,0.004413,9.26828,3.28909,106.025,105.926
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,3,92.7708,0.003274,9.22083,3.28397,105.366,105.279
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,4,93.5941,0.003189,9.22754,3.27475,106.191,106.1
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,5,93.8456,0.003172,9.21898,3.27578,106.432,106.344
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,6,93.7916,0.003158,9.22951,3.26861,106.379,106.293
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,7,92.6603,0.003223,9.23188,3.29421,105.28,105.19
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,8,93.8895,0.003186,9.22074,3.28192,106.484,106.395
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,9,95.0428,0.003208,9.22742,3.27578,107.64,107.549
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,10,93.788,0.002943,9.22927,3.28294,106.389,106.303
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,11,93.4893,0.00318,9.23349,3.27168,106.095,105.998
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,12,92.4931,0.003163,9.17496,3.27885,105.048,104.95
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,13,92.8158,0.003137,9.20322,3.27885,105.391,105.301
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,14,94.1013,0.003491,9.22229,3.27475,106.691,106.602
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,15,92.9749,0.003142,9.22427,3.28192,105.575,105.484
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,16,94.644,0.003177,9.23092,3.2809,107.258,107.159
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,17,93.5848,0.003203,9.23145,3.2768,106.181,106.096
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,18,92.6906,0.003259,9.20668,3.26861,105.258,105.169
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",384,19,93.788,0.003119,9.21764,3.28192,106.379,106.291
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,0,146.73,0.003229,15.2462,5.39443,167.468,167.374
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,1,146.457,0.003229,15.2085,5.38419,167.142,167.053
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,2,148.887,0.00308,15.2227,5.39238,169.595,169.505
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,3,147.97,0.003294,15.1907,5.35962,168.614,168.524
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,4,145.338,0.003034,15.2037,5.3801,166.013,165.925
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,5,147.605,0.003033,15.2096,5.36678,168.275,168.185
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,6,146.652,0.003681,15.1901,5.376,167.314,167.222
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,7,147.987,0.003163,15.2431,5.37805,168.7,168.611
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,8,148.698,0.003176,15.2035,5.36781,169.364,169.272
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,9,145.188,0.003385,15.1968,5.37395,165.854,165.762
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,10,148.46,0.003105,15.2095,5.37088,169.135,169.043
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,11,148.12,0.003024,15.2163,5.38522,168.813,168.724
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,12,148.289,0.003091,15.2007,5.38112,168.96,168.874
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,13,146.277,0.003044,15.2072,5.37088,166.947,166.858
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,14,147.493,0.003134,15.1966,5.38522,168.166,168.078
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,15,147.586,0.003089,15.1944,5.38112,168.254,168.165
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,16,146.345,0.003074,15.2027,5.36986,167.005,166.92
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,17,148.931,0.003073,15.217,5.35552,169.599,169.507
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,18,148.648,0.003172,15.2281,5.3801,169.348,169.26
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",448,19,147.751,0.003054,15.2175,5.3801,168.441,168.352
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,0,219.924,0.003349,27.0031,7.58477,254.608,254.515
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,1,222.315,0.003095,27.2197,7.56838,257.199,257.106
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,2,217.564,0.003089,27.3738,7.56122,252.597,252.503
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,3,222.416,0.003291,27.4459,7.58477,257.544,257.45
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,4,220.667,0.003119,27.1978,7.57248,255.531,255.441
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,5,220.584,0.003015,27.2077,7.57453,255.46,255.37
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,6,221.409,0.004016,27.3374,7.56429,256.421,256.315
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,7,220.999,0.002939,27.2742,7.57043,255.938,255.847
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,8,218.677,0.003234,27.4192,7.57453,253.765,253.674
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,9,220.161,0.003084,27.2366,7.56326,255.052,254.964
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,10,219.976,0.003056,26.8937,7.57146,254.535,254.444
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,11,222.642,0.003101,26.9379,7.58374,257.26,257.167
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,12,219.782,0.003097,27.2763,7.58682,254.739,254.648
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,13,220.68,0.003136,27.1523,7.58477,255.514,255.42
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,14,219.616,0.003229,27.2404,7.56838,254.517,254.428
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,15,222.564,0.003104,27.2413,7.58886,257.488,257.397
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,16,219.461,0.003148,27.0838,7.6032,254.241,254.152
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,17,219.237,0.003115,27.0576,7.55917,253.947,253.857
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,18,221.626,0.003261,27.2112,7.57248,256.502,256.413
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",512,19,219.956,0.003426,27.2205,7.55917,254.832,254.739
