dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"P | P | P | P",64,0,0.073728,0,0.050035,0.439296,0.665802,0.563059
2,double,uniform,GPU,"P | P | P | P",384,16,0.022592,0,0.042672,0.022528,0.206471,0.087792
2,double,uniform,GPU,"P | P | P | P",384,17,0.023808,0,0.042045,0.022528,0.207942,0.088381
2,double,uniform,GPU,"P | P | P | P",384,18,0.02432,0,0.041913,0.021504,0.20629,0.087737
2,double,uniform,GPU,"P | P | P | P",384,19,0.024032,0,0.043295,0.022528,0.300082,0.089855
2,double,uniform,GPU,"P | P | P | P",448,0,0.025824,0,0.051891,0.034816,0.213114,0.112531
2,double,uniform,GPU,"P | P | P | P",448,1,0.02656,0,0.047333,0.0256,0.198014,0.099493
2,double,uniform,GPU,"P | P | P | P",448,2,0.025696,0,0.046555,0.0256,0.26114,0.097851
2,double,uniform,GPU,"P | P | P | P",448,3,0.025504,0,0.047264,0.024576,0.239793,0.097344
2,double,uniform,GPU,"P | P | P | P",448,4,0.025792,0,0.047334,0.024576,0.194634,0.097702
2,double,uniform,GPU,"P | P | P | P",448,5,0.02496,0,0.046804,0.024576,0.194039,0.09634
2,double,uniform,GPU,"P | P | P | P",448,6,0.022432,0,0.047058,0.023552,0.190886,0.093042
2,double,uniform,GPU,"P | P | P | P",448,7,0.024576,0,0.047051,0.024576,0.192194,0.096203
2,double,uniform,GPU,"P | P | P | P",448,8,0.022528,0,0.046517,0.024576,0.191626,0.093621
2,double,uniform,GPU,"P | P | P | P",448,9,0.0256,0,0.126966,0.0256,0.275983,0.178166
2,double,uniform,GPU,"P | P | P | P",448,10,0.080128,0,0.046041,0.024576,0.248941,0.150745
2,double,uniform,GPU,"P | P | P | P",448,11,0.024736,0,0.046265,0.024576,0.193537,0.095577
2,double,uniform,GPU,"P | P | P | P",448,12,0.023456,0,0.046256,0.0256,0.1924,0.095312
2,double,uniform,GPU,"P | P | P | P",448,13,0.023488,0,0.046771,0.024576,0.192114,0.094835
2,double,uniform,GPU,"P | P | P | P",448,14,0.022272,0,0.046941,0.024576,0.192329,0.093789
2,double,uniform,GPU,"P | P | P | P",448,15,0.023744,0,0.046983,0.023552,0.192156,0.094279
2,double,uniform,GPU,"P | P | P | P",448,16,0.023424,0,0.047518,0.032768,0.200954,0.10371
2,double,uniform,GPU,"P | P | P | P",448,17,0.024544,0,0.047306,0.024576,0.193369,0.096426
2,double,uniform,GPU,"P | P | P | P",448,18,0.022368,0,0.04683,0.0256,0.19244,0.094798
2,double,uniform,GPU,"P | P | P | P",448,19,0.022784,0,0.047053,0.026624,0.193311,0.096461
2,double,uniform,GPU,"P | P | P | P",512,0,0.028352,0,0.059037,0.03584,0.262877,0.123229
2,double,uniform,GPU,"P | P | P | P",512,1,0.029568,0,0.050781,0.028672,0.245543,0.109021
2,double,uniform,GPU,"P | P | P | P",512,2,0.027424,0,0.050309,0.026624,0.24161,0.104357
2,double,uniform,GPU,"P | P | P | P",512,3,0.026976,0,0.050701,0.028672,0.241877,0.106349
2,double,uniform,GPU,"P | P | P | P",512,4,0.028608,0,0.04977,0.027648,0.243673,0.106026
2,double,uniform,GPU,"P | P | P | P",512,5,0.02752,0,0.050446,0.028672,0.242743,0.106638
2,double,uniform,GPU,"P | P | P | P",512,6,0.028544,0,0.050071,0.027648,0.241624,0.106263
2,double,uniform,GPU,"P | P | P | P",512,7,0.02768,0,0.050587,0.027648,0.241665,0.105915
2,double,uniform,GPU,"P | P | P | P",512,8,0.028704,0,0.050132,0.027648,0.24176,0.106484
2,double,uniform,GPU,"P | P | P | P",512,9,0.028928,0,0.055225,0.026624,0.247006,0.110777
2,double,uniform,GPU,"P | P | P | P",512,10,0.02752,0,0.049896,0.027648,0.240488,0.105064
2,double,uniform,GPU,"P | P | P | P",512,11,0.0272,0,0.050235,0.031744,0.24617,0.109179
2,double,uniform,GPU,"P | P | P | P",512,12,0.027648,0,0.051197,0.027648,0.338708,0.106493
2,double,uniform,GPU,"P | P | P | P",512,13,0.028448,0,0.05105,0.027648,0.242614,0.107146
2,double,uniform,GPU,"P | P | P | P",512,14,0.02896,0,0.050905,0.027648,0.246287,0.107513
2,double,uniform,GPU,"P | P | P | P",512,15,0.031264,0,0.050104,0.027648,0.258614,0.109016
2,double,uniform,GPU,"P | P | P | P",512,16,0.025696,0,0.051217,0.027648,0.241839,0.104561
2,double,uniform,GPU,"P | P | P | P",512,17,0.027616,0,0.050958,0.027648,0.243278,0.106222
2,double,uniform,GPU,"P | P | P | P",512,18,0.028032,0,0.051638,0.027648,0.243033,0.107318
2,double,uniform,GPU,"P | P | P | P",512,19,0.028064,0,0.051208,0.026624,0.242795,0.105896
