dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,0.035168,0,0.072836,0.36352,0.612666,0.471524
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,0,0.688736,0,4.14912,0.896,5.86185,5.73386
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,1,0.690944,0,4.12922,0.89088,5.83959,5.71104
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,2,0.693248,0,4.13092,0.896,5.84871,5.72017
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,3,0.688384,0,4.12496,0.891904,5.83257,5.70525
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,4,0.690656,0,4.11844,0.896,5.83314,5.7051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,5,0.68704,0,4.13092,0.897024,5.84297,5.71498
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,6,0.6896,0,4.13155,0.894976,5.84441,5.71613
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,7,0.684672,0,4.13346,0.892928,5.83933,5.71106
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,8,0.685984,0,4.12182,0.893952,5.82953,5.70176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,9,0.687072,0,4.12301,0.898048,5.836,5.70813
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,10,0.688736,0,4.13229,0.891904,5.84041,5.71293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,11,0.691648,0,4.1203,0.891904,5.83156,5.70385
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,12,0.687392,0,4.13409,0.894976,5.84431,5.71646
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,13,0.686464,0,4.12488,0.898048,5.84062,5.70939
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,14,0.688512,0,4.12681,0.896,5.83722,5.71132
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,15,0.686272,0,4.12831,0.894976,5.83666,5.70956
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,16,0.690304,0,4.1301,0.899072,5.84666,5.71948
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,17,0.687136,0,4.12064,0.897024,5.83211,5.7048
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,18,0.686176,0,4.13347,0.896,5.84311,5.71565
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",320,19,0.687904,0,4.11695,0.896,5.82941,5.70085
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,0,1.18333,0,7.50534,1.56467,10.3809,10.2533
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,1,1.17821,0,7.48143,1.56467,10.3517,10.2243
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,2,1.17821,0,7.47715,1.55546,10.3406,10.2108
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,3,1.17779,0,7.48246,1.5616,10.3488,10.2218
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,4,1.18272,0,7.48428,1.55648,10.3533,10.2235
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,5,1.17882,0,7.48415,1.56672,10.3585,10.2297
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,6,1.17798,0,7.48413,1.55341,10.3439,10.2155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,7,1.17885,0,7.48052,1.56467,10.3546,10.224
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,8,1.17872,0,7.4783,1.5616,10.3475,10.2186
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,9,1.17709,0,7.48267,1.55853,10.3474,10.2183
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,10,1.17891,0,7.48559,1.56262,10.3548,10.2271
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,11,1.17818,0,7.485,1.55546,10.347,10.2186
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,12,1.17898,0,7.48556,1.56672,10.359,10.2313
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,13,1.17882,0,7.48364,1.54829,10.3396,10.2107
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,14,1.17866,0,7.48466,1.56058,10.3512,10.2239
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,15,1.17882,0,7.48438,1.55443,10.3448,10.2176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,16,1.17987,0,7.4781,1.5575,10.3425,10.2155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,17,1.18042,0,7.48405,1.55648,10.3453,10.2209
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,18,1.17968,0,7.4868,1.55238,10.344,10.2189
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",384,19,1.17955,0,7.483,1.55648,10.3464,10.219
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,0,1.87443,0,12.2742,2.59072,16.8642,16.7394
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,1,1.87082,0,12.2771,2.5897,16.8633,16.7376
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,2,1.87578,0,12.2628,2.58253,16.8436,16.7211
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,3,1.87325,0,12.2768,2.59584,16.871,16.7459
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,4,1.87046,0,12.2627,2.59277,16.8495,16.726
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,5,1.87235,0,12.2569,2.58867,16.8433,16.7179
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,6,1.87165,0,12.2598,2.59482,16.8518,16.7263
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,7,1.8711,0,12.2603,2.59789,16.8521,16.7293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,8,1.86989,0,12.2626,2.59277,16.851,16.7253
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,9,1.86838,0,12.264,2.59174,16.8504,16.7241
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,10,1.87437,0,12.253,2.59482,16.8478,16.7221
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,11,1.87235,0,12.2582,2.58355,16.8413,16.7141
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,12,1.87162,0,12.2552,2.58253,16.8364,16.7093
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,13,1.86998,0,12.2589,2.58867,16.842,16.7176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,14,1.87149,0,12.2766,2.59482,16.8681,16.7429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,15,1.86979,0,12.2692,2.5897,16.8518,16.7287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,16,1.87171,0,12.2614,2.59789,16.8546,16.731
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,17,1.86886,0,12.2717,2.58458,16.8508,16.7251
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,18,1.87078,0,12.266,2.59584,16.8559,16.7326
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",448,19,1.8888,0,12.2793,2.6071,16.8935,16.7752
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,0,2.76426,0,21.3361,3.5031,27.7317,27.6035
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,1,2.75872,0,21.3099,3.51334,27.7105,27.582
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,2,2.75821,0,21.2989,3.51846,27.7054,27.5755
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,3,2.7561,0,21.3071,3.50822,27.7004,27.5714
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,4,2.75779,0,21.3187,3.50822,27.7133,27.5847
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,5,2.75766,0,21.3144,3.50515,27.7058,27.5773
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,6,2.75843,0,21.2996,3.52051,27.708,27.5785
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,7,2.7568,0,21.3086,3.50515,27.6999,27.5706
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,8,2.75546,0,21.3062,3.51949,27.7092,27.5812
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,9,2.75645,0,21.31,3.51437,27.7066,27.5808
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,10,2.75795,0,21.3114,3.5113,27.7081,27.5806
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,11,2.75917,0,21.3033,3.52051,27.7106,27.583
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,12,2.75635,0,21.306,3.50618,27.6969,27.5685
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,13,2.75901,0,21.3109,3.50822,27.7067,27.5781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,14,2.75818,0,21.3082,3.49389,27.6888,27.5602
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,15,2.75891,0,21.3039,3.51744,27.7077,27.5803
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,16,2.7569,0,21.309,3.5113,27.7049,27.5772
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,17,2.75632,0,21.3153,3.50822,27.7065,27.5798
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,18,2.75786,0,21.3067,3.50822,27.6995,27.5727
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",512,19,2.7576,0,21.3109,3.5031,27.6975,27.5716
