dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",64,0,0.039808,0.003996,0.106209,0.44544,0.743295,0.595453
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",128,16,0.102144,0.003931,0.492434,0.244736,0.990178,0.843245
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",128,17,0.10304,0.003846,0.492138,0.243712,0.988991,0.842736
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",128,18,0.10208,0.003959,0.490604,0.24064,0.985258,0.837283
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",128,19,0.101376,0.003922,0.486732,0.241664,0.979506,0.833694
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,0,0.309792,0.0039,1.54406,0.761856,2.76805,2.6196
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,1,0.309376,0.003815,1.51367,0.753664,2.72636,2.58052
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,2,0.307584,0.003825,1.51328,0.75776,2.72447,2.58245
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,3,0.307424,0.003612,1.51596,0.755712,2.72852,2.58271
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,4,0.312256,0.003818,1.50941,0.758784,2.72991,2.58427
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,5,0.30784,0.003526,1.50985,0.75776,2.72399,2.57898
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,6,0.310368,0.003853,1.51476,0.75776,2.73172,2.58674
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,7,0.31056,0.004107,1.61676,0.75776,2.83816,2.68918
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,8,0.308192,0.003665,1.51755,0.768,2.74295,2.5974
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,9,0.312128,0.003938,1.51297,0.756736,2.73771,2.58577
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,10,0.308736,0.003516,1.51338,0.760832,2.72685,2.58647
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,11,0.308416,0.003932,1.51125,0.758784,2.72705,2.58239
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,12,0.306848,0.003726,1.51124,0.755712,2.72248,2.57752
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,13,0.314272,0.003995,1.51431,0.75776,2.73632,2.59034
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,14,0.311776,0.00401,1.51495,0.755712,2.73502,2.58645
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,15,0.309728,0.003978,1.51565,0.755712,2.73273,2.58507
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,16,0.314208,0.003883,1.51873,0.756736,2.73953,2.59356
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,17,0.307424,0.003946,1.51809,0.75776,2.73322,2.58722
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,18,0.316,0.00438,1.58153,0.759808,2.82448,2.66172
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",192,19,0.3088,0.00421,1.51331,0.756736,2.72984,2.58306
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,0,0.7064,0.00338,3.62357,1.73978,6.21758,6.07312
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,1,0.704352,0.003173,3.58651,1.73466,6.16755,6.02869
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,2,0.702464,0.003092,3.5846,1.73158,6.16093,6.02174
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,3,0.705184,0.00343,3.58411,1.73568,6.16417,6.0284
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,4,0.704,0.003125,3.58294,1.73466,6.16549,6.02472
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,5,0.706752,0.003107,3.57936,1.73466,6.15832,6.02387
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,6,0.705216,0.003118,3.5835,1.73568,6.16844,6.02751
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,7,0.705184,0.003106,3.57973,1.73466,6.16084,6.02267
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,8,0.704992,0.003171,3.57177,1.73568,6.15176,6.01562
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,9,0.704224,0.003066,3.58264,1.73466,6.16273,6.02458
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,10,0.703552,0.003099,3.5815,1.73773,6.16056,6.02588
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,11,0.70496,0.003009,3.58235,1.73568,6.16329,6.026
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,12,0.703552,0.00308,3.58052,1.73261,6.15827,6.01976
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,13,0.70272,0.003142,3.5845,1.73158,6.161,6.02195
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,14,0.704224,0.003629,3.5944,1.73363,6.17194,6.03588
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,15,0.705152,0.003052,3.57646,1.73158,6.15368,6.01625
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,16,0.703552,0.00308,3.58667,1.73466,6.16683,6.02795
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,17,0.70096,0.003075,3.58513,1.73466,6.16275,6.02382
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,18,0.703616,0.003068,3.57676,1.73568,6.15695,6.01912
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",256,19,0.704384,0.003079,3.58561,1.73466,6.16648,6.02773
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,0,1.3687,0.003189,7.6424,3.47648,12.6352,12.4908
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,1,1.36694,0.003065,7.60851,3.47648,12.5932,12.455
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,2,1.36618,0.003311,7.61491,3.47034,12.592,12.4547
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,3,1.36723,0.003524,7.60739,3.46931,12.5865,12.4475
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,4,1.36544,0.003199,7.61143,3.46931,12.5882,12.4494
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,5,1.36422,0.003092,7.60363,3.47034,12.5794,12.4413
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,6,1.36432,0.003158,7.61436,3.46931,12.5916,12.4512
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,7,1.36515,0.00307,7.60682,3.47034,12.5843,12.4454
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,8,1.36301,0.003098,7.61075,3.4601,12.579,12.437
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,9,1.36806,0.003115,7.62711,3.46726,12.6001,12.4656
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,10,1.36678,0.003201,7.60357,3.45907,12.5702,12.4326
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,11,1.36461,0.003127,7.61414,3.46829,12.5878,12.4502
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,12,1.36538,0.003112,7.60427,3.46931,12.5805,12.4421
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,13,1.36678,0.0031,7.60194,3.46931,12.5794,12.4411
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,14,1.36723,0.003102,7.61088,3.46931,12.5883,12.4505
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,15,1.3681,0.003122,7.60531,3.46214,12.5771,12.4387
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,16,1.36806,0.003157,7.60517,3.46624,12.5816,12.4426
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,17,1.36826,0.003062,7.61187,3.45907,12.5866,12.4423
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,18,1.36435,0.003053,7.60232,3.47136,12.5815,12.4411
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",320,19,1.36896,0.003142,7.59862,3.46214,12.5737,12.4329
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,0,2.45459,0.003002,14.3759,5.94125,22.9162,22.7748
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,1,2.44864,0.00301,14.3475,5.94842,22.8903,22.7476
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,2,2.44832,0.003055,14.3627,5.9351,22.8905,22.7492
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,3,2.44522,0.003318,14.3783,5.95456,22.9211,22.7814
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,4,2.44762,0.003088,14.347,5.95456,22.8925,22.7523
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,5,2.44438,0.003054,14.3486,5.94125,22.8831,22.7373
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,6,2.4407,0.00307,14.3746,5.93613,22.8946,22.7545
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,7,2.44477,0.003029,14.3607,5.95251,22.9001,22.761
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,8,2.46045,0.004392,14.3433,5.95968,22.9392,22.7678
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,9,2.44259,0.003001,14.3631,5.94739,22.8957,22.7561
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,10,2.44653,0.003038,14.3594,5.93408,22.884,22.743
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,11,2.44784,0.003142,14.3761,5.94227,22.9094,22.7693
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,12,2.44365,0.00305,14.3442,5.95763,22.8899,22.7485
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,13,2.44698,0.002994,14.3705,5.94534,22.9039,22.7658
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,14,2.44413,0.003029,14.3728,5.95251,22.9137,22.7725
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,15,2.44794,0.003023,14.3295,5.95046,22.8704,22.731
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,16,2.44838,0.003066,14.3498,5.94227,22.8841,22.7435
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,17,2.44406,0.003002,14.3448,5.93203,22.8653,22.7239
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,18,2.44678,0.003053,14.3475,5.94022,22.8787,22.7376
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",384,19,2.44579,0.003094,14.3404,5.95149,22.881,22.7408
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,0,3.77344,0.002946,32.1977,9.54368,45.6571,45.5178
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,1,3.76099,0.002957,32.1796,9.52218,45.6061,45.4658
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,2,3.76099,0.002951,32.038,9.55699,45.4958,45.359
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,3,3.76064,0.00291,31.6498,9.5488,45.1016,44.9621
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,4,3.76061,0.003279,31.6527,9.54982,45.1046,44.9665
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,5,3.76419,0.003015,31.673,9.53651,45.1164,44.9767
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,6,3.75725,0.002889,31.657,9.53856,45.0941,44.9557
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,7,3.75875,0.002964,31.662,9.56518,45.124,44.9889
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,8,3.75898,0.002886,31.652,9.54266,45.0965,44.9565
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,9,3.75898,0.002938,31.6578,9.5447,45.1018,44.9645
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,10,3.75747,0.002979,31.6528,9.51808,45.0709,44.9313
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,11,3.75939,0.002921,31.6657,9.54266,45.1085,44.9707
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,12,3.7567,0.002964,31.6614,9.53344,45.0944,44.9545
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,13,3.75747,0.002973,31.6504,9.55904,45.109,44.9699
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,14,3.76022,0.002961,31.6529,9.55904,45.1141,44.9751
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,15,3.76061,0.002914,31.6531,9.56211,45.1158,44.9787
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,16,3.75805,0.00298,31.643,9.54368,45.0862,44.9477
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,17,3.7568,0.00298,31.6558,9.56826,45.1229,44.9838
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,18,3.76314,0.002907,31.6457,9.56518,45.1153,44.9769
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",448,19,3.7584,0.002911,31.6554,9.56723,45.1223,44.984
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,0,5.54717,0.003069,61.1527,14.3718,81.214,81.0748
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,1,5.53766,0.003049,60.4571,14.3514,80.4888,80.3492
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,2,5.5343,0.003058,61.542,14.3462,81.567,81.4256
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,3,5.5369,0.003261,61.4994,14.2971,81.4773,81.3367
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,4,5.5512,0.003859,61.8403,14.3442,81.9056,81.7396
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,5,5.5377,0.003119,61.3257,14.3258,81.3308,81.1922
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,6,5.54266,0.003023,60.5454,14.3237,80.5556,80.4148
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,7,5.53248,0.003481,60.6824,14.2725,80.6301,80.4908
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,8,5.53987,0.003157,60.3816,14.3145,80.3905,80.2392
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,9,5.54662,0.003224,61.3836,14.3124,81.3893,81.2459
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,10,5.54061,0.003074,60.707,14.3206,80.7097,80.5714
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,11,5.53818,0.003197,60.4744,14.2889,80.4437,80.3046
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,12,5.5377,0.003085,61.4336,14.3135,81.4252,81.2878
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,13,5.53523,0.003155,61.0573,14.3206,81.0577,80.9164
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,14,5.5393,0.003005,60.835,14.3247,80.8439,80.702
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,15,5.54205,0.003095,60.348,14.3503,80.3828,80.2435
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,16,5.53414,0.003097,61.0086,14.3278,81.0195,80.8736
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,17,5.53709,0.003383,61.5085,14.3391,81.5265,81.3881
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,18,5.53936,0.003084,60.7115,14.3596,80.751,80.6135
3,double,uniform,GPU,"Ns | Ns | P | P | P | P",512,19,5.5424,0.003082,60.3385,14.295,80.3184,80.179
