dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"N | D",64,0,0.0768,0,0.048401,0.362496,0.571802,0.487697
1,double,uniform,GPU,"N | D",192,6,0.0256,0,0.023885,0.011264,0.109034,0.060749
1,double,uniform,GPU,"N | D",192,7,0.019456,0,0.023264,0.012288,0.102067,0.055008
1,double,uniform,GPU,"N | D",192,8,0.019456,0,0.0239,0.011264,0.101297,0.05462
1,double,uniform,GPU,"N | D",192,9,0.022528,0,0.023139,0.011264,0.107722,0.056931
1,double,uniform,GPU,"N | D",192,10,0.018432,0,0.02388,0.011264,0.101099,0.053576
1,double,uniform,GPU,"N | D",192,11,0.019456,0,0.023289,0.013312,0.101518,0.056057
1,double,uniform,GPU,"N | D",192,12,0.022528,0,0.023413,0.012288,0.106705,0.058229
1,double,uniform,GPU,"N | D",192,13,0.02048,0,0.023254,0.012288,0.101099,0.056022
1,double,uniform,GPU,"N | D",192,14,0.018432,0,0.023299,0.013312,0.100881,0.055043
1,double,uniform,GPU,"N | D",192,15,0.019456,0,0.02368,0.013312,0.102458,0.056448
1,double,uniform,GPU,"N | D",192,16,0.018432,0,0.023163,0.011264,0.101593,0.052859
1,double,uniform,GPU,"N | D",192,17,0.034816,0,0.023934,0.012288,0.118106,0.071038
1,double,uniform,GPU,"N | D",192,18,0.019456,0,0.023742,0.012288,0.107637,0.055486
1,double,uniform,GPU,"N | D",192,19,0.018432,0,0.023572,0.013312,0.101709,0.055316
1,double,uniform,GPU,"N | D",256,0,0.031744,0,0.030992,0.018432,0.135282,0.081168
1,double,uniform,GPU,"N | D",256,1,0.021504,0,0.023982,0.014336,0.109143,0.059822
1,double,uniform,GPU,"N | D",256,2,0.019456,0,0.024067,0.013312,0.111474,0.056835
1,double,uniform,GPU,"N | D",256,3,0.019456,0,0.022217,0.012288,0.101882,0.053961
1,double,uniform,GPU,"N | D",256,4,0.019456,0,0.022931,0.013312,0.101996,0.055699
1,double,uniform,GPU,"N | D",256,5,0.019456,0,0.022927,0.012288,0.101661,0.054671
1,double,uniform,GPU,"N | D",256,6,0.019456,0,0.022441,0.013312,0.101942,0.055209
1,double,uniform,GPU,"N | D",256,7,0.019456,0,0.022353,0.014336,0.102287,0.056145
1,double,uniform,GPU,"N | D",256,8,0.019456,0,0.022111,0.013312,0.101191,0.054879
1,double,uniform,GPU,"N | D",256,9,0.019456,0,0.022638,0.012288,0.10119,0.054382
1,double,uniform,GPU,"N | D",256,10,0.019456,0,0.022407,0.012288,0.100767,0.054151
1,double,uniform,GPU,"N | D",256,11,0.019456,0,0.022418,0.012288,0.102529,0.054162
1,double,uniform,GPU,"N | D",256,12,0.019456,0,0.023043,0.012288,0.102019,0.054787
1,double,uniform,GPU,"N | D",256,13,0.019456,0,0.022269,0.012288,0.100214,0.054013
1,double,uniform,GPU,"N | D",256,14,0.018432,0,0.022304,0.013312,0.101332,0.054048
1,double,uniform,GPU,"N | D",256,15,0.019456,0,0.022133,0.011264,0.10062,0.052853
1,double,uniform,GPU,"N | D",256,16,0.019456,0,0.022772,0.012288,0.101764,0.054516
1,double,uniform,GPU,"N | D",256,17,0.019456,0,0.022819,0.012288,0.101035,0.054563
1,double,uniform,GPU,"N | D",256,18,0.018432,0,0.022439,0.012288,0.101155,0.053159
1,double,uniform,GPU,"N | D",256,19,0.019456,0,0.022605,0.011264,0.101376,0.053325
1,double,uniform,GPU,"N | D",320,0,0.029696,0,0.030136,0.017408,0.133087,0.07724
1,double,uniform,GPU,"N | D",320,1,0.022528,0,0.025619,0.014336,0.111782,0.062483
1,double,uniform,GPU,"N | D",320,2,0.019456,0,0.023882,0.012288,0.10425,0.055626
1,double,uniform,GPU,"N | D",320,3,0.019456,0,0.023443,0.013312,0.108561,0.056211
1,double,uniform,GPU,"N | D",320,4,0.019456,0,0.023698,0.012288,0.102243,0.055442
1,double,uniform,GPU,"N | D",320,5,0.019456,0,0.023413,0.011264,0.101177,0.054133
1,double,uniform,GPU,"N | D",320,6,0.018432,0,0.023419,0.012288,0.102128,0.054139
1,double,uniform,GPU,"N | D",320,7,0.017408,0,0.023065,0.012288,0.100761,0.052761
1,double,uniform,GPU,"N | D",320,8,0.018432,0,0.022756,0.011264,0.100487,0.052452
1,double,uniform,GPU,"N | D",320,9,0.019456,0,0.023454,0.013312,0.101724,0.056222
1,double,uniform,GPU,"N | D",320,10,0.019456,0,0.022647,0.011264,0.100499,0.053367
1,double,uniform,GPU,"N | D",320,11,0.018432,0,0.023293,0.013312,0.102307,0.055037
1,double,uniform,GPU,"N | D",320,12,0.018432,0,0.022664,0.013312,0.101907,0.054408
1,double,uniform,GPU,"N | D",320,13,0.019456,0,0.022768,0.013312,0.101795,0.055536
1,double,uniform,GPU,"N | D",320,14,0.018432,0,0.023067,0.012288,0.101218,0.053787
1,double,uniform,GPU,"N | D",320,15,0.019456,0,0.022768,0.012288,0.101559,0.054512
1,double,uniform,GPU,"N | D",320,16,0.02048,0,0.022586,0.012288,0.101518,0.055354
1,double,uniform,GPU,"N | D",320,17,0.019456,0,0.02323,0.013312,0.101833,0.055998
1,double,uniform,GPU,"N | D",320,18,0.02048,0,0.022642,0.012288,0.101777,0.05541
1,double,uniform,GPU,"N | D",320,19,0.019456,0,0.022706,0.012288,0.101788,0.05445
1,double,uniform,GPU,"N | D",384,0,0.031744,0,0.033182,0.017408,0.137512,0.082334
1,double,uniform,GPU,"N | D",384,1,0.021504,0,0.026391,0.014336,0.110822,0.062231
1,double,uniform,GPU,"N | D",384,2,0.02048,0,0.025837,0.013312,0.107238,0.059629
1,double,uniform,GPU,"N | D",384,3,0.02048,0,0.02555,0.013312,0.106364,0.059342
1,double,uniform,GPU,"N | D",384,4,0.02048,0,0.024349,0.012288,0.10493,0.057117
1,double,uniform,GPU,"N | D",384,5,0.02048,0,0.024608,0.013312,0.104781,0.0584
1,double,uniform,GPU,"N | D",384,6,0.02048,0,0.024922,0.013312,0.104556,0.058714
1,double,uniform,GPU,"N | D",384,7,0.019456,0,0.02483,0.012288,0.103254,0.056574
1,double,uniform,GPU,"N | D",384,8,0.018432,0,0.025787,0.013312,0.108371,0.057531
1,double,uniform,GPU,"N | D",384,9,0.019456,0,0.024558,0.012288,0.104236,0.056302
1,double,uniform,GPU,"N | D",384,10,0.018432,0,0.02474,0.012288,0.103472,0.05546
1,double,uniform,GPU,"N | D",384,11,0.018432,0,0.025248,0.012288,0.104332,0.055968
1,double,uniform,GPU,"N | D",384,12,0.02048,0,0.024726,0.012288,0.103975,0.057494
1,double,uniform,GPU,"N | D",384,13,0.019456,0,0.024437,0.012288,0.104789,0.056181
1,double,uniform,GPU,"N | D",384,14,0.019456,0,0.024475,0.013312,0.104139,0.057243
1,double,uniform,GPU,"N | D",384,15,0.019456,0,0.024195,0.012288,0.105332,0.055939
1,double,uniform,GPU,"N | D",384,16,0.019456,0,0.024745,0.013312,0.104519,0.057513
1,double,uniform,GPU,"N | D",384,17,0.02048,0,0.024711,0.012288,0.10332,0.057479
1,double,uniform,GPU,"N | D",384,18,0.019456,0,0.025358,0.013312,0.104275,0.058126
1,double,uniform,GPU,"N | D",384,19,0.019456,0,0.024284,0.014336,0.104561,0.058076
1,double,uniform,GPU,"N | D",448,0,0.028672,0,0.031148,0.017408,0.132535,0.077228
1,double,uniform,GPU,"N | D",448,1,0.021504,0,0.024877,0.014336,0.110487,0.060717
1,double,uniform,GPU,"N | D",448,2,0.021504,0,0.024189,0.017408,0.109628,0.063101
1,double,uniform,GPU,"N | D",448,3,0.019456,0,0.023225,0.013312,0.101984,0.055993
1,double,uniform,GPU,"N | D",448,4,0.019456,0,0.022904,0.011264,0.100244,0.053624
1,double,uniform,GPU,"N | D",448,5,0.019456,0,0.023357,0.013312,0.102574,0.056125
1,double,uniform,GPU,"N | D",448,6,0.019456,0,0.022906,0.012288,0.101177,0.05465
1,double,uniform,GPU,"N | D",448,7,0.019456,0,0.023377,0.013312,0.101178,0.056145
1,double,uniform,GPU,"N | D",448,8,0.017408,0,0.022537,0.013312,0.100869,0.053257
1,double,uniform,GPU,"N | D",448,9,0.019456,0,0.023171,0.011264,0.100502,0.053891
1,double,uniform,GPU,"N | D",448,10,0.019456,0,0.022735,0.011264,0.101648,0.053455
1,double,uniform,GPU,"N | D",448,11,0.018432,0,0.023375,0.012288,0.101209,0.054095
1,double,uniform,GPU,"N | D",448,12,0.019456,0,0.024046,0.012288,0.195205,0.05579
1,double,uniform,GPU,"N | D",448,13,0.019456,0,0.023268,0.011264,0.100786,0.053988
1,double,uniform,GPU,"N | D",448,14,0.019456,0,0.023036,0.012288,0.101549,0.05478
1,double,uniform,GPU,"N | D",448,15,0.018432,0,0.023724,0.011264,0.101907,0.05342
1,double,uniform,GPU,"N | D",448,16,0.018432,0,0.022969,0.012288,0.101174,0.053689
1,double,uniform,GPU,"N | D",448,17,0.018432,0,0.023504,0.012288,0.101464,0.054224
1,double,uniform,GPU,"N | D",448,18,0.019456,0,0.023131,0.011264,0.101043,0.053851
1,double,uniform,GPU,"N | D",448,19,0.019456,0,0.023144,0.012288,0.101156,0.054888
1,double,uniform,GPU,"N | D",512,0,0.03072,0,0.031358,0.017408,0.133649,0.079486
1,double,uniform,GPU,"N | D",512,1,0.02048,0,0.023976,0.013312,0.108271,0.057768
1,double,uniform,GPU,"N | D",512,2,0.02048,0,0.023743,0.014336,0.104252,0.058559
1,double,uniform,GPU,"N | D",512,3,0.019456,0,0.023013,0.012288,0.10382,0.054757
1,double,uniform,GPU,"N | D",512,4,0.02048,0,0.02338,0.012288,0.170742,0.056148
1,double,uniform,GPU,"N | D",512,5,0.018432,0,0.022618,0.012288,0.101716,0.053338
1,double,uniform,GPU,"N | D",512,6,0.019456,0,0.022884,0.012288,0.102035,0.054628
1,double,uniform,GPU,"N | D",512,7,0.019456,0,0.022864,0.012288,0.100815,0.054608
1,double,uniform,GPU,"N | D",512,8,0.017408,0,0.022449,0.013312,0.103335,0.053169
1,double,uniform,GPU,"N | D",512,9,0.019456,0,0.022646,0.012288,0.101925,0.05439
1,double,uniform,GPU,"N | D",512,10,0.018432,0,0.023075,0.012288,0.101167,0.053795
1,double,uniform,GPU,"N | D",512,11,0.019456,0,0.022511,0.012288,0.101775,0.054255
1,double,uniform,GPU,"N | D",512,12,0.019456,0,0.022651,0.011264,0.101463,0.053371
1,double,uniform,GPU,"N | D",512,13,0.019456,0,0.023391,0.103424,0.192978,0.146271
1,double,uniform,GPU,"N | D",512,14,0.019456,0,0.022597,0.013312,0.10102,0.055365
1,double,uniform,GPU,"N | D",512,15,0.019456,0,0.022523,0.012288,0.101933,0.054267
1,double,uniform,GPU,"N | D",512,16,0.018432,0,0.022851,0.012288,0.10096,0.053571
1,double,uniform,GPU,"N | D",512,17,0.019456,0,0.02281,0.013312,0.100319,0.055578
1,double,uniform,GPU,"N | D",512,18,0.018432,0,0.022374,0.012288,0.101027,0.053094
1,double,uniform,GPU,"N | D",512,19,0.018432,0,0.023478,0.013312,0.10619,0.055222
