dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"D | D",64,0,0.061728,0,0.074747,0.37376,0.603058,0.510235
1,double,uniform,CPU,"D | D",192,7,0.0344,0,0.033146,0.011264,0.130458,0.07881
1,double,uniform,CPU,"D | D",192,8,0.025792,0,0.031772,0.012288,0.122669,0.069852
1,double,uniform,CPU,"D | D",192,9,0.026784,0,0.032507,0.012288,0.12255,0.071579
1,double,uniform,CPU,"D | D",192,10,0.026048,0,0.031827,0.012288,0.122067,0.070163
1,double,uniform,CPU,"D | D",192,11,0.027008,0,0.031516,0.013312,0.122641,0.071836
1,double,uniform,CPU,"D | D",192,12,0.02608,0,0.031836,0.016384,0.12378,0.0743
1,double,uniform,CPU,"D | D",192,13,0.025952,0,0.031767,0.012288,0.121572,0.070007
1,double,uniform,CPU,"D | D",192,14,0.025696,0,0.032238,0.012288,0.121203,0.070222
1,double,uniform,CPU,"D | D",192,15,0.027232,0,0.031703,0.013312,0.121928,0.072247
1,double,uniform,CPU,"D | D",192,16,0.026112,0,0.032256,0.013312,0.204906,0.07168
1,double,uniform,CPU,"D | D",192,17,0.026176,0,0.032459,0.011264,0.121551,0.069899
1,double,uniform,CPU,"D | D",192,18,0.026304,0,0.031915,0.013312,0.122793,0.071531
1,double,uniform,CPU,"D | D",192,19,0.026336,0,0.032221,0.022528,0.131194,0.081085
1,double,uniform,CPU,"D | D",256,0,0.041952,0,0.052199,0.026624,0.194107,0.120775
1,double,uniform,CPU,"D | D",256,1,0.030368,0,0.036713,0.017408,0.13678,0.084489
1,double,uniform,CPU,"D | D",256,2,0.027648,0,0.035858,0.014336,0.128683,0.077842
1,double,uniform,CPU,"D | D",256,3,0.026816,0,0.035512,0.01536,0.129539,0.077688
1,double,uniform,CPU,"D | D",256,4,0.026496,0,0.034475,0.012288,0.124894,0.073259
1,double,uniform,CPU,"D | D",256,5,0.02816,0,0.035116,0.012288,0.130443,0.075564
1,double,uniform,CPU,"D | D",256,6,0.02944,0,0.034397,0.014336,0.128609,0.078173
1,double,uniform,CPU,"D | D",256,7,0.02688,0,0.034254,0.012288,0.124709,0.073422
1,double,uniform,CPU,"D | D",256,8,0.027104,0,0.034659,0.012288,0.12511,0.074051
1,double,uniform,CPU,"D | D",256,9,0.026656,0,0.034933,0.014336,0.124974,0.075925
1,double,uniform,CPU,"D | D",256,10,0.028192,0,0.034362,0.014336,0.126299,0.07689
1,double,uniform,CPU,"D | D",256,11,0.026368,0,0.034227,0.013312,0.124301,0.073907
1,double,uniform,CPU,"D | D",256,12,0.026464,0,0.034546,0.012288,0.126502,0.073298
1,double,uniform,CPU,"D | D",256,13,0.02768,0,0.051853,0.012288,0.143088,0.091821
1,double,uniform,CPU,"D | D",256,14,0.026272,0,0.034215,0.012288,0.124245,0.072775
1,double,uniform,CPU,"D | D",256,15,0.02736,0,0.034134,0.012288,0.123987,0.073782
1,double,uniform,CPU,"D | D",256,16,0.033344,0,0.034031,0.012288,0.131683,0.079663
1,double,uniform,CPU,"D | D",256,17,0.02624,0,0.033975,0.012288,0.123971,0.072503
1,double,uniform,CPU,"D | D",256,18,0.026528,0,0.034449,0.012288,0.124303,0.073265
1,double,uniform,CPU,"D | D",256,19,0.026176,0,0.034383,0.012288,0.124124,0.072847
1,double,uniform,CPU,"D | D",320,0,0.03728,0,0.042561,0.02048,0.161565,0.100321
1,double,uniform,CPU,"D | D",320,1,0.029024,0,0.037723,0.01536,0.13549,0.082107
1,double,uniform,CPU,"D | D",320,2,0.028256,0,0.036928,0.014336,0.128061,0.07952
1,double,uniform,CPU,"D | D",320,3,0.025792,0,0.036813,0.013312,0.126112,0.075917
1,double,uniform,CPU,"D | D",320,4,0.027232,0,0.036422,0.012288,0.134563,0.075942
1,double,uniform,CPU,"D | D",320,5,0.027648,0,0.037033,0.012288,0.127272,0.076969
1,double,uniform,CPU,"D | D",320,6,0.026304,0,0.036222,0.012288,0.126622,0.074814
1,double,uniform,CPU,"D | D",320,7,0.02608,0,0.036713,0.012288,0.125989,0.075081
1,double,uniform,CPU,"D | D",320,8,0.027936,0,0.036372,0.012288,0.126765,0.076596
1,double,uniform,CPU,"D | D",320,9,0.027744,0,0.036361,0.012288,0.127459,0.076393
1,double,uniform,CPU,"D | D",320,10,0.026368,0,0.036279,0.012288,0.126247,0.074935
1,double,uniform,CPU,"D | D",320,11,0.030432,0,0.036272,0.011264,0.129203,0.077968
1,double,uniform,CPU,"D | D",320,12,0.025984,0,0.036142,0.011264,0.125402,0.07339
1,double,uniform,CPU,"D | D",320,13,0.026944,0,0.036158,0.011264,0.125546,0.074366
1,double,uniform,CPU,"D | D",320,14,0.026944,0,0.03646,0.012288,0.128143,0.075692
1,double,uniform,CPU,"D | D",320,15,0.02672,0,0.036569,0.013312,0.126616,0.076601
1,double,uniform,CPU,"D | D",320,16,0.03264,0,0.036336,0.012288,0.132988,0.081264
1,double,uniform,CPU,"D | D",320,17,0.028544,0,0.037791,0.012288,0.133829,0.078623
1,double,uniform,CPU,"D | D",320,18,0.026336,0,0.03627,0.012288,0.126491,0.074894
1,double,uniform,CPU,"D | D",320,19,0.026304,0,0.042527,0.013312,0.133582,0.082143
1,double,uniform,CPU,"D | D",384,0,0.037312,0,0.038725,0.019456,0.156867,0.095493
1,double,uniform,CPU,"D | D",384,1,0.03056,0,0.02915,0.01536,0.129756,0.07507
1,double,uniform,CPU,"D | D",384,2,0.027648,0,0.027985,0.014336,0.121548,0.069969
1,double,uniform,CPU,"D | D",384,3,0.026464,0,0.027315,0.013312,0.119604,0.067091
1,double,uniform,CPU,"D | D",384,4,0.026336,0,0.026724,0.012288,0.117993,0.065348
1,double,uniform,CPU,"D | D",384,5,0.026944,0,0.026988,0.013312,0.118618,0.067244
1,double,uniform,CPU,"D | D",384,6,0.027552,0,0.026474,0.012288,0.117115,0.066314
1,double,uniform,CPU,"D | D",384,7,0.026144,0,0.026844,0.012288,0.116799,0.065276
1,double,uniform,CPU,"D | D",384,8,0.026592,0,0.026779,0.012288,0.116373,0.065659
1,double,uniform,CPU,"D | D",384,9,0.02656,0,0.027178,0.013312,0.117236,0.06705
1,double,uniform,CPU,"D | D",384,10,0.027968,0,0.026695,0.012288,0.116799,0.066951
1,double,uniform,CPU,"D | D",384,11,0.026912,0,0.026593,0.012288,0.116114,0.065793
1,double,uniform,CPU,"D | D",384,12,0.026688,0,0.026865,0.012288,0.116991,0.065841
1,double,uniform,CPU,"D | D",384,13,0.136448,0,0.02669,0.012288,0.225979,0.175426
1,double,uniform,CPU,"D | D",384,14,0.026944,0,0.026723,0.012288,0.116379,0.065955
1,double,uniform,CPU,"D | D",384,15,0.027168,0,0.026463,0.012288,0.117123,0.065919
1,double,uniform,CPU,"D | D",384,16,0.026848,0,0.031846,0.013312,0.129491,0.072006
1,double,uniform,CPU,"D | D",384,17,0.0272,0,0.026693,0.013312,0.118781,0.067205
1,double,uniform,CPU,"D | D",384,18,0.026368,0,0.026383,0.012288,0.116378,0.065039
1,double,uniform,CPU,"D | D",384,19,0.02592,0,0.027038,0.012288,0.116734,0.065246
1,double,uniform,CPU,"D | D",448,0,0.037312,0,0.044924,0.018432,0.161586,0.100668
1,double,uniform,CPU,"D | D",448,1,0.029952,0,0.036364,0.014336,0.134733,0.080652
1,double,uniform,CPU,"D | D",448,2,0.028736,0,0.033951,0.013312,0.126316,0.075999
1,double,uniform,CPU,"D | D",448,3,0.026784,0,0.034296,0.012288,0.126303,0.073368
1,double,uniform,CPU,"D | D",448,4,0.027424,0,0.033468,0.014336,0.124499,0.075228
1,double,uniform,CPU,"D | D",448,5,0.02624,0,0.034009,0.012288,0.124247,0.072537
1,double,uniform,CPU,"D | D",448,6,0.027872,0,0.033685,0.012288,0.124634,0.073845
1,double,uniform,CPU,"D | D",448,7,0.02768,0,0.03423,0.012288,0.127423,0.074198
1,double,uniform,CPU,"D | D",448,8,0.027744,0,0.033796,0.013312,0.125722,0.074852
1,double,uniform,CPU,"D | D",448,9,0.031008,0,0.034444,0.014336,0.134388,0.079788
1,double,uniform,CPU,"D | D",448,10,0.027168,0,0.033876,0.013312,0.124043,0.074356
1,double,uniform,CPU,"D | D",448,11,0.027456,0,0.0336,0.013312,0.124053,0.074368
1,double,uniform,CPU,"D | D",448,12,0.027264,0,0.033043,0.012288,0.122648,0.072595
1,double,uniform,CPU,"D | D",448,13,0.02688,0,0.033737,0.013312,0.123521,0.073929
1,double,uniform,CPU,"D | D",448,14,0.026432,0,0.033645,0.011264,0.124477,0.071341
1,double,uniform,CPU,"D | D",448,15,0.02816,0,0.033348,0.012288,0.133153,0.073796
1,double,uniform,CPU,"D | D",448,16,0.02848,0,0.033092,0.013312,0.125161,0.074884
1,double,uniform,CPU,"D | D",448,17,0.027424,0,0.03359,0.012288,0.124195,0.073302
1,double,uniform,CPU,"D | D",448,18,0.027616,0,0.032932,0.012288,0.123205,0.072836
1,double,uniform,CPU,"D | D",448,19,0.027136,0,0.033444,0.012288,0.123708,0.072868
1,double,uniform,CPU,"D | D",512,0,0.039808,0,0.042563,0.019456,0.162013,0.101827
1,double,uniform,CPU,"D | D",512,1,0.028832,0,0.034133,0.01536,0.1377,0.078325
1,double,uniform,CPU,"D | D",512,2,0.02736,0,0.032736,0.014336,0.125636,0.074432
1,double,uniform,CPU,"D | D",512,3,0.028544,0,0.033023,0.013312,0.127136,0.074879
1,double,uniform,CPU,"D | D",512,4,0.027456,0,0.032082,0.013312,0.123208,0.07285
1,double,uniform,CPU,"D | D",512,5,0.027872,0,0.032173,0.011264,0.123727,0.071309
1,double,uniform,CPU,"D | D",512,6,0.027808,0,0.032011,0.013312,0.124905,0.073131
1,double,uniform,CPU,"D | D",512,7,0.02672,0,0.031918,0.012288,0.122865,0.070926
1,double,uniform,CPU,"D | D",512,8,0.0272,0,0.032079,0.012288,0.124005,0.071567
1,double,uniform,CPU,"D | D",512,9,0.028096,0,0.031728,0.012288,0.122629,0.072112
1,double,uniform,CPU,"D | D",512,10,0.027488,0,0.031608,0.012288,0.122656,0.071384
1,double,uniform,CPU,"D | D",512,11,0.028416,0,0.032359,0.012288,0.210344,0.073063
1,double,uniform,CPU,"D | D",512,12,0.027328,0,0.031716,0.012288,0.122729,0.071332
1,double,uniform,CPU,"D | D",512,13,0.02688,0,0.031931,0.012288,0.122528,0.071099
1,double,uniform,CPU,"D | D",512,14,0.02768,0,0.031932,0.012288,0.122859,0.0719
1,double,uniform,CPU,"D | D",512,15,0.028736,0,0.032469,0.012288,0.125663,0.073493
1,double,uniform,CPU,"D | D",512,16,0.02816,0,0.031755,0.012288,0.129427,0.072203
1,double,uniform,CPU,"D | D",512,17,0.027264,0,0.031767,0.011264,0.123372,0.070295
1,double,uniform,CPU,"D | D",512,18,0.027328,0,0.031698,0.012288,0.12201,0.071314
1,double,uniform,CPU,"D | D",512,19,0.027744,0,0.031667,0.011264,0.121836,0.070675
