dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ns | Ds",64,0,0.057504,0,0.079819,0.403456,0.63497,0.540779
1,double,uniform,CPU,"Ns | Ds",192,10,0.02688,0,0.028811,0.012288,0.11884,0.067979
1,double,uniform,CPU,"Ns | Ds",192,11,0.02736,0,0.029715,0.012288,0.120206,0.069363
1,double,uniform,CPU,"Ns | Ds",192,12,0.028768,0,0.031099,0.013312,0.127642,0.073179
1,double,uniform,CPU,"Ns | Ds",192,13,0.026208,0,0.029837,0.012288,0.120821,0.068333
1,double,uniform,CPU,"Ns | Ds",192,14,0.026752,0,0.02949,0.012288,0.119432,0.06853
1,double,uniform,CPU,"Ns | Ds",192,15,0.028448,0,0.029294,0.012288,0.123779,0.07003
1,double,uniform,CPU,"Ns | Ds",192,16,0.02672,0,0.029728,0.012288,0.119685,0.068736
1,double,uniform,CPU,"Ns | Ds",192,17,0.026624,0,0.029336,0.013312,0.118481,0.069272
1,double,uniform,CPU,"Ns | Ds",192,18,0.0272,0,0.02942,0.012288,0.11883,0.068908
1,double,uniform,CPU,"Ns | Ds",192,19,0.027584,0,0.029071,0.012288,0.120712,0.068943
1,double,uniform,CPU,"Ns | Ds",256,0,0.042304,0,0.052308,0.023552,0.19115,0.118164
1,double,uniform,CPU,"Ns | Ds",256,1,0.032064,0,0.029932,0.016384,0.131308,0.07838
1,double,uniform,CPU,"Ns | Ds",256,2,0.028512,0,0.029041,0.014336,0.122853,0.071889
1,double,uniform,CPU,"Ns | Ds",256,3,0.02816,0,0.029382,0.013312,0.129081,0.070854
1,double,uniform,CPU,"Ns | Ds",256,4,0.027712,0,0.028894,0.012288,0.120716,0.068894
1,double,uniform,CPU,"Ns | Ds",256,5,0.027872,0,0.02778,0.012288,0.118802,0.06794
1,double,uniform,CPU,"Ns | Ds",256,6,0.027808,0,0.02803,0.013312,0.119876,0.06915
1,double,uniform,CPU,"Ns | Ds",256,7,0.03072,0,0.0281,0.012288,0.125596,0.071108
1,double,uniform,CPU,"Ns | Ds",256,8,0.026048,0,0.027928,0.012288,0.118027,0.066264
1,double,uniform,CPU,"Ns | Ds",256,9,0.027328,0,0.028187,0.012288,0.117978,0.067803
1,double,uniform,CPU,"Ns | Ds",256,10,0.0344,0,0.028688,0.012288,0.125145,0.075376
1,double,uniform,CPU,"Ns | Ds",256,11,0.029248,0,0.028778,0.012288,0.122079,0.070314
1,double,uniform,CPU,"Ns | Ds",256,12,0.027328,0,0.027824,0.013312,0.120413,0.068464
1,double,uniform,CPU,"Ns | Ds",256,13,0.02656,0,0.027436,0.012288,0.119038,0.066284
1,double,uniform,CPU,"Ns | Ds",256,14,0.026368,0,0.027835,0.012288,0.117965,0.066491
1,double,uniform,CPU,"Ns | Ds",256,15,0.027488,0,0.028386,0.012288,0.119634,0.068162
1,double,uniform,CPU,"Ns | Ds",256,16,0.027552,0,0.028752,0.012288,0.121085,0.068592
1,double,uniform,CPU,"Ns | Ds",256,17,0.028256,0,0.027862,0.03072,0.137033,0.086838
1,double,uniform,CPU,"Ns | Ds",256,18,0.026464,0,0.027779,0.014336,0.119164,0.068579
1,double,uniform,CPU,"Ns | Ds",256,19,0.027648,0,0.028111,0.012288,0.119518,0.068047
1,double,uniform,CPU,"Ns | Ds",320,0,0.037184,0,0.043031,0.02048,0.163705,0.100695
1,double,uniform,CPU,"Ns | Ds",320,1,0.029504,0,0.030451,0.016384,0.130503,0.076339
1,double,uniform,CPU,"Ns | Ds",320,2,0.02752,0,0.028719,0.012288,0.121883,0.068527
1,double,uniform,CPU,"Ns | Ds",320,3,0.027264,0,0.028094,0.013312,0.121324,0.06867
1,double,uniform,CPU,"Ns | Ds",320,4,0.027296,0,0.028591,0.02048,0.127274,0.076367
1,double,uniform,CPU,"Ns | Ds",320,5,0.027168,0,0.028467,0.013312,0.120256,0.068947
1,double,uniform,CPU,"Ns | Ds",320,6,0.026976,0,0.028687,0.012288,0.1196,0.067951
1,double,uniform,CPU,"Ns | Ds",320,7,0.027968,0,0.14335,0.013312,0.235652,0.18463
1,double,uniform,CPU,"Ns | Ds",320,8,0.027488,0,0.028191,0.012288,0.118219,0.067967
1,double,uniform,CPU,"Ns | Ds",320,9,0.028672,0,0.027836,0.013312,0.119137,0.06982
1,double,uniform,CPU,"Ns | Ds",320,10,0.027424,0,0.027529,0.012288,0.118408,0.067241
1,double,uniform,CPU,"Ns | Ds",320,11,0.033472,0,0.027916,0.012288,0.12658,0.073676
1,double,uniform,CPU,"Ns | Ds",320,12,0.031552,0,0.027677,0.013312,0.123306,0.072541
1,double,uniform,CPU,"Ns | Ds",320,13,0.027168,0,0.027606,0.013312,0.119007,0.068086
1,double,uniform,CPU,"Ns | Ds",320,14,0.028,0,0.02786,0.014336,0.121111,0.070196
1,double,uniform,CPU,"Ns | Ds",320,15,0.027136,0,0.027945,0.014336,0.119853,0.069417
1,double,uniform,CPU,"Ns | Ds",320,16,0.027456,0,0.027982,0.013312,0.119335,0.06875
1,double,uniform,CPU,"Ns | Ds",320,17,0.026656,0,0.028109,0.014336,0.119491,0.069101
1,double,uniform,CPU,"Ns | Ds",320,18,0.028032,0,0.028123,0.013312,0.12419,0.069467
1,double,uniform,CPU,"Ns | Ds",320,19,0.026176,0,0.028282,0.014336,0.118913,0.068794
1,double,uniform,CPU,"Ns | Ds",384,0,0.038208,0,0.048983,0.019456,0.168196,0.106647
1,double,uniform,CPU,"Ns | Ds",384,1,0.030848,0,0.032573,0.016384,0.132814,0.079805
1,double,uniform,CPU,"Ns | Ds",384,2,0.028352,0,0.03108,0.012288,0.123238,0.07172
1,double,uniform,CPU,"Ns | Ds",384,3,0.027232,0,0.031084,0.012288,0.121875,0.070604
1,double,uniform,CPU,"Ns | Ds",384,4,0.028448,0,0.030143,0.014336,0.123071,0.072927
1,double,uniform,CPU,"Ns | Ds",384,5,0.02784,0,0.030735,0.012288,0.122792,0.070863
1,double,uniform,CPU,"Ns | Ds",384,6,0.027456,0,0.030555,0.012288,0.122543,0.070299
1,double,uniform,CPU,"Ns | Ds",384,7,0.027872,0,0.031188,0.012288,0.123214,0.071348
1,double,uniform,CPU,"Ns | Ds",384,8,0.027072,0,0.030787,0.013312,0.12077,0.071171
1,double,uniform,CPU,"Ns | Ds",384,9,0.028064,0,0.030731,0.013312,0.125903,0.072107
1,double,uniform,CPU,"Ns | Ds",384,10,0.027648,0,0.030063,0.013312,0.121287,0.071023
1,double,uniform,CPU,"Ns | Ds",384,11,0.027456,0,0.030315,0.011264,0.121003,0.069035
1,double,uniform,CPU,"Ns | Ds",384,12,0.027776,0,0.031102,0.012288,0.121578,0.071166
1,double,uniform,CPU,"Ns | Ds",384,13,0.028352,0,0.029763,0.012288,0.121151,0.070403
1,double,uniform,CPU,"Ns | Ds",384,14,0.027104,0,0.030252,0.012288,0.12178,0.069644
1,double,uniform,CPU,"Ns | Ds",384,15,0.028192,0,0.030509,0.011264,0.122263,0.069965
1,double,uniform,CPU,"Ns | Ds",384,16,0.028704,0,0.0299,0.012288,0.120945,0.070892
1,double,uniform,CPU,"Ns | Ds",384,17,0.027104,0,0.030135,0.013312,0.123628,0.070551
1,double,uniform,CPU,"Ns | Ds",384,18,0.027232,0,0.030288,0.014336,0.121804,0.071856
1,double,uniform,CPU,"Ns | Ds",384,19,0.028224,0,0.029796,0.013312,0.121173,0.071332
1,double,uniform,CPU,"Ns | Ds",448,0,0.039904,0,0.043687,0.017408,0.164357,0.100999
1,double,uniform,CPU,"Ns | Ds",448,1,0.030048,0,0.030686,0.01536,0.128741,0.076094
1,double,uniform,CPU,"Ns | Ds",448,2,0.030016,0,0.029438,0.01536,0.126469,0.074814
1,double,uniform,CPU,"Ns | Ds",448,3,0.027968,0,0.028269,0.012288,0.122487,0.068525
1,double,uniform,CPU,"Ns | Ds",448,4,0.028096,0,0.028241,0.012288,0.11936,0.068625
1,double,uniform,CPU,"Ns | Ds",448,5,0.029376,0,0.028709,0.012288,0.120152,0.070373
1,double,uniform,CPU,"Ns | Ds",448,6,0.02784,0,0.028293,0.012288,0.119184,0.068421
1,double,uniform,CPU,"Ns | Ds",448,7,0.027488,0,0.028416,0.012288,0.119077,0.068192
1,double,uniform,CPU,"Ns | Ds",448,8,0.028192,0,0.028241,0.012288,0.119831,0.068721
1,double,uniform,CPU,"Ns | Ds",448,9,0.03632,0,0.028122,0.013312,0.127773,0.077754
1,double,uniform,CPU,"Ns | Ds",448,10,0.029184,0,0.028776,0.012288,0.120929,0.070248
1,double,uniform,CPU,"Ns | Ds",448,11,0.02832,0,0.028238,0.013312,0.120145,0.06987
1,double,uniform,CPU,"Ns | Ds",448,12,0.02896,0,0.03534,0.013312,0.126978,0.077612
1,double,uniform,CPU,"Ns | Ds",448,13,0.027744,0,0.030645,0.013312,0.123701,0.071701
1,double,uniform,CPU,"Ns | Ds",448,14,0.028352,0,0.028767,0.013312,0.11983,0.070431
1,double,uniform,CPU,"Ns | Ds",448,15,0.02816,0,0.028207,0.013312,0.119833,0.069679
1,double,uniform,CPU,"Ns | Ds",448,16,0.027744,0,0.028711,0.012288,0.120613,0.068743
1,double,uniform,CPU,"Ns | Ds",448,17,0.028512,0,0.027973,0.012288,0.119368,0.068773
1,double,uniform,CPU,"Ns | Ds",448,18,0.028736,0,0.028452,0.012288,0.124654,0.069476
1,double,uniform,CPU,"Ns | Ds",448,19,0.029312,0,0.028295,0.012288,0.120041,0.069895
1,double,uniform,CPU,"Ns | Ds",512,0,0.038944,0,0.044925,0.018432,0.165926,0.102301
1,double,uniform,CPU,"Ns | Ds",512,1,0.03088,0,0.031622,0.016384,0.132398,0.078886
1,double,uniform,CPU,"Ns | Ds",512,2,0.029728,0,0.028656,0.012288,0.127875,0.070672
1,double,uniform,CPU,"Ns | Ds",512,3,0.029472,0,0.028258,0.014336,0.121782,0.072066
1,double,uniform,CPU,"Ns | Ds",512,4,0.028768,0,0.027769,0.014336,0.121865,0.070873
1,double,uniform,CPU,"Ns | Ds",512,5,0.028736,0,0.032735,0.013312,0.124124,0.074783
1,double,uniform,CPU,"Ns | Ds",512,6,0.029152,0,0.02831,0.012288,0.121892,0.06975
1,double,uniform,CPU,"Ns | Ds",512,7,0.0296,0,0.027891,0.013312,0.121779,0.070803
1,double,uniform,CPU,"Ns | Ds",512,8,0.029216,0,0.125942,0.014336,0.218603,0.169494
1,double,uniform,CPU,"Ns | Ds",512,9,0.027968,0,0.027683,0.012288,0.121823,0.067939
1,double,uniform,CPU,"Ns | Ds",512,10,0.02608,0,0.028987,0.012288,0.120526,0.067355
1,double,uniform,CPU,"Ns | Ds",512,11,0.027936,0,0.028727,0.017408,0.126398,0.074071
1,double,uniform,CPU,"Ns | Ds",512,12,0.027776,0,0.028119,0.013312,0.120714,0.069207
1,double,uniform,CPU,"Ns | Ds",512,13,0.028544,0,0.028543,0.014336,0.122602,0.071423
1,double,uniform,CPU,"Ns | Ds",512,14,0.028512,0,0.02768,0.019456,0.124942,0.075648
1,double,uniform,CPU,"Ns | Ds",512,15,0.028256,0,0.027531,0.013312,0.119322,0.069099
1,double,uniform,CPU,"Ns | Ds",512,16,0.028512,0,0.028279,0.012288,0.120366,0.069079
1,double,uniform,CPU,"Ns | Ds",512,17,0.027488,0,0.028633,0.012288,0.119832,0.068409
1,double,uniform,CPU,"Ns | Ds",512,18,0.027648,0,0.028058,0.012288,0.119441,0.067994
1,double,uniform,CPU,"Ns | Ds",512,19,0.02848,0,0.027858,0.012288,0.121404,0.068626
