dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"D | N",64,0,0.069568,0,0.073565,0.361472,0.596395,0.504605
1,float,uniform,CPU,"D | N",128,0,0.033984,0,0.038054,0.019456,0.154927,0.091494
1,float,uniform,CPU,"D | N",128,1,0.030624,0,0.027425,0.016384,0.128815,0.074433
1,float,uniform,CPU,"D | N",128,2,0.02736,0,0.025455,0.012288,0.119289,0.065103
1,float,uniform,CPU,"D | N",128,3,0.026528,0,0.025249,0.013312,0.116923,0.065089
1,float,uniform,CPU,"D | N",128,4,0.026528,0,0.025636,0.012288,0.116802,0.064452
1,float,uniform,CPU,"D | N",128,5,0.025568,0,0.024737,0.012288,0.115317,0.062593
1,float,uniform,CPU,"D | N",128,6,0.027168,0,0.024838,0.012288,0.122446,0.064294
1,float,uniform,CPU,"D | N",128,7,0.026016,0,0.024359,0.012288,0.11491,0.062663
1,float,uniform,CPU,"D | N",128,8,0.027488,0,0.024314,0.012288,0.115671,0.06409
1,float,uniform,CPU,"D | N",128,9,0.026464,0,0.024474,0.012288,0.115463,0.063226
1,float,uniform,CPU,"D | N",128,10,0.02624,0,0.024443,0.013312,0.115965,0.063995
1,float,uniform,CPU,"D | N",128,11,0.025728,0,0.027888,0.013312,0.185163,0.066928
1,float,uniform,CPU,"D | N",128,12,0.02592,0,0.024335,0.012288,0.114528,0.062543
1,float,uniform,CPU,"D | N",128,13,0.02576,0,0.024287,0.014336,0.115465,0.064383
1,float,uniform,CPU,"D | N",128,14,0.025248,0,0.024358,0.014336,0.122079,0.063942
1,float,uniform,CPU,"D | N",128,15,0.024992,0,0.02495,0.013312,0.114897,0.063254
1,float,uniform,CPU,"D | N",128,16,0.025856,0,0.024012,0.012288,0.114909,0.062156
1,float,uniform,CPU,"D | N",128,17,0.026464,0,0.032183,0.01536,0.128871,0.074007
1,float,uniform,CPU,"D | N",128,18,0.026048,0,0.024833,0.013312,0.116544,0.064193
1,float,uniform,CPU,"D | N",128,19,0.025216,0,0.025247,0.013312,0.115655,0.063775
1,float,uniform,CPU,"D | N",192,0,0.036064,0,0.040887,0.018432,0.158888,0.095383
1,float,uniform,CPU,"D | N",192,1,0.041568,0,0.034355,0.019456,0.165175,0.095379
1,float,uniform,CPU,"D | N",192,2,0.036736,0,0.03077,0.018432,0.149825,0.085938
1,float,uniform,CPU,"D | N",192,3,0.031104,0,0.032854,0.017408,0.138636,0.081366
1,float,uniform,CPU,"D | N",192,4,0.03104,0,0.028692,0.01536,0.133559,0.075092
1,float,uniform,CPU,"D | N",192,5,0.029984,0,0.02887,0.016384,0.131077,0.075238
1,float,uniform,CPU,"D | N",192,6,0.0304,0,0.029178,0.014336,0.130393,0.073914
1,float,uniform,CPU,"D | N",192,7,0.02928,0,0.027216,0.016384,0.127374,0.07288
1,float,uniform,CPU,"D | N",192,8,0.029088,0,0.027446,0.016384,0.127307,0.072918
1,float,uniform,CPU,"D | N",192,9,0.02928,0,0.12616,0.01536,0.225985,0.1708
1,float,uniform,CPU,"D | N",192,10,0.028896,0,0.03157,0.014336,0.129773,0.074802
1,float,uniform,CPU,"D | N",192,11,0.029504,0,0.02807,0.014336,0.126717,0.07191
1,float,uniform,CPU,"D | N",192,12,0.028928,0,0.027188,0.014336,0.12325,0.070452
1,float,uniform,CPU,"D | N",192,13,0.028096,0,0.02695,0.013312,0.122364,0.068358
1,float,uniform,CPU,"D | N",192,14,0.044672,0,0.113396,0.014336,0.226373,0.172404
1,float,uniform,CPU,"D | N",192,15,0.027104,0,0.026507,0.013312,0.26596,0.066923
1,float,uniform,CPU,"D | N",192,16,0.029632,0,0.02708,0.014336,0.12927,0.071048
1,float,uniform,CPU,"D | N",192,17,0.026816,0,0.026751,0.013312,0.118232,0.066879
1,float,uniform,CPU,"D | N",192,18,0.026816,0,0.026117,0.012288,0.118789,0.065221
1,float,uniform,CPU,"D | N",192,19,0.026944,0,0.02606,0.014336,0.11847,0.06734
1,float,uniform,CPU,"D | N",256,0,0.03296,0,0.037165,0.02048,0.151549,0.090605
1,float,uniform,CPU,"D | N",256,1,0.029824,0,0.026482,0.01536,0.125414,0.071666
1,float,uniform,CPU,"D | N",256,2,0.027296,0,0.024896,0.014336,0.122875,0.066528
1,float,uniform,CPU,"D | N",256,3,0.027456,0,0.024447,0.013312,0.116394,0.065215
1,float,uniform,CPU,"D | N",256,4,0.025536,0,0.025057,0.012288,0.114705,0.062881
1,float,uniform,CPU,"D | N",256,5,0.027392,0,0.024427,0.013312,0.115347,0.065131
1,float,uniform,CPU,"D | N",256,6,0.026208,0,0.024098,0.013312,0.114733,0.063618
1,float,uniform,CPU,"D | N",256,7,0.026912,0,0.024419,0.013312,0.114318,0.064643
1,float,uniform,CPU,"D | N",256,8,0.025952,0,0.02433,0.011264,0.113691,0.061546
1,float,uniform,CPU,"D | N",256,9,0.026784,0,0.024387,0.013312,0.117594,0.064483
1,float,uniform,CPU,"D | N",256,10,0.025728,0,0.024462,0.013312,0.114311,0.063502
1,float,uniform,CPU,"D | N",256,11,0.024928,0,0.024964,0.014336,0.114668,0.064228
1,float,uniform,CPU,"D | N",256,12,0.02576,0,0.024216,0.013312,0.114435,0.063288
1,float,uniform,CPU,"D | N",256,13,0.024992,0,0.024833,0.011264,0.113869,0.061089
1,float,uniform,CPU,"D | N",256,14,0.027424,0,0.025012,0.012288,0.117287,0.064724
1,float,uniform,CPU,"D | N",256,15,0.026016,0,0.024015,0.012288,0.114389,0.062319
1,float,uniform,CPU,"D | N",256,16,0.025888,0,0.024151,0.013312,0.114962,0.063351
1,float,uniform,CPU,"D | N",256,17,0.03328,0,0.02518,0.012288,0.123488,0.070748
1,float,uniform,CPU,"D | N",256,18,0.02592,0,0.024156,0.014336,0.122113,0.064412
1,float,uniform,CPU,"D | N",256,19,0.02512,0,0.026608,0.011264,0.120198,0.062992
1,float,uniform,CPU,"D | N",320,0,0.034464,0,0.041068,0.019456,0.158085,0.094988
1,float,uniform,CPU,"D | N",320,1,0.029312,0,0.026604,0.01536,0.124373,0.071276
1,float,uniform,CPU,"D | N",320,2,0.027104,0,0.025551,0.013312,0.120353,0.065967
1,float,uniform,CPU,"D | N",320,3,0.026624,0,0.02476,0.013312,0.117212,0.064696
1,float,uniform,CPU,"D | N",320,4,0.026208,0,0.024144,0.012288,0.115094,0.06264
1,float,uniform,CPU,"D | N",320,5,0.026688,0,0.024596,0.013312,0.115254,0.064596
1,float,uniform,CPU,"D | N",320,6,0.026336,0,0.025087,0.012288,0.114881,0.063711
1,float,uniform,CPU,"D | N",320,7,0.025792,0,0.024107,0.013312,0.114654,0.063211
1,float,uniform,CPU,"D | N",320,8,0.026816,0,0.024103,0.013312,0.114579,0.064231
1,float,uniform,CPU,"D | N",320,9,0.027424,0,0.024407,0.012288,0.114972,0.064119
1,float,uniform,CPU,"D | N",320,10,0.025216,0,0.024204,0.013312,0.114217,0.062732
1,float,uniform,CPU,"D | N",320,11,0.026912,0,0.024147,0.011264,0.114996,0.062323
1,float,uniform,CPU,"D | N",320,12,0.025728,0,0.024052,0.012288,0.238712,0.062068
1,float,uniform,CPU,"D | N",320,13,0.026912,0,0.024181,0.011264,0.114592,0.062357
1,float,uniform,CPU,"D | N",320,14,0.02576,0,0.024482,0.012288,0.11456,0.06253
1,float,uniform,CPU,"D | N",320,15,0.034016,0,0.024744,0.012288,0.122104,0.071048
1,float,uniform,CPU,"D | N",320,16,0.025984,0,0.02464,0.013312,0.114585,0.063936
1,float,uniform,CPU,"D | N",320,17,0.025984,0,0.024232,0.012288,0.114624,0.062504
1,float,uniform,CPU,"D | N",320,18,0.027296,0,0.02775,0.01536,0.127286,0.070406
1,float,uniform,CPU,"D | N",320,19,0.026496,0,0.024296,0.012288,0.112937,0.06308
1,float,uniform,CPU,"D | N",384,0,0.03376,0,0.050654,0.027648,0.175454,0.112062
1,float,uniform,CPU,"D | N",384,1,0.028192,0,0.029175,0.01536,0.125689,0.072727
1,float,uniform,CPU,"D | N",384,2,0.027456,0,0.026619,0.014336,0.120831,0.068411
1,float,uniform,CPU,"D | N",384,3,0.02736,0,0.026299,0.012288,0.11797,0.065947
1,float,uniform,CPU,"D | N",384,4,0.031584,0,0.026369,0.013312,0.122852,0.071265
1,float,uniform,CPU,"D | N",384,5,0.02672,0,0.025824,0.012288,0.116656,0.064832
1,float,uniform,CPU,"D | N",384,6,0.02624,0,0.026278,0.012288,0.116984,0.064806
1,float,uniform,CPU,"D | N",384,7,0.025568,0,0.026261,0.016384,0.120504,0.068213
1,float,uniform,CPU,"D | N",384,8,0.025888,0,0.025964,0.011264,0.115246,0.063116
1,float,uniform,CPU,"D | N",384,9,0.02592,0,0.026198,0.013312,0.115461,0.06543
1,float,uniform,CPU,"D | N",384,10,0.02592,0,0.026088,0.013312,0.115588,0.06532
1,float,uniform,CPU,"D | N",384,11,0.026432,0,0.026006,0.013312,0.116193,0.06575
1,float,uniform,CPU,"D | N",384,12,0.026144,0,0.026134,0.013312,0.115535,0.06559
1,float,uniform,CPU,"D | N",384,13,0.026112,0,0.026197,0.012288,0.11563,0.064597
1,float,uniform,CPU,"D | N",384,14,0.029696,0,0.026528,0.011264,0.12575,0.067488
1,float,uniform,CPU,"D | N",384,15,0.025088,0,0.025785,0.012288,0.11464,0.063161
1,float,uniform,CPU,"D | N",384,16,0.02688,0,0.028017,0.011264,0.122181,0.066161
1,float,uniform,CPU,"D | N",384,17,0.02624,0,0.026112,0.013312,0.117023,0.065664
1,float,uniform,CPU,"D | N",384,18,0.025856,0,0.02628,0.012288,0.11554,0.064424
1,float,uniform,CPU,"D | N",384,19,0.027552,0,0.025965,0.012288,0.118056,0.065805
1,float,uniform,CPU,"D | N",448,0,0.033376,0,0.037412,0.019456,0.151838,0.090244
1,float,uniform,CPU,"D | N",448,1,0.027008,0,0.026084,0.01536,0.121199,0.068452
1,float,uniform,CPU,"D | N",448,2,0.027008,0,0.02468,0.012288,0.116323,0.063976
1,float,uniform,CPU,"D | N",448,3,0.032672,0,0.024809,0.013312,0.12163,0.070793
1,float,uniform,CPU,"D | N",448,4,0.027456,0,0.025171,0.014336,0.118066,0.066963
1,float,uniform,CPU,"D | N",448,5,0.02544,0,0.023885,0.012288,0.113177,0.061613
1,float,uniform,CPU,"D | N",448,6,0.026656,0,0.024921,0.01536,0.118778,0.066937
1,float,uniform,CPU,"D | N",448,7,0.026336,0,0.024609,0.011264,0.115267,0.062209
1,float,uniform,CPU,"D | N",448,8,0.026528,0,0.024286,0.012288,0.115149,0.063102
1,float,uniform,CPU,"D | N",448,9,0.0248,0,0.02428,0.012288,0.114541,0.061368
1,float,uniform,CPU,"D | N",448,10,0.025344,0,0.024301,0.012288,0.114085,0.061933
1,float,uniform,CPU,"D | N",448,11,0.026144,0,0.024457,0.012288,0.113613,0.062889
1,float,uniform,CPU,"D | N",448,12,0.02768,0,0.024341,0.012288,0.116025,0.064309
1,float,uniform,CPU,"D | N",448,13,0.029632,0,0.023997,0.012288,0.117138,0.065917
1,float,uniform,CPU,"D | N",448,14,0.02608,0,0.02417,0.013312,0.113558,0.063562
1,float,uniform,CPU,"D | N",448,15,0.026432,0,0.023715,0.011264,0.112798,0.061411
1,float,uniform,CPU,"D | N",448,16,0.02624,0,0.025199,0.012288,0.116747,0.063727
1,float,uniform,CPU,"D | N",448,17,0.026208,0,0.024436,0.012288,0.115184,0.062932
1,float,uniform,CPU,"D | N",448,18,0.028032,0,0.02408,0.013312,0.115911,0.065424
1,float,uniform,CPU,"D | N",448,19,0.025792,0,0.024404,0.013312,0.118471,0.063508
1,float,uniform,CPU,"D | N",512,0,0.035552,0,0.037537,0.018432,0.154274,0.091521
1,float,uniform,CPU,"D | N",512,1,0.027776,0,0.026572,0.016384,0.123717,0.070732
1,float,uniform,CPU,"D | N",512,2,0.028256,0,0.025263,0.014336,0.12134,0.067855
1,float,uniform,CPU,"D | N",512,3,0.027008,0,0.024619,0.014336,0.118076,0.065963
1,float,uniform,CPU,"D | N",512,4,0.027456,0,0.024529,0.013312,0.11649,0.065297
1,float,uniform,CPU,"D | N",512,5,0.027072,0,0.024646,0.017408,0.120215,0.069126
1,float,uniform,CPU,"D | N",512,6,0.031008,0,0.024547,0.013312,0.122126,0.068867
1,float,uniform,CPU,"D | N",512,7,0.026592,0,0.024446,0.012288,0.11649,0.063326
1,float,uniform,CPU,"D | N",512,8,0.026656,0,0.024392,0.012288,0.115972,0.063336
1,float,uniform,CPU,"D | N",512,9,0.02656,0,0.024426,0.013312,0.114577,0.064298
1,float,uniform,CPU,"D | N",512,10,0.026176,0,0.024345,0.011264,0.115155,0.061785
1,float,uniform,CPU,"D | N",512,11,0.028128,0,0.024399,0.013312,0.117642,0.065839
1,float,uniform,CPU,"D | N",512,12,0.029792,0,0.024618,0.012288,0.118888,0.066698
1,float,uniform,CPU,"D | N",512,13,0.026976,0,0.024331,0.013312,0.205996,0.064619
1,float,uniform,CPU,"D | N",512,14,0.026112,0,0.024308,0.013312,0.113591,0.063732
1,float,uniform,CPU,"D | N",512,15,0.026816,0,0.024313,0.012288,0.114433,0.063417
1,float,uniform,CPU,"D | N",512,16,0.026752,0,0.024612,0.013312,0.114077,0.064676
1,float,uniform,CPU,"D | N",512,17,0.028352,0,0.024302,0.012288,0.115489,0.064942
1,float,uniform,CPU,"D | N",512,18,0.027968,0,0.02409,0.014336,0.118886,0.066394
1,float,uniform,CPU,"D | N",512,19,0.027296,0,0.024385,0.012288,0.113765,0.063969
