dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",64,0,0.036736,0.00407,0.11752,0.375808,0.672575,0.534134
3,double,uniform,GPU,"D | D | D | D | N | D",128,9,0.107008,0.004044,0.597192,0.105472,0.948241,0.813716
3,double,uniform,GPU,"D | D | D | D | N | D",128,10,0.106912,0.003978,0.59163,0.103424,0.940794,0.805944
3,double,uniform,GPU,"D | D | D | D | N | D",128,11,0.103936,0.004165,0.595979,0.103424,0.949829,0.807504
3,double,uniform,GPU,"D | D | D | D | N | D",128,12,0.106912,0.003948,0.594608,0.105472,0.945946,0.81094
3,double,uniform,GPU,"D | D | D | D | N | D",128,13,0.105184,0.003917,0.594016,0.1024,1.00647,0.805517
3,double,uniform,GPU,"D | D | D | D | N | D",128,14,0.107264,0.004015,0.597573,0.101376,0.945919,0.810228
3,double,uniform,GPU,"D | D | D | D | N | D",128,15,0.104928,0.004287,0.592987,0.10752,0.949523,0.809722
3,double,uniform,GPU,"D | D | D | D | N | D",128,16,0.102016,0.003923,0.594791,0.104448,0.941079,0.805178
3,double,uniform,GPU,"D | D | D | D | N | D",128,17,0.106432,0.004161,0.5988,0.105472,0.951111,0.814865
3,double,uniform,GPU,"D | D | D | D | N | D",128,18,0.105728,0.003953,0.59523,0.104448,0.951301,0.809359
3,double,uniform,GPU,"D | D | D | D | N | D",128,19,0.107424,0.003959,0.596384,0.1024,0.945656,0.810167
3,double,uniform,GPU,"D | D | D | D | N | D",192,0,0.316,0.003875,2.5272,0.365568,3.35105,3.21265
3,double,uniform,GPU,"D | D | D | D | N | D",192,1,0.31424,0.003787,2.51163,0.359424,3.32541,3.18908
3,double,uniform,GPU,"D | D | D | D | N | D",192,2,0.312416,0.003704,2.52438,0.3584,3.33451,3.1989
3,double,uniform,GPU,"D | D | D | D | N | D",192,3,0.312704,0.003423,2.52428,0.357376,3.33027,3.19778
3,double,uniform,GPU,"D | D | D | D | N | D",192,4,0.30848,0.004049,2.52163,0.359424,3.32587,3.19359
3,double,uniform,GPU,"D | D | D | D | N | D",192,5,0.317312,0.003657,2.52529,0.359424,3.3427,3.20568
3,double,uniform,GPU,"D | D | D | D | N | D",192,6,0.31648,0.003818,2.52883,0.356352,3.34589,3.20548
3,double,uniform,GPU,"D | D | D | D | N | D",192,7,0.31744,0.004,2.55643,0.357376,3.37737,3.23524
3,double,uniform,GPU,"D | D | D | D | N | D",192,8,0.317056,0.003959,2.52715,0.354304,3.33965,3.20247
3,double,uniform,GPU,"D | D | D | D | N | D",192,9,0.319488,0.004773,2.57785,0.371712,3.42592,3.27382
3,double,uniform,GPU,"D | D | D | D | N | D",192,10,0.31936,0.003798,2.52234,0.354304,3.33913,3.1998
3,double,uniform,GPU,"D | D | D | D | N | D",192,11,0.316256,0.003751,2.52903,0.356352,3.34311,3.20539
3,double,uniform,GPU,"D | D | D | D | N | D",192,12,0.313056,0.004138,2.52669,0.357376,3.33955,3.20126
3,double,uniform,GPU,"D | D | D | D | N | D",192,13,0.310752,0.003844,2.52453,0.360448,3.33998,3.19957
3,double,uniform,GPU,"D | D | D | D | N | D",192,14,0.30912,0.00361,2.52742,0.3584,3.33571,3.19855
3,double,uniform,GPU,"D | D | D | D | N | D",192,15,0.316832,0.003823,2.52611,0.357376,3.34238,3.20414
3,double,uniform,GPU,"D | D | D | D | N | D",192,16,0.316,0.003816,2.53079,0.355328,3.34616,3.20593
3,double,uniform,GPU,"D | D | D | D | N | D",192,17,0.314432,0.003943,2.52887,0.3584,3.34507,3.20565
3,double,uniform,GPU,"D | D | D | D | N | D",192,18,0.308192,0.003804,2.52795,0.3584,3.33669,3.19835
3,double,uniform,GPU,"D | D | D | D | N | D",192,19,0.317952,0.003789,2.52869,0.355328,3.34393,3.20575
3,double,uniform,GPU,"D | D | D | D | N | D",256,0,0.708288,0.002806,5.69911,0.797696,7.3383,7.2079
3,double,uniform,GPU,"D | D | D | D | N | D",256,1,0.704544,0.002752,5.68809,0.79872,7.32398,7.19411
3,double,uniform,GPU,"D | D | D | D | N | D",256,2,0.706656,0.002775,5.70812,0.797696,7.34469,7.21525
3,double,uniform,GPU,"D | D | D | D | N | D",256,3,0.702624,0.002777,5.71879,0.7936,7.34753,7.21779
3,double,uniform,GPU,"D | D | D | D | N | D",256,4,0.706528,0.002728,5.69517,0.796672,7.33265,7.20109
3,double,uniform,GPU,"D | D | D | D | N | D",256,5,0.70496,0.002927,5.70465,0.797696,7.34127,7.21024
3,double,uniform,GPU,"D | D | D | D | N | D",256,6,0.709664,0.002679,5.68688,0.796672,7.32679,7.1959
3,double,uniform,GPU,"D | D | D | D | N | D",256,7,0.706048,0.002753,5.69999,0.799744,7.33699,7.20854
3,double,uniform,GPU,"D | D | D | D | N | D",256,8,0.706624,0.002727,5.71043,0.796672,7.34612,7.21645
3,double,uniform,GPU,"D | D | D | D | N | D",256,9,0.70704,0.002824,5.70308,0.796672,7.33939,7.20961
3,double,uniform,GPU,"D | D | D | D | N | D",256,10,0.70688,0.002761,5.68848,0.7936,7.32176,7.19172
3,double,uniform,GPU,"D | D | D | D | N | D",256,11,0.706176,0.002798,5.68717,0.797696,7.32332,7.19384
3,double,uniform,GPU,"D | D | D | D | N | D",256,12,0.702752,0.002768,5.71937,0.796672,7.3535,7.22156
3,double,uniform,GPU,"D | D | D | D | N | D",256,13,0.70528,0.002751,5.70248,0.79872,7.33963,7.20923
3,double,uniform,GPU,"D | D | D | D | N | D",256,14,0.706368,0.003194,5.68992,0.79872,7.32844,7.1982
3,double,uniform,GPU,"D | D | D | D | N | D",256,15,0.703616,0.002759,5.69115,0.795648,7.32441,7.19317
3,double,uniform,GPU,"D | D | D | D | N | D",256,16,0.705856,0.002778,5.69678,0.799744,7.33498,7.20516
3,double,uniform,GPU,"D | D | D | D | N | D",256,17,0.703168,0.00278,5.6851,0.799712,7.31956,7.19076
3,double,uniform,GPU,"D | D | D | D | N | D",256,18,0.70688,0.003055,5.67477,0.796672,7.31169,7.18138
3,double,uniform,GPU,"D | D | D | D | N | D",256,19,0.707008,0.002684,5.68406,0.79872,7.32123,7.19247
3,double,uniform,GPU,"D | D | D | D | N | D",320,0,1.3807,0.002801,32.2317,1.55136,35.2973,35.1666
3,double,uniform,GPU,"D | D | D | D | N | D",320,1,1.37027,0.002853,32.2171,1.5401,35.2665,35.1303
3,double,uniform,GPU,"D | D | D | D | N | D",320,2,1.36995,0.002856,32.2705,1.54317,35.3166,35.1865
3,double,uniform,GPU,"D | D | D | D | N | D",320,3,1.37235,0.00313,32.2595,1.54419,35.3112,35.1791
3,double,uniform,GPU,"D | D | D | D | N | D",320,4,1.37101,0.002874,30.2805,1.53395,33.3193,33.1884
3,double,uniform,GPU,"D | D | D | D | N | D",320,5,1.36794,0.004682,30.1972,1.52986,33.2357,33.0997
3,double,uniform,GPU,"D | D | D | D | N | D",320,6,1.368,0.003303,28.2771,1.81658,31.5986,31.465
3,double,uniform,GPU,"D | D | D | D | N | D",320,7,1.36794,0.002739,27.6295,1.52371,30.6532,30.5239
3,double,uniform,GPU,"D | D | D | D | N | D",320,8,1.36861,0.002691,27.6576,1.5145,30.6728,30.5434
3,double,uniform,GPU,"D | D | D | D | N | D",320,9,1.36899,0.002703,27.6628,1.51962,30.682,30.5542
3,double,uniform,GPU,"D | D | D | D | N | D",320,10,1.36592,0.002728,27.579,1.51347,30.5895,30.4611
3,double,uniform,GPU,"D | D | D | D | N | D",320,11,1.36813,0.003144,27.6712,1.51757,30.6918,30.56
3,double,uniform,GPU,"D | D | D | D | N | D",320,12,1.36384,0.00276,27.7122,1.52371,30.7307,30.6025
3,double,uniform,GPU,"D | D | D | D | N | D",320,13,1.36698,0.002835,27.6217,1.52166,30.6416,30.5132
3,double,uniform,GPU,"D | D | D | D | N | D",320,14,1.3679,0.002733,27.6471,1.52064,30.6686,30.5384
3,double,uniform,GPU,"D | D | D | D | N | D",320,15,1.36573,0.002721,27.6257,1.51962,30.6457,30.5137
3,double,uniform,GPU,"D | D | D | D | N | D",320,16,1.36726,0.002716,27.6211,1.51552,30.6351,30.5066
3,double,uniform,GPU,"D | D | D | D | N | D",320,17,1.368,0.002748,27.6906,1.51859,30.707,30.58
3,double,uniform,GPU,"D | D | D | D | N | D",320,18,1.36995,0.002877,27.5986,1.51859,30.6191,30.4901
3,double,uniform,GPU,"D | D | D | D | N | D",320,19,1.36598,0.00274,27.6894,1.51757,30.7054,30.5757
3,double,uniform,GPU,"D | D | D | D | N | D",384,0,2.42278,0.00284,15.5881,2.64397,20.7919,20.6577
3,double,uniform,GPU,"D | D | D | D | N | D",384,1,2.41581,0.002797,15.5728,2.63578,20.7593,20.6272
3,double,uniform,GPU,"D | D | D | D | N | D",384,2,2.41894,0.002718,15.5593,2.63475,20.7493,20.6157
3,double,uniform,GPU,"D | D | D | D | N | D",384,3,2.42035,0.002848,15.5597,2.63168,20.7474,20.6146
3,double,uniform,GPU,"D | D | D | D | N | D",384,4,2.41763,0.002851,15.5735,2.64499,20.7704,20.639
3,double,uniform,GPU,"D | D | D | D | N | D",384,5,2.41872,0.002798,15.5749,2.64397,20.7723,20.6403
3,double,uniform,GPU,"D | D | D | D | N | D",384,6,2.41459,0.00274,15.5736,2.64192,20.7594,20.6329
3,double,uniform,GPU,"D | D | D | D | N | D",384,7,2.4199,0.002855,15.5715,2.63987,20.7676,20.6341
3,double,uniform,GPU,"D | D | D | D | N | D",384,8,2.4191,0.002826,15.5731,2.6409,20.7677,20.6359
3,double,uniform,GPU,"D | D | D | D | N | D",384,9,2.41885,0.002816,15.5527,2.6368,20.744,20.6111
3,double,uniform,GPU,"D | D | D | D | N | D",384,10,2.41424,0.003253,15.587,2.6368,20.7767,20.6413
3,double,uniform,GPU,"D | D | D | D | N | D",384,11,2.41958,0.002844,15.5687,2.63987,20.7628,20.631
3,double,uniform,GPU,"D | D | D | D | N | D",384,12,2.41744,0.002878,15.5668,2.64192,20.7605,20.629
3,double,uniform,GPU,"D | D | D | D | N | D",384,13,2.41875,0.002761,15.5678,2.64704,20.7693,20.6364
3,double,uniform,GPU,"D | D | D | D | N | D",384,14,2.41952,0.002746,15.5613,2.64704,20.7608,20.6306
3,double,uniform,GPU,"D | D | D | D | N | D",384,15,2.41949,0.002809,15.5751,2.63987,20.7691,20.6372
3,double,uniform,GPU,"D | D | D | D | N | D",384,16,2.42042,0.00278,15.5817,2.63782,20.7765,20.6428
3,double,uniform,GPU,"D | D | D | D | N | D",384,17,2.41763,0.002936,15.5729,2.63782,20.7636,20.6313
3,double,uniform,GPU,"D | D | D | D | N | D",384,18,2.41802,0.002804,15.5623,2.62861,20.7431,20.6117
3,double,uniform,GPU,"D | D | D | D | N | D",384,19,2.41974,0.002849,15.5761,2.6368,20.7673,20.6355
3,double,uniform,GPU,"D | D | D | D | N | D",448,0,3.76381,0.002698,45.8061,4.28749,53.9942,53.8601
3,double,uniform,GPU,"D | D | D | D | N | D",448,1,3.75693,0.002711,45.807,4.30899,54.0076,53.8756
3,double,uniform,GPU,"D | D | D | D | N | D",448,2,3.76038,0.00276,45.8095,4.29363,53.9997,53.8663
3,double,uniform,GPU,"D | D | D | D | N | D",448,3,3.76195,0.002788,45.8094,4.30694,54.0121,53.8811
3,double,uniform,GPU,"D | D | D | D | N | D",448,4,3.76234,0.00277,45.8136,4.28749,53.9998,53.8662
3,double,uniform,GPU,"D | D | D | D | N | D",448,5,3.75942,0.002708,45.805,4.30182,54.0021,53.869
3,double,uniform,GPU,"D | D | D | D | N | D",448,6,3.75917,0.002762,45.795,4.29568,53.9856,53.8526
3,double,uniform,GPU,"D | D | D | D | N | D",448,7,3.75869,0.002761,45.7988,4.30182,53.9959,53.8621
3,double,uniform,GPU,"D | D | D | D | N | D",448,8,3.75693,0.002949,45.8035,4.3008,53.9972,53.8642
3,double,uniform,GPU,"D | D | D | D | N | D",448,9,3.7575,0.002752,45.8047,4.30182,53.999,53.8668
3,double,uniform,GPU,"D | D | D | D | N | D",448,10,3.75805,0.002873,45.7987,4.29466,53.9858,53.8543
3,double,uniform,GPU,"D | D | D | D | N | D",448,11,3.7591,0.002732,45.7974,4.3049,53.9985,53.8642
3,double,uniform,GPU,"D | D | D | D | N | D",448,12,3.75856,0.002772,45.8016,4.29875,53.9924,53.8617
3,double,uniform,GPU,"D | D | D | D | N | D",448,13,3.7592,0.002727,45.7933,4.30592,53.9943,53.8612
3,double,uniform,GPU,"D | D | D | D | N | D",448,14,3.75658,0.002741,45.7908,4.3008,53.9834,53.8509
3,double,uniform,GPU,"D | D | D | D | N | D",448,15,3.75738,0.002752,45.8064,4.30285,54.0033,53.8694
3,double,uniform,GPU,"D | D | D | D | N | D",448,16,3.75859,0.002784,45.7961,4.30592,53.9969,53.8634
3,double,uniform,GPU,"D | D | D | D | N | D",448,17,3.75725,0.002809,45.8064,4.30899,54.0069,53.8755
3,double,uniform,GPU,"D | D | D | D | N | D",448,18,3.75901,0.002719,45.7873,4.30182,53.9859,53.8509
3,double,uniform,GPU,"D | D | D | D | N | D",448,19,3.7593,0.002741,45.8107,4.29875,54.0052,53.8715
3,double,uniform,GPU,"D | D | D | D | N | D",512,0,5.54874,0.002778,61.8572,5.94432,73.4839,73.3531
3,double,uniform,GPU,"D | D | D | D | N | D",512,1,5.53754,0.002701,61.719,5.9392,73.3285,73.1984
3,double,uniform,GPU,"D | D | D | D | N | D",512,2,5.5328,0.002761,61.5843,5.92179,73.1727,73.0416
3,double,uniform,GPU,"D | D | D | D | N | D",512,3,5.53776,0.002722,61.5964,5.93101,73.2012,73.0679
3,double,uniform,GPU,"D | D | D | D | N | D",512,4,5.54333,0.002743,61.6171,5.93408,73.2292,73.0973
3,double,uniform,GPU,"D | D | D | D | N | D",512,5,5.54243,0.002722,61.621,5.92998,73.2305,73.0961
3,double,uniform,GPU,"D | D | D | D | N | D",512,6,5.54029,0.002738,61.6257,5.93101,73.2339,73.0998
3,double,uniform,GPU,"D | D | D | D | N | D",512,7,5.54096,0.002897,61.8114,5.92589,73.4157,73.2812
3,double,uniform,GPU,"D | D | D | D | N | D",512,8,5.53955,0.002723,61.6971,5.9351,73.31,73.1745
3,double,uniform,GPU,"D | D | D | D | N | D",512,9,5.54054,0.002708,61.7008,5.92896,73.3056,73.173
3,double,uniform,GPU,"D | D | D | D | N | D",512,10,5.53942,0.002776,61.8302,5.93306,73.4379,73.3055
3,double,uniform,GPU,"D | D | D | D | N | D",512,11,5.53946,0.002749,61.5604,5.93101,73.1661,73.0336
3,double,uniform,GPU,"D | D | D | D | N | D",512,12,5.53482,0.002889,61.6666,5.9351,73.2704,73.1394
3,double,uniform,GPU,"D | D | D | D | N | D",512,13,5.53744,0.002768,61.5499,5.93408,73.1571,73.0242
3,double,uniform,GPU,"D | D | D | D | N | D",512,14,5.54016,0.002793,61.5691,5.93408,73.18,73.0461
3,double,uniform,GPU,"D | D | D | D | N | D",512,15,5.53613,0.002732,61.7287,5.92384,73.3226,73.1914
3,double,uniform,GPU,"D | D | D | D | N | D",512,16,5.54272,0.002714,61.5349,5.94125,73.1565,73.0216
3,double,uniform,GPU,"D | D | D | D | N | D",512,17,5.54275,0.002893,61.3478,5.91872,72.946,72.8122
3,double,uniform,GPU,"D | D | D | D | N | D",512,18,5.53907,0.002758,61.5305,5.94125,73.1474,73.0135
3,double,uniform,GPU,"D | D | D | D | N | D",512,19,5.53856,0.002727,61.4932,5.94842,73.1165,72.983
