dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",64,0,1.08554,0,0.089138,0.48704,1.77423,1.66171
3,double,uniform,CPU,"P | P | P | P | P | P",128,5,7.0144,0,0.554374,0.267616,7.9115,7.83639
3,double,uniform,CPU,"P | P | P | P | P | P",128,6,6.90278,0,0.551388,0.25456,7.78141,7.70873
3,double,uniform,CPU,"P | P | P | P | P | P",128,7,7.03165,0,0.553215,0.254688,7.91375,7.83955
3,double,uniform,CPU,"P | P | P | P | P | P",128,8,6.95728,0,0.552837,0.255904,7.85283,7.76602
3,double,uniform,CPU,"P | P | P | P | P | P",128,9,6.91472,0,0.55666,0.254912,7.8025,7.72629
3,double,uniform,CPU,"P | P | P | P | P | P",128,10,6.90842,0,0.553451,0.258656,7.79769,7.72052
3,double,uniform,CPU,"P | P | P | P | P | P",128,11,6.98778,0,0.552943,0.260864,7.87551,7.80158
3,double,uniform,CPU,"P | P | P | P | P | P",128,12,6.87974,0,0.551245,0.252896,7.75848,7.68389
3,double,uniform,CPU,"P | P | P | P | P | P",128,13,6.99562,0,0.555527,0.253792,7.88051,7.80493
3,double,uniform,CPU,"P | P | P | P | P | P",128,14,6.89651,0,0.554374,0.25664,7.78058,7.70753
3,double,uniform,CPU,"P | P | P | P | P | P",128,15,6.92499,0,0.552461,0.254912,7.80801,7.73236
3,double,uniform,CPU,"P | P | P | P | P | P",128,16,6.95965,0,0.553782,0.255872,7.84254,7.7693
3,double,uniform,CPU,"P | P | P | P | P | P",128,17,7.03299,0,0.554281,0.25456,7.92167,7.84183
3,double,uniform,CPU,"P | P | P | P | P | P",128,18,6.97034,0,0.552482,0.254688,7.85341,7.77751
3,double,uniform,CPU,"P | P | P | P | P | P",128,19,6.93123,0,0.550784,0.254976,7.81247,7.73699
3,double,uniform,CPU,"P | P | P | P | P | P",192,0,23.743,0,1.81046,0.787616,26.4427,26.3411
3,double,uniform,CPU,"P | P | P | P | P | P",192,1,23.7459,0,1.77439,0.768192,26.3784,26.2884
3,double,uniform,CPU,"P | P | P | P | P | P",192,2,23.6091,0,1.76956,0.767552,26.2352,26.1462
3,double,uniform,CPU,"P | P | P | P | P | P",192,3,23.8168,0,1.76971,0.765792,26.4422,26.3523
3,double,uniform,CPU,"P | P | P | P | P | P",192,4,23.791,0,1.78206,0.767808,26.4364,26.3408
3,double,uniform,CPU,"P | P | P | P | P | P",192,5,23.7741,0,1.77459,0.76944,26.4093,26.3181
3,double,uniform,CPU,"P | P | P | P | P | P",192,6,24.0508,0,1.77001,0.766176,26.6777,26.587
3,double,uniform,CPU,"P | P | P | P | P | P",192,7,23.8164,0,1.76985,0.768768,26.4522,26.355
3,double,uniform,CPU,"P | P | P | P | P | P",192,8,23.8294,0,1.76858,0.766272,26.4531,26.3643
3,double,uniform,CPU,"P | P | P | P | P | P",192,9,23.8465,0,1.76995,0.768576,26.4757,26.385
3,double,uniform,CPU,"P | P | P | P | P | P",192,10,23.7978,0,1.76911,0.767712,26.4221,26.3346
3,double,uniform,CPU,"P | P | P | P | P | P",192,11,23.9041,0,1.76803,0.764928,26.5248,26.437
3,double,uniform,CPU,"P | P | P | P | P | P",192,12,23.9603,0,1.7665,0.768192,26.5837,26.4949
3,double,uniform,CPU,"P | P | P | P | P | P",192,13,23.7387,0,1.76732,0.771968,26.3853,26.278
3,double,uniform,CPU,"P | P | P | P | P | P",192,14,24.2548,0,1.77357,0.772736,26.8909,26.8011
3,double,uniform,CPU,"P | P | P | P | P | P",192,15,24.0434,0,1.76813,0.766496,26.6673,26.578
3,double,uniform,CPU,"P | P | P | P | P | P",192,16,24.2685,0,1.76923,0.76624,26.8963,26.8039
3,double,uniform,CPU,"P | P | P | P | P | P",192,17,24.1999,0,1.77188,0.766944,26.9146,26.7388
3,double,uniform,CPU,"P | P | P | P | P | P",192,18,23.8876,0,1.77026,0.771712,26.5184,26.4296
3,double,uniform,CPU,"P | P | P | P | P | P",192,19,23.8998,0,1.76891,0.767936,26.5252,26.4367
3,double,uniform,CPU,"P | P | P | P | P | P",256,0,56.1756,0,4.22379,1.78125,62.2665,62.1807
3,double,uniform,CPU,"P | P | P | P | P | P",256,1,56.2669,0,4.1653,1.77325,62.2868,62.2054
3,double,uniform,CPU,"P | P | P | P | P | P",256,2,56.032,0,4.1801,1.77043,62.0724,61.9825
3,double,uniform,CPU,"P | P | P | P | P | P",256,3,55.6294,0,4.18491,1.77168,61.6675,61.586
3,double,uniform,CPU,"P | P | P | P | P | P",256,4,55.8261,0,4.17065,1.77411,61.8505,61.7709
3,double,uniform,CPU,"P | P | P | P | P | P",256,5,56.1133,0,4.18329,1.77254,62.1542,62.0691
3,double,uniform,CPU,"P | P | P | P | P | P",256,6,55.5326,0,4.17378,1.77168,61.5597,61.4781
3,double,uniform,CPU,"P | P | P | P | P | P",256,7,56.4137,0,4.19702,1.79462,62.5166,62.4054
3,double,uniform,CPU,"P | P | P | P | P | P",256,8,54.9654,0,4.1764,1.77002,60.9968,60.9118
3,double,uniform,CPU,"P | P | P | P | P | P",256,9,54.8462,0,4.18231,1.77024,60.8788,60.7988
3,double,uniform,CPU,"P | P | P | P | P | P",256,10,55.6811,0,4.17968,1.77197,61.7185,61.6328
3,double,uniform,CPU,"P | P | P | P | P | P",256,11,55.5244,0,4.18319,1.77242,61.5649,61.48
3,double,uniform,CPU,"P | P | P | P | P | P",256,12,55.6745,0,4.16875,1.77379,61.7018,61.617
3,double,uniform,CPU,"P | P | P | P | P | P",256,13,56.6211,0,4.18215,1.7735,62.6609,62.5767
3,double,uniform,CPU,"P | P | P | P | P | P",256,14,56.5611,0,4.17137,1.77347,62.5928,62.506
3,double,uniform,CPU,"P | P | P | P | P | P",256,15,55.6531,0,4.18112,1.7769,61.6993,61.6111
3,double,uniform,CPU,"P | P | P | P | P | P",256,16,56.0862,0,4.18357,1.77466,62.1411,62.0445
3,double,uniform,CPU,"P | P | P | P | P | P",256,17,56.9294,0,4.17408,1.776,62.9648,62.8795
3,double,uniform,CPU,"P | P | P | P | P | P",256,18,55.7067,0,4.17888,1.7711,61.743,61.6566
3,double,uniform,CPU,"P | P | P | P | P | P",256,19,55.39,0,4.17635,1.77286,61.4214,61.3392
3,double,uniform,CPU,"P | P | P | P | P | P",320,0,106.214,0,9.44206,3.45664,119.196,119.113
3,double,uniform,CPU,"P | P | P | P | P | P",320,1,107.933,0,9.42882,3.44477,120.897,120.807
3,double,uniform,CPU,"P | P | P | P | P | P",320,2,107.982,0,9.41621,3.45955,120.939,120.858
3,double,uniform,CPU,"P | P | P | P | P | P",320,3,107.23,0,9.43702,3.44746,120.2,120.114
3,double,uniform,CPU,"P | P | P | P | P | P",320,4,107.289,0,9.43812,3.44544,120.263,120.173
3,double,uniform,CPU,"P | P | P | P | P | P",320,5,107.671,0,9.43446,3.45178,120.64,120.557
3,double,uniform,CPU,"P | P | P | P | P | P",320,6,105.966,0,9.42753,3.46333,118.943,118.857
3,double,uniform,CPU,"P | P | P | P | P | P",320,7,108.267,0,9.42567,3.45424,121.233,121.147
3,double,uniform,CPU,"P | P | P | P | P | P",320,8,108.066,0,9.44893,3.47088,121.093,120.986
3,double,uniform,CPU,"P | P | P | P | P | P",320,9,107.329,0,9.43048,3.44733,120.29,120.207
3,double,uniform,CPU,"P | P | P | P | P | P",320,10,107.62,0,9.42698,3.44541,120.579,120.492
3,double,uniform,CPU,"P | P | P | P | P | P",320,11,107.041,0,9.42817,3.4543,120.012,119.923
3,double,uniform,CPU,"P | P | P | P | P | P",320,12,107.021,0,9.43799,3.45962,120.001,119.919
3,double,uniform,CPU,"P | P | P | P | P | P",320,13,107.791,0,9.43467,3.45274,120.763,120.678
3,double,uniform,CPU,"P | P | P | P | P | P",320,14,107.007,0,9.41752,3.45078,119.959,119.875
3,double,uniform,CPU,"P | P | P | P | P | P",320,15,106.884,0,9.42374,3.45424,119.843,119.762
3,double,uniform,CPU,"P | P | P | P | P | P",320,16,107.726,0,9.437,3.44483,120.695,120.608
3,double,uniform,CPU,"P | P | P | P | P | P",320,17,107.898,0,9.43081,3.45248,120.865,120.781
3,double,uniform,CPU,"P | P | P | P | P | P",320,18,105.994,0,9.43635,3.45405,118.971,118.884
3,double,uniform,CPU,"P | P | P | P | P | P",320,19,106.719,0,9.43656,3.44931,119.695,119.605
3,double,uniform,CPU,"P | P | P | P | P | P",384,0,227.821,0,16.9663,5.96061,250.834,250.748
3,double,uniform,CPU,"P | P | P | P | P | P",384,1,229.5,0,16.9384,5.9585,252.491,252.397
3,double,uniform,CPU,"P | P | P | P | P | P",384,2,227.975,0,16.9012,5.93251,250.896,250.809
3,double,uniform,CPU,"P | P | P | P | P | P",384,3,229.662,0,16.9431,5.94496,252.639,252.55
3,double,uniform,CPU,"P | P | P | P | P | P",384,4,229.431,0,16.9208,5.94595,252.385,252.297
3,double,uniform,CPU,"P | P | P | P | P | P",384,5,228.527,0,16.7333,5.97091,251.316,251.231
3,double,uniform,CPU,"P | P | P | P | P | P",384,6,227.004,0,16.6107,5.97389,249.673,249.589
3,double,uniform,CPU,"P | P | P | P | P | P",384,7,227.478,0,16.5111,5.99942,250.075,249.989
3,double,uniform,CPU,"P | P | P | P | P | P",384,8,230.362,0,16.5073,5.99926,252.954,252.868
3,double,uniform,CPU,"P | P | P | P | P | P",384,9,229.305,0,16.5154,6.00522,251.912,251.826
3,double,uniform,CPU,"P | P | P | P | P | P",384,10,229.442,0,16.5903,6.00704,252.139,252.039
3,double,uniform,CPU,"P | P | P | P | P | P",384,11,228.311,0,16.5985,6.02336,251.025,250.933
3,double,uniform,CPU,"P | P | P | P | P | P",384,12,227.72,0,16.5838,5.98893,250.379,250.293
3,double,uniform,CPU,"P | P | P | P | P | P",384,13,229.22,0,16.5677,5.98266,251.859,251.77
3,double,uniform,CPU,"P | P | P | P | P | P",384,14,227.5,0,16.5419,6.01482,250.145,250.056
3,double,uniform,CPU,"P | P | P | P | P | P",384,15,228.908,0,16.5937,6.00461,251.591,251.506
3,double,uniform,CPU,"P | P | P | P | P | P",384,16,228.69,0,16.5549,5.99917,251.33,251.244
3,double,uniform,CPU,"P | P | P | P | P | P",384,17,228.73,0,16.5587,6.0095,251.38,251.298
3,double,uniform,CPU,"P | P | P | P | P | P",384,18,228.064,0,16.517,6.00301,250.67,250.584
3,double,uniform,CPU,"P | P | P | P | P | P",384,19,230.348,0,16.4826,6.0184,252.933,252.85
3,double,uniform,CPU,"P | P | P | P | P | P",448,0,294.654,0,35.3083,9.58858,339.638,339.551
3,double,uniform,CPU,"P | P | P | P | P | P",448,1,291.284,0,35.2977,9.57411,336.245,336.156
3,double,uniform,CPU,"P | P | P | P | P | P",448,2,293.282,0,35.2922,9.57638,338.242,338.151
3,double,uniform,CPU,"P | P | P | P | P | P",448,3,295.761,0,35.288,9.57536,340.714,340.624
3,double,uniform,CPU,"P | P | P | P | P | P",448,4,296.896,0,35.2912,9.57539,341.855,341.763
3,double,uniform,CPU,"P | P | P | P | P | P",448,5,293.389,0,35.3084,9.57622,338.362,338.274
3,double,uniform,CPU,"P | P | P | P | P | P",448,6,293.712,0,35.3137,9.56451,338.681,338.59
3,double,uniform,CPU,"P | P | P | P | P | P",448,7,297.77,0,35.2983,9.58541,342.744,342.654
3,double,uniform,CPU,"P | P | P | P | P | P",448,8,295.605,0,35.2934,9.59158,340.579,340.49
3,double,uniform,CPU,"P | P | P | P | P | P",448,9,292.562,0,35.2942,9.58378,337.53,337.44
3,double,uniform,CPU,"P | P | P | P | P | P",448,10,293.196,0,35.3078,9.568,338.16,338.071
3,double,uniform,CPU,"P | P | P | P | P | P",448,11,295.529,0,35.2962,9.55309,340.466,340.378
3,double,uniform,CPU,"P | P | P | P | P | P",448,12,293.959,0,35.3008,9.57296,338.924,338.832
3,double,uniform,CPU,"P | P | P | P | P | P",448,13,297.285,0,35.3117,9.57325,342.262,342.17
3,double,uniform,CPU,"P | P | P | P | P | P",448,14,295.359,0,35.3012,9.5671,340.319,340.227
3,double,uniform,CPU,"P | P | P | P | P | P",448,15,300.019,0,35.3079,9.57165,344.987,344.899
3,double,uniform,CPU,"P | P | P | P | P | P",448,16,293.776,0,35.2983,9.57168,338.732,338.646
3,double,uniform,CPU,"P | P | P | P | P | P",448,17,292.793,0,35.3241,9.60195,337.808,337.719
3,double,uniform,CPU,"P | P | P | P | P | P",448,18,296.96,0,35.3099,9.55914,341.917,341.829
3,double,uniform,CPU,"P | P | P | P | P | P",448,19,293.982,0,35.2984,9.56998,338.938,338.851
3,double,uniform,CPU,"P | P | P | P | P | P",512,0,446.387,0,66.7904,14.3329,527.604,527.51
3,double,uniform,CPU,"P | P | P | P | P | P",512,1,434.577,0,66.7102,14.3037,515.678,515.59
3,double,uniform,CPU,"P | P | P | P | P | P",512,2,441.033,0,67.4672,14.3148,522.908,522.815
3,double,uniform,CPU,"P | P | P | P | P | P",512,3,437.349,0,67.077,14.3099,518.828,518.736
3,double,uniform,CPU,"P | P | P | P | P | P",512,4,443.371,0,66.5835,14.3187,524.364,524.273
3,double,uniform,CPU,"P | P | P | P | P | P",512,5,443.824,0,66.0632,14.2503,524.229,524.137
3,double,uniform,CPU,"P | P | P | P | P | P",512,6,440.767,0,67.4629,14.3311,522.695,522.561
3,double,uniform,CPU,"P | P | P | P | P | P",512,7,441.759,0,66.542,14.2722,522.662,522.573
3,double,uniform,CPU,"P | P | P | P | P | P",512,8,443.888,0,66.4749,14.3148,524.767,524.677
3,double,uniform,CPU,"P | P | P | P | P | P",512,9,444.112,0,66.7587,14.2915,525.252,525.162
3,double,uniform,CPU,"P | P | P | P | P | P",512,10,443.863,0,67.0601,14.3069,525.321,525.229
3,double,uniform,CPU,"P | P | P | P | P | P",512,11,435.147,0,67.4954,14.302,517.033,516.944
3,double,uniform,CPU,"P | P | P | P | P | P",512,12,440.029,0,67.3355,14.3147,521.769,521.679
3,double,uniform,CPU,"P | P | P | P | P | P",512,13,437.606,0,66.9791,14.295,518.97,518.88
3,double,uniform,CPU,"P | P | P | P | P | P",512,14,445.404,0,67.1951,14.3029,526.992,526.902
3,double,uniform,CPU,"P | P | P | P | P | P",512,15,441.024,0,66.3846,14.282,521.785,521.691
3,double,uniform,CPU,"P | P | P | P | P | P",512,16,438.348,0,66.5162,14.2905,519.241,519.155
3,double,uniform,CPU,"P | P | P | P | P | P",512,17,437.522,0,66.6662,14.25,518.53,518.438
3,double,uniform,CPU,"P | P | P | P | P | P",512,18,441.753,0,66.4687,14.3223,522.634,522.544
3,double,uniform,CPU,"P | P | P | P | P | P",512,19,437.231,0,66.3702,14.3035,517.995,517.904
