dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,0.033632,0.004072,0.11338,0.365568,0.656185,0.516652
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,0.170272,0.004105,0.612668,0.22016,1.15365,1.00721
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,0.365472,0.004052,1.57877,0.519168,2.60395,2.46746
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,0.359616,0.003587,1.54239,0.510976,2.54857,2.41657
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,0.36784,0.003659,1.55026,0.502784,2.5573,2.42455
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,0.369696,0.004018,1.55203,0.512,2.57168,2.43775
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,0.365952,0.004058,1.55164,0.514048,2.57058,2.4357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,0.366336,0.003704,1.55474,0.513024,2.5712,2.43781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,0.3696,0.004058,1.55227,0.513024,2.56775,2.43896
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,0.365856,0.004121,1.55169,0.507904,2.56726,2.42957
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,0.366752,0.004921,1.54997,0.507904,2.56928,2.42955
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,0.368192,0.004075,1.55828,0.510976,2.5846,2.44152
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,0.366976,0.00365,1.55534,0.508928,2.56835,2.4349
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,0.369184,0.004158,1.55242,0.509952,2.57367,2.43571
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,0.36576,0.003994,1.55411,0.509952,2.57393,2.43382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,0.364896,0.003754,1.55037,0.50688,2.55983,2.4259
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,0.361696,0.004162,1.55359,0.508928,2.56683,2.42837
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,0.365088,0.004041,1.55557,0.510976,2.57159,2.43567
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,0.369184,0.004092,1.62305,0.509952,2.64296,2.50628
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,0.367872,0.00412,1.55271,0.504832,2.56609,2.42954
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,0.359552,0.003471,1.54763,0.512,2.55433,2.42266
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,0.367712,0.003775,1.55153,0.507904,2.56461,2.43092
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,0.695456,0.003141,4.70773,0.94208,6.48408,6.3484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,0.691808,0.003058,4.68383,0.93696,6.44838,6.31565
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,0.689824,0.003076,4.68841,0.93184,6.44276,6.31315
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,0.697024,0.003061,4.68053,0.933888,6.44468,6.3145
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,0.692256,0.003036,4.67641,0.933888,6.43539,6.30559
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,0.692768,0.00304,4.68486,0.939008,6.44979,6.31968
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,0.690176,0.003046,4.69111,0.94,6.45394,6.32434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,0.697856,0.003197,4.68494,0.933888,6.45288,6.31988
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,0.692384,0.003105,4.6831,0.935936,6.4457,6.31453
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,0.694912,0.002998,4.68184,0.933888,6.44313,6.31363
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,0.689824,0.002987,4.68759,0.933888,6.44472,6.31429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,0.692704,0.003035,4.68527,0.933888,6.44511,6.31489
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,0.689824,0.003343,4.68045,0.937984,6.44187,6.3116
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,0.6896,0.003245,4.68428,0.93184,6.43902,6.30897
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,0.692704,0.003419,4.68743,0.924672,6.43777,6.30822
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,0.69152,0.003056,4.6825,0.940032,6.44553,6.3171
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,0.688064,0.003344,4.68716,0.929792,6.4393,6.30836
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,0.691616,0.003063,4.69002,0.93696,6.45197,6.32166
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,0.6904,0.003009,4.68654,0.92672,6.43663,6.30667
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,0.694528,0.003048,4.67782,0.932864,6.43766,6.30826
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,1.18685,0.003128,8.47487,1.62816,11.4223,11.293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,1.18336,0.002761,8.43352,1.61997,11.3704,11.2396
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,1.18486,0.002962,8.43402,1.61894,11.3721,11.2408
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,1.18576,0.002764,8.43985,1.62918,11.3857,11.2576
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,1.18371,0.003064,8.45028,1.61997,11.3861,11.257
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,1.1832,0.002793,8.4477,1.61792,11.3821,11.2516
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,1.18195,0.002748,8.43816,1.61894,11.3717,11.2418
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,1.18784,0.003033,8.44743,1.62202,11.3911,11.2603
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,1.18358,0.002748,8.44444,1.62099,11.3793,11.2518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,9,1.18579,0.002746,8.44235,1.62202,11.3839,11.2529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,10,1.18646,0.002768,8.44193,1.62816,11.3898,11.2593
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,11,1.18285,0.002753,8.43889,1.62509,11.3771,11.2496
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,12,1.18358,0.002795,8.44241,1.62304,11.3811,11.2518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,13,1.20451,0.003517,8.47483,1.6343,11.4418,11.3172
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,14,1.18416,0.00283,8.44184,1.61587,11.3748,11.2447
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,15,1.1856,0.002789,8.4519,1.62099,11.3904,11.2613
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,16,1.18646,0.002773,8.43835,1.62406,11.3813,11.2517
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,17,1.18218,0.002773,8.44808,1.62304,11.3873,11.2561
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,18,1.18634,0.002815,8.43921,1.61997,11.3782,11.2483
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,19,1.18643,0.002775,8.44446,1.6169,11.3794,11.2506
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,0,1.88976,0.003106,14.0101,2.66547,18.7012,18.5684
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,1,1.88493,0.002724,13.9859,2.66547,18.672,18.539
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,2,1.8807,0.002671,13.9822,2.67264,18.6716,18.5382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,3,1.88717,0.002768,13.9937,2.67059,18.6879,18.5542
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,4,1.88061,0.002696,13.9762,2.67674,18.6688,18.5363
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,5,1.8815,0.002774,13.9746,2.67776,18.6713,18.5366
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,6,1.88435,0.002738,13.9815,2.67878,18.6804,18.5474
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,7,1.88253,0.00267,13.9841,2.66854,18.6722,18.5379
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,8,1.88144,0.002919,13.9812,2.67469,18.6749,18.5403
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,9,1.88618,0.002807,13.988,2.68083,18.691,18.5578
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,10,1.88211,0.002888,13.9898,2.66854,18.6801,18.5434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,11,1.88186,0.00271,13.9799,2.67469,18.673,18.5392
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,12,1.88083,0.002873,13.9744,2.66854,18.6615,18.5267
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,13,1.88006,0.002723,13.981,2.68083,18.6792,18.5446
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,14,1.8832,0.002748,13.9928,2.67059,18.6855,18.5493
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,15,1.88547,0.002737,13.9864,2.6665,18.675,18.5411
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,16,1.8857,0.002736,13.9947,2.67264,18.6898,18.5558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,17,1.88634,0.002734,13.9879,2.67366,18.6856,18.5507
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,18,1.8801,0.002673,13.977,2.66445,18.6594,18.5242
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",448,19,1.87984,0.002701,13.9935,2.67264,18.6845,18.5487
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,0,2.77206,0.002718,24.4707,3.67616,31.0518,30.9216
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,1,2.7615,0.002716,21.8333,3.54304,28.2739,28.1406
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,2,2.75642,0.002732,21.8478,3.52973,28.2701,28.1367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,3,2.75731,0.002802,21.8422,3.53382,28.2693,28.1361
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,4,2.75827,0.002701,21.835,3.53382,28.263,28.1298
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,5,2.76102,0.002725,21.8316,3.53075,28.2579,28.1261
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,6,2.7584,0.002994,21.3758,3.51027,27.7754,27.6474
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,7,2.7559,0.002755,21.3068,3.5072,27.7056,27.5727
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,8,2.75891,0.002751,21.3208,3.50618,27.7198,27.5887
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,9,2.75818,0.002802,21.31,3.51744,27.7187,27.5884
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,10,2.7567,0.002744,21.3124,3.50208,27.7065,27.574
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,11,2.75581,0.002731,21.3059,3.51437,27.7113,27.5789
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,12,2.75974,0.00268,21.3042,3.5031,27.7033,27.5697
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,13,2.75872,0.002731,21.3267,3.50413,27.724,27.5923
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,14,2.75738,0.002681,21.2941,3.51334,27.7005,27.5675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,15,2.75478,0.002728,21.3243,3.50925,27.7248,27.591
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,16,2.75594,0.002689,21.3076,3.5072,27.7056,27.5734
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,17,2.76083,0.002712,21.3005,3.50925,27.7053,27.5733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,18,2.75661,0.00272,21.3116,3.51744,27.7202,27.5883
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",512,19,2.75706,0.002722,21.3006,3.51027,27.7025,27.5707
