dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",64,0,0.044352,0.00397,0.086968,0.434176,0.716832,0.569466
3,float,uniform,GPU,"P | P | P | P | D | N",192,2,0.162624,0.003962,0.822454,0.437248,1.57178,1.42629
3,float,uniform,GPU,"P | P | P | P | D | N",192,3,0.163136,0.004046,0.895195,0.434176,1.64062,1.49655
3,float,uniform,GPU,"P | P | P | P | D | N",192,4,0.162144,0.004111,0.822435,0.436224,1.57323,1.42491
3,float,uniform,GPU,"P | P | P | P | D | N",192,5,0.170208,0.004011,0.881464,0.437248,1.64172,1.49293
3,float,uniform,GPU,"P | P | P | P | D | N",192,6,0.16224,0.004042,0.823687,0.434176,1.57037,1.42414
3,float,uniform,GPU,"P | P | P | P | D | N",192,7,0.161984,0.004211,0.821629,0.436224,1.56859,1.42405
3,float,uniform,GPU,"P | P | P | P | D | N",192,8,0.163168,0.003971,0.823527,0.4352,1.57044,1.42587
3,float,uniform,GPU,"P | P | P | P | D | N",192,9,0.165856,0.003891,0.82286,0.434176,1.5716,1.42678
3,float,uniform,GPU,"P | P | P | P | D | N",192,10,0.170144,0.003974,0.825546,0.438272,1.5834,1.43794
3,float,uniform,GPU,"P | P | P | P | D | N",192,11,0.16208,0.004359,0.830012,0.434176,1.57519,1.43063
3,float,uniform,GPU,"P | P | P | P | D | N",192,12,0.162048,0.00399,0.821275,0.4352,1.57198,1.42251
3,float,uniform,GPU,"P | P | P | P | D | N",192,13,0.165504,0.003914,0.899859,0.439296,1.65515,1.50857
3,float,uniform,GPU,"P | P | P | P | D | N",192,14,0.16624,0.003996,0.82675,0.437248,1.57991,1.43423
3,float,uniform,GPU,"P | P | P | P | D | N",192,15,0.168288,0.00419,0.826654,0.428032,1.57173,1.42716
3,float,uniform,GPU,"P | P | P | P | D | N",192,16,0.170688,0.004021,0.826921,0.436224,1.58546,1.43785
3,float,uniform,GPU,"P | P | P | P | D | N",192,17,0.16784,0.003941,0.820178,0.442368,1.5783,1.43433
3,float,uniform,GPU,"P | P | P | P | D | N",192,18,0.164704,0.003962,0.821055,0.433152,1.56516,1.42287
3,float,uniform,GPU,"P | P | P | P | D | N",192,19,0.193952,0.004014,0.822852,0.436224,1.60088,1.45704
3,float,uniform,GPU,"P | P | P | P | D | N",256,0,0.362464,0.004027,2.00631,0.979968,3.4984,3.35277
3,float,uniform,GPU,"P | P | P | P | D | N",256,1,0.365088,0.00387,1.96362,0.970752,3.44946,3.30332
3,float,uniform,GPU,"P | P | P | P | D | N",256,2,0.360704,0.004015,1.97031,0.974848,3.45355,3.30988
3,float,uniform,GPU,"P | P | P | P | D | N",256,3,0.358944,0.003852,1.96776,0.97792,3.45339,3.30848
3,float,uniform,GPU,"P | P | P | P | D | N",256,4,0.358176,0.003458,1.9646,0.975872,3.44032,3.3021
3,float,uniform,GPU,"P | P | P | P | D | N",256,5,0.362208,0.004041,1.96889,0.969728,3.45066,3.30487
3,float,uniform,GPU,"P | P | P | P | D | N",256,6,0.36384,0.00394,1.96568,0.969728,3.44875,3.30319
3,float,uniform,GPU,"P | P | P | P | D | N",256,7,0.3616,0.003538,1.96553,0.966656,3.43979,3.29732
3,float,uniform,GPU,"P | P | P | P | D | N",256,8,0.362272,0.004013,1.97087,0.969728,3.45382,3.30688
3,float,uniform,GPU,"P | P | P | P | D | N",256,9,0.365472,0.004064,1.97155,0.9728,3.46099,3.31388
3,float,uniform,GPU,"P | P | P | P | D | N",256,10,0.364768,0.004434,1.96882,0.973824,3.45473,3.31185
3,float,uniform,GPU,"P | P | P | P | D | N",256,11,0.361728,0.004243,1.9681,0.975872,3.45727,3.30994
3,float,uniform,GPU,"P | P | P | P | D | N",256,12,0.358112,0.003352,1.96852,0.971776,3.44054,3.30176
3,float,uniform,GPU,"P | P | P | P | D | N",256,13,0.362688,0.003912,1.96647,0.973824,3.45243,3.30689
3,float,uniform,GPU,"P | P | P | P | D | N",256,14,0.3608,0.004046,1.96709,0.9728,3.44916,3.30473
3,float,uniform,GPU,"P | P | P | P | D | N",256,15,0.363616,0.003998,1.96635,0.973824,3.45592,3.30779
3,float,uniform,GPU,"P | P | P | P | D | N",256,16,0.3624,0.004183,1.96659,0.973824,3.45258,3.307
3,float,uniform,GPU,"P | P | P | P | D | N",256,17,0.362528,0.004106,1.97158,0.974848,3.4608,3.31306
3,float,uniform,GPU,"P | P | P | P | D | N",256,18,0.363392,0.004005,1.96674,0.968704,3.44635,3.30284
3,float,uniform,GPU,"P | P | P | P | D | N",256,19,0.362336,0.003816,1.96649,0.971776,3.44678,3.30442
3,float,uniform,GPU,"P | P | P | P | D | N",320,0,0.693984,0.002943,5.49806,1.88621,8.22024,8.08119
3,float,uniform,GPU,"P | P | P | P | D | N",320,1,0.690592,0.002956,5.48689,1.89133,8.21089,8.07176
3,float,uniform,GPU,"P | P | P | P | D | N",320,2,0.691232,0.002989,5.48828,1.88621,8.21953,8.06871
3,float,uniform,GPU,"P | P | P | P | D | N",320,3,0.69392,0.003139,5.48842,1.89747,8.22069,8.08295
3,float,uniform,GPU,"P | P | P | P | D | N",320,4,0.691168,0.003002,5.488,1.89542,8.21646,8.07759
3,float,uniform,GPU,"P | P | P | P | D | N",320,5,0.690048,0.00289,5.48374,1.8944,8.21183,8.07108
3,float,uniform,GPU,"P | P | P | P | D | N",320,6,0.694848,0.003031,5.4834,1.8944,8.21282,8.07567
3,float,uniform,GPU,"P | P | P | P | D | N",320,7,0.721856,0.003632,5.5082,1.91181,8.2811,8.14549
3,float,uniform,GPU,"P | P | P | P | D | N",320,8,0.692608,0.003243,5.48011,1.88416,8.1978,8.06013
3,float,uniform,GPU,"P | P | P | P | D | N",320,9,0.69072,0.003093,5.48223,1.90259,8.21684,8.07864
3,float,uniform,GPU,"P | P | P | P | D | N",320,10,0.689856,0.002973,5.48281,1.89235,8.20964,8.068
3,float,uniform,GPU,"P | P | P | P | D | N",320,11,0.691648,0.0029,5.48898,1.89235,8.21971,8.07588
3,float,uniform,GPU,"P | P | P | P | D | N",320,12,0.692992,0.002922,5.47487,1.89235,8.20386,8.06313
3,float,uniform,GPU,"P | P | P | P | D | N",320,13,0.695136,0.002977,5.47615,1.8944,8.21101,8.06866
3,float,uniform,GPU,"P | P | P | P | D | N",320,14,0.692064,0.002912,5.48719,1.88416,8.20657,8.06633
3,float,uniform,GPU,"P | P | P | P | D | N",320,15,0.691552,0.002896,5.48443,1.89952,8.21762,8.07839
3,float,uniform,GPU,"P | P | P | P | D | N",320,16,0.694944,0.002888,5.48125,1.89133,8.21224,8.07041
3,float,uniform,GPU,"P | P | P | P | D | N",320,17,0.692576,0.00308,5.4852,1.88928,8.20932,8.07014
3,float,uniform,GPU,"P | P | P | P | D | N",320,18,0.691712,0.002901,5.4792,1.89542,8.20842,8.06924
3,float,uniform,GPU,"P | P | P | P | D | N",320,19,0.691584,0.003216,5.48218,1.89747,8.21929,8.07445
3,float,uniform,GPU,"P | P | P | P | D | N",384,0,1.18579,0.002881,9.97845,3.27475,14.5846,14.4419
3,float,uniform,GPU,"P | P | P | P | D | N",384,1,1.18704,0.002822,9.95582,3.27373,14.5589,14.4194
3,float,uniform,GPU,"P | P | P | P | D | N",384,2,1.17875,0.002856,9.93206,3.27373,14.5294,14.3874
3,float,uniform,GPU,"P | P | P | P | D | N",384,3,1.18422,0.003254,9.95296,3.27984,14.5704,14.4203
3,float,uniform,GPU,"P | P | P | P | D | N",384,4,1.18634,0.002856,9.94718,3.28192,14.56,14.4183
3,float,uniform,GPU,"P | P | P | P | D | N",384,5,1.18317,0.002778,9.95817,3.2809,14.5685,14.425
3,float,uniform,GPU,"P | P | P | P | D | N",384,6,1.18,0.003195,9.92489,3.26349,14.516,14.3716
3,float,uniform,GPU,"P | P | P | P | D | N",384,7,1.18278,0.002827,9.94624,3.27066,14.5516,14.4025
3,float,uniform,GPU,"P | P | P | P | D | N",384,8,1.18352,0.00292,9.93348,3.2727,14.5344,14.3926
3,float,uniform,GPU,"P | P | P | P | D | N",384,9,1.18278,0.003005,9.95269,3.26656,14.5465,14.405
3,float,uniform,GPU,"P | P | P | P | D | N",384,10,1.1832,0.002844,9.92375,3.27168,14.5233,14.3815
3,float,uniform,GPU,"P | P | P | P | D | N",384,11,1.18352,0.003097,9.93524,3.2768,14.5411,14.3987
3,float,uniform,GPU,"P | P | P | P | D | N",384,12,1.18224,0.003065,9.93144,3.27578,14.5344,14.3925
3,float,uniform,GPU,"P | P | P | P | D | N",384,13,1.17802,0.002903,9.94784,3.27373,14.5456,14.4025
3,float,uniform,GPU,"P | P | P | P | D | N",384,14,1.18186,0.003051,9.93845,3.27578,14.5405,14.3991
3,float,uniform,GPU,"P | P | P | P | D | N",384,15,1.18096,0.002851,9.9279,3.27578,14.5308,14.3875
3,float,uniform,GPU,"P | P | P | P | D | N",384,16,1.18294,0.00288,9.94836,3.27168,14.5492,14.4059
3,float,uniform,GPU,"P | P | P | P | D | N",384,17,1.18422,0.002851,9.94318,3.2727,14.5442,14.403
3,float,uniform,GPU,"P | P | P | P | D | N",384,18,1.18346,0.002799,9.94717,3.27782,14.5536,14.4113
3,float,uniform,GPU,"P | P | P | P | D | N",384,19,1.18349,0.002855,9.94294,3.27373,14.5448,14.403
3,float,uniform,GPU,"P | P | P | P | D | N",448,0,1.88288,0.002889,15.7356,5.34323,23.106,22.9646
3,float,uniform,GPU,"P | P | P | P | D | N",448,1,1.87661,0.003558,15.7242,5.35654,23.1028,22.9609
3,float,uniform,GPU,"P | P | P | P | D | N",448,2,1.87792,0.002863,15.7204,5.35245,23.0929,22.9536
3,float,uniform,GPU,"P | P | P | P | D | N",448,3,1.87821,0.002905,15.7135,5.35142,23.0896,22.9461
3,float,uniform,GPU,"P | P | P | P | D | N",448,4,1.87898,0.002856,15.7234,5.34733,23.0936,22.9526
3,float,uniform,GPU,"P | P | P | P | D | N",448,5,1.87878,0.002898,15.7377,5.34426,23.1034,22.9636
3,float,uniform,GPU,"P | P | P | P | D | N",448,6,1.87629,0.002865,15.7257,5.33094,23.0733,22.9358
3,float,uniform,GPU,"P | P | P | P | D | N",448,7,1.87898,0.002877,15.7208,5.35552,23.0977,22.9581
3,float,uniform,GPU,"P | P | P | P | D | N",448,8,1.87805,0.002862,15.7132,5.34733,23.0796,22.9414
3,float,uniform,GPU,"P | P | P | P | D | N",448,9,1.87542,0.002859,15.712,5.35142,23.0815,22.9417
3,float,uniform,GPU,"P | P | P | P | D | N",448,10,1.87674,0.00279,15.7286,5.34733,23.0939,22.9554
3,float,uniform,GPU,"P | P | P | P | D | N",448,11,1.8768,0.00279,15.7205,5.33402,23.0704,22.9341
3,float,uniform,GPU,"P | P | P | P | D | N",448,12,1.87725,0.002843,15.7253,5.34426,23.0907,22.9497
3,float,uniform,GPU,"P | P | P | P | D | N",448,13,1.8744,0.00286,15.7152,5.35142,23.0782,22.9439
3,float,uniform,GPU,"P | P | P | P | D | N",448,14,1.87792,0.002824,15.7164,5.35245,23.0894,22.9496
3,float,uniform,GPU,"P | P | P | P | D | N",448,15,1.87792,0.002831,15.7189,5.34528,23.0831,22.9449
3,float,uniform,GPU,"P | P | P | P | D | N",448,16,1.88122,0.002872,15.7292,5.34938,23.1037,22.9627
3,float,uniform,GPU,"P | P | P | P | D | N",448,17,1.87898,0.002838,15.717,5.3463,23.0846,22.9451
3,float,uniform,GPU,"P | P | P | P | D | N",448,18,1.87651,0.002812,15.7238,5.36064,23.1027,22.9638
3,float,uniform,GPU,"P | P | P | P | D | N",448,19,1.87792,0.00284,15.7249,5.34835,23.0929,22.954
3,float,uniform,GPU,"P | P | P | P | D | N",512,0,2.7632,0.003063,28.0686,7.5049,38.4801,38.3397
3,float,uniform,GPU,"P | P | P | P | D | N",512,1,2.75613,0.002902,27.2899,7.48851,37.6757,37.5374
3,float,uniform,GPU,"P | P | P | P | D | N",512,2,2.75597,0.002885,27.2715,7.49466,37.661,37.525
3,float,uniform,GPU,"P | P | P | P | D | N",512,3,2.75562,0.002876,27.1091,7.49466,37.4985,37.3622
3,float,uniform,GPU,"P | P | P | P | D | N",512,4,2.75334,0.002957,27.3398,7.46906,37.704,37.5651
3,float,uniform,GPU,"P | P | P | P | D | N",512,5,2.75626,0.00361,27.091,7.5049,37.4956,37.3558
3,float,uniform,GPU,"P | P | P | P | D | N",512,6,2.75318,0.002997,27.3467,7.47213,37.7154,37.575
3,float,uniform,GPU,"P | P | P | P | D | N",512,7,2.7535,0.002951,27.4183,7.5008,37.8133,37.6755
3,float,uniform,GPU,"P | P | P | P | D | N",512,8,2.75302,0.002919,27.4014,7.48851,37.7846,37.6459
3,float,uniform,GPU,"P | P | P | P | D | N",512,9,2.75402,0.002922,27.1931,7.4793,37.5678,37.4293
3,float,uniform,GPU,"P | P | P | P | D | N",512,10,2.75485,0.002929,27.2336,7.47008,37.5968,37.4614
3,float,uniform,GPU,"P | P | P | P | D | N",512,11,2.75302,0.002917,27.3279,7.50182,37.7225,37.5857
3,float,uniform,GPU,"P | P | P | P | D | N",512,12,2.7551,0.002946,27.2636,7.48646,37.6464,37.5081
3,float,uniform,GPU,"P | P | P | P | D | N",512,13,2.75491,0.003176,27.3703,7.4967,37.7645,37.6251
3,float,uniform,GPU,"P | P | P | P | D | N",512,14,2.75878,0.002932,27.4417,7.47827,37.8222,37.6817
3,float,uniform,GPU,"P | P | P | P | D | N",512,15,2.76102,0.002962,27.4018,7.47315,37.7765,37.6389
3,float,uniform,GPU,"P | P | P | P | D | N",512,16,2.75414,0.003061,27.3387,7.48237,37.7167,37.5783
3,float,uniform,GPU,"P | P | P | P | D | N",512,17,2.75411,0.002909,27.1565,7.48954,37.5409,37.403
3,float,uniform,GPU,"P | P | P | P | D | N",512,18,2.75827,0.002934,27.2831,7.49158,37.6747,37.5359
3,float,uniform,GPU,"P | P | P | P | D | N",512,19,2.75926,0.002926,27.3087,7.48134,37.6907,37.5523
