dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"P | P",64,0,0.074752,0,0.038008,0.4352,0.643849,0.54796
1,double,uniform,GPU,"P | P",192,6,0.019456,0,0.020077,0.018432,0.114078,0.057965
1,double,uniform,GPU,"P | P",192,7,0.019456,0,0.019833,0.02048,0.114541,0.059769
1,double,uniform,GPU,"P | P",192,8,0.018432,0,0.019499,0.022528,0.118533,0.060459
1,double,uniform,GPU,"P | P",192,9,0.018432,0,0.019753,0.019456,0.11454,0.057641
1,double,uniform,GPU,"P | P",192,10,0.018432,0,0.019713,0.018432,0.114454,0.056577
1,double,uniform,GPU,"P | P",192,11,0.019456,0,0.019648,0.0256,0.121333,0.064704
1,double,uniform,GPU,"P | P",192,12,0.018432,0,0.01987,0.018432,0.114093,0.056734
1,double,uniform,GPU,"P | P",192,13,0.019456,0,0.020581,0.017408,0.114553,0.057445
1,double,uniform,GPU,"P | P",192,14,0.02048,0,0.02052,0.018432,0.116016,0.059432
1,double,uniform,GPU,"P | P",192,15,0.018432,0,0.020465,0.019456,0.114712,0.058353
1,double,uniform,GPU,"P | P",192,16,0.019456,0,0.020806,0.018432,0.114756,0.058694
1,double,uniform,GPU,"P | P",192,17,0.018432,0,0.020318,0.018432,0.115841,0.057182
1,double,uniform,GPU,"P | P",192,18,0.019456,0,0.020258,0.018432,0.113911,0.058146
1,double,uniform,GPU,"P | P",192,19,0.019456,0,0.019778,0.02048,0.114244,0.059714
1,double,uniform,GPU,"P | P",256,0,0.028672,0,0.024288,0.0256,0.143548,0.07856
1,double,uniform,GPU,"P | P",256,1,0.021504,0,0.020695,0.021504,0.121766,0.063703
1,double,uniform,GPU,"P | P",256,2,0.02048,0,0.020892,0.018432,0.117126,0.059804
1,double,uniform,GPU,"P | P",256,3,0.02048,0,0.019537,0.019456,0.114353,0.059473
1,double,uniform,GPU,"P | P",256,4,0.018432,0,0.019903,0.018432,0.114386,0.056767
1,double,uniform,GPU,"P | P",256,5,0.019456,0,0.157344,0.019456,0.253483,0.196256
1,double,uniform,GPU,"P | P",256,6,0.02048,0,0.019591,0.018432,0.114097,0.058503
1,double,uniform,GPU,"P | P",256,7,0.019456,0,0.020065,0.018432,0.113478,0.057953
1,double,uniform,GPU,"P | P",256,8,0.018432,0,0.020557,0.018432,0.11932,0.057421
1,double,uniform,GPU,"P | P",256,9,0.018432,0,0.019903,0.018432,0.113256,0.056767
1,double,uniform,GPU,"P | P",256,10,0.019456,0,0.019485,0.018432,0.112605,0.057373
1,double,uniform,GPU,"P | P",256,11,0.018432,0,0.01999,0.017408,0.113939,0.05583
1,double,uniform,GPU,"P | P",256,12,0.018432,0,0.020205,0.018432,0.113113,0.057069
1,double,uniform,GPU,"P | P",256,13,0.019456,0,0.020189,0.017408,0.114027,0.057053
1,double,uniform,GPU,"P | P",256,14,0.019456,0,0.019723,0.018432,0.113616,0.057611
1,double,uniform,GPU,"P | P",256,15,0.018432,0,0.019491,0.019456,0.112735,0.057379
1,double,uniform,GPU,"P | P",256,16,0.02048,0,0.019716,0.019456,0.117189,0.059652
1,double,uniform,GPU,"P | P",256,17,0.018432,0,0.019843,0.02048,0.114017,0.058755
1,double,uniform,GPU,"P | P",256,18,0.019456,0,0.020197,0.019456,0.170545,0.059109
1,double,uniform,GPU,"P | P",256,19,0.019456,0,0.019986,0.018432,0.113088,0.057874
1,double,uniform,GPU,"P | P",320,0,0.03072,0,0.025969,0.027648,0.147548,0.084337
1,double,uniform,GPU,"P | P",320,1,0.02048,0,0.022242,0.027648,0.130651,0.07037
1,double,uniform,GPU,"P | P",320,2,0.02048,0,0.021099,0.018432,0.118482,0.060011
1,double,uniform,GPU,"P | P",320,3,0.019456,0,0.020925,0.019456,0.117369,0.059837
1,double,uniform,GPU,"P | P",320,4,0.018432,0,0.020995,0.017408,0.115096,0.056835
1,double,uniform,GPU,"P | P",320,5,0.018432,0,0.020578,0.018432,0.114854,0.057442
1,double,uniform,GPU,"P | P",320,6,0.018432,0,0.023605,0.017408,0.123061,0.059445
1,double,uniform,GPU,"P | P",320,7,0.019456,0,0.020717,0.018432,0.114961,0.058605
1,double,uniform,GPU,"P | P",320,8,0.019456,0,0.020772,0.018432,0.122325,0.05866
1,double,uniform,GPU,"P | P",320,9,0.018432,0,0.020784,0.019456,0.113689,0.058672
1,double,uniform,GPU,"P | P",320,10,0.018432,0,0.02033,0.019456,0.114772,0.058218
1,double,uniform,GPU,"P | P",320,11,0.019456,0,0.021022,0.018432,0.114368,0.05891
1,double,uniform,GPU,"P | P",320,12,0.017408,0,0.020835,0.019456,0.116262,0.057699
1,double,uniform,GPU,"P | P",320,13,0.018432,0,0.021503,0.017408,0.115475,0.057343
1,double,uniform,GPU,"P | P",320,14,0.018432,0,0.02072,0.018432,0.116139,0.057584
1,double,uniform,GPU,"P | P",320,15,0.019456,0,0.021006,0.018432,0.115056,0.058894
1,double,uniform,GPU,"P | P",320,16,0.019456,0,0.020688,0.019456,0.114791,0.0596
1,double,uniform,GPU,"P | P",320,17,0.018432,0,0.020686,0.019456,0.115382,0.058574
1,double,uniform,GPU,"P | P",320,18,0.018432,0,0.021421,0.019456,0.117087,0.059309
1,double,uniform,GPU,"P | P",320,19,0.018432,0,0.020911,0.018432,0.115438,0.057775
1,double,uniform,GPU,"P | P",384,0,0.031744,0,0.02724,0.026624,0.148153,0.085608
1,double,uniform,GPU,"P | P",384,1,0.021504,0,0.022313,0.02048,0.124552,0.064297
1,double,uniform,GPU,"P | P",384,2,0.0256,0,0.021266,0.019456,0.124604,0.066322
1,double,uniform,GPU,"P | P",384,3,0.019456,0,0.021968,0.018432,0.11622,0.059856
1,double,uniform,GPU,"P | P",384,4,0.018432,0,0.021382,0.019456,0.117299,0.05927
1,double,uniform,GPU,"P | P",384,5,0.018432,0,0.021406,0.019456,0.115481,0.059294
1,double,uniform,GPU,"P | P",384,6,0.0256,0,0.021389,0.018432,0.121336,0.065421
1,double,uniform,GPU,"P | P",384,7,0.019456,0,0.021,0.019456,0.114789,0.059912
1,double,uniform,GPU,"P | P",384,8,0.019456,0,0.020905,0.018432,0.114818,0.058793
1,double,uniform,GPU,"P | P",384,9,0.018432,0,0.021507,0.018432,0.114526,0.058371
1,double,uniform,GPU,"P | P",384,10,0.018432,0,0.021598,0.017408,0.114858,0.057438
1,double,uniform,GPU,"P | P",384,11,0.018432,0,0.021163,0.019456,0.115148,0.059051
1,double,uniform,GPU,"P | P",384,12,0.019456,0,0.021494,0.018432,0.115281,0.059382
1,double,uniform,GPU,"P | P",384,13,0.018432,0,0.021567,0.019456,0.115366,0.059455
1,double,uniform,GPU,"P | P",384,14,0.018432,0,0.020903,0.019456,0.114761,0.058791
1,double,uniform,GPU,"P | P",384,15,0.018432,0,0.020996,0.019456,0.116493,0.058884
1,double,uniform,GPU,"P | P",384,16,0.019456,0,0.022004,0.019456,0.120155,0.060916
1,double,uniform,GPU,"P | P",384,17,0.018432,0,0.021314,0.018432,0.115187,0.058178
1,double,uniform,GPU,"P | P",384,18,0.018432,0,0.021062,0.019456,0.115213,0.05895
1,double,uniform,GPU,"P | P",384,19,0.018432,0,0.021674,0.024576,0.121729,0.064682
1,double,uniform,GPU,"P | P",448,0,0.029696,0,0.026211,0.027648,0.145889,0.083555
1,double,uniform,GPU,"P | P",448,1,0.021504,0,0.022147,0.022528,0.124062,0.066179
1,double,uniform,GPU,"P | P",448,2,0.018432,0,0.021635,0.019456,0.116936,0.059523
1,double,uniform,GPU,"P | P",448,3,0.019456,0,0.020994,0.019456,0.115447,0.059906
1,double,uniform,GPU,"P | P",448,4,0.018432,0,0.020716,0.019456,0.114255,0.058604
1,double,uniform,GPU,"P | P",448,5,0.018432,0,0.02121,0.021504,0.125878,0.061146
1,double,uniform,GPU,"P | P",448,6,0.018432,0,0.020852,0.02048,0.114358,0.059764
1,double,uniform,GPU,"P | P",448,7,0.019456,0,0.020696,0.019456,0.115138,0.059608
1,double,uniform,GPU,"P | P",448,8,0.019456,0,0.021289,0.019456,0.115088,0.060201
1,double,uniform,GPU,"P | P",448,9,0.018432,0,0.021067,0.017408,0.114858,0.056907
1,double,uniform,GPU,"P | P",448,10,0.019456,0,0.02121,0.018432,0.114597,0.059098
1,double,uniform,GPU,"P | P",448,11,0.018432,0,0.021906,0.017408,0.113588,0.057746
1,double,uniform,GPU,"P | P",448,12,0.018432,0,0.021528,0.02048,0.115017,0.06044
1,double,uniform,GPU,"P | P",448,13,0.017408,0,0.021391,0.018432,0.114328,0.057231
1,double,uniform,GPU,"P | P",448,14,0.019456,0,0.020814,0.017408,0.114296,0.057678
1,double,uniform,GPU,"P | P",448,15,0.018432,0,0.021051,0.019456,0.115011,0.058939
1,double,uniform,GPU,"P | P",448,16,0.019456,0,0.020768,0.018432,0.114133,0.058656
1,double,uniform,GPU,"P | P",448,17,0.018432,0,0.020902,0.019456,0.114139,0.05879
1,double,uniform,GPU,"P | P",448,18,0.018432,0,0.020566,0.018432,0.115147,0.05743
1,double,uniform,GPU,"P | P",448,19,0.018432,0,0.020518,0.019456,0.114149,0.058406
1,double,uniform,GPU,"P | P",512,0,0.028672,0,0.024922,0.026624,0.14779,0.080218
1,double,uniform,GPU,"P | P",512,1,0.039936,0,0.04156,0.043008,0.203258,0.124504
1,double,uniform,GPU,"P | P",512,2,0.019456,0,0.020229,0.02048,0.116229,0.060165
1,double,uniform,GPU,"P | P",512,3,0.019456,0,0.020723,0.022528,0.117728,0.062707
1,double,uniform,GPU,"P | P",512,4,0.02048,0,0.020419,0.019456,0.114466,0.060355
1,double,uniform,GPU,"P | P",512,5,0.019456,0,0.019766,0.018432,0.113947,0.057654
1,double,uniform,GPU,"P | P",512,6,0.018432,0,0.019816,0.018432,0.113117,0.05668
1,double,uniform,GPU,"P | P",512,7,0.019456,0,0.020088,0.021504,0.115953,0.061048
1,double,uniform,GPU,"P | P",512,8,0.018432,0,0.020298,0.018432,0.112931,0.057162
1,double,uniform,GPU,"P | P",512,9,0.019456,0,0.02064,0.019456,0.119826,0.059552
1,double,uniform,GPU,"P | P",512,10,0.019456,0,0.020122,0.018432,0.113855,0.05801
1,double,uniform,GPU,"P | P",512,11,0.018432,0,0.022953,0.017408,0.116651,0.058793
1,double,uniform,GPU,"P | P",512,12,0.018432,0,0.019978,0.019456,0.113785,0.057866
1,double,uniform,GPU,"P | P",512,13,0.018432,0,0.020147,0.018432,0.113212,0.057011
1,double,uniform,GPU,"P | P",512,14,0.019456,0,0.020136,0.019456,0.114549,0.059048
1,double,uniform,GPU,"P | P",512,15,0.019456,0,0.020168,0.019456,0.121736,0.05908
1,double,uniform,GPU,"P | P",512,16,0.019456,0,0.020336,0.017408,0.11378,0.0572
1,double,uniform,GPU,"P | P",512,17,0.018432,0,0.019924,0.019456,0.113987,0.057812
1,double,uniform,GPU,"P | P",512,18,0.02048,0,0.019724,0.034816,0.250323,0.07502
1,double,uniform,GPU,"P | P",512,19,0.018432,0,0.020145,0.019456,0.113538,0.058033
