dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",64,0,0.04,0.004285,0.113316,0.462848,0.770589,0.620449
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",128,18,0.102528,0.004239,0.502523,0.238592,0.995063,0.847882
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",128,19,0.11648,0.004255,0.499147,0.243712,1.02652,0.863594
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,0,0.31712,0.004162,1.56686,0.765952,2.80081,2.65409
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,1,0.310176,0.004044,1.52287,0.760832,2.74553,2.59792
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,2,0.309728,0.004059,1.51691,0.756736,2.73362,2.58743
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,3,0.312672,0.003849,1.52803,0.759808,2.74753,2.60436
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,4,0.31184,0.003872,1.52692,0.758784,2.7455,2.60141
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,5,0.310848,0.00417,1.52578,0.75776,2.74409,2.59856
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,6,0.312224,0.004213,1.52874,0.756736,2.74718,2.60191
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,7,0.312736,0.003997,1.5228,0.756736,2.74948,2.59627
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,8,0.311136,0.004185,1.52583,0.759808,2.74817,2.60096
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,9,0.3112,0.004227,1.52764,0.754688,2.74439,2.59776
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,10,0.31152,0.003676,1.52394,0.75776,2.74041,2.59689
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,11,0.31104,0.004077,1.52338,0.753664,2.73502,2.59216
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,12,0.30928,0.00416,1.52635,0.756736,2.74126,2.59653
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,13,0.312192,0.003974,1.52373,0.760832,2.7451,2.60073
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,14,0.316736,0.004127,1.53339,0.756736,2.75916,2.61099
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,15,0.311232,0.004063,1.52842,0.758784,2.74667,2.6025
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,16,0.311744,0.004212,1.52945,0.758784,2.75034,2.60419
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,17,0.312192,0.003902,1.52817,0.758784,2.74748,2.60305
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,18,0.312864,0.004152,1.52404,0.764928,2.75299,2.60598
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",192,19,0.313696,0.004243,1.52366,0.754688,2.74294,2.59629
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,0,0.704,0.003653,3.6443,1.7664,6.26058,6.11835
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,1,0.705536,0.003426,3.60412,1.75718,6.21135,6.07026
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,2,0.703744,0.003292,3.60937,1.7623,6.21712,6.07871
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,3,0.704448,0.003591,3.60255,1.7623,6.21077,6.0729
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,4,0.706336,0.003117,3.60518,1.75718,6.20982,6.07182
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,5,0.703296,0.00388,3.59596,1.7623,6.20313,6.06544
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,6,0.7024,0.003116,3.60674,1.7623,6.21233,6.07456
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,7,0.703264,0.003111,3.59499,1.76333,6.20315,6.06469
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,8,0.70592,0.003265,3.60052,1.76742,6.21493,6.07713
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,9,0.70368,0.003091,3.59915,1.7623,6.20612,6.06823
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,10,0.70416,0.003584,3.60828,1.75821,6.21357,6.07423
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,11,0.705344,0.003361,3.5981,1.7623,6.20555,6.06911
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,12,0.703328,0.003104,3.60764,1.75923,6.20984,6.0733
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,13,0.702656,0.003245,3.59826,1.76026,6.20834,6.06441
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,14,0.704896,0.003192,3.59423,1.76128,6.2033,6.06359
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,15,0.703168,0.003131,3.60024,1.75923,6.20484,6.06577
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,16,0.705472,0.003686,3.59815,1.76026,6.2059,6.06757
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,17,0.704,0.003507,3.60316,1.76026,6.21012,6.07092
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,18,0.703744,0.003305,3.5958,1.7623,6.20247,6.06516
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",256,19,0.703776,0.003155,3.60923,1.76026,6.21339,6.07641
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,0,1.36614,0.003147,7.39396,3.46624,12.3685,12.2295
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,1,1.37014,0.003258,7.38213,3.46931,12.3611,12.2248
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,2,1.36736,0.003125,7.39463,3.46317,12.365,12.2283
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,3,1.36192,0.003503,7.39426,3.45702,12.3578,12.2167
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,4,1.36371,0.003183,7.37987,3.46214,12.3479,12.2089
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,5,1.36778,0.003281,7.38016,3.46829,12.357,12.2195
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,6,1.36544,0.003217,7.38217,3.46522,12.3542,12.216
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,7,1.36435,0.003116,7.39684,3.45702,12.3586,12.2213
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,8,1.36109,0.003563,7.39131,3.46112,12.3561,12.2171
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,9,1.36448,0.003576,7.37636,3.46726,12.3508,12.2117
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,10,1.3897,0.004317,7.41893,3.47648,12.4302,12.2894
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,11,1.36467,0.003305,7.38982,3.46112,12.3576,12.2189
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,12,1.36243,0.003393,7.38844,3.46317,12.3562,12.2174
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,13,1.36336,0.003277,7.38078,3.45395,12.3425,12.2014
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,14,1.36893,0.003157,7.37998,3.46522,12.3547,12.2173
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,15,1.36899,0.003368,7.37518,3.4601,12.3461,12.2076
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,16,1.3681,0.003433,7.40047,3.46214,12.3709,12.2341
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,17,1.36157,0.003266,7.38516,3.45702,12.3526,12.207
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,18,1.36426,0.003413,7.39255,3.45907,12.3571,12.2193
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",320,19,1.36262,0.003245,7.37814,3.45293,12.3447,12.1969
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,0,2.47158,0.002956,13.0627,5.92691,21.6059,21.4641
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,1,2.45587,0.002965,13.0191,5.94637,21.5708,21.4243
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,2,2.45741,0.003008,13.0143,5.92077,21.5398,21.3955
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,3,2.46467,0.003588,13.0249,5.92179,21.5598,21.415
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,4,2.46061,0.002929,13.026,5.9136,21.5497,21.4031
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,5,2.45715,0.002978,13.0177,5.93203,21.5539,21.4098
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,6,2.4543,0.002954,13.0198,5.9095,21.5296,21.3865
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,7,2.46355,0.00357,13.0264,5.9177,21.5546,21.4112
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,8,2.45597,0.002895,13.0297,5.90029,21.5323,21.3888
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,9,2.4625,0.002974,13.0215,5.90643,21.5398,21.3934
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,10,2.45581,0.003032,13.0248,5.94022,21.5662,21.4238
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,11,2.4559,0.002933,13.0289,5.94227,21.5751,21.43
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,12,2.46042,0.003069,13.0209,5.9351,21.5663,21.4195
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,13,2.45971,0.002897,13.0281,5.92384,21.5589,21.4145
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,14,2.45811,0.0032,13.024,5.91974,21.5481,21.4051
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,15,2.45936,0.003123,13.0318,5.91872,21.5572,21.413
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,16,2.45958,0.003216,13.0253,5.91053,21.5431,21.3987
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,17,2.45594,0.003075,13.0294,5.91258,21.5431,21.401
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,18,2.45392,0.00298,13.0279,5.92794,21.5561,21.4128
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",384,19,2.45523,0.002952,13.0209,5.9136,21.5364,21.3927
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,0,3.75894,0.003052,29.7967,9.51501,43.2148,43.0737
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,1,3.75664,0.00288,29.7371,9.55085,43.1853,43.0475
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,2,3.75824,0.003243,29.8047,9.53242,43.2355,43.0986
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,3,3.75498,0.002818,29.816,9.5273,43.2384,43.1011
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,4,3.75494,0.002897,29.8671,9.5447,43.307,43.1696
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,5,3.75453,0.002877,29.7853,9.51501,43.1967,43.0577
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,6,3.75245,0.002867,29.8056,9.52013,43.2194,43.081
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,7,3.7561,0.002739,29.7845,9.52627,43.2078,43.0696
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,8,3.756,0.002806,29.7284,9.50989,43.136,42.9971
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,9,3.75472,0.002713,29.8178,9.54368,43.2574,43.1189
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,10,3.7559,0.003071,29.8214,9.52934,43.248,43.1097
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,11,3.75693,0.002939,29.6975,9.51296,43.1039,42.9704
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,12,3.75078,0.002827,29.8298,9.53446,43.257,43.1178
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,13,3.75802,0.002826,29.8543,9.52832,43.2823,43.1435
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,14,3.75738,0.002775,29.8971,9.53856,43.3363,43.1959
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,15,3.74966,0.002797,29.7826,9.5191,43.1919,43.0542
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,16,3.75536,0.002797,29.8567,9.5273,43.282,43.1421
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,17,3.75494,0.002777,29.7802,9.52218,43.1992,43.0601
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,18,3.75696,0.00293,29.8638,9.53242,43.2991,43.1561
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",448,19,3.75798,0.002864,29.746,9.5488,43.1948,43.0557
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,0,5.55142,0.002842,40.4392,14.2561,60.3912,60.2495
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,1,5.53715,0.002952,40.5391,14.2316,60.4525,60.3108
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,2,5.54106,0.002929,40.4272,14.2756,60.3876,60.2467
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,3,5.53914,0.002893,40.6333,14.2397,60.5551,60.415
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,4,5.53277,0.0029,40.495,14.2264,60.3944,60.2571
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,5,5.54502,0.002901,40.4068,14.2735,60.3682,60.2283
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,6,5.53821,0.003041,40.4568,14.2623,60.401,60.2604
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,7,5.53725,0.002741,40.5215,14.25,60.4507,60.3115
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,8,5.53891,0.002777,40.4929,14.251,60.4279,60.2856
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,9,5.53539,0.002873,40.4582,14.2356,60.3749,60.2321
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,10,5.5359,0.002945,40.524,14.2346,60.4411,60.2975
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,11,5.53562,0.00289,41.4514,14.2387,61.372,61.2286
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,12,5.53664,0.003001,40.8095,14.252,60.7434,60.6012
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,13,5.53827,0.002919,40.9455,14.2479,60.8771,60.7346
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,14,5.54102,0.002882,41.2306,14.2531,61.1694,61.0275
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,15,5.53808,0.002889,40.3914,14.2336,60.3081,60.1659
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,16,5.54022,0.002837,40.9593,14.2449,60.893,60.7472
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,17,5.53578,0.002944,41.2638,14.249,61.1936,61.0515
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,18,5.53885,0.002996,40.3074,14.2131,60.2053,60.0623
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",512,19,5.53533,0.002883,41.1529,14.2418,61.0756,60.9329
