dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",64,0,0.034688,0,0.080981,0.458752,0.716195,0.574421
3,double,uniform,GPU,"P | P | P | P | P | P",192,3,0.307296,0,1.76772,0.758784,2.97306,2.83381
3,double,uniform,GPU,"P | P | P | P | P | P",192,4,0.313824,0,1.76472,0.76288,2.98162,2.84142
3,double,uniform,GPU,"P | P | P | P | P | P",192,5,0.310432,0,1.76349,0.758784,2.97,2.83271
3,double,uniform,GPU,"P | P | P | P | P | P",192,6,0.305664,0,1.76453,0.756736,2.96201,2.82693
3,double,uniform,GPU,"P | P | P | P | P | P",192,7,0.311936,0,1.76581,0.75776,2.97468,2.83551
3,double,uniform,GPU,"P | P | P | P | P | P",192,8,0.310848,0,1.76373,0.758784,2.98024,2.83336
3,double,uniform,GPU,"P | P | P | P | P | P",192,9,0.307488,0,1.76943,0.753664,3.086,2.83059
3,double,uniform,GPU,"P | P | P | P | P | P",192,10,0.309024,0,1.76609,0.763904,2.97892,2.83902
3,double,uniform,GPU,"P | P | P | P | P | P",192,11,0.311552,0,1.7659,0.766976,2.98456,2.84443
3,double,uniform,GPU,"P | P | P | P | P | P",192,12,0.306848,0,1.76118,0.759808,2.96477,2.82784
3,double,uniform,GPU,"P | P | P | P | P | P",192,13,0.312032,0,1.76324,0.758784,2.97119,2.83405
3,double,uniform,GPU,"P | P | P | P | P | P",192,14,0.312704,0,1.76179,0.759808,2.97216,2.8343
3,double,uniform,GPU,"P | P | P | P | P | P",192,15,0.309408,0,1.76247,0.764928,2.9776,2.8368
3,double,uniform,GPU,"P | P | P | P | P | P",192,16,0.3072,0,1.76347,0.760832,2.97209,2.8315
3,double,uniform,GPU,"P | P | P | P | P | P",192,17,0.313728,0,1.76715,0.760832,2.98034,2.84171
3,double,uniform,GPU,"P | P | P | P | P | P",192,18,0.31392,0,1.76693,0.765952,2.98692,2.8468
3,double,uniform,GPU,"P | P | P | P | P | P",192,19,0.312416,0,1.76551,0.75776,2.97525,2.83569
3,double,uniform,GPU,"P | P | P | P | P | P",256,0,0.701664,0,4.20987,1.76742,6.8127,6.67896
3,double,uniform,GPU,"P | P | P | P | P | P",256,1,0.700768,0,4.16798,1.76538,6.76853,6.63413
3,double,uniform,GPU,"P | P | P | P | P | P",256,2,0.703072,0,4.17378,1.76538,6.77593,6.64223
3,double,uniform,GPU,"P | P | P | P | P | P",256,3,0.701408,0,4.1761,1.7664,6.77547,6.64391
3,double,uniform,GPU,"P | P | P | P | P | P",256,4,0.701216,0,4.17779,1.76742,6.78394,6.64643
3,double,uniform,GPU,"P | P | P | P | P | P",256,5,0.701856,0,4.17166,1.76435,6.77294,6.63787
3,double,uniform,GPU,"P | P | P | P | P | P",256,6,0.701856,0,4.17001,1.76435,6.76909,6.63622
3,double,uniform,GPU,"P | P | P | P | P | P",256,7,0.699712,0,4.17569,1.76435,6.77457,6.63975
3,double,uniform,GPU,"P | P | P | P | P | P",256,8,0.700864,0,4.17191,1.76845,6.77388,6.64122
3,double,uniform,GPU,"P | P | P | P | P | P",256,9,0.701824,0,4.18449,1.76742,6.78575,6.65374
3,double,uniform,GPU,"P | P | P | P | P | P",256,10,0.70192,0,4.17447,1.76333,6.77217,6.63972
3,double,uniform,GPU,"P | P | P | P | P | P",256,11,0.70032,0,4.16875,1.76947,6.77183,6.63854
3,double,uniform,GPU,"P | P | P | P | P | P",256,12,0.70336,0,4.16968,1.76947,6.77613,6.64252
3,double,uniform,GPU,"P | P | P | P | P | P",256,13,0.703168,0,4.17316,1.76742,6.77561,6.64375
3,double,uniform,GPU,"P | P | P | P | P | P",256,14,0.701824,0,4.16982,1.7664,6.76851,6.63804
3,double,uniform,GPU,"P | P | P | P | P | P",256,15,0.700352,0,4.17019,1.76538,6.76774,6.63592
3,double,uniform,GPU,"P | P | P | P | P | P",256,16,0.703712,0,4.18112,1.76845,6.78516,6.65328
3,double,uniform,GPU,"P | P | P | P | P | P",256,17,0.700256,0,4.17933,1.7664,6.78022,6.64598
3,double,uniform,GPU,"P | P | P | P | P | P",256,18,0.702912,0,4.17052,1.76742,6.77811,6.64086
3,double,uniform,GPU,"P | P | P | P | P | P",256,19,0.700768,0,4.18107,1.76845,6.78459,6.65028
3,double,uniform,GPU,"P | P | P | P | P | P",320,0,1.3672,0,8.90146,3.47238,13.886,13.741
3,double,uniform,GPU,"P | P | P | P | P | P",320,1,1.36346,0,8.90285,3.4775,13.8781,13.7438
3,double,uniform,GPU,"P | P | P | P | P | P",320,2,1.36675,0,8.90254,3.46317,13.8674,13.7325
3,double,uniform,GPU,"P | P | P | P | P | P",320,3,1.36214,0,8.90063,3.46931,13.8654,13.7321
3,double,uniform,GPU,"P | P | P | P | P | P",320,4,1.36288,0,8.90094,3.46522,13.863,13.729
3,double,uniform,GPU,"P | P | P | P | P | P",320,5,1.36432,0,8.88907,3.46522,13.8513,13.7186
3,double,uniform,GPU,"P | P | P | P | P | P",320,6,1.36374,0,8.89658,3.46931,13.8625,13.7296
3,double,uniform,GPU,"P | P | P | P | P | P",320,7,1.3671,0,8.89354,3.45907,13.8528,13.7197
3,double,uniform,GPU,"P | P | P | P | P | P",320,8,1.36563,0,8.89595,3.46829,13.8635,13.7299
3,double,uniform,GPU,"P | P | P | P | P | P",320,9,1.36589,0,8.90081,3.47136,13.872,13.7381
3,double,uniform,GPU,"P | P | P | P | P | P",320,10,1.36544,0,8.90578,3.46419,13.8703,13.7354
3,double,uniform,GPU,"P | P | P | P | P | P",320,11,1.36349,0,8.90277,3.47238,13.8728,13.7386
3,double,uniform,GPU,"P | P | P | P | P | P",320,12,1.36195,0,8.89561,3.46112,13.8531,13.7187
3,double,uniform,GPU,"P | P | P | P | P | P",320,13,1.36243,0,8.89111,3.46931,13.8559,13.7229
3,double,uniform,GPU,"P | P | P | P | P | P",320,14,1.36458,0,8.89569,3.46419,13.8602,13.7245
3,double,uniform,GPU,"P | P | P | P | P | P",320,15,1.36397,0,8.89925,3.47136,13.8673,13.7346
3,double,uniform,GPU,"P | P | P | P | P | P",320,16,1.36224,0,8.89708,3.46931,13.8626,13.7286
3,double,uniform,GPU,"P | P | P | P | P | P",320,17,1.36362,0,8.90154,3.47136,13.8675,13.7365
3,double,uniform,GPU,"P | P | P | P | P | P",320,18,1.3631,0,8.89783,3.46214,13.8591,13.7231
3,double,uniform,GPU,"P | P | P | P | P | P",320,19,1.36061,0,8.90096,3.46726,13.8632,13.7288
3,double,uniform,GPU,"P | P | P | P | P | P",384,0,2.42867,0,16.5844,6.00883,25.1613,25.0219
3,double,uniform,GPU,"P | P | P | P | P | P",384,1,2.42262,0,16.5057,5.97402,25.0352,24.9023
3,double,uniform,GPU,"P | P | P | P | P | P",384,2,2.42246,0,16.4786,5.97094,25.005,24.872
3,double,uniform,GPU,"P | P | P | P | P | P",384,3,2.4199,0,16.5221,5.98016,25.0563,24.9222
3,double,uniform,GPU,"P | P | P | P | P | P",384,4,2.41942,0,16.4814,5.9904,25.0231,24.8912
3,double,uniform,GPU,"P | P | P | P | P | P",384,5,2.4184,0,16.4811,6.00064,25.0362,24.9002
3,double,uniform,GPU,"P | P | P | P | P | P",384,6,2.41747,0,16.441,5.99142,24.9841,24.8499
3,double,uniform,GPU,"P | P | P | P | P | P",384,7,2.42314,0,16.5056,5.97402,25.0366,24.9027
3,double,uniform,GPU,"P | P | P | P | P | P",384,8,2.42698,0,16.4786,5.98938,25.0339,24.8949
3,double,uniform,GPU,"P | P | P | P | P | P",384,9,2.42496,0,16.4555,5.98016,24.998,24.8606
3,double,uniform,GPU,"P | P | P | P | P | P",384,10,2.42288,0,16.5038,6.00576,25.0667,24.9324
3,double,uniform,GPU,"P | P | P | P | P | P",384,11,2.41958,0,16.448,5.98938,24.9916,24.8569
3,double,uniform,GPU,"P | P | P | P | P | P",384,12,2.42538,0,16.46,5.99142,25.0093,24.8768
3,double,uniform,GPU,"P | P | P | P | P | P",384,13,2.42106,0,16.474,5.97504,25.0042,24.8701
3,double,uniform,GPU,"P | P | P | P | P | P",384,14,2.42058,0,16.4435,6.00269,25.0009,24.8667
3,double,uniform,GPU,"P | P | P | P | P | P",384,15,2.42707,0,16.5334,5.96787,25.0631,24.9283
3,double,uniform,GPU,"P | P | P | P | P | P",384,16,2.4217,0,16.4194,5.97914,24.954,24.8202
3,double,uniform,GPU,"P | P | P | P | P | P",384,17,2.42317,0,16.4264,5.98016,24.9629,24.8297
3,double,uniform,GPU,"P | P | P | P | P | P",384,18,2.41802,0,16.4952,5.98323,25.0303,24.8964
3,double,uniform,GPU,"P | P | P | P | P | P",384,19,2.41862,0,16.5049,5.99142,25.0502,24.915
3,double,uniform,GPU,"P | P | P | P | P | P",448,0,3.76346,0,35.6332,9.54368,49.0771,48.9403
3,double,uniform,GPU,"P | P | P | P | P | P",448,1,3.75398,0,35.5155,9.58259,48.9851,48.8521
3,double,uniform,GPU,"P | P | P | P | P | P",448,2,3.75734,0,35.4991,9.56006,48.9514,48.8165
3,double,uniform,GPU,"P | P | P | P | P | P",448,3,3.75603,0,35.5081,9.56314,48.961,48.8272
3,double,uniform,GPU,"P | P | P | P | P | P",448,4,3.75782,0,35.506,9.55392,48.9517,48.8178
3,double,uniform,GPU,"P | P | P | P | P | P",448,5,3.75872,0,35.4993,9.56314,48.9611,48.8212
3,double,uniform,GPU,"P | P | P | P | P | P",448,6,3.79354,0,35.5253,9.5744,49.0308,48.8933
3,double,uniform,GPU,"P | P | P | P | P | P",448,7,3.75555,0,35.5091,9.56211,48.9614,48.8268
3,double,uniform,GPU,"P | P | P | P | P | P",448,8,3.75862,0,35.5056,9.5488,48.9484,48.813
3,double,uniform,GPU,"P | P | P | P | P | P",448,9,3.7576,0,35.4257,9.55597,48.873,48.7393
3,double,uniform,GPU,"P | P | P | P | P | P",448,10,3.75856,0,35.4303,9.56723,48.8882,48.7561
3,double,uniform,GPU,"P | P | P | P | P | P",448,11,3.7583,0,35.42,9.55699,48.869,48.7353
3,double,uniform,GPU,"P | P | P | P | P | P",448,12,3.75811,0,35.4248,9.56928,48.8839,48.7522
3,double,uniform,GPU,"P | P | P | P | P | P",448,13,3.75706,0,35.4181,9.57235,48.8811,48.7475
3,double,uniform,GPU,"P | P | P | P | P | P",448,14,3.75594,0,35.4273,9.55494,48.8723,48.7382
3,double,uniform,GPU,"P | P | P | P | P | P",448,15,3.75946,0,35.4225,9.5273,48.8433,48.7093
3,double,uniform,GPU,"P | P | P | P | P | P",448,16,3.75683,0,35.416,9.53446,48.8396,48.7073
3,double,uniform,GPU,"P | P | P | P | P | P",448,17,3.75539,0,35.4414,9.55597,48.8868,48.7528
3,double,uniform,GPU,"P | P | P | P | P | P",448,18,3.75939,0,35.4284,9.56006,48.8826,48.7479
3,double,uniform,GPU,"P | P | P | P | P | P",448,19,3.75629,0,35.4291,9.56416,48.8828,48.7495
3,double,uniform,GPU,"P | P | P | P | P | P",512,0,5.54528,0,66.0552,14.292,86.0282,85.8924
3,double,uniform,GPU,"P | P | P | P | P | P",512,1,5.53725,0,67.0359,14.3012,87.0161,86.8744
3,double,uniform,GPU,"P | P | P | P | P | P",512,2,5.53501,0,65.9596,14.295,85.9299,85.7896
3,double,uniform,GPU,"P | P | P | P | P | P",512,3,5.53539,0,66.6015,14.3135,86.5912,86.4504
3,double,uniform,GPU,"P | P | P | P | P | P",512,4,5.53414,0,64.9278,14.3124,84.9173,84.7744
3,double,uniform,GPU,"P | P | P | P | P | P",512,5,5.53734,0,65.5826,14.2766,85.5366,85.3966
3,double,uniform,GPU,"P | P | P | P | P | P",512,6,5.53984,0,66.7142,14.2746,86.6704,86.5286
3,double,uniform,GPU,"P | P | P | P | P | P",512,7,5.53914,0,66.6079,14.3002,86.5879,86.4472
3,double,uniform,GPU,"P | P | P | P | P | P",512,8,5.53533,0,65.6545,14.2971,85.6265,85.4869
3,double,uniform,GPU,"P | P | P | P | P | P",512,9,5.5353,0,65.931,14.2674,85.8761,85.7337
3,double,uniform,GPU,"P | P | P | P | P | P",512,10,5.53555,0,65.404,14.2602,85.3399,85.1998
3,double,uniform,GPU,"P | P | P | P | P | P",512,11,5.53846,0,65.9518,14.2705,86.2534,85.7608
3,double,uniform,GPU,"P | P | P | P | P | P",512,12,5.54051,0,65.0836,14.3043,85.0677,84.9284
3,double,uniform,GPU,"P | P | P | P | P | P",512,13,5.53779,0,67.0571,14.292,87.024,86.8869
3,double,uniform,GPU,"P | P | P | P | P | P",512,14,5.53642,0,65.9824,14.2848,85.9459,85.8036
3,double,uniform,GPU,"P | P | P | P | P | P",512,15,5.53789,0,66.3282,14.3217,86.325,86.1878
3,double,uniform,GPU,"P | P | P | P | P | P",512,16,5.5401,0,66.6669,14.2653,86.6109,86.4724
3,double,uniform,GPU,"P | P | P | P | P | P",512,17,5.53798,0,65.2627,14.3186,85.2579,85.1193
3,double,uniform,GPU,"P | P | P | P | P | P",512,18,5.53846,0,65.9573,14.3012,85.9369,85.797
3,double,uniform,GPU,"P | P | P | P | P | P",512,19,5.5424,0,66.5459,14.3053,86.5332,86.3936
