dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"D | D | D | D",64,0,0.07168,0,0.066854,0.36352,0.594828,0.502054
2,double,uniform,GPU,"D | D | D | D",256,19,0.019488,0,0.060904,0.012288,0.177705,0.09268
2,double,uniform,GPU,"D | D | D | D",320,0,0.02448,0,0.101824,0.016384,0.255789,0.142688
2,double,uniform,GPU,"D | D | D | D",320,1,0.024512,0,0.098324,0.01536,0.250327,0.138196
2,double,uniform,GPU,"D | D | D | D",320,2,0.022656,0,0.096453,0.014336,0.241648,0.133445
2,double,uniform,GPU,"D | D | D | D",320,3,0.021632,0,0.095551,0.011264,0.239498,0.128447
2,double,uniform,GPU,"D | D | D | D",320,4,0.023168,0,0.09621,0.013312,0.241156,0.13269
2,double,uniform,GPU,"D | D | D | D",320,5,0.022432,0,0.095797,0.013312,0.240533,0.131541
2,double,uniform,GPU,"D | D | D | D",320,6,0.020832,0,0.096005,0.011264,0.238468,0.128101
2,double,uniform,GPU,"D | D | D | D",320,7,0.022208,0,0.095334,0.013312,0.238452,0.130854
2,double,uniform,GPU,"D | D | D | D",320,8,0.023424,0,0.095381,0.012288,0.247127,0.131093
2,double,uniform,GPU,"D | D | D | D",320,9,0.022848,0,0.095907,0.013312,0.248599,0.132067
2,double,uniform,GPU,"D | D | D | D",320,10,0.022368,0,0.096077,0.013312,0.240426,0.131757
2,double,uniform,GPU,"D | D | D | D",320,11,0.02192,0,0.095931,0.012288,0.240706,0.130139
2,double,uniform,GPU,"D | D | D | D",320,12,0.022272,0,0.095715,0.014336,0.240096,0.132323
2,double,uniform,GPU,"D | D | D | D",320,13,0.023232,0,0.095988,0.012288,0.240267,0.131508
2,double,uniform,GPU,"D | D | D | D",320,14,0.021984,0,0.096439,0.013312,0.240128,0.131735
2,double,uniform,GPU,"D | D | D | D",320,15,0.023424,0,0.096223,0.013312,0.241232,0.132959
2,double,uniform,GPU,"D | D | D | D",320,16,0.021984,0,0.095569,0.011264,0.239568,0.128817
2,double,uniform,GPU,"D | D | D | D",320,17,0.023808,0,0.095666,0.013312,0.241211,0.132786
2,double,uniform,GPU,"D | D | D | D",320,18,0.022496,0,0.09569,0.013312,0.240635,0.131498
2,double,uniform,GPU,"D | D | D | D",320,19,0.021472,0,0.095614,0.013312,0.237981,0.130398
2,double,uniform,GPU,"D | D | D | D",384,0,0.020192,0,0.068346,0.021504,0.231384,0.110042
2,double,uniform,GPU,"D | D | D | D",384,1,0.023264,0,0.061938,0.01536,0.211742,0.100562
2,double,uniform,GPU,"D | D | D | D",384,2,0.018688,0,0.060344,0.014336,0.200812,0.093368
2,double,uniform,GPU,"D | D | D | D",384,3,0.024096,0,0.059935,0.014336,0.208164,0.098367
2,double,uniform,GPU,"D | D | D | D",384,4,0.02208,0,0.059896,0.013312,0.208372,0.095288
2,double,uniform,GPU,"D | D | D | D",384,5,0.01936,0,0.060291,0.013312,0.200995,0.092963
2,double,uniform,GPU,"D | D | D | D",384,6,0.024384,0,0.0602,0.014336,0.208786,0.09892
2,double,uniform,GPU,"D | D | D | D",384,7,0.022848,0,0.060602,0.013312,0.208596,0.096762
2,double,uniform,GPU,"D | D | D | D",384,8,0.023456,0,0.059889,0.014336,0.208004,0.097681
2,double,uniform,GPU,"D | D | D | D",384,9,0.022176,0,0.059741,0.013312,0.206389,0.095229
2,double,uniform,GPU,"D | D | D | D",384,10,0.022656,0,0.059683,0.018432,0.211551,0.100771
2,double,uniform,GPU,"D | D | D | D",384,11,0.024416,0,0.059655,0.014336,0.208087,0.098407
2,double,uniform,GPU,"D | D | D | D",384,12,0.023008,0,0.060046,0.013312,0.208144,0.096366
2,double,uniform,GPU,"D | D | D | D",384,13,0.021184,0,0.059689,0.013312,0.205525,0.094185
2,double,uniform,GPU,"D | D | D | D",384,14,0.021632,0,0.06005,0.013312,0.206775,0.094994
2,double,uniform,GPU,"D | D | D | D",384,15,0.023072,0,0.059815,0.014336,0.210452,0.097223
2,double,uniform,GPU,"D | D | D | D",384,16,0.02368,0,0.06035,0.013312,0.207524,0.097342
2,double,uniform,GPU,"D | D | D | D",384,17,0.02368,0,0.060065,0.013312,0.207876,0.097057
2,double,uniform,GPU,"D | D | D | D",384,18,0.021984,0,0.059955,0.013312,0.206447,0.095251
2,double,uniform,GPU,"D | D | D | D",384,19,0.023168,0,0.05943,0.013312,0.206905,0.09591
2,double,uniform,GPU,"D | D | D | D",448,0,0.027648,0,0.109938,0.018432,0.245741,0.156018
2,double,uniform,GPU,"D | D | D | D",448,1,0.023936,0,0.133325,0.016384,0.263068,0.173645
2,double,uniform,GPU,"D | D | D | D",448,2,0.023008,0,0.102481,0.014336,0.228785,0.139825
2,double,uniform,GPU,"D | D | D | D",448,3,0.023232,0,0.101507,0.014336,0.226485,0.139075
2,double,uniform,GPU,"D | D | D | D",448,4,0.025696,0,0.10195,0.013312,0.228564,0.140958
2,double,uniform,GPU,"D | D | D | D",448,5,0.023168,0,0.195525,0.01536,0.321522,0.234053
2,double,uniform,GPU,"D | D | D | D",448,6,0.024704,0,0.102048,0.013312,0.228991,0.140064
2,double,uniform,GPU,"D | D | D | D",448,7,0.025152,0,0.10225,0.014336,0.228921,0.141738
2,double,uniform,GPU,"D | D | D | D",448,8,0.023456,0,0.101765,0.014336,0.225491,0.139557
2,double,uniform,GPU,"D | D | D | D",448,9,0.02272,0,0.10205,0.01536,0.225531,0.14013
2,double,uniform,GPU,"D | D | D | D",448,10,0.024384,0,0.102347,0.014336,0.227683,0.141067
2,double,uniform,GPU,"D | D | D | D",448,11,0.0248,0,0.102681,0.105472,0.321708,0.232953
2,double,uniform,GPU,"D | D | D | D",448,12,0.025216,0,0.102032,0.013312,0.227748,0.14056
2,double,uniform,GPU,"D | D | D | D",448,13,0.02192,0,0.102732,0.014336,0.226412,0.138988
2,double,uniform,GPU,"D | D | D | D",448,14,0.023648,0,0.101864,0.01536,0.226569,0.140872
2,double,uniform,GPU,"D | D | D | D",448,15,0.023456,0,0.101713,0.013312,0.226766,0.138481
2,double,uniform,GPU,"D | D | D | D",448,16,0.02304,0,0.194612,0.014336,0.320555,0.231988
2,double,uniform,GPU,"D | D | D | D",448,17,0.022816,0,0.10278,0.01536,0.227169,0.140956
2,double,uniform,GPU,"D | D | D | D",448,18,0.023584,0,0.101719,0.014336,0.228393,0.139639
2,double,uniform,GPU,"D | D | D | D",448,19,0.025024,0,0.101181,0.013312,0.227654,0.139517
2,double,uniform,GPU,"D | D | D | D",512,0,0.03088,0,0.114395,0.02048,0.294675,0.165755
2,double,uniform,GPU,"D | D | D | D",512,1,0.031104,0,0.109871,0.016384,0.289046,0.157359
2,double,uniform,GPU,"D | D | D | D",512,2,0.029728,0,0.109791,0.01536,0.281267,0.154879
2,double,uniform,GPU,"D | D | D | D",512,3,0.03072,0,0.251868,0.01536,0.424854,0.297948
2,double,uniform,GPU,"D | D | D | D",512,4,0.030592,0,0.107771,0.014336,0.279807,0.152699
2,double,uniform,GPU,"D | D | D | D",512,5,0.025216,0,0.108568,0.01536,0.274854,0.149144
2,double,uniform,GPU,"D | D | D | D",512,6,0.030208,0,0.107282,0.014336,0.279622,0.151826
2,double,uniform,GPU,"D | D | D | D",512,7,0.026752,0,0.109099,0.01536,0.278571,0.151211
2,double,uniform,GPU,"D | D | D | D",512,8,0.029632,0,0.108191,0.014336,0.280039,0.152159
2,double,uniform,GPU,"D | D | D | D",512,9,0.02432,0,0.108933,0.01536,0.275198,0.148613
2,double,uniform,GPU,"D | D | D | D",512,10,0.030112,0,0.108265,0.01536,0.279302,0.153737
2,double,uniform,GPU,"D | D | D | D",512,11,0.024288,0,0.108623,0.01536,0.273573,0.148271
2,double,uniform,GPU,"D | D | D | D",512,12,0.030528,0,0.106095,0.01536,0.279259,0.151983
2,double,uniform,GPU,"D | D | D | D",512,13,0.024256,0,0.107094,0.014336,0.272983,0.145686
2,double,uniform,GPU,"D | D | D | D",512,14,0.025088,0,0.106855,0.01536,0.273824,0.147303
2,double,uniform,GPU,"D | D | D | D",512,15,0.03328,0,0.108547,0.01536,0.283399,0.157187
2,double,uniform,GPU,"D | D | D | D",512,16,0.026816,0,0.107152,0.01536,0.276135,0.149328
2,double,uniform,GPU,"D | D | D | D",512,17,0.031168,0,0.106764,0.014336,0.279738,0.152268
2,double,uniform,GPU,"D | D | D | D",512,18,0.032064,0,0.112175,0.01536,0.286482,0.159599
2,double,uniform,GPU,"D | D | D | D",512,19,0.024256,0,0.107916,0.014336,0.276627,0.146508
