dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",64,0,0.044288,0.004128,0.103202,0.441344,0.740786,0.592962
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,3,1.36698,0.002831,8.17088,3.47648,13.1583,13.0172
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,4,1.36944,0.003183,8.1533,3.46419,13.1322,12.9901
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,5,1.36733,0.00288,8.15488,3.47136,13.1327,12.9965
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,6,1.36573,0.002849,8.16821,3.456,13.134,12.9928
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,7,1.36717,0.002822,8.14851,3.47546,13.1313,12.994
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,8,1.36646,0.002819,8.15756,3.45805,13.1245,12.9849
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,9,1.36941,0.002896,8.14944,3.46931,13.1299,12.9911
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,10,1.36,0.002829,8.15441,3.46317,13.12,12.9804
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,11,1.36726,0.002841,8.15763,3.47136,13.1375,12.9991
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,12,1.36784,0.00283,8.16485,3.47443,13.1484,13.0099
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,13,1.36326,0.003056,8.15757,3.46419,13.1277,12.9881
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,14,1.37094,0.002814,8.15615,3.47034,13.1376,13.0002
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,15,1.36573,0.003095,8.15415,3.47443,13.1385,12.9974
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,16,1.36646,0.00285,8.15951,3.46829,13.1364,12.9971
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,17,1.36822,0.002857,8.16611,3.46829,13.1434,13.0055
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,18,1.36493,0.002776,8.16236,3.47238,13.1419,13.0024
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",320,19,1.36563,0.002831,8.15753,3.46931,13.1358,12.9953
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,0,2.4216,0.002989,15.0816,5.9945,23.6377,23.5007
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,1,2.4177,0.002997,15.0616,5.98118,23.606,23.4635
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,2,2.41677,0.002823,15.0333,5.98016,23.5738,23.4331
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,3,2.41658,0.003254,15.0128,5.98118,23.5576,23.4139
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,4,2.41837,0.002859,15.0179,5.98221,23.5639,23.4214
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,5,2.41462,0.002803,15.0312,5.98528,23.5771,23.4339
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,6,2.42022,0.002855,15.0128,5.98016,23.5556,23.4161
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,7,2.41786,0.002855,15.0376,5.97504,23.5741,23.4334
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,8,2.41811,0.002873,15.0061,5.98835,23.5575,23.4155
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,9,2.41536,0.003039,14.9953,5.97504,23.5278,23.3888
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,10,2.4191,0.002867,15.12,5.98221,23.6661,23.5242
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,11,2.4175,0.002936,15.058,5.96787,23.5865,23.4463
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,12,2.41597,0.002857,15.0469,5.98323,23.5898,23.449
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,13,2.42118,0.002958,15.0761,5.99245,23.6363,23.4927
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,14,2.41869,0.002817,15.0927,5.97197,23.6281,23.4862
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,15,2.41552,0.003048,15.0288,5.9863,23.5731,23.4336
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,16,2.41821,0.00287,14.9989,5.9863,23.5472,23.4062
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,17,2.41856,0.00284,14.9955,5.9863,23.5456,23.4032
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,18,2.4192,0.002848,15.0161,5.98528,23.5665,23.4235
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",384,19,2.41574,0.002859,14.9287,5.97709,23.4681,23.3244
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,0,3.76512,0.002806,33.9136,9.54982,47.3704,47.2313
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,1,3.75846,0.002857,33.8879,9.53344,47.325,47.1826
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,2,3.75677,0.002916,33.879,9.54675,47.3285,47.1854
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,3,3.76093,0.002859,33.8924,9.54368,47.3405,47.1998
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,4,3.75629,0.002891,33.8803,9.54061,47.3226,47.1801
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,5,3.76086,0.002853,33.8896,9.55494,47.349,47.2083
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,6,3.76038,0.002906,33.8657,9.55699,47.3281,47.186
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,7,3.76186,0.002881,33.8943,9.55904,47.359,47.218
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,8,3.76042,0.00292,33.892,9.54368,47.3391,47.199
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,9,3.76013,0.002919,33.891,9.51501,47.3114,47.169
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,10,3.75981,0.00287,33.902,9.5447,47.352,47.2094
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,11,3.75837,0.00289,33.8823,9.57747,47.3651,47.2211
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,12,3.76144,0.003017,33.8887,9.54368,47.338,47.1969
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,13,3.76192,0.002853,33.8907,9.55392,47.3532,47.2094
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,14,3.76182,0.002813,33.8909,9.55085,47.3509,47.2064
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,15,3.75482,0.00302,33.8894,9.53139,47.3197,47.1786
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,16,3.76256,0.002914,33.8843,9.56211,47.3536,47.2119
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,17,3.75914,0.002837,33.8798,9.54573,47.3298,47.1875
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,18,3.76064,0.002861,33.8875,9.56314,47.3579,47.2141
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",448,19,3.75962,0.003402,33.9201,9.54778,47.3739,47.2309
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,0,5.55142,0.002864,66.4903,14.38,86.5625,86.4246
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,1,5.54042,0.002833,65.4732,14.3555,85.5098,85.3719
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,2,5.53978,0.002894,66.3989,14.3882,86.4681,86.3298
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,3,5.53674,0.002853,66.9365,14.3462,86.9602,86.8224
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,4,5.54266,0.002947,65.6473,14.3585,85.6938,85.5515
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,5,5.53677,0.002763,66.7223,14.3493,86.7486,86.6112
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,6,5.53776,0.003052,66.1575,14.3729,86.2114,86.0711
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,7,5.5375,0.002901,66.262,14.3411,86.2838,86.1436
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,8,5.53856,0.002865,66.333,14.3647,86.3763,86.2391
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,9,5.53757,0.002848,66.8576,14.3483,86.8834,86.7463
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,10,5.53773,0.002885,66.8799,14.3565,86.9172,86.777
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,11,5.5384,0.002948,66.1479,14.3636,86.1917,86.0529
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,12,5.53645,0.002946,66.6906,14.3493,86.721,86.5793
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,13,5.53642,0.002894,67.7637,14.3473,87.7886,87.6503
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,14,5.53946,0.002857,65.9475,14.3411,85.9704,85.8309
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,15,5.53571,0.002886,65.5423,14.3903,85.6095,85.4712
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,16,5.53549,0.002879,66.0447,14.3596,86.0849,85.9426
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,17,5.54106,0.002844,66.1888,14.3575,86.2304,86.0902
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,18,5.53795,0.002814,65.9709,14.3606,86.0143,85.8723
3,double,uniform,GPU,"P | P | Ns | Ns | P | P",512,19,5.53917,0.003115,64.9055,14.2899,84.8756,84.7377
