dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,0,0.194656,0.00316,0.108588,211.248,211.661,211.554
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,22,0.149024,0.001519,0.039199,0.01728,0.248387,0.207022
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,23,0.146464,0.001502,0.046099,0.013696,0.259368,0.207761
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,24,0.146688,0.0015,0.044809,0.013472,0.257487,0.206469
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,25,0.143392,0.001519,0.04649,0.0144,0.257567,0.205801
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,26,0.149088,0.00159,0.045429,0.012896,0.257657,0.209003
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,27,0.14512,0.001561,0.0389,0.016768,0.246208,0.202349
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,28,0.144672,0.00174,0.039891,0.016704,0.247048,0.203007
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,29,0.146528,0.00157,0.044989,0.014816,0.255977,0.207903
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,30,0.15008,0.00164,0.045979,0.015104,0.270987,0.212803
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,31,0.146688,0.00178,0.045829,0.013184,0.257017,0.207481
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,32,0.144224,0.00165,0.044539,0.014144,0.253997,0.204557
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,33,0.155776,0.001529,0.04566,0.013984,0.268246,0.216949
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,34,0.22608,0.001691,0.047979,0.011936,0.341916,0.287686
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,35,0.145728,0.001469,0.045289,0.01488,0.256067,0.207366
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,36,0.14592,0.0015,0.04602,0.014176,0.259077,0.207616
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,37,0.146144,0.001469,0.052959,0.01408,0.266746,0.214652
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,38,0.146016,0.00147,0.04497,0.01408,0.256357,0.206536
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,39,0.147104,0.00168,0.047569,0.014048,0.262706,0.210401
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,40,0.146496,0.001508,0.044869,0.015232,0.258197,0.208105
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,41,0.31584,0.00161,0.044881,0.014528,0.426175,0.376859
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,42,0.146048,0.001511,0.04661,0.015168,0.259007,0.209337
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,43,0.145088,0.00147,0.045731,0.012672,0.256167,0.204961
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,44,0.146048,0.00153,0.04562,0.015712,0.258867,0.20891
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,45,0.148544,0.001471,0.046509,0.014336,0.262257,0.21086
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,46,0.147168,0.00149,0.04602,0.01248,0.260457,0.207158
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,47,0.145792,0.00158,0.045698,0.013408,0.255817,0.206478
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,48,0.144416,0.001521,0.04628,0.016256,0.259517,0.208473
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,49,0.146304,0.00151,0.045659,0.013344,0.259347,0.206817
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,50,0.145024,0.00149,0.0457,0.016224,0.259207,0.208438
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,51,0.144672,0.001589,0.045941,0.014944,0.257017,0.207146
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,52,0.154336,0.0015,0.04576,0.014048,0.267367,0.215644
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,53,0.147648,0.00155,0.045969,0.013376,0.258008,0.208543
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,54,0.144256,0.001689,0.044969,0.014656,0.255737,0.20557
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,55,0.147328,0.00154,0.045441,0.013888,0.371045,0.208197
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,56,0.147552,0.00147,0.04612,0.014464,0.259037,0.209606
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,57,0.146944,0.0017,0.04473,0.014336,0.256647,0.20771
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,58,0.152064,0.001541,0.04243,0.016736,0.258547,0.212771
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,59,0.145792,0.00159,0.04489,0.013984,0.258717,0.206256
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,60,0.146848,0.001679,0.047288,0.013312,0.261748,0.209127
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,61,0.143904,0.001511,0.046271,0.012832,0.254807,0.204518
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,62,0.147936,0.00159,0.047029,0.01568,0.266027,0.212235
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,63,0.145664,0.00149,0.046189,0.013024,0.257777,0.206367
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,64,0.147968,0.00152,0.045439,0.014336,0.261547,0.209263
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,65,0.144032,0.00158,0.04573,0.015072,0.254337,0.206414
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,66,0.145152,0.001699,0.04724,0.01264,0.257527,0.206731
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,67,0.144352,0.00155,0.04575,0.013024,0.256097,0.204676
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,68,0.14464,0.00159,0.04715,0.01472,0.257737,0.2081
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,69,0.145696,0.00153,0.045299,0.012896,0.256877,0.205421
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,70,0.221664,0.00149,0.046188,0.013216,0.333606,0.282558
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,71,0.145888,0.00157,0.045499,0.014272,0.256557,0.207229
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,72,0.14496,0.00152,0.04527,0.014144,0.256967,0.205894
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,73,0.144544,0.00155,0.045819,0.01344,0.256067,0.205353
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",64,74,0.146752,0.00156,0.05063,0.01408,0.264447,0.213022
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,0,0.8216,0.001979,0.09396,0.039904,1.01951,0.957443
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,1,0.816416,0.00167,0.08219,0.031616,0.985239,0.931892
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,2,0.81536,0.00164,0.08094,0.0296,0.980409,0.92754
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,3,0.817408,0.001569,0.081368,0.02768,0.982148,0.928025
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,4,0.812096,0.00166,0.079889,0.032704,0.977269,0.926349
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,5,0.810528,0.001641,0.08012,0.028864,0.973889,0.921153
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,6,0.806752,0.00162,0.080218,0.028832,0.969789,0.917422
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,7,0.804064,0.00166,0.074108,0.033024,0.956418,0.912856
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,8,0.812032,0.001679,0.079359,0.029184,0.974208,0.922254
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,9,0.818176,0.001751,0.081599,0.02928,0.983608,0.930806
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,10,0.807648,0.00166,0.08171,0.028064,0.971099,0.919082
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,11,0.81648,0.00155,0.08077,0.031232,0.982199,0.930032
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,12,0.812384,0.001529,0.080339,0.030304,0.976949,0.924556
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,13,0.808832,0.00157,0.08418,0.030656,0.976229,0.925238
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,14,0.814048,0.00161,0.07996,0.031904,0.978929,0.927522
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,15,0.956192,0.001611,0.080949,0.029664,1.1204,1.06842
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,16,0.811232,0.00161,0.080279,0.02784,0.972559,0.920961
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,17,0.813216,0.0019,0.08022,0.02848,0.976399,0.923816
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,18,0.824096,0.00157,0.081358,0.031872,0.991648,0.938896
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,19,0.816928,0.00166,0.081018,0.029568,0.982028,0.929174
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,20,0.81104,0.001589,0.080399,0.0288,0.974438,0.921828
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,21,0.854592,0.001709,0.07943,0.033312,1.02121,0.969043
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,22,0.819424,0.00156,0.07975,0.02848,0.981168,0.929214
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,23,0.811744,0.00168,0.079178,0.03008,0.973888,0.922682
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,24,0.81264,0.00171,0.082089,0.02832,0.976199,0.924759
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,25,0.893376,0.00158,0.079939,0.029984,1.05769,1.00488
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,26,0.914144,0.00172,0.080628,0.029024,1.07947,1.02552
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,27,0.801408,0.001729,0.075369,0.03136,0.952159,0.909866
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,28,0.813408,0.00163,0.076448,0.032864,0.970939,0.92435
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,29,0.835648,0.00157,0.0803,0.03088,1.00083,0.948398
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,30,0.813344,0.00166,0.081329,0.030016,0.977849,0.926349
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,31,0.8152,0.00161,0.081548,0.029888,0.980388,0.928246
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,32,0.818944,0.0016,0.081189,0.02752,0.982149,0.929253
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,33,0.81824,0.001551,0.080549,0.03056,0.983428,0.9309
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,34,0.812224,0.001721,0.080678,0.02944,0.978829,0.924063
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,35,0.810688,0.00165,0.07419,0.03376,0.966359,0.920288
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,36,0.835872,0.002059,0.097479,0.04016,1.0533,0.97557
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,37,0.81904,0.00188,0.0807,0.027904,0.983929,0.929524
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,38,0.812224,0.001729,0.080079,0.02928,0.976559,0.923312
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,39,0.827648,0.0021,0.09745,0.039232,1.0409,0.96643
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,40,0.823136,0.00156,0.080668,0.03024,0.989688,0.935604
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,41,0.815392,0.00181,0.08066,0.030304,0.980949,0.928166
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,42,0.835776,0.0017,0.08086,0.033152,1.00463,0.951488
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,43,0.806816,0.001761,0.110538,0.027328,1.00144,0.946443
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,44,0.812064,0.00174,0.08,0.028704,0.974789,0.922508
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,45,0.81472,0.00157,0.081269,0.02848,0.980358,0.926039
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,46,0.81088,0.00168,0.080568,0.031456,0.975898,0.924584
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,47,0.8312,0.00161,0.079228,0.028352,0.989609,0.94039
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,48,0.81872,0.001549,0.080879,0.028448,0.980759,0.929596
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,49,0.841792,0.002119,0.096799,0.039008,1.05689,0.979718
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,50,0.817664,0.00167,0.0803,0.027264,0.978799,0.926898
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,51,0.820448,0.001721,0.08002,0.029536,0.981288,0.931725
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,52,0.869184,0.001521,0.080659,0.032288,1.03489,0.983652
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,53,0.90064,0.001639,0.079759,0.03024,1.06523,1.01228
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,54,0.819328,0.00174,0.080949,0.028416,0.983739,0.930433
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,55,0.816992,0.001589,0.079349,0.03072,0.981149,0.92865
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,56,0.814432,0.001729,0.079749,0.031968,0.978849,0.927878
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,57,0.834624,0.001549,0.08005,0.031296,0.997618,0.947519
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,58,0.812352,0.00167,0.079309,0.029856,0.974818,0.923187
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,59,0.809216,0.001631,0.080218,0.029984,0.973969,0.921049
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,60,0.803008,0.00169,0.081688,0.027136,0.968819,0.913522
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,61,0.937312,0.00165,0.080828,0.027776,1.10066,1.04757
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,62,0.895584,0.00156,0.081079,0.028672,1.06123,1.00689
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,63,0.807136,0.001709,0.081519,0.030016,0.975868,0.92038
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,64,0.813504,0.001589,0.079559,0.02912,0.975538,0.923772
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,65,0.80976,0.00163,0.08048,0.03056,0.973999,0.92243
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,66,0.804864,0.00157,0.07988,0.039008,0.975079,0.925322
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,67,0.813824,0.00154,0.08037,0.030016,0.978479,0.92575
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,68,0.825152,0.00211,0.097818,0.039264,1.04032,0.964344
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,69,0.817824,0.00163,0.080158,0.030976,0.982138,0.930588
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,70,0.852064,0.00162,0.08001,0.02768,1.01352,0.961374
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,71,0.865024,0.00178,0.080589,0.028256,1.02759,0.975649
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,72,0.804,0.00165,0.213188,0.031168,1.10235,1.05001
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,73,0.804704,0.001559,0.0796,0.028384,0.964729,0.914247
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",128,74,0.811872,0.00162,0.079979,0.030016,0.975169,0.923487
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,0,2.54838,0.00253,0.177779,0.084128,2.89061,2.81282
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,1,2.60752,0.00232,0.17839,0.085824,2.95353,2.87405
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,2,2.56486,0.00183,0.165348,0.07984,2.86682,2.81188
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,3,2.5992,0.001671,0.161808,0.077472,2.89677,2.84015
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,4,2.53834,0.001861,0.163538,0.0768,2.83909,2.78053
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,5,2.60656,0.00191,0.161307,0.075648,2.90208,2.84543
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,6,2.56371,0.00171,0.164277,0.07488,2.86474,2.80458
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,7,2.55651,0.00165,0.171527,0.07584,2.86213,2.80553
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,8,2.54013,0.00156,0.16436,0.075776,2.83846,2.78182
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,9,2.5504,0.001789,0.164208,0.076288,2.85165,2.79269
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,10,2.58982,0.0022,0.172298,0.082976,2.92122,2.8473
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,11,2.56822,0.001879,0.164958,0.07984,2.87188,2.8149
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,12,2.54512,0.00189,0.16457,0.076608,2.85249,2.78819
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,13,2.57706,0.00157,0.16535,0.075776,2.88072,2.81975
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,14,2.54538,0.00165,0.163836,0.07664,2.84828,2.7875
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,15,2.54464,0.001899,0.16249,0.076608,2.84259,2.78564
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,16,2.632,0.00196,0.161468,0.07568,2.92834,2.87111
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,17,2.56106,0.00178,0.1649,0.075808,2.86953,2.80354
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,18,2.57462,0.00178,0.16337,0.080704,2.87966,2.82048
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,19,2.54781,0.00164,0.162797,0.076064,2.84614,2.78831
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,20,2.55366,0.001791,0.164196,0.079744,2.85093,2.7994
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,21,2.55149,0.00188,0.16162,0.078016,2.845,2.793
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,22,2.59245,0.00178,0.16321,0.075808,2.89156,2.83325
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,23,2.6583,0.00218,0.18201,0.086176,3.00792,2.92867
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,24,2.59334,0.0017,0.16478,0.076224,2.89324,2.83605
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,25,2.60925,0.00163,0.162429,0.076,2.90603,2.84931
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,26,2.55597,0.001769,0.162936,0.075584,2.85453,2.79626
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,27,2.57331,0.00197,0.16119,0.074816,2.86799,2.81129
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,28,2.54749,0.001669,0.230466,0.080416,2.91791,2.86004
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,29,2.56637,0.001671,0.166327,0.076576,2.8684,2.81094
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,30,2.63584,0.00219,0.180189,0.08432,2.98278,2.90254
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,31,2.55363,0.00184,0.16599,0.080512,2.86115,2.80197
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,32,2.61229,0.002009,0.163266,0.07536,2.91126,2.85292
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,33,2.59181,0.0017,0.16279,0.076448,2.89031,2.83275
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,34,2.54787,0.00207,0.174616,0.084672,2.88404,2.80923
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,35,2.61347,0.00191,0.165107,0.076192,2.91205,2.85668
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,36,2.57405,0.00163,0.162407,0.077536,2.87401,2.81562
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,37,2.55043,0.00176,0.163858,0.075712,2.8493,2.79176
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,38,2.61555,0.002379,0.178287,0.085344,2.96016,2.88156
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,39,2.68973,0.00199,0.163897,0.078208,2.98999,2.93382
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,40,2.5928,0.001851,0.164626,0.077248,2.89704,2.83653
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,41,2.56957,0.00168,0.16413,0.076384,2.86828,2.81176
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,42,2.54282,0.0018,0.165157,0.07648,2.84315,2.78625
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,43,2.57181,0.00242,0.164938,0.077728,2.87594,2.81689
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,44,2.6185,0.00201,0.162679,0.07904,2.9184,2.86223
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,45,2.59968,0.002179,0.180029,0.08704,2.95542,2.86893
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,46,2.62013,0.001799,0.177856,0.076448,2.93602,2.87623
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,47,2.73315,0.00219,0.180288,0.086816,3.08209,3.00245
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,48,2.5559,0.001611,0.164327,0.076288,2.85575,2.79813
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,49,2.61722,0.00196,0.163697,0.081056,2.9237,2.86393
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,50,2.58362,0.002041,0.162949,0.075424,2.88172,2.82403
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,51,2.5849,0.00215,0.177748,0.083904,2.92911,2.8487
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,52,2.65936,0.00195,0.166877,0.077696,2.9647,2.90588
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,53,2.57248,0.00157,0.15813,0.078208,2.86079,2.81039
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,54,2.56557,0.001779,0.164536,0.077536,2.87548,2.80942
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,55,2.59107,0.001839,0.162539,0.074688,2.88765,2.83014
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,56,2.5935,0.00178,0.1686,0.075552,2.8965,2.83944
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,57,2.57568,0.00182,0.165317,0.07712,2.8796,2.81994
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,58,2.59354,0.00165,0.165607,0.07552,2.89234,2.83631
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,59,2.56445,0.001619,0.163527,0.075872,2.86265,2.80547
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,60,2.77965,0.00188,0.165107,0.07712,3.08271,3.02375
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,61,2.78045,0.00246,0.179236,0.087072,3.12724,3.04922
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,62,2.56922,0.001841,0.157538,0.078496,2.86185,2.80709
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,63,2.58118,0.00172,0.166417,0.077856,2.88601,2.82718
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,64,2.57037,0.001579,0.163099,0.075232,2.86652,2.81028
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,65,2.54672,0.001569,0.168917,0.077984,2.85222,2.79519
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,66,2.60835,0.001931,0.162427,0.076832,2.90521,2.84954
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",192,67,2.58038,0.00168,0.163947,0.075264,2.87957,2.82127
