dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"D | N",512,46,0.032352,0,0.01802,0.005248,0.095499,0.05562
1,float,uniform,CPU,"D | N",512,47,0.030432,0,0.01821,0.00736,0.096109,0.056002
1,float,uniform,CPU,"D | N",512,48,0.027552,0,0.01824,0.00688,0.092519,0.052672
1,float,uniform,CPU,"D | N",512,49,0.030336,0,0.018449,0.005792,0.101299,0.054577
1,float,uniform,CPU,"D | N",512,50,0.031168,0,0.018169,0.006624,0.206287,0.055961
1,float,uniform,CPU,"D | N",512,51,0.029024,0,0.018699,0.00608,0.093359,0.053803
1,float,uniform,CPU,"D | N",512,52,0.0312,0,0.02391,0.005632,0.099019,0.060742
1,float,uniform,CPU,"D | N",512,53,0.02896,0,0.01872,0.005792,0.093079,0.053472
1,float,uniform,CPU,"D | N",512,54,0.028512,0,0.01827,0.005376,0.091359,0.052158
1,float,uniform,CPU,"D | N",512,55,0.030144,0,0.01901,0.00656,0.091199,0.055714
1,float,uniform,CPU,"D | N",512,56,0.031072,0,0.01876,0.005664,0.094369,0.055496
1,float,uniform,CPU,"D | N",512,57,0.02912,0,0.018609,0.004512,0.091499,0.052241
1,float,uniform,CPU,"D | N",512,58,0.032576,0,0.01863,0.006752,0.098889,0.057958
1,float,uniform,CPU,"D | N",512,59,0.02944,0,0.019559,0.004544,0.093059,0.053543
1,float,uniform,CPU,"D | N",512,60,0.030848,0,0.01894,0.00576,0.102248,0.055548
1,float,uniform,CPU,"D | N",512,61,0.029024,0,0.02108,0.007104,0.087889,0.057208
1,float,uniform,CPU,"D | N",512,62,0.030528,0,0.01853,0.007904,0.098969,0.056962
1,float,uniform,CPU,"D | N",512,63,0.033024,0,0.018409,0.006336,0.098399,0.057769
1,float,uniform,CPU,"D | N",512,64,0.034048,0,0.01823,0.006272,0.100349,0.05855
1,float,uniform,CPU,"D | N",512,65,0.0296,0,0.01825,0.005056,0.091679,0.052906
1,float,uniform,CPU,"D | N",512,66,0.030496,0,0.0183,0.006368,0.095559,0.055164
1,float,uniform,CPU,"D | N",512,67,0.030112,0,0.01868,0.004192,0.093069,0.052984
1,float,uniform,CPU,"D | N",512,68,0.028704,0,0.01836,0.006304,0.091199,0.053368
1,float,uniform,CPU,"D | N",512,69,0.029344,0,0.018811,0.00464,0.092879,0.052795
1,float,uniform,CPU,"D | N",512,70,0.029056,0,0.018469,0.00544,0.094109,0.052965
1,float,uniform,CPU,"D | N",512,71,0.027936,0,0.01845,0.005504,0.090588,0.05189
1,float,uniform,CPU,"D | N",512,72,0.029984,0,0.018469,0.006144,0.095379,0.054597
1,float,uniform,CPU,"D | N",512,73,0.027968,0,0.01837,0.005152,0.089179,0.05149
1,float,uniform,CPU,"D | N",512,74,0.032768,0,0.01847,0.006272,0.098089,0.05751
