dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"D | D | D | D",64,0,0.079424,0,0.086468,199.043,199.307,199.209
2,float,uniform,CPU,"D | D | D | D",64,26,0.021856,0,0.02611,0.005824,0.092089,0.05379
2,float,uniform,CPU,"D | D | D | D",64,27,0.02464,0,0.027208,0.007072,0.099259,0.05892
2,float,uniform,CPU,"D | D | D | D",64,28,0.02544,0,0.02738,0.007616,0.099788,0.060436
2,float,uniform,CPU,"D | D | D | D",64,29,0.023232,0,0.02378,0.008,0.08809,0.055012
2,float,uniform,CPU,"D | D | D | D",64,30,0.022816,0,0.02434,0.007104,0.086349,0.05426
2,float,uniform,CPU,"D | D | D | D",64,31,0.024896,0,0.02674,0.007616,0.097599,0.059252
2,float,uniform,CPU,"D | D | D | D",64,32,0.023232,0,0.02654,0.007104,0.099948,0.056876
2,float,uniform,CPU,"D | D | D | D",64,33,0.025312,0,0.02722,0.006528,0.097599,0.05906
2,float,uniform,CPU,"D | D | D | D",64,34,0.024032,0,0.026469,0.008992,0.099349,0.059493
2,float,uniform,CPU,"D | D | D | D",64,35,0.024032,0,0.026219,0.006464,0.094069,0.056715
2,float,uniform,CPU,"D | D | D | D",64,36,0.024224,0,0.02621,0.007168,0.097039,0.057602
2,float,uniform,CPU,"D | D | D | D",64,37,0.02416,0,0.026369,0.006816,0.095669,0.057345
2,float,uniform,CPU,"D | D | D | D",64,38,0.025344,0,0.02665,0.006944,0.098589,0.058938
2,float,uniform,CPU,"D | D | D | D",64,39,0.02592,0,0.027209,0.007456,0.101189,0.060585
2,float,uniform,CPU,"D | D | D | D",64,40,0.024672,0,0.02719,0.007648,0.099989,0.05951
2,float,uniform,CPU,"D | D | D | D",64,41,0.02496,0,0.02711,0.005728,0.105509,0.057798
2,float,uniform,CPU,"D | D | D | D",64,42,0.026784,0,0.02679,0.007936,0.105788,0.06151
2,float,uniform,CPU,"D | D | D | D",64,43,0.023552,0,0.024519,0.006528,0.089299,0.054599
2,float,uniform,CPU,"D | D | D | D",64,44,0.026144,0,0.02786,0.007808,0.100909,0.061812
2,float,uniform,CPU,"D | D | D | D",64,45,0.023648,0,0.026439,0.009856,0.099909,0.059943
2,float,uniform,CPU,"D | D | D | D",64,46,0.026016,0,0.028189,0.010176,0.106809,0.064381
2,float,uniform,CPU,"D | D | D | D",64,47,0.025696,0,0.02768,0.0088,0.103579,0.062176
2,float,uniform,CPU,"D | D | D | D",64,48,0.023168,0,0.026469,0.006944,0.095559,0.056581
2,float,uniform,CPU,"D | D | D | D",64,49,0.025184,0,0.028309,0.009056,0.103379,0.062549
2,float,uniform,CPU,"D | D | D | D",64,50,0.027136,0,0.033439,0.006816,0.107029,0.067391
2,float,uniform,CPU,"D | D | D | D",64,51,0.02464,0,0.02754,0.008768,0.101489,0.060948
2,float,uniform,CPU,"D | D | D | D",64,52,0.02384,0,0.027029,0.009472,0.099569,0.060341
2,float,uniform,CPU,"D | D | D | D",64,53,0.024416,0,0.026229,0.006656,0.095319,0.057301
2,float,uniform,CPU,"D | D | D | D",64,54,0.02448,0,0.02725,0.009504,0.103509,0.061234
2,float,uniform,CPU,"D | D | D | D",64,55,0.025696,0,0.027479,0.005888,0.098279,0.059063
2,float,uniform,CPU,"D | D | D | D",64,56,0.023648,0,0.02666,0.00672,0.094339,0.057028
2,float,uniform,CPU,"D | D | D | D",64,57,0.02416,0,0.02608,0.007232,0.099059,0.057472
2,float,uniform,CPU,"D | D | D | D",64,58,0.0232,0,0.026589,0.009824,0.099239,0.059613
2,float,uniform,CPU,"D | D | D | D",64,59,0.023072,0,0.02614,0.007488,0.095459,0.0567
2,float,uniform,CPU,"D | D | D | D",64,60,0.031104,0,0.02683,0.008224,0.103899,0.066158
2,float,uniform,CPU,"D | D | D | D",64,61,0.107584,0,0.02652,0.009024,0.182808,0.143128
2,float,uniform,CPU,"D | D | D | D",64,62,0.024256,0,0.026189,0.008992,0.098769,0.059437
2,float,uniform,CPU,"D | D | D | D",64,63,0.025504,0,0.02614,0.011776,0.101679,0.06342
2,float,uniform,CPU,"D | D | D | D",64,64,0.027712,0,0.02599,0.007232,0.100489,0.060934
2,float,uniform,CPU,"D | D | D | D",64,65,0.025504,0,0.02692,0.009792,0.102018,0.062216
2,float,uniform,CPU,"D | D | D | D",64,66,0.025088,0,0.0272,0.007424,0.100499,0.059712
2,float,uniform,CPU,"D | D | D | D",64,67,0.025024,0,0.02722,0.008448,0.101179,0.060692
2,float,uniform,CPU,"D | D | D | D",64,68,0.025216,0,0.02665,0.008704,0.102339,0.06057
2,float,uniform,CPU,"D | D | D | D",64,69,0.027104,0,0.027429,0.00848,0.101619,0.063013
2,float,uniform,CPU,"D | D | D | D",64,70,0.024384,0,0.025849,0.006816,0.097229,0.057049
2,float,uniform,CPU,"D | D | D | D",64,71,0.026496,0,0.02753,0.00672,0.099479,0.060746
2,float,uniform,CPU,"D | D | D | D",64,72,0.024768,0,0.02709,0.008128,0.099078,0.059986
2,float,uniform,CPU,"D | D | D | D",64,73,0.02656,0,0.02785,0.006016,0.099839,0.060426
2,float,uniform,CPU,"D | D | D | D",64,74,0.023712,0,0.02694,0.0088,0.099849,0.059452
2,float,uniform,CPU,"D | D | D | D",128,0,0.036128,0,0.048039,0.014144,0.137129,0.098311
2,float,uniform,CPU,"D | D | D | D",128,1,0.032544,0,0.03205,0.015744,0.118709,0.080338
2,float,uniform,CPU,"D | D | D | D",128,2,0.028704,0,0.03167,0.006176,0.105488,0.06655
2,float,uniform,CPU,"D | D | D | D",128,3,0.030112,0,0.031619,0.008672,0.108619,0.070403
2,float,uniform,CPU,"D | D | D | D",128,4,0.028768,0,0.03186,0.009664,0.108679,0.070292
2,float,uniform,CPU,"D | D | D | D",128,5,0.030144,0,0.03162,0.010336,0.111638,0.0721
2,float,uniform,CPU,"D | D | D | D",128,6,0.02912,0,0.031109,0.005792,0.104409,0.066021
2,float,uniform,CPU,"D | D | D | D",128,7,0.03248,0,0.03346,0.008128,0.113019,0.074068
2,float,uniform,CPU,"D | D | D | D",128,8,0.030368,0,0.03168,0.008288,0.109649,0.070336
2,float,uniform,CPU,"D | D | D | D",128,9,0.031552,0,0.033269,0.0072,0.113529,0.072021
2,float,uniform,CPU,"D | D | D | D",128,10,0.031552,0,0.032489,0.00896,0.112079,0.073001
2,float,uniform,CPU,"D | D | D | D",128,11,0.03104,0,0.03168,0.009696,0.112949,0.072416
2,float,uniform,CPU,"D | D | D | D",128,12,0.032288,0,0.03145,0.007392,0.105828,0.07113
2,float,uniform,CPU,"D | D | D | D",128,13,0.032384,0,0.029509,0.008,0.103029,0.069893
2,float,uniform,CPU,"D | D | D | D",128,14,0.031264,0,0.03336,0.008736,0.111829,0.07336
2,float,uniform,CPU,"D | D | D | D",128,15,0.029984,0,0.0317,0.009568,0.110269,0.071252
2,float,uniform,CPU,"D | D | D | D",128,16,0.0328,0,0.034089,0.010944,0.122479,0.077833
2,float,uniform,CPU,"D | D | D | D",128,17,0.029888,0,0.033388,0.008288,0.112439,0.071564
2,float,uniform,CPU,"D | D | D | D",128,18,0.03104,0,0.03262,0.009376,0.112259,0.073036
2,float,uniform,CPU,"D | D | D | D",128,19,0.030208,0,0.03256,0.00816,0.109659,0.070928
2,float,uniform,CPU,"D | D | D | D",128,20,0.029792,0,0.03225,0.006912,0.105189,0.068954
2,float,uniform,CPU,"D | D | D | D",128,21,0.03024,0,0.03207,0.00656,0.107639,0.06887
2,float,uniform,CPU,"D | D | D | D",128,22,0.02976,0,0.03287,0.009728,0.112109,0.072358
2,float,uniform,CPU,"D | D | D | D",128,23,0.031264,0,0.03259,0.009152,0.112779,0.073006
2,float,uniform,CPU,"D | D | D | D",128,24,0.029504,0,0.03242,0.010016,0.110778,0.07194
2,float,uniform,CPU,"D | D | D | D",128,25,0.02864,0,0.03144,0.006656,0.104189,0.066736
2,float,uniform,CPU,"D | D | D | D",128,26,0.027904,0,0.02841,0.00784,0.096879,0.064154
2,float,uniform,CPU,"D | D | D | D",128,27,0.029216,0,0.031359,0.008096,0.106959,0.068671
2,float,uniform,CPU,"D | D | D | D",128,28,0.032128,0,0.031969,0.00864,0.109499,0.072737
2,float,uniform,CPU,"D | D | D | D",128,29,0.029024,0,0.03137,0.0064,0.104099,0.066794
2,float,uniform,CPU,"D | D | D | D",128,30,0.030272,0,0.03224,0.010144,0.111438,0.072656
2,float,uniform,CPU,"D | D | D | D",128,31,0.13632,0,0.031109,0.010304,0.216698,0.177733
2,float,uniform,CPU,"D | D | D | D",128,32,0.030368,0,0.03085,0.008512,0.106638,0.06973
2,float,uniform,CPU,"D | D | D | D",128,33,0.030112,0,0.03289,0.01168,0.115338,0.074682
2,float,uniform,CPU,"D | D | D | D",128,34,0.03072,0,0.031799,0.005856,0.108049,0.068375
2,float,uniform,CPU,"D | D | D | D",128,35,0.03376,0,0.03272,0.0064,0.113958,0.07288
2,float,uniform,CPU,"D | D | D | D",128,36,0.029984,0,0.03194,0.00816,0.109259,0.070084
2,float,uniform,CPU,"D | D | D | D",128,37,0.032224,0,0.032639,0.009344,0.113759,0.074207
2,float,uniform,CPU,"D | D | D | D",128,38,0.030464,0,0.03173,0.006336,0.109419,0.06853
2,float,uniform,CPU,"D | D | D | D",128,39,0.029536,0,0.03269,0.008064,0.108719,0.07029
2,float,uniform,CPU,"D | D | D | D",128,40,0.02976,0,0.03248,0.006624,0.108509,0.068864
2,float,uniform,CPU,"D | D | D | D",128,41,0.030272,0,0.0326,0.01008,0.111828,0.072952
2,float,uniform,CPU,"D | D | D | D",128,42,0.030912,0,0.033029,0.006592,0.110019,0.070533
2,float,uniform,CPU,"D | D | D | D",128,43,0.03008,0,0.03154,0.006368,0.104129,0.067988
2,float,uniform,CPU,"D | D | D | D",128,44,0.028352,0,0.03001,0.008544,0.099129,0.066906
2,float,uniform,CPU,"D | D | D | D",128,45,0.032224,0,0.03214,0.00896,0.110878,0.073324
2,float,uniform,CPU,"D | D | D | D",128,46,0.029408,0,0.03313,0.008352,0.109249,0.07089
2,float,uniform,CPU,"D | D | D | D",128,47,0.223904,0,0.03203,0.008032,0.300226,0.263966
2,float,uniform,CPU,"D | D | D | D",128,48,0.029792,0,0.03187,0.006624,0.106189,0.068286
2,float,uniform,CPU,"D | D | D | D",128,49,0.03072,0,0.032529,0.010048,0.114678,0.073297
2,float,uniform,CPU,"D | D | D | D",128,50,0.031424,0,0.03278,0.00864,0.111828,0.072844
2,float,uniform,CPU,"D | D | D | D",128,51,0.028736,0,0.03038,0.009472,0.103079,0.068588
2,float,uniform,CPU,"D | D | D | D",128,52,0.029056,0,0.03156,0.008704,0.106738,0.06932
2,float,uniform,CPU,"D | D | D | D",128,53,0.029248,0,0.032129,0.010368,0.111189,0.071745
2,float,uniform,CPU,"D | D | D | D",128,54,0.02928,0,0.03469,0.006848,0.107949,0.070818
2,float,uniform,CPU,"D | D | D | D",128,55,0.030656,0,0.03187,0.00784,0.114598,0.070366
2,float,uniform,CPU,"D | D | D | D",128,56,0.029024,0,0.03187,0.008192,0.107319,0.069086
2,float,uniform,CPU,"D | D | D | D",128,57,0.02896,0,0.031559,0.008704,0.106839,0.069223
2,float,uniform,CPU,"D | D | D | D",128,58,0.029312,0,0.03161,0.00912,0.107879,0.070042
2,float,uniform,CPU,"D | D | D | D",128,59,0.029728,0,0.03165,0.006944,0.105968,0.068322
2,float,uniform,CPU,"D | D | D | D",128,60,0.031072,0,0.03189,0.008864,0.110768,0.071826
2,float,uniform,CPU,"D | D | D | D",128,61,0.031488,0,0.032739,0.006464,0.110698,0.070691
2,float,uniform,CPU,"D | D | D | D",128,62,0.035168,0,0.03255,0.007008,0.114488,0.074726
2,float,uniform,CPU,"D | D | D | D",128,63,0.033024,0,0.03208,0.008608,0.112788,0.073712
2,float,uniform,CPU,"D | D | D | D",128,64,0.029472,0,0.03149,0.010688,0.105588,0.07165
2,float,uniform,CPU,"D | D | D | D",128,65,0.030016,0,0.0317,0.009728,0.200908,0.071444
2,float,uniform,CPU,"D | D | D | D",128,66,0.0312,0,0.032249,0.008352,0.110149,0.071801
2,float,uniform,CPU,"D | D | D | D",128,67,0.031168,0,0.031989,0.00768,0.109929,0.070837
2,float,uniform,CPU,"D | D | D | D",128,68,0.030112,0,0.033069,0.006496,0.108739,0.069677
2,float,uniform,CPU,"D | D | D | D",128,69,0.03072,0,0.03344,0.009792,0.113929,0.073952
2,float,uniform,CPU,"D | D | D | D",128,70,0.029312,0,0.032039,0.00864,0.108379,0.069991
2,float,uniform,CPU,"D | D | D | D",128,71,0.031328,0,0.03317,0.009856,0.113129,0.074354
2,float,uniform,CPU,"D | D | D | D",128,72,0.031552,0,0.03267,0.008224,0.109968,0.072446
2,float,uniform,CPU,"D | D | D | D",128,73,0.035936,0,0.032599,0.008416,0.116039,0.076951
2,float,uniform,CPU,"D | D | D | D",128,74,0.02912,0,0.032269,0.010208,0.109449,0.071597
2,float,uniform,CPU,"D | D | D | D",192,0,0.049376,0,0.04968,0.014048,0.158248,0.113104
2,float,uniform,CPU,"D | D | D | D",192,1,0.042848,0,0.039049,0.007296,0.127248,0.089193
2,float,uniform,CPU,"D | D | D | D",192,2,0.03904,0,0.037989,0.008576,0.124899,0.085605
2,float,uniform,CPU,"D | D | D | D",192,3,0.041248,0,0.03881,0.008768,0.129689,0.088826
2,float,uniform,CPU,"D | D | D | D",192,4,0.041024,0,0.03912,0.008192,0.127009,0.088336
2,float,uniform,CPU,"D | D | D | D",192,5,0.039168,0,0.03771,0.008288,0.124098,0.085166
2,float,uniform,CPU,"D | D | D | D",192,6,0.040928,0,0.03809,0.008704,0.124869,0.087722
2,float,uniform,CPU,"D | D | D | D",192,7,0.042112,0,0.037809,0.007712,0.125118,0.087633
2,float,uniform,CPU,"D | D | D | D",192,8,0.03968,0,0.03783,0.00816,0.123548,0.08567
2,float,uniform,CPU,"D | D | D | D",192,9,0.040512,0,0.038419,0.008416,0.125799,0.087347
2,float,uniform,CPU,"D | D | D | D",192,10,0.040448,0,0.04084,0.008576,0.128528,0.089864
2,float,uniform,CPU,"D | D | D | D",192,11,0.037568,0,0.034159,0.007872,0.110719,0.079599
2,float,uniform,CPU,"D | D | D | D",192,12,0.04128,0,0.037509,0.008512,0.127558,0.087301
2,float,uniform,CPU,"D | D | D | D",192,13,0.03824,0,0.03382,0.007808,0.110949,0.079868
2,float,uniform,CPU,"D | D | D | D",192,14,0.040064,0,0.038159,0.006784,0.123889,0.085007
2,float,uniform,CPU,"D | D | D | D",192,15,0.042528,0,0.038379,0.0064,0.126919,0.087307
2,float,uniform,CPU,"D | D | D | D",192,16,0.041536,0,0.03887,0.010016,0.129419,0.090422
2,float,uniform,CPU,"D | D | D | D",192,17,0.044096,0,0.042099,0.009536,0.136538,0.095731
2,float,uniform,CPU,"D | D | D | D",192,18,0.04112,0,0.038529,0.008288,0.126799,0.087937
2,float,uniform,CPU,"D | D | D | D",192,19,0.12496,0,0.0371,0.010336,0.210718,0.172396
2,float,uniform,CPU,"D | D | D | D",192,20,0.042432,0,0.03894,0.006464,0.126139,0.087836
2,float,uniform,CPU,"D | D | D | D",192,21,0.041792,0,0.03823,0.009216,0.126848,0.089238
2,float,uniform,CPU,"D | D | D | D",192,22,0.041888,0,0.03971,0.01072,0.132639,0.092318
2,float,uniform,CPU,"D | D | D | D",192,23,0.042368,0,0.03928,0.0104,0.132388,0.092048
2,float,uniform,CPU,"D | D | D | D",192,24,0.040032,0,0.037869,0.006944,0.121558,0.084845
2,float,uniform,CPU,"D | D | D | D",192,25,0.039488,0,0.03569,0.009568,0.117159,0.084746
2,float,uniform,CPU,"D | D | D | D",192,26,0.040448,0,0.038839,0.008512,0.126779,0.087799
2,float,uniform,CPU,"D | D | D | D",192,27,0.040128,0,0.03915,0.010624,0.129558,0.089902
2,float,uniform,CPU,"D | D | D | D",192,28,0.039584,0,0.038519,0.006656,0.122308,0.084759
2,float,uniform,CPU,"D | D | D | D",192,29,0.040032,0,0.0375,0.006688,0.121609,0.08422
2,float,uniform,CPU,"D | D | D | D",192,30,0.041856,0,0.03814,0.009408,0.130288,0.089404
2,float,uniform,CPU,"D | D | D | D",192,31,0.04112,0,0.03893,0.00816,0.126789,0.08821
2,float,uniform,CPU,"D | D | D | D",192,32,0.039424,0,0.03804,0.009952,0.125698,0.087416
2,float,uniform,CPU,"D | D | D | D",192,33,0.041024,0,0.038049,0.006624,0.209437,0.085697
2,float,uniform,CPU,"D | D | D | D",192,34,0.039424,0,0.03799,0.00832,0.124008,0.085734
2,float,uniform,CPU,"D | D | D | D",192,35,0.041472,0,0.03799,0.006048,0.122938,0.08551
2,float,uniform,CPU,"D | D | D | D",192,36,0.04512,0,0.03812,0.00896,0.130279,0.0922
2,float,uniform,CPU,"D | D | D | D",192,37,0.040256,0,0.037989,0.009984,0.126639,0.088229
2,float,uniform,CPU,"D | D | D | D",192,38,0.039008,0,0.037618,0.008736,0.121259,0.085362
2,float,uniform,CPU,"D | D | D | D",192,39,0.042848,0,0.037809,0.008256,0.126569,0.088913
2,float,uniform,CPU,"D | D | D | D",192,40,0.04512,0,0.0375,0.008032,0.128869,0.090652
2,float,uniform,CPU,"D | D | D | D",192,41,0.041248,0,0.03858,0.010784,0.132859,0.090612
2,float,uniform,CPU,"D | D | D | D",192,42,0.042944,0,0.037799,0.005856,0.125499,0.086599
2,float,uniform,CPU,"D | D | D | D",192,43,0.0408,0,0.03518,0.009536,0.120718,0.085516
2,float,uniform,CPU,"D | D | D | D",192,44,0.041248,0,0.038059,0.008672,0.127349,0.087979
2,float,uniform,CPU,"D | D | D | D",192,45,0.041216,0,0.037499,0.008864,0.125099,0.087579
2,float,uniform,CPU,"D | D | D | D",192,46,0.041312,0,0.038,0.007296,0.125598,0.086608
2,float,uniform,CPU,"D | D | D | D",192,47,0.04224,0,0.03857,0.007584,0.126019,0.088394
2,float,uniform,CPU,"D | D | D | D",192,48,0.041344,0,0.03905,0.008544,0.128838,0.088938
2,float,uniform,CPU,"D | D | D | D",192,49,0.040384,0,0.03827,0.008704,0.127279,0.087358
2,float,uniform,CPU,"D | D | D | D",192,50,0.041888,0,0.038999,0.009504,0.128658,0.090391
2,float,uniform,CPU,"D | D | D | D",192,51,0.042304,0,0.038079,0.009664,0.127749,0.090047
2,float,uniform,CPU,"D | D | D | D",192,52,0.040224,0,0.03944,0.007328,0.123828,0.086992
2,float,uniform,CPU,"D | D | D | D",192,53,0.042016,0,0.038459,0.007936,0.127579,0.088411
2,float,uniform,CPU,"D | D | D | D",192,54,0.039104,0,0.03866,0.007072,0.122898,0.084836
2,float,uniform,CPU,"D | D | D | D",192,55,0.039104,0,0.03886,0.014976,0.130158,0.09294
2,float,uniform,CPU,"D | D | D | D",192,56,0.041056,0,0.03876,0.007872,0.127039,0.087688
2,float,uniform,CPU,"D | D | D | D",192,57,0.040768,0,0.03559,0.00816,0.117929,0.084518
2,float,uniform,CPU,"D | D | D | D",192,58,0.04096,0,0.03821,0.00864,0.125718,0.08781
2,float,uniform,CPU,"D | D | D | D",192,59,0.039904,0,0.03769,0.008352,0.124598,0.085946
2,float,uniform,CPU,"D | D | D | D",192,60,0.044352,0,0.038009,0.010112,0.130679,0.092473
2,float,uniform,CPU,"D | D | D | D",192,61,0.03888,0,0.037428,0.007712,0.121829,0.08402
2,float,uniform,CPU,"D | D | D | D",192,62,0.041184,0,0.038369,0.009056,0.126549,0.088609
2,float,uniform,CPU,"D | D | D | D",192,63,0.042016,0,0.03792,0.008896,0.125319,0.088832
2,float,uniform,CPU,"D | D | D | D",192,64,0.040704,0,0.03754,0.015968,0.132249,0.094212
2,float,uniform,CPU,"D | D | D | D",192,65,0.039712,0,0.03784,0.009696,0.126269,0.087248
2,float,uniform,CPU,"D | D | D | D",192,66,0.039424,0,0.038039,0.006048,0.122028,0.083511
2,float,uniform,CPU,"D | D | D | D",192,67,0.041408,0,0.03779,0.009152,0.126118,0.08835
2,float,uniform,CPU,"D | D | D | D",192,68,0.0416,0,0.03844,0.0064,0.126538,0.08644
2,float,uniform,CPU,"D | D | D | D",192,69,0.04096,0,0.038809,0.008416,0.128188,0.088185
2,float,uniform,CPU,"D | D | D | D",192,70,0.04416,0,0.038119,0.008736,0.130219,0.091015
2,float,uniform,CPU,"D | D | D | D",192,71,0.041216,0,0.03835,0.00816,0.126528,0.087726
2,float,uniform,CPU,"D | D | D | D",192,72,0.041536,0,0.03765,0.00736,0.125968,0.086546
2,float,uniform,CPU,"D | D | D | D",192,73,0.042176,0,0.03876,0.008768,0.128199,0.089704
2,float,uniform,CPU,"D | D | D | D",192,74,0.041536,0,0.038089,0.009792,0.128509,0.089417
2,float,uniform,CPU,"D | D | D | D",256,0,0.060544,0,0.05191,0.015584,0.173538,0.128038
2,float,uniform,CPU,"D | D | D | D",256,1,0.052352,0,0.037559,0.00848,0.132209,0.098391
2,float,uniform,CPU,"D | D | D | D",256,2,0.053888,0,0.0413,0.006016,0.141368,0.101204
2,float,uniform,CPU,"D | D | D | D",256,3,0.049184,0,0.03637,0.008096,0.126038,0.09365
2,float,uniform,CPU,"D | D | D | D",256,4,0.053408,0,0.04006,0.010368,0.142228,0.103836
2,float,uniform,CPU,"D | D | D | D",256,5,0.051008,0,0.04021,0.007328,0.138328,0.098546
2,float,uniform,CPU,"D | D | D | D",256,6,0.052384,0,0.040939,0.009632,0.143859,0.102955
2,float,uniform,CPU,"D | D | D | D",256,7,0.053536,0,0.04093,0.00848,0.141218,0.102946
2,float,uniform,CPU,"D | D | D | D",256,8,0.052864,0,0.03979,0.00928,0.140239,0.101934
2,float,uniform,CPU,"D | D | D | D",256,9,0.053376,0,0.040319,0.008256,0.138338,0.101951
2,float,uniform,CPU,"D | D | D | D",256,10,0.052288,0,0.039759,0.008,0.139678,0.100047
2,float,uniform,CPU,"D | D | D | D",256,11,0.052992,0,0.040099,0.010592,0.142499,0.103683
2,float,uniform,CPU,"D | D | D | D",256,12,0.052544,0,0.04106,0.010144,0.143889,0.103748
2,float,uniform,CPU,"D | D | D | D",256,13,0.053696,0,0.04126,0.008288,0.143718,0.103244
2,float,uniform,CPU,"D | D | D | D",256,14,0.053216,0,0.041419,0.008864,0.142169,0.103499
2,float,uniform,CPU,"D | D | D | D",256,15,0.054816,0,0.041,0.0104,0.144838,0.106216
2,float,uniform,CPU,"D | D | D | D",256,16,0.054592,0,0.040869,0.006336,0.141468,0.101797
2,float,uniform,CPU,"D | D | D | D",256,17,0.05408,0,0.040069,0.008896,0.143099,0.103045
2,float,uniform,CPU,"D | D | D | D",256,18,0.054304,0,0.04106,0.008992,0.142748,0.104356
2,float,uniform,CPU,"D | D | D | D",256,19,0.053792,0,0.04127,0.0096,0.144249,0.104662
2,float,uniform,CPU,"D | D | D | D",256,20,0.053376,0,0.04155,0.010688,0.144998,0.105614
2,float,uniform,CPU,"D | D | D | D",256,21,0.051936,0,0.03788,0.009184,0.131658,0.099
2,float,uniform,CPU,"D | D | D | D",256,22,0.051584,0,0.041039,0.007008,0.138278,0.099631
2,float,uniform,CPU,"D | D | D | D",256,23,0.052512,0,0.04145,0.010784,0.143699,0.104746
2,float,uniform,CPU,"D | D | D | D",256,24,0.054784,0,0.041359,0.010208,0.145149,0.106351
2,float,uniform,CPU,"D | D | D | D",256,25,0.051968,0,0.04646,0.010272,0.146199,0.1087
2,float,uniform,CPU,"D | D | D | D",256,26,0.052128,0,0.040629,0.00848,0.138668,0.101237
2,float,uniform,CPU,"D | D | D | D",256,27,0.053056,0,0.04133,0.010304,0.145189,0.10469
2,float,uniform,CPU,"D | D | D | D",256,28,0.053408,0,0.040609,0.01056,0.145809,0.104577
2,float,uniform,CPU,"D | D | D | D",256,29,0.053184,0,0.040649,0.00976,0.248517,0.103593
2,float,uniform,CPU,"D | D | D | D",256,30,0.051904,0,0.039839,0.008256,0.139069,0.099999
2,float,uniform,CPU,"D | D | D | D",256,31,0.050816,0,0.040449,0.008576,0.138799,0.099841
2,float,uniform,CPU,"D | D | D | D",256,32,0.051264,0,0.040129,0.009408,0.139148,0.100801
2,float,uniform,CPU,"D | D | D | D",256,33,0.053984,0,0.040629,0.00944,0.141379,0.104053
2,float,uniform,CPU,"D | D | D | D",256,34,0.05536,0,0.03969,0.010048,0.143118,0.105098
2,float,uniform,CPU,"D | D | D | D",256,35,0.052032,0,0.04031,0.009824,0.141019,0.102166
2,float,uniform,CPU,"D | D | D | D",256,36,0.052704,0,0.04129,0.008224,0.143538,0.102218
2,float,uniform,CPU,"D | D | D | D",256,37,0.051616,0,0.03971,0.010112,0.140719,0.101438
2,float,uniform,CPU,"D | D | D | D",256,38,0.052768,0,0.04016,0.007232,0.139518,0.10016
2,float,uniform,CPU,"D | D | D | D",256,39,0.053824,0,0.0418,0.008928,0.146518,0.104552
