dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"N | N",64,0,0.07392,0,0.05952,193.062,193.291,193.195
1,double,uniform,GPU,"N | N",128,69,0.01296,0,0.083449,0.007168,0.139139,0.103577
1,double,uniform,GPU,"N | N",128,70,0.0144,0,0.080178,0.008544,0.134478,0.103122
1,double,uniform,GPU,"N | N",128,71,0.013984,0,0.083609,0.007168,0.140048,0.104761
1,double,uniform,GPU,"N | N",128,72,0.012096,0,0.08298,0.006784,0.137078,0.10186
1,double,uniform,GPU,"N | N",128,73,0.01216,0,0.08265,0.005472,0.135089,0.100282
1,double,uniform,GPU,"N | N",128,74,0.01264,0,0.083439,0.006368,0.136938,0.102447
1,double,uniform,GPU,"N | N",192,0,0.0168,0,0.082779,0.013088,0.152588,0.112667
1,double,uniform,GPU,"N | N",192,1,0.013984,0,0.07737,0.011648,0.134409,0.103002
1,double,uniform,GPU,"N | N",192,2,0.013696,0,0.080289,0.009408,0.140539,0.103393
1,double,uniform,GPU,"N | N",192,3,0.012608,0,0.080718,0.00688,0.135648,0.100206
1,double,uniform,GPU,"N | N",192,4,0.011744,0,0.080119,0.00864,0.137258,0.100503
1,double,uniform,GPU,"N | N",192,5,0.012832,0,0.080449,0.008192,0.138459,0.101473
1,double,uniform,GPU,"N | N",192,6,0.013216,0,0.080389,0.0088,0.144028,0.102405
1,double,uniform,GPU,"N | N",192,7,0.013152,0,0.079989,0.009216,0.137938,0.102357
1,double,uniform,GPU,"N | N",192,8,0.014752,0,0.080609,0.008768,0.139508,0.104129
1,double,uniform,GPU,"N | N",192,9,0.012832,0,0.079989,0.007008,0.134479,0.099829
1,double,uniform,GPU,"N | N",192,10,0.014176,0,0.080629,0.009216,0.140108,0.104021
1,double,uniform,GPU,"N | N",192,11,0.013344,0,0.085369,0.009024,0.144009,0.107737
1,double,uniform,GPU,"N | N",192,12,0.019104,0,0.081029,0.007136,0.143618,0.107269
1,double,uniform,GPU,"N | N",192,13,0.01184,0,0.079959,0.006816,0.134108,0.098615
1,double,uniform,GPU,"N | N",192,14,0.012608,0,0.079789,0.008352,0.136559,0.100749
1,double,uniform,GPU,"N | N",192,15,0.011808,0,0.07979,0.009248,0.136218,0.100846
1,double,uniform,GPU,"N | N",192,16,0.01264,0,0.080529,0.009504,0.138459,0.102673
1,double,uniform,GPU,"N | N",192,17,0.013856,0,0.08067,0.00752,0.137199,0.102046
1,double,uniform,GPU,"N | N",192,18,0.012832,0,0.079759,0.006688,0.133559,0.099279
1,double,uniform,GPU,"N | N",192,19,0.0136,0,0.310156,0.008096,0.365326,0.331852
1,double,uniform,GPU,"N | N",192,20,0.011712,0,0.080309,0.008928,0.136998,0.100949
1,double,uniform,GPU,"N | N",192,21,0.012768,0,0.08035,0.00864,0.136219,0.101758
1,double,uniform,GPU,"N | N",192,22,0.011968,0,0.079939,0.00832,0.135708,0.100227
1,double,uniform,GPU,"N | N",192,23,0.013664,0,0.081419,0.010176,0.139178,0.105259
1,double,uniform,GPU,"N | N",192,24,0.01248,0,0.160319,0.008288,0.217358,0.181087
1,double,uniform,GPU,"N | N",192,25,0.014176,0,0.080229,0.006816,0.137718,0.101221
1,double,uniform,GPU,"N | N",192,26,0.012768,0,0.080148,0.007872,0.135479,0.100788
1,double,uniform,GPU,"N | N",192,27,0.012288,0,0.080199,0.008224,0.136869,0.100711
1,double,uniform,GPU,"N | N",192,28,0.011808,0,0.08043,0.008544,0.138049,0.100782
1,double,uniform,GPU,"N | N",192,29,0.012736,0,0.080439,0.008672,0.138138,0.101847
1,double,uniform,GPU,"N | N",192,30,0.011648,0,0.080178,0.00704,0.134329,0.098866
1,double,uniform,GPU,"N | N",192,31,0.012416,0,0.0798,0.007744,0.136248,0.09996
1,double,uniform,GPU,"N | N",192,32,0.014272,0,0.080978,0.008672,0.140258,0.103922
1,double,uniform,GPU,"N | N",192,33,0.013344,0,0.080069,0.00848,0.137728,0.101893
1,double,uniform,GPU,"N | N",192,34,0.012416,0,0.080639,0.01024,0.138699,0.103295
1,double,uniform,GPU,"N | N",192,35,0.012736,0,0.080109,0.008128,0.136808,0.100973
1,double,uniform,GPU,"N | N",192,36,0.011872,0,0.079689,0.00768,0.134608,0.099241
1,double,uniform,GPU,"N | N",192,37,0.013408,0,0.080749,0.00928,0.138169,0.103437
1,double,uniform,GPU,"N | N",192,38,0.013408,0,0.08066,0.00848,0.241438,0.102548
1,double,uniform,GPU,"N | N",192,39,0.013952,0,0.08065,0.008736,0.142329,0.103338
1,double,uniform,GPU,"N | N",192,40,0.011584,0,0.079799,0.008512,0.134779,0.099895
1,double,uniform,GPU,"N | N",192,41,0.012448,0,0.079969,0.00688,0.133129,0.099297
1,double,uniform,GPU,"N | N",192,42,0.01296,0,0.080439,0.008448,0.137648,0.101847
1,double,uniform,GPU,"N | N",192,43,0.012416,0,0.143878,0.009056,0.201888,0.16535
1,double,uniform,GPU,"N | N",192,44,0.01296,0,0.080589,0.008352,0.137538,0.101901
1,double,uniform,GPU,"N | N",192,45,0.01296,0,0.080119,0.008096,0.136408,0.101175
1,double,uniform,GPU,"N | N",192,46,0.012672,0,0.08043,0.00896,0.137359,0.102062
1,double,uniform,GPU,"N | N",192,47,0.012288,0,0.080689,0.009152,0.138698,0.102129
1,double,uniform,GPU,"N | N",192,48,0.012096,0,0.079899,0.00736,0.134818,0.099355
1,double,uniform,GPU,"N | N",192,49,0.013504,0,0.079959,0.006752,0.134929,0.100215
1,double,uniform,GPU,"N | N",192,50,0.014336,0,0.080099,0.008928,0.139878,0.103363
1,double,uniform,GPU,"N | N",192,51,0.013696,0,0.080069,0.008768,0.138449,0.102533
1,double,uniform,GPU,"N | N",192,52,0.012448,0,0.079879,0.00768,0.136219,0.100007
1,double,uniform,GPU,"N | N",192,53,0.012736,0,0.080408,0.009312,0.137238,0.102456
1,double,uniform,GPU,"N | N",192,54,0.012576,0,0.079779,0.008064,0.136459,0.100419
1,double,uniform,GPU,"N | N",192,55,0.01248,0,0.080229,0.008096,0.136758,0.100805
1,double,uniform,GPU,"N | N",192,56,0.012672,0,0.08063,0.009312,0.139079,0.102614
1,double,uniform,GPU,"N | N",192,57,0.012288,0,0.08043,0.006848,0.134999,0.099566
1,double,uniform,GPU,"N | N",192,58,0.012832,0,0.080329,0.008224,0.138439,0.101385
1,double,uniform,GPU,"N | N",192,59,0.012896,0,0.080189,0.00768,0.137389,0.100765
1,double,uniform,GPU,"N | N",192,60,0.013056,0,0.08069,0.009664,0.137978,0.10341
1,double,uniform,GPU,"N | N",192,61,0.029152,0,0.088369,0.015584,0.180258,0.133105
1,double,uniform,GPU,"N | N",192,62,0.012672,0,0.079979,0.008032,0.136009,0.100683
1,double,uniform,GPU,"N | N",192,63,0.013344,0,0.08069,0.00704,0.136559,0.101074
1,double,uniform,GPU,"N | N",192,64,0.013952,0,0.076939,0.009792,0.130528,0.100683
1,double,uniform,GPU,"N | N",192,65,0.013184,0,0.080579,0.008416,0.137458,0.102179
1,double,uniform,GPU,"N | N",192,66,0.012576,0,0.079599,0.006976,0.133268,0.099151
1,double,uniform,GPU,"N | N",192,67,0.011456,0,0.079909,0.006784,0.133078,0.098149
1,double,uniform,GPU,"N | N",192,68,0.013088,0,0.165108,0.008544,0.222798,0.18674
1,double,uniform,GPU,"N | N",192,69,0.012032,0,0.08006,0.00736,0.135278,0.099452
1,double,uniform,GPU,"N | N",192,70,0.013248,0,0.080449,0.006976,0.135649,0.100673
1,double,uniform,GPU,"N | N",192,71,0.014848,0,0.08038,0.007968,0.138829,0.103196
1,double,uniform,GPU,"N | N",192,72,0.0128,0,0.080039,0.008352,0.136339,0.101191
1,double,uniform,GPU,"N | N",192,73,0.012352,0,0.080288,0.007488,0.134838,0.100128
1,double,uniform,GPU,"N | N",192,74,0.012,0,0.07985,0.00704,0.133629,0.09889
1,double,uniform,GPU,"N | N",256,0,0.02304,0,0.079089,0.013696,0.163258,0.115825
1,double,uniform,GPU,"N | N",256,1,0.012128,0,0.073589,0.010112,0.137249,0.095829
1,double,uniform,GPU,"N | N",256,2,0.013792,0,0.073379,0.008928,0.131999,0.096099
1,double,uniform,GPU,"N | N",256,3,0.011744,0,0.073139,0.008864,0.129908,0.093747
1,double,uniform,GPU,"N | N",256,4,0.012832,0,0.073909,0.008288,0.130809,0.095029
1,double,uniform,GPU,"N | N",256,5,0.013536,0,0.073119,0.008768,0.131728,0.095423
1,double,uniform,GPU,"N | N",256,6,0.012704,0,0.073599,0.009408,0.132368,0.095711
1,double,uniform,GPU,"N | N",256,7,0.0128,0,0.072959,0.00768,0.130128,0.093439
1,double,uniform,GPU,"N | N",256,8,0.011936,0,0.073349,0.007136,0.128538,0.092421
1,double,uniform,GPU,"N | N",256,9,0.012128,0,0.073039,0.007968,0.129079,0.093135
1,double,uniform,GPU,"N | N",256,10,0.012576,0,0.073698,0.008992,0.131939,0.095266
1,double,uniform,GPU,"N | N",256,11,0.012064,0,0.163288,0.00944,0.221198,0.184792
1,double,uniform,GPU,"N | N",256,12,0.01296,0,0.07336,0.008448,0.131199,0.094768
1,double,uniform,GPU,"N | N",256,13,0.01344,0,0.073779,0.008576,0.131138,0.095795
1,double,uniform,GPU,"N | N",256,14,0.012128,0,0.073339,0.007872,0.129099,0.093339
1,double,uniform,GPU,"N | N",256,15,0.013248,0,0.073469,0.00848,0.131388,0.095197
1,double,uniform,GPU,"N | N",256,16,0.011584,0,0.0732,0.007904,0.128329,0.092688
1,double,uniform,GPU,"N | N",256,17,0.013728,0,0.07313,0.007968,0.131929,0.094826
1,double,uniform,GPU,"N | N",256,18,0.012576,0,0.069289,0.009568,0.122448,0.091433
1,double,uniform,GPU,"N | N",256,19,0.013888,0,0.073559,0.008448,0.131728,0.095895
1,double,uniform,GPU,"N | N",256,20,0.012928,0,0.073459,0.009152,0.130769,0.095539
1,double,uniform,GPU,"N | N",256,21,0.012384,0,0.073579,0.008512,0.130719,0.094475
1,double,uniform,GPU,"N | N",256,22,0.011968,0,0.073269,0.007168,0.126228,0.092405
1,double,uniform,GPU,"N | N",256,23,0.014688,0,0.073388,0.00992,0.135658,0.097996
1,double,uniform,GPU,"N | N",256,24,0.011072,0,0.07358,0.008416,0.130298,0.093068
1,double,uniform,GPU,"N | N",256,25,0.01216,0,0.07394,0.009344,0.132818,0.095444
1,double,uniform,GPU,"N | N",256,26,0.01296,0,0.073799,0.007648,0.131989,0.094407
1,double,uniform,GPU,"N | N",256,27,0.01216,0,0.073669,0.009056,0.131008,0.094885
1,double,uniform,GPU,"N | N",256,28,0.012864,0,0.073189,0.007648,0.129648,0.093701
1,double,uniform,GPU,"N | N",256,29,0.013376,0,0.073509,0.00768,0.130408,0.094565
1,double,uniform,GPU,"N | N",256,30,0.012672,0,0.073219,0.007904,0.129239,0.093795
1,double,uniform,GPU,"N | N",256,31,0.012736,0,0.07892,0.008032,0.138479,0.099688
1,double,uniform,GPU,"N | N",256,32,0.012704,0,0.073079,0.0088,0.130899,0.094583
1,double,uniform,GPU,"N | N",256,33,0.014688,0,0.073949,0.009504,0.135478,0.098141
1,double,uniform,GPU,"N | N",256,34,0.012896,0,0.07335,0.007616,0.129448,0.093862
1,double,uniform,GPU,"N | N",256,35,0.011872,0,0.073409,0.007264,0.127799,0.092545
1,double,uniform,GPU,"N | N",256,36,0.01248,0,0.07231,0.01008,0.126189,0.09487
1,double,uniform,GPU,"N | N",256,37,0.01248,0,0.069999,0.011264,0.123159,0.093743
1,double,uniform,GPU,"N | N",256,38,0.012768,0,0.073659,0.008064,0.131238,0.094491
1,double,uniform,GPU,"N | N",256,39,0.012416,0,0.181938,0.008832,0.238668,0.203186
1,double,uniform,GPU,"N | N",256,40,0.013344,0,0.073599,0.008416,0.131238,0.095359
1,double,uniform,GPU,"N | N",256,41,0.013152,0,0.07339,0.007712,0.129819,0.094254
1,double,uniform,GPU,"N | N",256,42,0.012608,0,0.07292,0.008448,0.129169,0.093976
1,double,uniform,GPU,"N | N",256,43,0.01216,0,0.073149,0.007904,0.128829,0.093213
1,double,uniform,GPU,"N | N",256,44,0.013088,0,0.073219,0.007872,0.130449,0.094179
1,double,uniform,GPU,"N | N",256,45,0.01232,0,0.073019,0.007968,0.130378,0.093307
1,double,uniform,GPU,"N | N",256,46,0.01376,0,0.073669,0.009056,0.132599,0.096485
1,double,uniform,GPU,"N | N",256,47,0.012768,0,0.07346,0.01008,0.131399,0.096308
1,double,uniform,GPU,"N | N",256,48,0.012704,0,0.07321,0.007904,0.128539,0.093818
1,double,uniform,GPU,"N | N",256,49,0.011872,0,0.07303,0.007776,0.129878,0.092678
1,double,uniform,GPU,"N | N",256,50,0.014752,0,0.073579,0.01008,0.136409,0.098411
1,double,uniform,GPU,"N | N",256,51,0.011712,0,0.073848,0.008,0.129918,0.09356
1,double,uniform,GPU,"N | N",256,52,0.012288,0,0.07336,0.00992,0.132099,0.095568
1,double,uniform,GPU,"N | N",256,53,0.012512,0,0.073549,0.007904,0.223277,0.093965
1,double,uniform,GPU,"N | N",256,54,0.01136,0,0.073279,0.007456,0.128918,0.092095
1,double,uniform,GPU,"N | N",256,55,0.011904,0,0.073119,0.008192,0.128578,0.093215
1,double,uniform,GPU,"N | N",256,56,0.013568,0,0.073259,0.007648,0.130809,0.094475
1,double,uniform,GPU,"N | N",256,57,0.011936,0,0.073119,0.008032,0.129338,0.093087
1,double,uniform,GPU,"N | N",256,58,0.013504,0,0.073739,0.007488,0.130469,0.094731
1,double,uniform,GPU,"N | N",256,59,0.013856,0,0.073619,0.008832,0.133009,0.096307
1,double,uniform,GPU,"N | N",256,60,0.013632,0,0.073459,0.00768,0.131019,0.094771
1,double,uniform,GPU,"N | N",256,61,0.013024,0,0.073199,0.008832,0.131089,0.095055
