dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,0,183.527,0.00323,0.06239,69.0508,455.751,252.644
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,66,0.156512,0.00161,0.024139,0.045504,0.319386,0.227765
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,67,0.155616,0.00153,0.02351,0.046464,0.316307,0.22712
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,68,0.152928,0.00175,0.031179,0.045344,0.321226,0.231201
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,69,0.152832,0.00149,0.023849,0.046016,0.312997,0.224187
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,70,0.15744,0.00157,0.02388,0.04528,0.316937,0.22817
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,71,0.15776,0.00163,0.02404,0.046336,0.320007,0.229766
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,72,0.15376,0.001599,0.023451,0.045216,0.313357,0.224026
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,73,0.15328,0.00183,0.0235,0.045216,0.312957,0.223826
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,74,0.156736,0.001719,0.023571,0.044128,0.317297,0.226154
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,0,1.02397,0.002051,0.050068,0.088288,1.30752,1.16437
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,1,0.812032,0.00173,0.046149,0.085248,1.07555,0.945159
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,2,0.808736,0.001761,0.046119,0.084256,1.06932,0.940872
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,3,0.826528,0.002219,0.050618,0.088576,1.12517,0.967941
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,4,0.79472,0.00172,0.04584,0.084544,1.05401,0.926824
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,5,0.794432,0.00168,0.046149,0.083936,1.05428,0.926197
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,6,0.8008,0.001721,0.046919,0.083648,1.06355,0.933088
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,7,0.783808,0.001751,0.046879,0.084864,1.04573,0.917302
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,8,0.797856,0.001689,0.04585,0.084864,1.0562,0.930259
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,9,0.80208,0.00204,0.04644,0.08512,1.06438,0.93568
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,10,0.792608,0.001911,0.0461,0.083456,1.05356,0.924075
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,11,0.809088,0.00179,0.04683,0.085024,1.07036,0.942732
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,12,0.827744,0.00217,0.050949,0.088896,1.12659,0.969759
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,13,0.799488,0.00171,0.046309,0.084768,1.0606,0.932275
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,14,0.792768,0.001729,0.046139,0.085568,1.05705,0.926204
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,15,0.795104,0.00187,0.088399,0.08448,1.09869,0.969853
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,16,0.80816,0.00165,0.04621,0.084704,1.06953,0.940724
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,17,0.813568,0.00167,0.046419,0.084704,1.07688,0.946361
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,18,0.802912,0.001671,0.044279,0.082432,1.05737,0.931294
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,19,0.806976,0.00195,0.04648,0.085152,1.06916,0.940558
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,20,0.81424,0.00171,0.04593,0.085472,1.0742,0.947352
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,21,0.815872,0.001649,0.0464,0.085216,1.07474,0.949137
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,22,0.810976,0.00168,0.0458,0.08448,1.07183,0.942936
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,23,0.804224,0.0018,0.04664,0.084032,1.06559,0.936696
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,24,0.81088,0.00164,0.04721,0.085728,1.07345,0.945458
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,25,0.814688,0.001661,0.04634,0.085792,1.07507,0.948481
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,26,0.802976,0.00209,0.04695,0.08336,1.23683,0.935376
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,27,0.800704,0.00173,0.045839,0.084704,1.06134,0.932977
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,28,0.814016,0.001689,0.046379,0.085152,1.07472,0.947236
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,29,0.810848,0.00165,0.04624,0.084928,1.069,0.943666
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,30,0.805536,0.001679,0.044369,0.083744,1.05672,0.935328
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,31,0.805664,0.00161,0.04612,0.085792,1.06605,0.939186
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,32,0.81344,0.001811,0.046359,0.083488,1.07451,0.945098
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,33,0.809824,0.001609,0.04628,0.085408,1.07207,0.943121
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,34,0.799168,0.00157,0.04682,0.086144,1.16368,0.933702
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,35,0.796352,0.00167,0.0459,0.084864,1.05659,0.928786
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,36,1.01053,0.00191,0.04626,0.08608,1.2742,1.14478
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,37,0.798656,0.0017,0.04279,0.085248,1.05246,0.928394
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,38,0.821632,0.00186,0.044748,0.08528,1.07831,0.95352
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,39,0.811232,0.00175,0.04651,0.085696,1.07119,0.945188
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,40,0.812352,0.001699,0.04585,0.082976,1.0724,0.942877
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,41,0.94,0.00181,0.04715,0.085184,1.20175,1.07414
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,42,0.8152,0.001849,0.046999,0.08496,1.078,0.949008
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,43,0.800544,0.001711,0.04638,0.085056,1.05916,0.933691
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,44,0.804288,0.001831,0.04592,0.08416,1.06706,0.936199
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,45,0.828256,0.00179,0.04616,0.084064,1.08589,0.96027
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,46,0.802304,0.0017,0.04631,0.08512,1.06927,0.935434
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,47,0.824512,0.00176,0.04642,0.085216,1.08894,0.957908
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,48,0.8136,0.001689,0.04661,0.086528,1.07708,0.948427
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,49,0.806944,0.0017,0.04686,0.084992,1.0736,0.940496
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,50,0.903328,0.00169,0.04627,0.0856,1.16599,1.03689
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,51,0.808928,0.001619,0.04658,0.083968,1.0689,0.941095
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,52,0.808928,0.001571,0.045739,0.084576,1.06991,0.940814
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,53,0.810496,0.001971,0.04586,0.084352,1.07005,0.942679
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,54,0.81088,0.00168,0.04664,0.085216,1.07291,0.944416
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,55,0.811776,0.001739,0.054169,0.083904,1.07947,0.951588
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,56,0.80592,0.00174,0.04676,0.085088,1.06756,0.939508
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,57,0.805728,0.001669,0.04672,0.084928,1.06933,0.939045
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,58,0.80384,0.001771,0.0434,0.085376,1.05137,0.934387
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,59,0.816128,0.001889,0.04627,0.082784,1.07403,0.947071
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,60,0.807776,0.001921,0.04619,0.084896,1.06681,0.940783
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,61,0.802784,0.00165,0.047119,0.0848,1.06531,0.936353
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,62,0.814144,0.001651,0.046329,0.083296,1.07362,0.94542
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,63,0.817632,0.0016,0.04637,0.085792,1.07568,0.951394
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,64,0.80688,0.00168,0.04703,0.08528,1.07008,0.94087
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,65,0.817664,0.001699,0.04619,0.08336,1.08095,0.948913
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,66,0.80576,0.0018,0.04652,0.083744,1.06789,0.937824
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,67,0.80224,0.00171,0.04629,0.08544,1.06205,0.93568
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,68,0.807616,0.001661,0.04685,0.082944,1.06744,0.939071
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,69,0.80992,0.00168,0.0458,0.083264,1.06926,0.940664
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,70,0.811008,0.001801,0.04632,0.083264,1.07372,0.942393
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,71,0.808384,0.00171,0.046258,0.084768,1.06726,0.94112
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,72,0.808416,0.00169,0.046358,0.084576,1.07781,0.94104
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,73,0.792928,0.00166,0.04699,0.0848,1.05233,0.926378
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,74,0.803904,0.001699,0.046769,0.085152,1.06737,0.937524
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,0,3.14739,0.002,0.106438,0.132544,3.57997,3.38837
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,1,2.78218,0.001739,0.102938,0.128992,3.19003,3.01585
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,2,2.71578,0.002031,0.157629,0.128064,3.17768,3.0035
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,3,2.71309,0.00192,0.103408,0.12672,3.11529,2.94514
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,4,2.75866,0.00161,0.101829,0.125088,3.16042,2.98718
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,5,2.70032,0.001821,0.102619,0.127264,3.10603,2.93202
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,6,2.70352,0.00172,0.103218,0.128224,3.11005,2.93668
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,7,2.63632,0.0017,0.10233,0.12752,3.04247,2.86787
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,8,2.69021,0.00159,0.101959,0.125216,3.09173,2.91897
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,9,2.67603,0.00171,0.1028,0.128192,3.08211,2.90873
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,10,2.68234,0.001571,0.101969,0.126432,3.08534,2.91231
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,11,2.71533,0.00173,0.102789,0.12608,3.11866,2.94593
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,12,2.72192,0.00216,0.106749,0.130592,3.15985,2.96142
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,13,2.76733,0.00174,0.10334,0.126656,3.17764,2.99906
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,14,2.72112,0.001709,0.102828,0.126464,3.12345,2.95212
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,15,2.68374,0.00193,0.103049,0.127712,3.0892,2.91644
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,16,2.65021,0.0017,0.098749,0.126624,3.04302,2.87728
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,17,2.66614,0.00175,0.103408,0.127456,3.07345,2.89876
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,18,2.67686,0.001649,0.10392,0.128704,3.0842,2.91114
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,19,2.66205,0.002089,0.103778,0.125792,3.06863,2.89371
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,20,2.64918,0.001589,0.099978,0.126112,3.0444,2.87686
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,21,2.67584,0.00185,0.104458,0.129024,3.0847,2.91117
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,22,2.63229,0.001679,0.10257,0.12656,3.03745,2.8631
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,23,2.68915,0.002011,0.10287,0.127968,3.09619,2.922
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,24,2.6679,0.00181,0.103289,0.128128,3.07584,2.90113
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,25,2.7295,0.00182,0.102758,0.127104,3.13497,2.96119
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,26,2.70838,0.001621,0.103359,0.126688,3.11278,2.94005
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,27,2.78854,0.00213,0.106538,0.130592,3.22562,3.0278
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,28,2.72397,0.00199,0.105949,0.128,3.16279,2.95991
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,29,2.66464,0.001909,0.104028,0.126976,3.0725,2.89755
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,30,2.63226,0.00176,0.102809,0.125248,3.03745,2.86207
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,31,2.66848,0.00186,0.103988,0.127264,3.08289,2.90159
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,32,2.64486,0.001859,0.103318,0.12672,3.05577,2.87676
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,33,2.63955,0.00167,0.102028,0.1256,3.04308,2.86885
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,34,2.73603,0.001789,0.103269,0.126496,3.14396,2.96759
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,35,2.71149,0.001789,0.103759,0.125216,3.11402,2.94225
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,36,2.68224,0.00166,0.10202,0.126144,3.08464,2.91206
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,37,2.65565,0.00186,0.101439,0.124992,3.05819,2.88394
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,38,2.64704,0.002081,0.103318,0.127616,3.05227,2.88005
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,39,2.69613,0.0019,0.102108,0.128064,3.10273,2.9282
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,40,2.64589,0.002309,0.10619,0.127008,3.07796,2.88139
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,41,2.69261,0.002149,0.10443,0.128096,3.10167,2.92728
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,42,2.70842,0.00209,0.1055,0.12832,3.14128,2.94433
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,43,2.68342,0.001599,0.101848,0.126976,3.08714,2.91385
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,44,2.66758,0.001931,0.10292,0.124416,3.06964,2.89685
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,45,2.71958,0.001729,0.101438,0.124672,3.1207,2.94742
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,46,2.69456,0.00158,0.103149,0.12544,3.09731,2.92473
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,47,2.67712,0.00171,0.102488,0.128288,3.08284,2.90961
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,48,2.68269,0.00169,0.10223,0.126112,3.08402,2.91272
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,49,2.67395,0.001779,0.102688,0.124448,3.15291,2.90287
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,50,2.65286,0.001838,0.103488,0.126112,3.05588,2.8843
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,51,2.71952,0.001848,0.101938,0.126336,3.12329,2.94964
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,52,2.65795,0.0017,0.102639,0.125056,3.05863,2.88735
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,53,2.65901,0.001681,0.103879,0.12528,3.06473,2.88985
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,54,2.69421,0.00173,0.103209,0.128384,3.10198,2.92753
