dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,0,184.163,0.00338,0.102289,68.0259,451.87,252.294
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,49,0.237984,0.00159,0.0696,0.059776,0.573834,0.36895
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,50,0.235744,0.00171,0.068608,0.059296,0.570225,0.365358
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,51,0.235872,0.00174,0.069509,0.06048,0.574634,0.367601
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,52,0.232864,0.00159,0.06753,0.06304,0.566764,0.365024
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,53,0.238912,0.001881,0.06916,0.05664,0.572714,0.366593
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,54,0.235648,0.00167,0.06905,0.059808,0.571894,0.366176
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,55,0.243552,0.00157,0.068798,0.060352,0.579434,0.374272
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,56,0.318592,0.00186,0.06912,0.059968,0.657343,0.44954
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,57,0.239424,0.00196,0.069329,0.057568,0.573534,0.368281
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,58,0.23856,0.00226,0.06935,0.060384,0.574904,0.370554
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,59,0.234752,0.001651,0.068788,0.059552,0.571414,0.364743
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,60,0.237792,0.0019,0.069339,0.060224,0.576194,0.369255
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,61,0.24048,0.00159,0.069108,0.06144,0.578054,0.372618
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,62,0.239584,0.00167,0.069038,0.059776,0.659544,0.370068
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,63,0.236832,0.0017,0.069609,0.05984,0.572544,0.367981
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,64,0.231328,0.00168,0.074949,0.059968,0.572923,0.367925
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,65,0.238944,0.0016,0.06936,0.05936,0.575984,0.369264
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,66,0.238496,0.00186,0.06922,0.059712,0.574564,0.369288
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,67,0.239424,0.00159,0.06869,0.059392,0.574814,0.369096
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,68,0.234688,0.001689,0.068898,0.060608,0.570874,0.365883
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,69,0.236544,0.00171,0.06532,0.061696,0.560954,0.36527
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,70,0.234624,0.0016,0.068858,0.060672,0.571254,0.365754
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,71,0.244832,0.001639,0.06928,0.060608,0.580984,0.376359
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,72,0.3344,0.00159,0.068759,0.060064,0.670613,0.464813
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,73,0.234944,0.00179,0.06905,0.0576,0.569124,0.363384
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,74,0.237216,0.00179,0.06901,0.060128,0.637073,0.368144
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,0,1.7975,0.002211,0.325146,0.115104,2.62063,2.23996
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,1,1.56035,0.00192,0.321466,0.112576,2.35607,1.99631
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,2,1.52474,0.002081,0.320857,0.113632,2.3211,1.96131
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,3,1.51965,0.00207,0.320656,0.11184,2.31122,1.95421
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,4,1.5465,0.002171,0.325586,0.11616,2.3771,1.99041
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,5,1.52874,0.00191,0.320836,0.114272,2.32897,1.96575
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,6,1.5344,0.00168,0.321278,0.110944,2.32784,1.9683
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,7,1.59709,0.00179,0.320377,0.113024,2.39126,2.03228
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,8,1.51357,0.001929,0.326567,0.113088,2.31249,1.95515
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,9,1.51018,0.0021,0.321786,0.111456,2.30622,1.94552
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,10,1.50522,0.00177,0.325746,0.11184,2.3028,1.94457
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,11,1.50579,0.002071,0.322968,0.109792,2.30169,1.94062
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,12,1.53517,0.00218,0.324776,0.117504,2.36437,1.97963
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,13,1.51302,0.00177,0.321008,0.114208,2.30617,1.95001
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,14,1.53133,0.001809,0.321256,0.11168,2.334,1.96607
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,15,1.51782,0.001921,0.320186,0.111744,2.31093,1.95168
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,16,1.54778,0.00211,0.322307,0.115264,2.35834,1.98746
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,17,1.53322,0.00167,0.320747,0.112256,2.32647,1.96789
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,18,1.56013,0.001889,0.322007,0.112512,2.35386,1.99654
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,19,1.58141,0.00192,0.320586,0.111232,2.3739,2.01515
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,20,1.6185,0.00205,0.321608,0.112864,2.41357,2.05502
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,21,1.52304,0.002519,0.325607,0.114496,2.35185,1.96566
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,22,1.52762,0.00212,0.317288,0.115552,2.31777,1.96258
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,23,1.50989,0.00182,0.321247,0.112864,2.30496,1.94582
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,24,1.54874,0.00185,0.320946,0.112864,2.34911,1.9844
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,25,1.56579,0.00178,0.325976,0.11184,2.36184,2.00539
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,26,1.53744,0.001941,0.320858,0.111936,2.33401,1.97218
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,27,1.50746,0.00177,0.320306,0.111264,2.29831,1.9408
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,28,1.52742,0.00184,0.320687,0.112832,2.32081,1.96278
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,29,1.55488,0.00178,0.321256,0.110496,2.35674,1.98841
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,30,1.50861,0.0019,0.320908,0.112736,2.30456,1.94415
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,31,1.54608,0.001961,0.321196,0.113888,2.34379,1.98312
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,32,1.59635,0.00187,0.321228,0.11184,2.38875,2.03129
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,33,1.54666,0.0017,0.319638,0.11232,2.33708,1.98031
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,34,1.5055,0.001889,0.319508,0.116,2.29848,1.9429
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,35,1.53414,0.00179,0.320796,0.111776,2.33062,1.96851
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,36,1.48995,0.00166,0.321457,0.111712,2.28383,1.92478
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,37,1.50848,0.00192,0.321586,0.11152,2.30288,1.94351
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,38,1.53354,0.001899,0.320606,0.111936,2.3276,1.96798
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,39,1.52925,0.00235,0.319878,0.11152,2.32174,1.963
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,40,1.50947,0.00185,0.320698,0.110784,2.30396,1.9428
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,41,1.49706,0.00183,0.320587,0.11264,2.29081,1.93211
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,42,1.52109,0.00221,0.321468,0.114048,2.31977,1.95881
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,43,1.54794,0.00194,0.321977,0.110848,2.34106,1.9827
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,44,1.52086,0.00205,0.321076,0.11184,2.31454,1.95583
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,45,1.5168,0.00258,0.325466,0.116928,2.34883,1.96177
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,46,1.58064,0.00241,0.325086,0.116352,2.4101,2.02449
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,47,1.48022,0.002059,0.321227,0.112416,2.27235,1.91593
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,48,1.5008,0.001759,0.321036,0.111008,2.29151,1.9346
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,49,1.51245,0.00167,0.320596,0.110368,2.30277,1.94508
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,50,1.58426,0.00173,0.319306,0.112896,2.37283,2.01819
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,51,1.55504,0.00209,0.320406,0.110976,2.34734,1.98851
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,52,1.51296,0.00166,0.320736,0.111456,2.30844,1.94681
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,53,1.50195,0.00163,0.321466,0.116064,2.30014,1.94111
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,54,1.54118,0.00203,0.325716,0.114912,2.37055,1.98384
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,55,1.52938,0.002071,0.321827,0.112704,2.32692,1.96598
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,56,1.57987,0.00268,0.325076,0.117184,2.40602,2.02481
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,57,1.49706,0.00177,0.321318,0.111584,2.29287,1.93173
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,58,1.50605,0.002009,0.322998,0.114336,2.36807,1.94539
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,59,1.51242,0.00187,0.320678,0.112,2.30696,1.94696
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,60,1.50611,0.00183,0.320936,0.112096,2.30046,1.94097
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,61,1.58746,0.00216,0.323678,0.117536,2.41421,2.03083
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,62,1.5047,0.001949,0.320967,0.11168,2.29791,1.9393
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,63,1.58032,0.00202,0.321787,0.111328,2.3781,2.01546
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,64,1.49645,0.00174,0.321008,0.11344,2.31371,1.93264
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,65,1.55795,0.002,0.322537,0.1152,2.3584,1.99769
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,66,1.5256,0.00224,0.321786,0.113312,2.32124,1.96294
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,67,1.51728,0.00183,0.321257,0.111712,2.31354,1.95208
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,68,1.50595,0.0021,0.317897,0.11296,2.29208,1.93891
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,69,1.51843,0.002029,0.320836,0.111936,2.31209,1.95323
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,70,1.51174,0.00171,0.320816,0.115488,2.30931,1.94976
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,71,1.52208,0.00198,0.320336,0.115008,2.3218,1.9594
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,72,1.53318,0.001791,0.320807,0.111776,2.32752,1.96756
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,73,1.53139,0.00171,0.318707,0.112096,2.32424,1.96391
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,74,1.54173,0.00187,0.320976,0.111392,2.33688,1.97597
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,0,6.11658,0.0025,1.11993,0.269504,8.12597,7.50851
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,1,5.49891,0.00224,1.12713,0.272224,7.49801,6.90051
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,2,5.49683,0.00225,1.11967,0.2712,7.48271,6.88995
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,3,5.41616,0.002189,1.11755,0.26976,7.4015,6.80566
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,4,5.71501,0.002221,1.11871,0.271296,7.70047,7.10723
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,5,5.51024,0.002922,1.11963,0.26944,7.49707,6.90223
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,6,5.4521,0.002381,1.1186,0.269088,7.43827,6.84216
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,7,5.54317,0.00219,1.11678,0.274976,7.52898,6.93711
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,8,5.52656,0.002281,1.11862,0.271392,7.51491,6.91885
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,9,5.90205,0.00247,1.1187,0.26992,7.88814,7.29314
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,10,5.50541,0.0021,1.11854,0.269696,7.49252,6.89574
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,11,5.52602,0.00238,1.11947,0.271136,7.5133,6.919
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,12,5.50678,0.00235,1.11961,0.2696,7.495,6.89834
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,13,5.81469,0.00215,1.11922,0.27312,7.80165,7.20918
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,14,5.99171,0.00217,1.11974,0.268128,7.99344,7.38175
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,15,5.46083,0.002368,1.12534,0.269696,7.44822,6.85823
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,16,5.41635,0.002459,1.11924,0.269472,7.40048,6.80752
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,17,5.58493,0.0025,1.1168,0.270176,7.57185,6.9744
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,18,5.91869,0.002399,1.11863,0.267616,7.90425,7.30733
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,19,5.99123,0.002389,1.11988,0.271488,7.98217,7.38499
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,20,5.9928,0.00238,1.11861,0.268928,7.98064,7.38272
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,21,5.45891,0.0027,1.11864,0.268,7.44181,6.84825
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,22,5.49642,0.002431,1.11785,0.269568,7.47655,6.88626
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,23,5.73363,0.00269,1.11878,0.269248,7.72587,7.12435
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,24,5.46474,0.00246,1.11985,0.26928,7.45048,6.85632
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,25,5.45587,0.00235,1.11719,0.273152,7.4401,6.84856
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,26,5.41699,0.002339,1.11753,0.270464,7.39773,6.80732
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,27,5.5063,0.00289,1.11925,0.271488,7.49576,6.89993
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,28,5.41414,0.00235,1.11845,0.270624,7.39757,6.80557
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,29,5.51776,0.00199,1.11682,0.269376,7.49629,6.90594
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,30,5.53053,0.00232,1.11796,0.268544,7.51506,6.91935
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,31,5.55133,0.00254,1.11948,0.26848,7.53887,6.94183
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,32,5.46272,0.002739,1.11662,0.268192,7.4428,6.85027
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,33,5.45376,0.00212,1.11707,0.269184,7.43199,6.84213
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,34,5.56301,0.0028,1.12182,0.267328,7.55073,6.95495
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,35,5.48186,0.002481,1.11713,0.2688,7.4632,6.87027
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,36,5.91213,0.00223,1.11861,0.268,7.89936,7.30097
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,37,5.39149,0.00252,1.11686,0.271776,7.37617,6.78264
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,38,5.44445,0.00228,1.11922,0.268032,7.42951,6.83398
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,39,5.86083,0.002461,1.12034,0.269824,7.86055,7.25346
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,40,5.64765,0.00264,1.11831,0.269376,7.63022,7.03797
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,41,5.48285,0.0024,1.11792,0.270624,7.46863,6.87379
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,42,5.53651,0.002369,1.11642,0.272736,7.51222,6.92804
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,43,5.47338,0.00233,1.11843,0.268,7.45378,6.86213
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,44,5.5631,0.00234,1.11848,0.270848,7.54913,6.95477
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,45,5.70758,0.00224,1.12015,0.270432,7.71652,7.1004
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,46,5.47776,0.00206,1.11897,0.271264,7.46146,6.87005
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,47,5.54883,0.002281,1.11789,0.27088,7.52943,6.93988
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,48,5.48486,0.002451,1.11886,0.275808,7.47859,6.88198
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,49,5.95011,0.00239,1.11999,0.270816,7.95846,7.34331
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,50,5.72374,0.002281,1.12018,0.269664,7.7112,7.11587
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,51,5.44054,0.002519,1.11696,0.26992,7.429,6.82994
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,52,5.67386,0.00252,1.11919,0.267008,7.65845,7.06257
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,53,5.41923,0.002069,1.11604,0.26976,7.39728,6.8071
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,54,6.03155,0.002209,1.12352,0.27024,8.03417,7.42752
