dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.072192,0.00249,0.147427,219.603,219.934,219.825
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,14,0.011968,0.00168,0.111448,0.023616,0.213007,0.148712
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,15,0.013696,0.001709,0.111689,0.021056,0.211918,0.14815
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,16,0.014784,0.001669,0.111599,0.024736,0.216318,0.152788
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,17,0.108512,0.00167,0.11012,0.021344,0.304607,0.241646
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,18,0.011776,0.001921,0.11197,0.023488,0.212827,0.149155
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,19,0.0144,0.0016,0.112459,0.025664,0.215978,0.154123
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,20,0.012896,0.00164,0.113209,0.022624,0.214858,0.150369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,21,0.01408,0.00179,0.112009,0.02208,0.213508,0.149959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,22,0.020544,0.00165,0.111339,0.0224,0.218088,0.155933
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,23,0.012064,0.00162,0.1123,0.020192,0.210258,0.146176
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,24,0.01488,0.00156,0.111679,0.023936,0.214437,0.152055
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,25,0.0128,0.001729,0.112508,0.021888,0.211988,0.148925
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,26,0.015168,0.00177,0.112787,0.0208,0.213228,0.150525
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,27,0.0208,0.001601,0.111389,0.021568,0.219487,0.155358
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,28,0.014048,0.00158,0.111819,0.020704,0.211468,0.148151
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,29,0.014752,0.001699,0.111799,0.022944,0.219638,0.151194
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,30,0.013152,0.00182,0.105129,0.024608,0.198057,0.144709
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,31,0.018496,0.00162,0.110108,0.023648,0.213318,0.153872
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,32,0.014016,0.001571,0.112108,0.02032,0.211258,0.148015
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,33,0.014144,0.001611,0.111688,0.021184,0.212418,0.148627
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,34,0.020352,0.001549,0.110659,0.020352,0.215737,0.152912
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,35,0.014336,0.00162,0.111599,0.029088,0.218887,0.156643
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,36,0.014304,0.001591,0.111959,0.022624,0.213477,0.150478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,37,0.020032,0.00173,0.113058,0.021472,0.220028,0.156292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,38,0.01456,0.0017,0.111709,0.0216,0.219407,0.149569
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,39,0.02192,0.001609,0.11148,0.022752,0.224008,0.157761
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,40,0.020992,0.001551,0.110779,0.020704,0.216817,0.154026
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,41,0.020064,0.00162,0.119278,0.024544,0.227628,0.165506
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,42,0.013632,0.00155,0.1115,0.022144,0.211858,0.148826
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,43,0.01456,0.001771,0.111028,0.026624,0.215567,0.153983
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,44,0.020608,0.00169,0.112188,0.022496,0.220128,0.156982
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,45,0.022208,0.00155,0.111829,0.023232,0.226167,0.158819
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,46,0.014272,0.001599,0.111918,0.022784,0.213708,0.150573
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,47,0.015008,0.00166,0.112478,0.022784,0.213798,0.15193
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,48,0.019744,0.00155,0.111018,0.024672,0.218257,0.156984
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,49,0.017568,0.001521,0.10616,0.02592,0.207788,0.151169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,50,0.014432,0.0016,0.111369,0.022464,0.212537,0.149865
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,51,0.013824,0.00159,0.112849,0.022176,0.221698,0.150439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,52,0.021568,0.00163,0.111209,0.022272,0.218837,0.156679
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,53,0.020064,0.001589,0.11148,0.024288,0.219218,0.157421
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,54,0.022336,0.001759,0.112349,0.023808,0.222467,0.160252
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,55,0.020384,0.00169,0.111858,0.02384,0.219128,0.157772
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,56,0.011968,0.00166,0.111569,0.023136,0.210558,0.148333
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,57,0.020096,0.001711,0.11205,0.02208,0.218227,0.155937
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,58,0.013536,0.001679,0.111438,0.022144,0.210768,0.148797
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,59,0.019584,0.001709,0.111687,0.023168,0.218148,0.156148
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,60,0.012736,0.001659,0.1035,0.024576,0.195177,0.142471
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,61,0.021312,0.001661,0.111828,0.02304,0.221018,0.157841
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,62,0.0208,0.00163,0.11189,0.023584,0.220488,0.157904
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,63,0.020608,0.00162,0.111429,0.022784,0.218077,0.156441
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,64,0.02112,0.001641,0.111199,0.021728,0.218287,0.155688
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,65,0.020032,0.001609,0.11137,0.022432,0.218018,0.155443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,66,0.021472,0.00161,0.112118,0.022976,0.221428,0.158176
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,67,0.020768,0.00159,0.111259,0.025248,0.220958,0.158865
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,68,0.020896,0.00173,0.111138,0.022176,0.218338,0.15594
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,69,0.021472,0.001819,0.114989,0.02208,0.223017,0.16036
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,70,0.014272,0.001659,0.111219,0.024448,0.213857,0.151598
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,71,0.014176,0.00165,0.112088,0.025792,0.216187,0.153706
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,72,0.010176,0.00168,0.111768,0.022272,0.208258,0.145896
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,73,0.020768,0.00165,0.111208,0.022208,0.218548,0.155834
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,74,0.014176,0.001619,0.112059,0.02464,0.215998,0.152494
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,0,0.044384,0.00221,0.497354,0.103552,0.712732,0.6475
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,1,0.029312,0.00174,0.488284,0.097184,0.680973,0.61652
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,2,0.029536,0.001769,0.489275,0.094656,0.680673,0.615236
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,3,0.029792,0.001761,0.487794,0.097248,0.680993,0.616595
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,4,0.029664,0.00177,0.485164,0.096448,0.673433,0.613046
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,5,0.02912,0.00182,0.488216,0.095168,0.678893,0.614324
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,6,0.036896,0.00194,0.487095,0.096224,0.687313,0.622155
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,7,0.03056,0.001769,0.488245,0.095488,0.680643,0.616062
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,8,0.027104,0.00173,0.488544,0.097632,0.678803,0.61501
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,9,0.028832,0.00729,0.488187,0.097024,0.685383,0.621333
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,10,0.030304,0.00166,0.488534,0.09584,0.679583,0.616338
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,11,0.028672,0.00174,0.488836,0.096448,0.679162,0.615696
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,12,0.02864,0.00194,0.487226,0.095584,0.678053,0.61339
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,13,0.028096,0.00183,0.489394,0.097472,0.681793,0.616792
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,14,0.029312,0.00197,0.488444,0.097344,0.680763,0.61707
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,15,0.028928,0.0017,0.487944,0.095424,0.678142,0.613996
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,16,0.030368,0.00175,0.488384,0.09664,0.681053,0.617142
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,17,0.02816,0.0022,0.485025,0.09968,0.673123,0.615065
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,18,0.029312,0.001809,0.488045,0.095616,0.679153,0.614782
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,19,0.028896,0.0017,0.487314,0.097888,0.679543,0.615798
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,20,0.028128,0.001729,0.487486,0.096448,0.677613,0.613791
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,21,0.029504,0.001579,0.487924,0.094432,0.678613,0.613439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,22,0.029344,0.00186,0.481634,0.09936,0.669313,0.612198
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,23,0.030272,0.00194,0.490014,0.096768,0.691403,0.618994
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,24,0.028832,0.0019,0.489095,0.096928,0.680932,0.616755
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,25,0.02912,0.00193,0.487254,0.097856,0.680543,0.61616
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,26,0.02864,0.00159,0.487684,0.094304,0.676373,0.612218
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,27,0.029984,0.00243,0.482214,0.099648,0.671383,0.614276
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,28,0.04432,0.002289,0.497206,0.10464,0.712303,0.648455
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,29,0.027904,0.00181,0.490166,0.09616,0.680223,0.61604
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,30,0.028512,0.00171,0.487124,0.09728,0.677803,0.614626
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,31,0.045152,0.00237,0.498044,0.103904,0.713863,0.64947
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,32,0.033568,0.00212,0.492587,0.10048,0.693382,0.628755
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,33,0.029824,0.00173,0.487294,0.096288,0.679683,0.615136
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,34,0.0304,0.00175,0.489074,0.09664,0.681813,0.617864
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,35,0.02976,0.00192,0.487476,0.096384,0.678813,0.61554
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,36,0.02752,0.00166,0.542313,0.095648,0.731323,0.667141
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,37,0.030464,0.00174,0.482264,0.100256,0.669853,0.614724
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,38,0.028384,0.001871,0.488435,0.096864,0.678743,0.615554
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,39,0.02944,0.00175,0.489783,0.096192,0.681902,0.617165
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,40,0.029792,0.001699,0.483385,0.098688,0.671903,0.613564
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,41,0.029248,0.00174,0.487505,0.096832,0.678113,0.615325
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,42,0.029344,0.0018,0.488825,0.096736,0.719002,0.616705
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,43,0.03024,0.0017,0.487676,0.096608,0.680952,0.616224
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,44,0.02704,0.00187,0.489354,0.09584,0.680033,0.614104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,45,0.030528,0.00187,0.488595,0.099424,0.685603,0.620417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,46,0.029056,0.001709,0.487006,0.095936,0.678323,0.613707
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,47,0.029728,0.00174,0.487324,0.096608,0.679873,0.6154
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,48,0.030432,0.00177,0.488044,0.096256,0.680363,0.616502
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,49,0.027808,0.00206,0.487855,0.096256,0.677433,0.613979
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,50,0.028864,0.00181,0.488746,0.097824,0.681042,0.617244
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,51,0.028928,0.001741,0.488524,0.096832,0.680292,0.616025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,52,0.028768,0.00164,0.487445,0.09712,0.678242,0.614973
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,53,0.045568,0.00235,0.489944,0.10544,0.698642,0.643302
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,54,0.029888,0.00171,0.488147,0.096384,0.680052,0.616129
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,55,0.029088,0.00196,0.488075,0.094784,0.679213,0.613907
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,56,0.029824,0.00181,0.489525,0.096608,0.683003,0.617767
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,57,0.028928,0.00167,0.485606,0.095392,0.674913,0.611596
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,58,0.029248,0.00184,0.483994,0.098208,0.673893,0.61329
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,59,0.027648,0.0018,0.488806,0.09584,0.678083,0.614094
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,60,0.027968,0.00184,0.489604,0.095424,0.677753,0.614836
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,61,0.028,0.00183,0.488074,0.094624,0.677343,0.612528
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,62,0.027904,0.001918,0.487824,0.096576,0.677853,0.614222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,63,0.029312,0.001651,0.487865,0.096384,0.678142,0.615212
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,64,0.029696,0.00172,0.488616,0.095904,0.678633,0.615936
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,65,0.02752,0.00174,0.487695,0.096224,0.675862,0.613179
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,66,0.02944,0.001851,0.488514,0.096128,0.679932,0.615933
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,67,0.02752,0.00167,0.488284,0.095648,0.676893,0.613122
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,68,0.029056,0.0018,0.486734,0.09552,0.675903,0.61311
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,69,0.028096,0.00171,0.488264,0.096,0.678053,0.61407
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,70,0.027392,0.00193,0.486646,0.095168,0.742192,0.611136
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,71,0.028064,0.00179,0.560833,0.095392,0.748942,0.686079
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,72,0.029472,0.00163,0.487345,0.094496,0.676463,0.612943
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,73,0.02832,0.00168,0.487434,0.09584,0.676843,0.613274
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,74,0.043392,0.002451,0.498986,0.1032,0.712772,0.648029
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,0,0.111616,0.00242,1.64521,0.3384,2.16576,2.09765
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,1,0.127008,0.002631,1.64126,0.335584,2.17303,2.10649
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,2,0.127936,0.00242,1.64298,0.337952,2.19442,2.11129
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,3,0.127712,0.00262,1.6445,0.335552,2.179,2.11039
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,4,0.113888,0.002359,1.64119,0.334112,2.16088,2.09155
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,5,0.115264,0.00211,1.63782,0.33584,2.15725,2.09104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,6,0.125248,0.00226,1.64274,0.332896,2.17105,2.10315
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,7,0.115296,0.002379,1.64006,0.333952,2.15845,2.09169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,8,0.117856,0.00219,1.63694,0.334368,2.15502,2.09136
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,9,0.1168,0.00228,1.64676,0.3352,2.16561,2.10104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,10,0.110496,0.001921,1.64436,0.335744,2.1601,2.09252
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,11,0.114048,0.002031,1.63867,0.330944,2.15409,2.08569
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,12,0.123904,0.002379,1.64206,0.335104,2.17185,2.10345
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,13,0.130048,0.0023,1.64678,0.340064,2.18664,2.11919
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,14,0.11392,0.00215,1.64312,0.333504,2.15906,2.0927
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,15,0.114208,0.00243,1.63988,0.335808,2.15994,2.09233
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,16,0.117152,0.002251,1.64301,0.334976,2.16662,2.09739
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,17,0.113792,0.00212,1.6422,0.33472,2.15766,2.09283
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,18,0.1136,0.00227,1.64054,0.332768,2.15506,2.08918
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,19,0.113728,0.00194,1.64351,0.33632,2.16412,2.0955
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,20,0.114848,0.00237,1.6423,0.335456,2.1642,2.09498
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,21,0.11136,0.00205,1.64147,0.332672,2.15347,2.08755
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,22,0.113024,0.00196,1.63949,0.33488,2.15705,2.08936
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,23,0.119648,0.00245,1.6404,0.337088,2.168,2.09959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,24,0.112544,0.00216,1.64387,0.335456,2.16168,2.09403
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,25,0.111488,0.00198,1.64351,0.33488,2.15938,2.09186
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,26,0.117216,0.00235,1.64071,0.333952,2.16418,2.09423
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,27,0.118912,0.0022,1.64446,0.337152,2.17253,2.10273
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,28,0.111744,0.00215,1.63987,0.332896,2.15421,2.08666
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,29,0.11152,0.00232,1.6391,0.332928,2.1526,2.08587
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,30,0.114048,0.002452,1.63691,0.334208,2.1488,2.08762
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,31,0.11504,0.00209,1.63672,0.334816,2.1522,2.08867
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,32,0.112544,0.001881,1.64542,0.33568,2.16203,2.09553
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,33,0.113056,0.002221,1.64472,0.334112,2.15967,2.09411
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,34,0.116448,0.002331,1.64548,0.334976,2.16841,2.09924
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,35,0.112032,0.002219,1.64183,0.33488,2.15827,2.09096
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,36,0.1128,0.002168,1.63568,0.334912,2.14964,2.08556
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,37,0.11568,0.00221,1.64871,0.33824,2.17287,2.10484
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,38,0.118368,0.0019,1.63988,0.335072,2.16311,2.09522
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,39,0.131104,0.002221,1.65595,0.338656,2.19598,2.12793
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,40,0.111808,0.0022,1.63811,0.33472,2.15278,2.08684
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,41,0.113248,0.00218,1.64423,0.333312,2.16289,2.09297
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,42,0.115104,0.002371,1.64085,0.33584,2.16175,2.09417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,43,0.113888,0.00219,1.63994,0.33504,2.15804,2.09106
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,44,0.111744,0.00206,1.64165,0.334944,2.15729,2.0904
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,45,0.115456,0.00216,1.64404,0.332352,2.16184,2.09401
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,46,0.118816,0.00204,1.63775,0.343104,2.16876,2.10171
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,47,0.108896,0.00192,1.63718,0.331488,2.14566,2.07949
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,48,0.111488,0.002331,1.64886,0.336736,2.16739,2.09942
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,49,0.11584,0.00221,1.64854,0.3368,2.17175,2.10339
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,50,0.114336,0.002392,1.6394,0.331808,2.15468,2.08794
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,51,0.113408,0.00213,1.63977,0.335264,2.15964,2.09057
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,52,0.114336,0.00212,1.64099,0.334048,2.16022,2.0915
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,53,0.121568,0.002342,1.64565,0.332992,2.1699,2.10256
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,54,0.109696,0.00203,1.63924,0.335392,2.15632,2.08636
